GM9_GHM_COD;CMD_COD;GHM_LIB;TEC_COL
08C07W;8;***Interventions sur le rachis avec CMA;0
08C08Z;8;Interventions sur l'humérus ou sur le membre inférieur à l'exception de la hanche, du fémur et du pied, âge inférieur à 18 ans;0
08C09V;8;Interventions sur l'humérus ou sur le membre inférieur à l'exception de la hanche, du fémur et du pied, âge supérieur à 17 ans sans CMA;0
08C09W;8;Interventions sur l'humérus ou sur le membre inférieur à l'exception de la hanche, du fémur et du pied, âge supérieur à 17 ans avec CMA;0
08C10V;8;Interventions sur le genou, âge inférieur à 70 ans sans CMA;0
08C10W;8;Interventions sur le genou, âge supérieur à 69 ans et/ou CMA;0
08M05Z;8;Fractures de la diaphyse, de l'épiphyse ou d'une partie non précisée du fémur;0
08M06Z;8;Fractures, entorses, luxations et dislocations du bras, de la jambe à l'exception du pied, âge inférieur à 18 ans;0
08M07V;8;Fractures, entorses, luxations et dislocations du bras, de la jambe à l'exception du pied, âge de 18 à 69 ans sans CMA;0
07C03W;7;***Cholécystectomies avec exploration de la voie biliaire principale avec CMA;0
06M10Z;6;Ulcères gastroduodénaux compliqués;0
03M04V;3;Otites moyennes et infections des voies aériennes supérieures, âge de 18 à 69 ans sans CMA;0
03M04W;3;Otites moyennes et infections des voies aériennes supérieures, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
03M05Z;3;Troubles de l'équilibre;0
03M06Z;3;Épistaxis;0
03M07V;3;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, âge inférieur à 70 ans sans CMA;0
03M07W;3;Tumeurs malignes des oreilles, du nez, de la gorge ou de la bouche, âge supérieur à 69 ans et/ou CMA;0
03M08Z;3;Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans;0
24K06Z;24;***Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires : séjours de moins de 2 jours;0
24K07Z;24;***Cathétérismes cardiaques ou coronarographies : séjours de moins de 2 jours;0
24K08Z;24;Affections de la CMD 08 : séjours de moins de 2 jours, sans acte opératoire de la CMD 08, avec anesthésie;0
13C05Z;13;Interventions sur le système utéroannexiel pour des tumeurs malignes;0
13C06Z;13;Interruptions tubaires pour des affections non malignes;0
13C07V;13;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, âge inférieur à 70 ans sans CMA;0
11M03V;11;Infections des reins et des voies urinaires, âge inférieur à 18 ans sans CMA;0
11M03W;11;Infections des reins et des voies urinaires, âge inférieur à 18 ans avec CMA;0
11M04V;11;Infections des reins et des voies urinaires, âge de 18 à 69 ans sans CMA;0
11M04W;11;Infections des reins et des voies urinaires, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
11M05V;11;***Insuffisance rénale, avec dialyse, âge inférieur à 70 ans sans CMA;0
18M08V;18;Autres maladies infectieuses ou parasitaires, âge inférieur à 70 ans sans CMA;0
18M08W;18;Autres maladies infectieuses ou parasitaires, âge supérieur à 69 ans et/ou CMA;0
03C07W;3;Interventions sur les sinus et l'apophyse mastoïde, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
03C08V;3;***Interventions diverses sur les oreilles, le nez, la gorge ou le cou sans CMA;0
03C08W;3;***Interventions diverses sur les oreilles, le nez, la gorge ou le cou avec CMA;0
03C09Z;3;Rhinoplasties;0
03C10Z;3;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans;0
04M14W;4;Maladies pulmonaires interstitielles avec CMA;0
04M15V;4;Autres diagnostics portant sur le système respiratoire sans CMA;0
04M15W;4;Autres diagnostics portant sur le système respiratoire avec CMA;0
04M16V;4;Traumatismes thoraciques majeurs sans CMA;0
04M16W;4;Traumatismes thoraciques majeurs avec CMA;0
04M17V;4;Épanchements pleuraux sans CMA;0
04M17W;4;Épanchements pleuraux avec CMA;0
05C02Z;5;Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie;0
05C03V;5;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, sans CMA;0
05C03W;5;Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, avec CMA;0
05C04V;5;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie sans CMA;0
05C04W;5;Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie avec CMA;0
05C05V;5;Pontages aortocoronariens sans cathétérisme cardiaque ni coronarographie sans CMA;0
05C05W;5;Pontages aortocoronariens sans cathétérisme cardiaque ni coronarographie avec CMA;0
08C27W;8;Autres interventions sur le rachis avec CMA;0
08C28Z;8;Interventions maxillofaciales;0
04M11W;4;Signes et symptômes respiratoires avec CMA;0
04M12V;4;Pneumothorax sans CMA;0
04M12W;4;Pneumothorax avec CMA;0
04M13Z;4;¿dème pulmonaire et détresse respiratoire;0
04M14V;4;Maladies pulmonaires interstitielles sans CMA;0
17C02V;17;Interventions majeures au cours de lymphomes ou de leucémies sans CMA;0
17C02W;17;Interventions majeures au cours de lymphomes ou de leucémies avec CMA;0
17C03V;17;Autres interventions au cours de lymphomes ou de leucémies sans CMA;0
17C03W;17;Autres interventions au cours de lymphomes ou de leucémies avec CMA;0
17C04V;17;Interventions majeures pour affections myéloprolifératives ou tumeurs de siège imprécis ou diffus, sans CMA;0
17C04W;17;Interventions majeures pour affections myéloprolifératives ou tumeurs de siège imprécis ou diffus, avec CMA;0
24Z20Z;24;Accouchements : séjours de moins de 2 jours;0
24Z21Z;24;Nouveau-nés et nourissons de 5 jours à 120 jours : séjours de moins de 2 jours;0
24K21Z;24;Affections de la CMD  21 : séjours de moins de 2 jours, sans acte opératoire de la CMD 21, avec anesthésie;0
24K22Z;24;Affections de la CMD  22 : séjours de moins de 2 jours, sans acte opératoire de la CMD 22, avec anesthésie;0
24K23Z;24;Surveillances de greffes de coeur avec acte diagnostique par voie vasculaire : séjours de moins de 2 jours;0
24K24Z;24;Endoscopies biliaires thérapeutiques et anesthésie : séjours de moins de 2 jours;0
24K25Z;24;Autres endoscopies biliaires : séjours de moins de 2 jours;0
24K26Z;24;Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours;0
24K27Z;24;Endoscopies digestives thérapeutiques sans anesthésie : séjours de moins de 2 jours;0
24K28Z;24;Endoscopies digestives diagnostiques et anesthésie : séjours de moins de 2 jours;0
01C08W;1;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, âge supérieur à 69 ans et/ou CMA;0
01C09Z;1;Pose d'un stimulateur cérébral;0
01C10Z;1;Pose d'un stimulateur médullaire;0
01C11Z;1;Craniotomies pour tumeurs, âge inférieur à 18 ans;0
01C12Z;1;Craniotomies pour affections non tumorales, âge inférieur à 18 ans;0
01C13Z;1;Libérations du canal carpien et d'autres nerfs superficiels;0
01K02Z;1;Embolisations intracrâniennes et médullaires;0
01K03Z;1;Autres actes thérapeutiques par voie vasculaire du système nerveux;0
01M01S;1;Affections du système nerveux, avec CMAS;0
01M02Z;1;Convulsions, épilepsies et céphalées, âge inférieur à 18 ans;0
01M03V;1;Convulsions, épilepsies et céphalées, âge de 18 à 69 ans sans CMA;0
01M03W;1;Convulsions, épilepsies et céphalées, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
28Z05Z;28;Dialyse péritonéale automatisée, en séances;0
28Z06Z;28;Dialyse péritonéale continue ambulatoire, en séances;0
28Z07Z;28;Chimiothérapie pour tumeur, en séances;0
24C20Z;24;Affections de la CMD 10 : séjours de moins de 2 jours, avec acte opératoire de la CMD 10;0
24C21Z;24;Interventions transurétrales, sauf prostatectomie : séjours de moins de 2 jours;0
24C22Z;24;Affections de la CMD 11 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 11;0
24C23Z;24;Interventions sur les testicules : séjours de moins de 2 jours;0
24C24Z;24;Circoncisions : séjours de moins de 2 jours;0
24C25Z;24;Affections de la CMD 12 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 12;0
06M03V;6;Gastroentérites et maladies diverses du tube digestif, âge de 18 à 69 ans sans CMA;0
06M03W;6;Gastroentérites et maladies diverses du tube digestif, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
06M04V;6;Hémorragies digestives, âge inférieur à 70 ans sans CMA;0
06M04W;6;Hémorragies digestives, âge supérieur à 69 ans et/ou CMA;0
05M05W;5;Syncopes et lipothymies, âge supérieur à 69 ans et/ou CMA;0
05M06V;5;Angine de poitrine sans CMA;0
05M06W;5;Angine de poitrine avec CMA;0
05M07V;5;Thrombophlébites veineuses profondes, âge inférieur à 70 ans sans CMA;0
05M07W;5;Thrombophlébites veineuses profondes, âge supérieur à 69 ans et/ou CMA;0
05M08V;5;Arythmies et troubles de la conduction cardiaque, âge inférieur à 70 ans sans CMA;0
05M08W;5;Arythmies et troubles de la conduction cardiaque, âge supérieur à 69 ans et/ou CMA;0
21M03V;21;Effets toxiques des médicaments et autres produits, âge de 18 à 69 ans sans CMA;0
21M03W;21;Effets toxiques des médicaments et autres produits, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
21M04Z;21;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans;0
21M05Z;21;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans;0
21M06Z;21;Traumatismes complexes, âge inférieur à 18 ans;0
21M07V;21;Traumatismes complexes, âge de 18 à 69 ans sans CMA;0
21M07W;21;Traumatismes complexes, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans;0
21M08V;21;Autres traumatismes et effets nocifs autres que les intoxications, âge inférieur à 70 ans sans CMA;0
21M08W;21;Autres traumatismes et effets nocifs autres que les intoxications, âge supérieur à 69 ans et/ou CMA;0
21M09V;21;Complications iatrogéniques non classées ailleurs sans CMA;0
05C06V;5;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, sans CMA;0
24K29Z;24;Endoscopies digestives diagnostiques sans anesthésie : séjours de moins de 2 jours;0
24K03Z;24;***Endoscopies sans anesthésie : séjours de moins de 2 jours;0
21M02Z;21;Effets toxiques des médicaments et autres produits, âge inférieur à 18 ans;0
24K04Z;24;Mise en place de certains accès vasculaires : séjours de moins de 2 jours;0
05K02V;5;***Endoprothèses coronariennes et vasculaires périphériques sans CMA;0
05K02W;5;***Endoprothèses coronariennes et vasculaires périphériques avec CMA;0
05K03Z;5;***Cathétérismes cardiaques ou coronarographies avec pathologie cardiaque sévère en dehors d'un infarctus aigu du myocarde;0
05K04Z;5;***Cathétérismes cardiaques ou coronarographies pour une pathologie autre;0
05K05V;5;Endoprothèses vasculaires et infarctus du myocarde sans CMA;0
03K02Z;3;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires;0
20Z06W;20;Troubles mentaux organiques induits par l'alcool ou d'autres substances, âge supérieur à 69 ans et/ou CMA;0
21C01S;21;Interventions pour traumatismes, allergies et empoisonnements, avec CMAS;0
24C50Z;24;Interventions et explorations sur le système utéroannexiel  : séjours de moins de 2 jours;0
24C51Z;24;Interventions sur la main ou le poignet à la suite de blessures : séjours de moins de 2 jours;0
24C52Z;24;Allogreffes de cornée : séjours de moins de 2 jours;0
24C53Z;24;Autres affections de la CMD 21 : séjours de moins de 2 jours, avec acte opératoire de la CMD 21;0
05C08V;5;Autres interventions cardiothoraciques âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, sans CMA;0
