SIN_MLP_TAB;SIN_MLP_BTR;SIN_SYN_LOP;SIN_SYN_PAT;SIN_MLP_LIB;TEC_COL
A08;A;A;G622;POLYNEVRITE ET NEVRITES;0
A08;A;A;H46X;NEVRITE OPTIQUE;0
A08;A;A;R11X;SYNDROME NEURO-DIGESTIF;0
A10;A;A;H010;BLEPHARITE;0
A10;A;A;H108;CONJONCTIVITE;0
A10;A;A;H168;KERATITE;0
A10;A;A;J069;PHARYNGITE, LARYNGITE, STOMATITE;0
A10;A;A;J310;RHINITE;0
A10;A;A;J340;ULCERATION DE LA CLOISON NASALE;0
A10;A;A;J348;PERFORATION DE LA CLOISON NASALE;0
A10;A;A;K12X;STOMATITE;0
A10;A;A;L245;DERMITE;0
A10;A;B;D609;INTOX SUBAIGUE ANEMIE LEUCOPENIE THROMBOPENIE;0
A10;A;B;G92X;INTOX AIGUE ENCEPHALOPATHIE;0
A10;A;B;I459;INTOX AIGUE TROUBLE CONDUCTION OU EXCITABILITE CARDIAQUE;0
A10;A;B;K720;INTOX AIGUE SYNDROME DIGESTIF;0
A10;A;B;K729;INTOX AIGUE HEPATITE CYTOLYTIQUE;0
A10;A;B;N170;INTOX AIGUE INSUFFISANCE RENALE AIGUE;0
A10;A;B;R578;INTOX AIGUE INSUFFISANCE CIRCULATOIRE + SYNDROME DYSENTERIQUE;0
A10;A;C;G622;INTOX SUBAIGUE POLYNEVRITE;0
A10;A;C;L818;INTOX CHRONIQUE MELANODERMIE;0
A10;A;C;L851;INTOX CHRONIQUE HYPERKERATOSE palmo-plantaire;0
A10;A;D;C223;CANCER ANGIOSARCOME DU FOIE;0
A10;A;D;C34X;CANCER BRONCHIQUE PRIMITIF;0
A10;A;D;C44X;CANCER CARCINOMES BASO ou SPINO CELLULAIRES;0
A10;A;D;D04X;INTOX CHRONIQUE MALADIE DE BOWEN;0
A10;A;D;J42X;INTOX CHRONIQUE BPCO;0
A10;A;D;K717;INTOX CHRONIQUE FIBROSE, CIRRHOSE HEPATIQUE;0
A10;A;E;E10X;INTOX CHRONIQUE DIABETE;0
A10;A;E;I10X;INTOX CHRONIQUE HTA;0
A10;A;E;I209;INTOX CHRONIQUE CARDIOP. ISCHEMIQUE;0
A10;A;E;I60X;INTOX CHRONIQUE INSUF. VASC. CEREBRALE;0
A10;A;E;I730;INTOX CHRONIQUE PH. DE RAYNAUD;0
A10;A;E;I771;INTOX CHRONIQUE ARTERITE DES MI;0
A10;A;F;C220;CANCER ADENOCARCINOME FOIE;0
A10;A;F;C689;CANCER VOIES URINAIRES;0
A11;A;A;R11X;TROUBLES DIGESTIFS;0
A11;A;B;J683;TROUBLES RESPIRATOIRES;0
A11;A;C;R418;TROUBLES NERVEUX;0
A11;A;D;R53X;TROUBLES GENERAUX;0
A11;A;E;R798;SYNDROME BIOLOGIQUE;0
A12;A;A;G252;TREMBLEMENT;0
A12;A;A;G92X;ENCEPHALOPATHIE AIGUË;0
A12;A;A;K121;STOMATITE;0
A12;A;A;N144;NEPHRITE;0
A12;A;A;R104;SYNDROME DIGESTIF;0
A12;A;A;R270;ATAXIE;0
A13;A;A;J398;IRRITATION CONJONCTIVALE;0
A13;A;A;L242;DERMITES IRRITATIVES;0
A13;A;B;I500;INTOX SURAIGUE OEDEME PULMONAIRE;0
A13;A;B;R104;INTOX SURAIGUE ATTEINTE VICERALE;0
A13;A;C;R53X;INTOXICATION AIGUE OU SUBAIGUE AVEC ASTHENIE;0
A13;A;D;R104;MANIFESTATIONS DIGESTIVES;0
A13;B;A;D70X;SYNDROME BIOLOGIQUE;0
A14;A;A;H010;BLEPHARITE;0
A14;A;A;H108;CONJONCTIVITE;0
A14;A;A;L080;PYODERMITE;0
A14;A;A;L245;DERMITE;0
A15;A;A;B355;MYCOSE DE LA PEAU GLABRE;0
A15;A;B;B350;MYCOSE DU CUIR CHEVELU;0
A15;A;C;B353;MYCOSE DES ORTEILS;0
A15;A;D;L030;PERIONYXIS ET ONYXIS DES DOIGTS;0
A15;A;E;L030;ONYXIS DES ORTEILS;0
A16;A;A;A152;TUBERCULOSE PULMONAIRE A MYC.BOVIS;0
A16;A;A;A156;TUBERCULOSE PLEURALE A MYC.BOVIS;0
A16;A;A;A157;PRIMOINFECTION A MYC.BOVIS;0
A16;A;A;A182;TUBERCULOSE GANGLIONAIRE A MYC.BOVIS;0
A16;A;A;A184;TUBERCULOSE CUTANEE A MYC.BOVIS;0
A16;A;A;A188;AUTRES LOCALISATIONS A MYC.BOVIS;0
A16;A;A;A18X;TUBERCULOSE EXTRA-THORACIQUE A MYC.BOVIS;0
A16;A;A;A310;PNEUMOPATHIE CHRONIQUE A MYC.BOVIS;0
A16;A;A;M011;OSTEO-ARTHRITE A MYC.BOVIS;0
A16;A;A;M680;SYNOVITE A MYC.BOVIS;0
A16;A;B;A152;TUBERCULOSE PULMONAIRE A MYCO MARI OU FORTUITUM;0
A16;A;B;A156;TUBERCULOSE PLEURALE A MYCO MARI OU FORTUITUM;0
A16;A;B;A157;PRIMOINFECTION A MYCO MARI OU FORTUITUM;0
A16;A;B;A182;TUBERCULOSE GANGLIONNAIRE A MYCO MARI OU FORTUITUM;0
A16;A;B;A188;AUTRES LOCALISATIONS A MYCO MARI;0
A16;A;B;A18X;TUBERCULOSE EXTRA-THORACIQUE A MYCO MARI OU FORTUITUM;0
A16;A;B;A310;PNEUMOPATHIE CHRONIQUE A MYCO MARI OU FORTUITUM;0
A16;A;B;A311;TUBERCULOSE CUTANEE A MYCO MARI OU FORTUITUM;0
A16;A;B;M011;OSTEO-ARTHRITE  A MYCO MARI OU FORTUITUM;0
A16;A;B;M680;SYNOVITE A MYCO MARI OU FORTUITUM;0
A18;A;A;D642;AIGUE ANEMIE;0
A18;A;A;G92X;AIGUE ENCEPHALOPATHIE;0
A18;A;A;R100;AIGUE SYNDROME DOULOUREUX ABDOMINAL;0
A18;A;B;G622;CHRONIQUE NEUROPATHIE PERIPHERIQUE;0
A18;A;B;N189;CHRONIQUE INSUFFISANCE RENALE;0
A18;A;B;R418;CHRONIQUE TROUBLES NEUROLOGIQUES ORGANIQUES;0
A18;A;C;R790;SYNDROME BIOLOGIQUE;0
A19;A;A;C959;LEUCEMIE;0
A19;A;A;D467;MYELODYSPLASIE;0
A19;A;A;D471;SYNDROME MYELOPROLIFERATIF;0
A19;A;A;D612;APLASIE (D'UNE OU PLUSIEURS LIGNEES);0
A19;A;A;D642;ANEMIE;0
A19;A;A;D695;THROMBOPENIE;0
A19;A;A;D70X;LEUCONEUTROPENIE;0
A19;B;A;R11X;TROUBLES GASTRO-INTESTINAUX;0
A20;A;A;C34X;CANCER BRONCHO-PULMONAIRE;0
A20;A;A;C41X;SARCOME OSSEUX;0
A20;A;A;C959;LEUCEMIE;0
A20;A;A;D612;APLASIE IRRADIATION AIGUE;0
A20;A;A;D642;ANEMIE IRRADIATION AIGUE;0
A20;A;A;D695;THROMBOPENIE IRRADIATION AIGUE;0
A20;A;A;D70X;LEUCOPENIE IRRADIATION AIGUE;0
A20;A;A;H010;BLEPHARITE;0
A20;A;A;H108;CONJONCTIVITE;0
A20;A;A;H168;KERATITE;0
A20;A;A;H268;CATARACTE;0
A20;A;A;L580;RADIODERMITES AIGUËS;0
A20;A;A;L581;RADIODERMITES CHRONIQUES;0
A20;A;A;M873;RADIONECROSE OSSEUSE;0
A20;A;A;R58X;SYNDROME HEMORRAGIQUE IRRADIATION AIGUE;0
A20;A;B;D612;APLASIE IRRADIATION CHRONIQUE;0
A20;A;B;D642;ANEMIE IRRADIATION CHRONIQUE;0
A20;A;B;D695;THROMBOPENIE IRRADIATION CHRONIQUE;0
A20;A;B;D70X;LEUCOPENIE IRRADIATION CHRONIQUE;0
A20;A;B;L580;RADIO-EPITHELITE AIGUE DES MUQUEUSES;0
A20;A;B;L581;RADIO-EPITHELITE CHRONIQUE DES MUQUEUSES;0
A20;A;B;R58X;SYNDROME HEMORRAGIQUE IRRADIATION CHRONIQUE;0
A21;A;A;G508;NEVRITE TRIGEMINALE;0
A21;A;A;H46X;NEVRITE OPTIQUE;0
A21;A;A;I456;HYPEREXCITABILITE CARDIAQUE;0
A21;A;A;R40X;INTOXICATION OXYCARBONEE;0
A21;A;B;G98X;POLYNEUROPATHIES DES MEMBRES;0
A21;A;E;K716;HEPATITE;0
A21;A;E;N178;NEPHROPATHIE TUBULAIRE;0
A21;A;F;D594;ANELIE HEMOLYTIQUE;0
A21;A;G;D612;APLASIE;0
A22;A;A;A319;SILICOSE CHRONIQUE - PNEUMOCONIOSE TUBERCULOSE ET AUTRE MYCOBACTERIES;0
A22;A;A;AC34;SILICOSE CHRONIQUE - PNEUMOCONIOSE CANCER BRONCHO-PULMONAIRE;0
A22;A;A;B441;SILICOSE CHRONIQUE - PNEUMOCONIOSE ASPERGILLOSE;0
A22;A;A;I500;SILICOSE CHRONIQUE - PNEUMOCONIOSE AVEC INSUFFISANCE CARDIAQUE DROITE;0
A22;A;A;J42X;SILICOSE CHRONIQUE - PNEUMOCONIOSE SUPPURATION BRONCHO-PULMONAIRE;0
A22;A;A;J60X;SILICOSE AIGUE - PNEUMOCONIOSES;0
A22;A;A;J60Y;SILICOSE CHRONIQUE - PNEUMOCONIOSE;0
A22;A;A;J850;SILICOSE CHRONIQUE - PNEUMOCONIOSE NECROSE CAVITAIRE ASEPTIQUE;0
A22;A;A;J938;SILICOSE CHRONIQUE - PNEUMOCONIOSE PNEUMOTHORAX;0
A22;A;A;M051;SILICOSE CHRONIQUE - PNEUMOCONIOSE CAPLAN COLINET;0
A22;A;A;M340;SILICOSE - SCLERODERMIE;0
A22;A;B;J620;TALCOSE;0
A22;A;B;J628;KAOLINOSE;0
A23;A;A;F322;DEPRESSION MELANCOLIQUE;0
A23;A;A;F408;ANXIETE PANTOPHOBIQUE;0
A23;A;A;G252;TREMBLEMENTS;0
A23;A;A;G253;MYOCLONIES;0
A23;A;A;G40X;EPILEPSIE;0
A23;A;A;H530;AMBLYOPIE;0
A23;A;A;H532;DIPLOPIE;0
A23;A;A;H540;AMAUROSE;0
A23;A;A;H832;VERTIGES;0
A23;A;A;H932;HYPERACOUSIE;0
A23;A;A;R270;ATAXIES;0
A23;A;A;R40X;COMA;0
A23;A;A;R410;ACCES CONFUSIONNELS;0
A23;A;A;R470;APHASIE;0
A23;A;A;R568;CRISES EPILEPTIFORME;0
A25;A;A;J969;INSUFFISANCE RESPIRATOIRE;0
A25;A;A;L241;DERMATOSE D'IRRITATION;0
A25;A;A;L303;PAPULO-PUSTULES;0
A25;A;A;L980;GRANULOME CUTANE;0
A25;B;A;C44X;EPITHELIOMAS PRIMITIFS DE LA PEAU;0
A26;A;A;H108;CONJONCTIVITE AIGUE BILATERALE CONFIRMEE;0
A28;A;A;L24X;ULCERATIONS CUTANEES;0
A29;A;A;I730;VIBRATIONS : TROUBLES ANGIONEUROTIQUES;0
A29;A;A;M192;VIBRATIONS : ARTHROSE COUDE;0
A29;A;A;M931;VIBRATIONS : MALADIE DE KIENBÖCK;0
A29;A;A;M938;VIBRATIONS : MALADIE DE KÖHLER;0
A29;A;B;M192;CHOC : ARTHROSE COUDE;0
A29;A;B;M931;CHOC : MALADIE DE KIENBÖCK;0
A29;A;B;M938;CHOC : MALADIE DE KÖHLER;0
A29;A;C;I730;ATTEINTE VASCULAIRE CUBITO-PALMAIRE;0
A30;A;A;A82X;RAGE MALADIE;0
A30;A;A;T881;AFFECTIONS POST-SERO ou VACCINOTHERAPIE;0
A33;A;A;B150;HEPATITE PAR VOIE ORALE :HEPATITE A FULMINANS;0
A33;A;A;B159;HEPATITE PAR VOIE ORALE HEPATITE A AIGUË;0
A33;A;A;B188;HEPATITE PAR VOIE ORALE HEPATITE A à rechutes;0
A33;A;B;B160;HEPATITES VIRALES TRANSMISES PAR LE SANG :HEPATITE B FULMINANS;0
A33;A;B;B169;HEPATITES VIRALES TRANSMISES PAR LE SANG : HEPATITE B AIGUË;0
A33;A;B;B181;HEPATITES VIRALES TRANSMISES PAR LE SANG HEPATITE CHRONIQUE B;0
A33;A;B;B942;HEPATITES VIRALES TRANSMISES PAR LE SANG MANIFESTATIONS EXTRA HEPATIQUES DUES VIRUS B CHRONIQUE;0
A33;A;B;C22X;HEPATITES VIRALES TRANSMISES PAR LE SANG CANCER POST-HEPATITE B;0
A33;A;B;K746;HEPATITES VIRALES TRANSMISES PAR LE SANG CIRRHOSE POST-HEPATITE B;0
A33;A;B;L99X;HEPATITES VIRALES TRANSMISES PAR LE SANG MANIFESTATIONS EXTRA HEPATIQUES DUES VIRUS B AIGUE;0
A33;A;C;B171;HEPATITE C AIGUË;0
A33;A;C;B182;HEPATITE CHRONIQUE C;0
A33;A;C;C22X;HEPATITE C : CARCINOME HEPATO-CELLULAIRE;0
A33;A;C;D692;HEPATITE C + AUTRES QUE CRYOGLOBULINEMIE;0
A33;A;C;D891;HEPATITE C + CRYOGLOBULINEMIE ETC;0
A33;A;C;K746;HEPATITE C : CIRRHOSE;0
A33;A;D;B160;HEPATITE B & D FULMINANS;0
A33;A;D;B161;HEPATITE B & D AIGUË;0
A33;A;D;B180;HEPATITE CHRONIQUE ACTIVE B & D;0
A33;A;E;B172;HEPATITE PAR VOIE ORALE HEPATITE E AIGUË;0
A33;A;E;B178;HEPATITE PAR VOIE ORALE HEPATITE E FULMINANS;0
A34;A;A;J348;ULCERATIONS NASALES;0
A34;A;A;L248;ULCERATIONS CUTANEES;0
A35;A;A;H108;CONJON. PHOTO-TOXIQUE;0
A35;A;A;L568;DERMITE PHOTO-TOXIQUE;0
A35;B;A;C44X;EPITHELIOMAS CUTANES;0
A35;B;B;C34X;CANCER BRONCHO PULMONAIRE;0
A36;A;A;H108;CONJONCTIVITES;0
A36;A;A;J303;RHINITES;0
A36;A;A;L237;DERMITE;0
A36;A;B;J450;AFFECTIONS D'ORIGINE ALLERGIQUE CUTANEO MUQUEUSE CF TAB 44;0
A36;A;B;J678;AFFECTIONS D'ORIGINE ALLERGIQUE SYNDROME RESPIRATOIRE CF TAB 45 A B C;0
A36;A;C;C31X;CANCER ETHMOÏDE,SINUS;0
A38;A;A;A80X;POLIOMYELITE;0
A39;A;A;M750;EPAULE ENRAIDIE;0
A39;A;A;M751;EPAULE DOULOUREUSE SIMPLE;0
A39;A;B;G562;COUDE SYNDROME GOUTTIERE EPITROCHLEO-OLECRANIENNE;0
A39;A;B;M703;COUDE HYGROMA AIGU;0
A39;A;B;M708;COUDE HYGROMA CHRONIQUE;0
A39;A;B;M770;COUDE EPITROCHLEITE;0
A39;A;B;M771;COUDE EPICONDYLITE;0
A39;A;C;G560;POIGNET MAIN ET DOIGT CANAL CARPIEN;0
A39;A;C;G562;POIGNET MAIN ET DOIGT SYNDROME CANAL de GUYON;0
A39;A;C;M659;POIGNET MAIN ET DOIGT TENOSYNOVITE;0
A39;A;C;M778;POIGNET MAIN ET DOIGT TENDINITE;0
A39;A;D;M703;GENOU HYGROMA AIGU;0
A39;A;D;M708;GENOU HYGROMA CHRONIQUE;0
A39;A;D;M765;GENOU TENDINITE ROTULIENNE;0
A39;A;D;M766;CHEVILLE ET PIED TENDINITE ACHILLEENNE;0
A39;A;D;M768;GENOU TENDINITE DE LA PATTE D'OIE;0
A39;A;Z;A69X;Association de plusieurs syndromes du membre supérieur droit;0
A39;A;Z;B69X;Association de plusieurs syndromes du membre supérieur gauche;0
A39;A;Z;C69X;Association de plusieurs syndromes du membre inférieur droit;0
A39;A;Z;D69X;Association de plusieurs syndromes du membre inférieur gauche;0
A40;A;A;T58X;SYNDROME d'INTOXICATION par CO;0
A41;A;A;G622;POLYNEVRITES;0
A42;A;A;J680;BRONCHOPNEUMOPATHIES AIGUES;0
A42;A;A;M838;OSTEOMALACIE;0
A42;A;A;N143;NEPHROPATHIE AVEC PROTEINURIE;0
A42;A;A;R11X;TROUBLES GASTRO-INTESTINAUX.;0
A43;A;A;H105;BLEPHARO-CONJONCTIVITE RECIDIVANTE;0
A43;A;A;J311;RHINO-PHARYNGITE RECIDIVANTE;0
A43;A;A;J40X;SYND BRONCHIQUE RECIDIVANT;0
A43;A;A;J449;PNEUMOPATHIE CHRONIQUE CF TAB 45C;0
A43;A;A;J44X;COMPLICATIONS CF TAB 45D;0
A43;A;A;J450;ASTHME CF 45A;0
A43;A;A;J84X;PNEUMOPATHIE INTERSTITIELLE CF TAB 45B;0
A43;A;A;L235;LESIONS ECZEMATIFORMES CF TAB 44;0
A44;A;A;H138;CONJONCTIVITE;0
A44;A;A;L23X;LESIONS ECZEMATIFORMES;0
A44;A;A;L506;URTICAIRE;0
A45;A;A;J304;RHINITE RECIDIVANT;0
A45;A;A;J450;ASTHME OU DYSPNEE ASTHMATIFORME;0
A45;A;B;J679;PNEUMOPATHIE INTERSTITIELLE AIGUE OU SUBAIGUE;0
A45;A;C;J841;PNEUMOPATHIE CHRONIQUE;0
A45;A;D;I279;COMPLICATION DE L'ASTHME INSUFFISANCE VENTRICULAIRE DROITE;0
A45;A;D;J961;COMPLICATION DE L'ASTHME INSUFFISANCE RESPIRATOIRE CHRONIQUE;0
A46;A;A;H833;HYPOACOUSIE;0
A47;A;A;J61X;ASBESTOSE ET FIBROSE PULMONAIRE;0
A47;A;B;I318;PLAQUES PERICARDIQUES;0
A47;A;B;J90X;PLEURESIE;0
A47;A;B;J920;PLAQUES PLEURALES;0
A47;A;B;J929;EPAISSISEMENT PLEVRE VISCERALE;0
A47;A;C;C34X;CANCER BRONCHO-PULMONAIRE;0
A47;A;D;C450;MESOTHELIOME DE LA PLEVRE;0
A47;A;D;C451;MESOTHELIOME DU PERITOINE;0
A47;A;D;C452;MESOTHELIOME DU PERICARDE;0
A47;A;E;C384;AUTRES TUMEURS;0
A47;B;A;C34X;CANCER BRONCHO-PULMONAIRE PRIMITIF;0
A48;A;A;R40X;SYNDROME EBRIEUX OU SYNDROME NARCOTIQUE COMA;0
A48;A;B;L242;DERMO-EPIDERMITE IRRITATIVE AVEC DESSICCATION DE LA PEAU;0
A48;A;C;L235;DERMITE ECZEMATIFORME CF TAB 44;0
A48;A;D;G92X;ENCEPHALOPATHIE;0
A49;A;A;A799;RICKETTSIOSES  : MANIFESTATIONS CLINIQUES AIGUES;0
A49;A;B;A78X;FIEVRE Q : MANIFESTATIONS CLINIQUES AIGUES;0
A49;A;B;I330;FIEVRE Q : ENDOCARDITE;0
A49;A;B;K770;FIEVRE Q : HEPATITE GRANULOMATEUSE;0
A50;A;A;A280;MANIFESTATIONS CLINIQUES AIGUES;0
A50;A;A;A28X;MANIFESTATIONS LOCO-REGIONALES TARDIVES;0
A51;A;A;A260;FORME CUTANEE SIMPLE;0
A51;A;A;A267;FORMES SEPTICEMIQUES;0
A51;A;A;A26X;FORME CUTANEE ASSOCIE;0
A51;A;A;A26Y;FORMES CUTANEES CHRONIQUES;0
A52;A;A;A748;FORMES TYPHOIDES AVEC TROUBLES DIGESTIFS ET ETATS STUPOREUX;0
A52;A;A;G028;FORMES NEURO-MENINGEES;0
A52;A;A;J178;PNEUMOPATHIE AIGUË;0
A53;A;A;M233;LESIONS CHRONIQUES DU MENISQUE A CARACTERE DEGENERATIF;0
A54;A;A;J66X;SYNDROME RESPIRAOITRE OBSTRUCTIF AIGU;0
A54;A;B;J448;B.P.C.O.;0
A55;A;A;A408;SEPTICEMIE ISOLEE;0
A55;A;A;G002;MENINGITE PURULENTE AVEC BACTERIEMIE;0
A55;A;A;G518;PARALYSIE FACIALE;0
A55;A;A;H440;ENDOPHTALMIE-UVEITE;0
A55;A;A;H839;ATTEINTE COCHLEO-VESTIBULAIRE AIGUË;0
A55;A;A;I330;ENDOCARDITE;0
A55;A;A;I400;MYOCARDITE;0
A55;A;A;J154;PNEUMONIE;0
A55;A;A;M002;ARTHRITES INFLAMMATOIRES OU SEPTIQUES;0
A56;A;A;A985;SYNDROME GRIPPAL ALGIQUE;0
A56;A;A;N178;INSUFFISANCE RENALE AIGUË;0
A57;A;A;M511;SCIATIQUE PAR HERNIE DISCALE;0
A57;A;B;M511;RADICULALGIE CRURALE PAR HERNIE DISCALE;0
A57;A;Z;R69X;Association de plusieurs syndromes d'hernies discales pluri-étagées;0
A57;B;A;M511;SCIATIQUE PAR HERNIE DISCALE;0
A57;B;B;M511;RADICULALGIE CRURALE PAR HERNIE DISCALE;0
A57;B;Z;R69X;Association de plusieurs syndromes d'hernies discales pluri-étagées;0
A58;A;A;G200;MALADIE DE PARKINSON CONFIRMEE PAR UN NEUROLOGUE;0
A59;A;A;C85X;LYMPHOME MALIN NON HODGKINIEN;0
A60;A;A;J960;Insuffisance respiratoire aigüe par infection à SARS-COV-2;0
