CPT_COP_NUM;CPT_LFS_COD;CPT_COP_LIB;TEC_COL
6561122211;12B11;MAT.ENFANCE INADAPTEE IME;0
6561122212;12B11;MAT.ENFANCE INADAPTEE ITEP;0
6561122213;12B11;MAT.ENFANCE INADAPTEE ETAB.POLYHANDICAPES;0
6561122218;12B11;MAT.ENFANCE INADAPTEE AUTRES ETABL;0
6561122221;12B21;MAT.ADULTES HANDICAPES  MAS;0
6561122228;12B21;MAT.ADULTES HANDICAPES  AUTRES ETAB;0
6561122281;12B81;MAT.AUT.PREST.MS.Conventions internationales;0
6561122288;12B81;MAT.AUT.PREST.MS.AUTRES;0
6561211177;11G11;AT.FORFAITS ADH ZONE DEFICITAIRE;0
6561211178;11G11;AT.CONTRATS AUTRES;0
65612111781;11G11;AT.CONTRATS INFIRMIERS;0
65612111782;11G11;AT.CONTRATS MASSEURS KINESITHERAPEUTES;0
65612111783;11G11;AT.CONTRATS ORTHOPHONISTES;0
65612111784;11G11;AT.CONTRATS ORTHOPTISTES;0
65612111787;11G11;AT.CONTRATS DENTISTES;0
656121124;11G11;AT.CONTRATS DES LABO.;0
6561211241;11G11;AT.CONTRATS DES LABO. CBP;0
6561211242;11G11;AT.CONTRATS DES LABO. CSP;0
656121131;11K11;Prest. AT-MP - Médicaments;0
656121132;11K11;Prest. AT-MP - Médicaments Antirétroviraux;0
656121133;11K11;Prest. AT-MP - Médicaments d'exception;0
656121134;11K11;Prest. AT-MP - Hormones de croissance;0
656121135;11K11;Prest. AT-MP - Supplément Médicaments;0
656121136;11K11;Prest. AT-MP - Médicaments Retrocédés;0
6561211383;;AT.PERMANENCE PHARMACEUTIQUE;0
6561211432;11N11;Prest. AT-MP - Optique médicale;0
656121154;11G11;AT.CONTRATS DES TRANSPORTEURS;0
6561211541;11G11;AT.CONTRATS DES TRANSPORTEURS - CBP;0
6561211682;11U21;AT.AUTRES PN-FRAIS D'EXPERT.Soins à l'ETR;0
65612118;11U21;AT.SDV.CONVENTIONS INTERNATIONALES;0
6561212211;12B11;AT.ENF.INADAPT.IME;0
6561212212;12B11;AT.ENF.INADAPT.ITEP;0
6561212213;12B11;AT.ENF.INADAPT.ETAB.POLYHANDICAPES;0
6561212218;12B11;AT.ENF.INADAPT.AUTRES ETAB;0
6561212221;12B21;AT.ADULTES HANDICAPES.MAS;0
6561212228;12B21;AT.ADULTES HANDICAPES.AUTRES ETAB;0
656121228;11U21;PREST.AT-AUTRES PREST.MEDICO-SOCIALES;0
6561212281;11U21;AT.AUT.PREST.MS.CONV.INTERNATIONALES;0
6561212288;11U21;AT.AUT.PREST.MS.AUTRES;0
451126773;;CNAMTS - Cliniques privées - FHT;0
4511274;;CNAMTS - Corps de réserve sanitaire;0
65611123175;;Mal-Forfait annuel haute technicité;0
65612123175;;AT-MP-Forfait annuel haute technicité;0
6562617101;;Complément Social Invalidité (CRPCEN);0
45112663;;CNAMTS - Forfait d'adhésion zone déficitaire - Autres régimes;0
451126774;;CNAMTS - Cliniques privées - Différentiel tarifaire;0
6562112211;;Prest. extra-lég:ASS-Temps libres,loisirs,vac. des familles;0
656311321;;Programme SOPHIA - Rémunération des professionnels de santé;0
4511245;;CNAMTS-HOPITAL T2A;0
45112451;;CNAMTS-SECTIONS LOCALES MUTUALISTES DU REG.GEN.-HOPITAL T2A;0
451124511;;CNAMTS-MGEN-HOPITAL T2A;0
451124512;;CNAMTS-MG-HOPITAL T2A;0
451124513;;CNAMTS-MGP-HOPITAL T2A;0
451124514;;CNAMTS-MFP--HOPITAL T2A;0
451124515;;CNAMTS-MNH-HOPITAL T2A;0
451124516;;CNAMTS-MNAM-HOPITAL T2A;0
451124517;;CNAMTS-LMDE--HOPITAL T2A;0
45112455;;CNAMTS-AUTRES REG.-HOPITAL T2A;0
451124551;;CNAMTS-MSA-HOPITAL T2A;0
451124552;;CNAMTS-RSI-HOPITAL T2A;0
451124553;;CNAMTS-CNMSS-HOPITAL T2A;0
451124554;;CNAMTS-RATP-HOPITAL T2A;0
451124555;;CNAMTS-SNCF-HOPITAL T2A;0
451124556;;CNAMTS-BDF-HOPITAL T2A;0
451124557;;CNAMTS-AUT. REGIMES & ORG.DE SECURITE SOCIALE-HOPITAL T2A;0
4511245571;;CNAMTS-CRPCEN-HOPITAL T2A;0
4511245572;;CNAMTS-ENIM-HOPITAL T2A;0
4511245573;;CNAMTS-CAVIMAC-HOPITAL T2A;0
4511245574;;CNAMTS-URSSM-HOPITAL T2A;0
4511245575;;CNAMTS-PORT BORD.-HOPITAL T2A;0
4511245576;;CNAMTS-CCIP-HOPITAL T2A;0
4511245577;;CNAMTS-ASS.NAT.-HOPITAL T2A;0
4511245578;;CNAMTS-SENAT-HOPITAL T2A;0
4511257;;CNAMTS-CREANCE HOPITAL T2A;0
45112571;;CNAMTS-CREANCE CG-ACOMPTE H;0
45112572;;CNAMTS-CREANCE CG-VERSEMENT H;0
45112575;;CNAMTS-CREANCE H-VERSEMENT H;0
4511357;;CNAMTS-DETTES CP-VERSEMENT H;0
45113571;;CNAMTS-DETTES CP/RG-VERSEMENT H;0
45113572;;CNAMTS-DETTES CP/MSA-VERSEMENT H;0
45113573;;CNAMTS-DETTES CP/CNMSS-VERSEMENT H;0
45113574;;CNAMTS-DETTES CP/URSSM-VERSEMENT H;0
4522245;;CPAM-HOPITAL T2A;0
45222451;;CPAM-SECTIONS LOCALES MUTUALISTES DU REG.GEN.-HOPITAL T2A;0
452224511;;CPAM-MGEN-HOPITAL T2A;0
452224512;;CPAM-MG-HOPITAL T2A;0
452224513;;CPAM-MGP-HOPITAL T2A;0
452224514;;CPAM-MFP--HOPITAL T2A;0
452224515;;CPAM-MNH-HOPITAL T2A;0
452224516;;CPAM-MNAM-HOPITAL T2A;0
452224517;;CPAM-LMDE--HOPITAL T2A;0
45222455;;CPAM-AUTRES REG.-HOPITAL T2A;0
452224551;;CPAM-MSA-HOPITAL T2A;0
452224552;;CPAM-RSI-HOPITAL T2A;0
452224553;;CPAM-CNMSS-HOPITAL T2A;0
452224554;;CPAM-RATP-HOPITAL T2A;0
452224555;;CPAM-SNCF-HOPITAL T2A;0
452224556;;CPAM-BDF-HOPITAL T2A;0
452224557;;CPAM-AUT. REGIMES & ORG.DE SECURITE SOCIALE-HOPITAL T2A;0
4522245571;;CPAM-CRPCEN-HOPITAL T2A;0
4522245572;;CPAM-ENIM-HOPITAL T2A;0
4522245573;;CPAM-CAVIMAC-HOPITAL T2A;0
4522245574;;CPAM-URSSM-HOPITAL T2A;0
4522245575;;CPAM-PORT BORD.-HOPITAL T2A;0
4522245576;;CPAM-CCIP-HOPITAL T2A;0
4573323;;OC-CMU-Proc.A -Paiemts man. Ag. Cpta. - Instit. de Prévoy.;0
4573324;;OC-CMU -Proc.A - Paiemts man. Ag. Cpta. - Mut. régime agri.;0
4573325;;OC - CMU -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
4573326;;OC - CMU -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
4573327;;OC - CMU -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
4573328;;OC - CMU -Proc. A - Paiemts man. Ag. Cpta. -Autres mut.;0
457332;;OC - CMU -Proc. A - Paiemts man. Ag. Cpta.;0
4573331;;OC - CMU -Proc.A -Constats d'indus - Mut. Code de la Mutua.;0
4573332;;OC - CMU -Proc. A - Constats d'indus - Sociétés d'Assces.;0
4573333;;OC - CMU -Proc. A - Constats d'indus - Instit. de Prévoy.;0
4573334;;OC - CMU -Proc. A - Constats d'indus - Mut. régime agri.;0
4573335;;OC - CMU -Proc. A - Constats d'indus -Autres mut.;0
4573336;;OC - CMU -Proc. A - Constats d'indus -Autres mut.;0
4573337;;OC - CMU -Proc. A - Constats d'indus -Autres mut.;0
4573338;;OC - CMU -Proc. A - Constats d'indus -Autres mut.;0
457333;;OC - CMU -Proc. A - Constats d'indus;0
4573341;;OC - CMU -Proc. B - Gest. locale - Mut. Code de la Mutua.;0
4573342;;OC - CMU -Proc. B - Gest. locale - Sociétés d'Assces.;0
4573343;;OC - CMU -Proc. B - Gest. locale - Instit. de Prévoy.;0
4573344;;OC - CMU -Proc. B - Gest. locale - Mut. régime agri.;0
4573345;;OC - CMU -Proc. B - Gest. locale -Autres mut.;0
4573346;;OC - CMU -Proc. B - Gest. locale -Autres mut.;0
4573347;;OC - CMU -Proc. B - Gest. locale -Autres mut.;0
4573348;;OC - CMU -Proc. B - Gest. locale -Autres mut.;0
457334;;OC - CMU -Proc. B - Gest. locale;0
4573351;;OC - CMU -Proc. B - Gest. Nat. - Mut. Code de la Mutua.;0
452624555;;CGSS-SNCF-HOPITAL T2A;0
452624556;;CGSS-BDF-HOPITAL T2A;0
452624557;;CGSS-AUT. REGIMES & ORG.DE SECURITE SOCIALE-HOPITAL T2A;0
4526245571;;CGSS-CRPCEN-HOPITAL T2A;0
4526245572;;CGSS-ENIM-HOPITAL T2A;0
4526245573;;CGSS-CAVIMAC-HOPITAL T2A;0
4526245574;;CGSS-URSSM-HOPITAL T2A;0
4526245575;;CGSS-PORT BORD.-HOPITAL T2A;0
4526245576;;CGSS-CCIP-HOPITAL T2A;0
4526245577;;CGSS-ASS.NAT.-HOPITAL T2A;0
4526245578;;CGSS-SENAT-HOPITAL T2A;0
4526257;;CGSS-CREANCE HOPITAL T2A;0
45262572;;CGSS-CREANCE CG-VERSEMENT H;0
4526357;;CGSS-DETTES HOPITAL T2A;0
45263571;;CGSS-DETTE CP RG-VERSEMENT H;0
45263572;;CGSS-DETTE CP  MSA-VERSEMENT H;0
45263573;;CGSS-DETTE CP CNMSS-VERSEMENT H;0
45263574;;CGSS-DETTE CP CANSSM-VERSEMENT H;0
452646;;CGSS-CREANCES & DETTES-HOPITAL T2A;0
4526462;;CGSS-CREANCES CAISSE RATTACHEMENT-MUTUELLES LOCALES;0
4526463;;CGSS-DETTES CP-MUTUELLES LOCALES;0
45415;;CCMSA-HOPITAL T2A;0
454152;;CCMSA-CREANCE-VERSEMENT H;0
454157;;CCMSA-DETTE-VERSEMENT H;0
454246;;MSA-HOPITAL T2A;0
4542461;;MSA-CREANCE CG-ACOMPTE H;0
4542462;;MSA-CREANCE CG-VERSEMENT H;0
4542463;;MSA-CREANCE CG-INDUS H;0
4542465;;MSA-CREANCE H-VERSEMENT H;0
4542466;;MSA-CREANCE H-INDUS ACOMPTE H;0
4542467;;MSA-DETTES CP-VERSEMENT H;0
455643;;RSI-HOPITAL T2A;0
4556432;;RSI-CREANCE-VERSEMENT H;0
455646;;RSI-HOPITAL T2A;0
4556461;;RSI-CREANCE CG-ACOMPTE H;0
4556462;;RSI-CREANCE CG-VERSEMENT H;0
4556463;;RSI-CREANCE CG-INDUS H;0
4556465;;RSI-CREANCE H-VERSEMENT H;0
4556466;;RSI-CREANCE H-INDUS ACOMPTE H;0
456124;;CNMSS-ETABLISSEMENTS HOSPITALIERS;0
4561243;;CNMSS-HOPITAL T2A;0
45612432;;CNMSS-CREANCE-VERSEMENT H;0
45612437;;CNMSS-DETTE-VERSEMENT H;0
4561246;;CNMSS-HOPITAL T2A;0
45612461;;CNMSS-CREANCE CG-ACOMPTE H;0
45612462;;CNMSS-CREANCE CG-VERSEMENT H;0
45612463;;CNMSS-CREANCE CG-INDUS H;0
45612465;;CNMSS-CREANCE H-VERSEMENT H;0
45612466;;CNMSS-CREANCE H-INDUS ACOMPTE H;0
45612467;;CNMSS-DETTES CP -VERSEMENT  H;0
456214;;RATP-ETABLISSEMENTS HOSPITALIERS;0
4562143;;RATP-HOPITAL T2A;0
45621432;;RATP-CREANCE-VERSEMENT H;0
4562146;;RATP-HOPITAL T2A;0
45621461;;RATP-CREANCE CG-ACOMPTE H;0
45621462;;RATP-CREANCE CG-VERSEMENT H;0
45621463;;RATP-CREANCE CG-INDUS H;0
45621465;;RATP-CREANCE H-VERSEMENT H;0
45621466;;RATP-CREANCE H-INDUS ACOMPTE H;0
4562243;;SNCF-HOPITAL T2A;0
45622432;;SNCF-CREANCE-VERSEMENT H;0
4562246;;SNCF-HOPITAL T2A;0
45622461;;SNCF-CREANCE CG-ACOMPTE H;0
45622462;;SNCF-CREANCE CG-VERSEMENT H;0
45622463;;SNCF-CREANCE CG-INDUS H;0
45622465;;SNCF-CREANCE H-VERSEMENT H;0
45622466;;SNCF-CREANCE H-INDUS ACOMPTE H;0
456414;;CRPCEN-ETABLISSEMENTS HOSPITALIERS;0
4564143;;CRPCEN-HOPITAL T2A;0
45641432;;CRPCEN-CREANCE-VERSEMENT H;0
4564146;;CRPCEN-HOPITAL T2A;0
45641461;;CRPCEN-CREANCE CG-ACOMPTE H;0
45641462;;CRPCEN-CREANCE CG-VERSEMENT H;0
45641463;;CRPCEN-CREANCE CG-INDUS H;0
45641465;;CRPCEN-CREANCE H-VERSEMENT H;0
45641466;;CRPCEN-CREANCE H-INDUS ACOMPTE H;0
456424;;ENIM-ETABLISSEMENTS HOSPITALIERS;0
4564243;;ENIM-HOPITAL T2A;0
45642432;;ENIM-CREANCE-VERSEMENT H;0
4564246;;ENIM-HOPITAL T2A;0
45642461;;ENIM-CREANCE CG-ACOMPTE H;0
45642462;;ENIM-CREANCE CG-VERSEMENT H;0
45642463;;ENIM-CREANCE CG-INDUS H;0
45642465;;ENIM-CREANCE H-VERSEMENT H;0
45642466;;ENIM-CREANCE H-INDUS ACOMPTE H;0
456514;;CAVIMAC-ETABLISSEMENTS HOSPITALIERS;0
4565143;;CAVIMAC-HOPITAL T2A;0
45651432;;CAVIMAC-CREANCE-VERSEMENT H;0
4565146;;CAVIMAC-HOPITAL T2A;0
45651461;;CAVIMAC-CREANCE CG-ACOMPTE H;0
45651462;;CAVIMAC-CREANCE CG-VERSEMENT H;0
45651463;;CAVIMAC-CREANCE CG-INDUS H;0
45651465;;CAVIMAC-CREANCE H-VERSEMENT H;0
45651466;;CAVIMAC-CREANCE H-INDUS ACOMPTE H;0
4565213;;CANSS-MINES-HOPITAL T2A;0
45652132;;CANSS-MINES-CREANCE-VERSEMENT H;0
45652137;;CANSS-MINES-DETTE-VERSEMENT H;0
45652246;;URSSM-HOPITAL T2A;0
456522461;;URSSM-CREANCE CG-ACOMPTE H;0
456522462;;URSSM-CREANCE CG-VERSEMENT H;0
456522463;;URSSM-CREANCE CG-INDUS H;0
456522465;;URSSM-CREANCE H-VERSEMENT H;0
456522466;;URSSM-CREANCE H-INDUS ACOMPTE H;0
456522467;;URSSM-DETTES CP-VERSEMENT H;0
45658114;;PORT BORD.-ETABLISSEMENTS HOSPITALIERS;0
456581143;;PORT BORD.-HOPITAL T2A;0
4565811432;;PORT BORD.-CREANCE-VERSEMENT H;0
456581146;;PORT BORD.-HOPITAL T2A;0
4565811461;;PORT BORD.-CREANCE CG-ACOMPTE H;0
4565811462;;PORT BORD.-CREANCE CG-VERSEMENT H;0
4565811463;;PORT BORD.-CREANCE CG-INDUS H;0
4565811465;;PORT BORD.-CREANCE H-VERSEMENT H;0
4565811466;;PORT BORD.-CREANCE H-INDUS ACOMPTE H;0
45658124;;CCIP-ETABLISSEMENTS HOSPITALIERS;0
456581243;;CCIP.-HOPITAL T2A;0
4565812432;;CCIP-CREANCE-VERSEMENT H;0
456581246;;CCIP-HOPITAL T2A;0
4565812461;;CCIP-CREANCE CG-ACOMPTE H;0
4565812462;;CCIP-CREANCE CG-VERSEMENT H;0
4565812463;;CCIP-CREANCE CG-INDUS H;0
4565812465;;CCIP-CREANCE H-VERSEMENT H;0
452624554;;CGSS-RATP-HOPITAL T2A;0
4565812466;;CCIP-CREANCE H-INDUS ACOMPTE H;0
45658134;;ASS.NAT.-ETABLISSEMENTS HOSPITALIERS;0
456581343;;ASS.NAT.-HOPITAL T2A;0
4565813432;;ASS.NAT.-CREANCE-VERSEMENT H;0
456581346;;ASS.NAT.-HOPITAL T2A;0
4565813461;;ASS.NAT.-CREANCE CG-ACOMPTE H;0
4565813462;;ASS.NAT.-CREANCE CG-VERSEMENT H;0
4565813463;;ASS.NAT.-CREANCE CG-INDUS H;0
4565813465;;ASS.NAT.-CREANCE H-VERSEMENT H;0
4565813466;;ASS.NAT.-CREANCE H-INDUS ACOMPTE H;0
45658144;;SENAT-ETABLISSEMENTS HOSPITALIERS;0
456581443;;SENAT-HOPITAL T2A;0
4565814432;;SENAT-CREANCE-VERSEMENT H;0
456581446;;SENAT-HOPITAL T2A;0
4565814461;;SENAT-CREANCE CG-ACOMPTE H;0
4565814462;;SENAT-CREANCE CG-VERSEMENT H;0
4565814463;;SENAT-CREANCE CG-INDUS H;0
4565814465;;SENAT-CREANCE H-VERSEMENT H;0
4565814466;;SENAT-CREANCE H-INDUS ACOMPTE H;0
457346;;SECTIONS LOCALES MUTUALISTES DU REG.GEN.-ETS HOSPITALIERS;0
4573461;;MGEN-HOPITAL T2A;0
45734611;;MGEN-CREANCE CG-ACOMPTE H;0
45734612;;MGEN-CREANCE CG-VERSEMENT H;0
45734613;;MGEN-CREANCE CG-INDUS H;0
45734615;;MGEN-CREANCE H-VERSEMENT H;0
65611111782;11G11;MAL.CONTRATS.MASSEURS KINESITHERAPEUTES;0
65611111783;11G11;MAL.CONTRATS.ORTHOPHONISTES;0
65611111784;11G11;MAL.CONTRATS.ORTHOPTISTES;0
65611111787;11G11;MAL.CONTRATS.DENTISTES;0
656111124;;MAL.CONTRATS DES LABO;0
6561111241;11G11;MAL.CONTRATS DES LABO.CBP;0
6561111242;11G11;MAL.CONTRATS DES LABO.CSP;0
656111131;11K11;Prest. Mal. - Médicaments;0
656111132;11K11;Prest. Mal. - Médicaments.Antiretroviraux;0
656111133;11K11;Prest. Mal. - Médicaments d'exception;0
656111134;11K11;Prest. Mal. - Hormones de croissance;0
656111135;11K11;Prest. Mal. - Supplément Médicaments;0
656111136;11K11;Prest. Mal. - Médicaments Retrocédés;0
656111137;11K11;Prest. Mal. -Vaccins Grippe et ROR;0
656111138;11K11;Prest. Mal. -Autres pharmacie;0
6561111381;11K11;Prest. Mal. - Médicaments Maladies rares;0
6561111382;11K11;Prest. Mal. - IVG.Forfait Médicaments;0
6561111383;11K11;MAL.PERMANENCE PHARMACEUTIQUE;0
656111154;11G11;MAL.CONTRATS DES TRANSP.;0
6561111541;11G11;MAL.CONTRATS DES TRANSP.CBP;0
6561111682;11U21;MAL.AUTRES PN-Soins à l'ETRANGER;0
65611118;11U21;MAL.SDV.CONVENTIONS INTERNATIONALES;0
6561112211;12B11;MAL.ENF.INADAPT.IME;0
6561112212;12B11;MAL.ENF.INADAPT.ITEP;0
6561112213;12B11;MAL.ENF.INADAPT.ETAB.POLYHANDICAPES;0
6561112218;12B11;MAL.ENF.INADAPT.AUTRES ETAB;0
6561112221;12B21;MAL.ADULTES HANDICAPES MAS;0
45734651;;MNH-CREANCE CG-ACOMPTE H;0
45734652;;MNH-CREANCE CG-VERSEMENT H;0
45734653;;MNH-CREANCE CG-INDUS H;0
45734655;;MNH-CREANCE H-VERSEMENT H;0
45734656;;MNH-CREANCE H-INDUS ACOMPTE H;0
4573466;;MNAM-HOPITAL T2A;0
45734661;;MNAM-CREANCE CG-ACOMPTE H;0
45734662;;MNAM-CREANCE CG-VERSEMENT H;0
45734663;;MNAM-CREANCE CG-INDUS H;0
45734665;;MNAM-CREANCE H-VERSEMENT H;0
45734666;;MNAM-CREANCE H-INDUS ACOMPTE H;0
4573467;;LMDE-HOPITAL T2A;0
45734671;;LMDE-CREANCE CG-ACOMPTE H;0
45734672;;LMDE-CREANCE CG-VERSEMENT H;0
45734673;;LMDE-CREANCE CG-INDUS H;0
45734675;;LMDE-CREANCE H-VERSEMENT H;0
45734676;;LMDE-CREANCE H-INDUS ACOMPTE H;0
4573469;;AUTRES MUT.-HOPITAL T2A;0
45734691;;AUTRES MUT.-CREANCE CG-ACOMPTE H;0
45734692;;AUTRES MUT.-CREANCE CG-VERSEMENT H;0
45734693;;AUTRES MUT.-CREANCE CG-INDUS H;0
45734695;;AUTRES MUT.-CREANCE H-VERSEMENT H;0
45734696;;AUTRES MUT.-CREANCE H-INDUS ACOMPTE H;0
6262334;;Frais de teletransmission - pédicures podologues;0
6561111683;11U21;Autres prestations en nature - VIH;0
6561111684;11U21;Autres prestations en nature - MST;0
656111217;12C11;T2A - Public - Facturation individuelle;0
6561112171;12C11;T2A - Frais de séjour et de soins;0
65611121711;12C11;Hospitalisation;0
65611121712;12C11;HAD;0
65611121713;12C11;Urgence;0
65611121714;12C11;Dialyses;0
65611121715;12C11;Prélèvements organes;0
65611121716;12C11;IVG;0
65611121717;12C11;Médicaments en sus;0
65611121718;12C11;Dispositifs médicaux en sus;0
6561112172;12C11;Soins externes;0
65611121726;12C11;IVG;0
65611121728;12C11;Autres soins externes;0
6561112173;12C11;Forfaits;0
65611121731;12C11;FAU;0
65611121732;12C11;Forfait annuel de prélèvement d'organes;0
65611121733;12C11;Forfait annuel de greffes;0
65611121734;12C11;MIGAC;0
65611121735;12C11;Forfait de haute technicité;0
6561112178;12C11;Autres dépenses T2A publique;0
65611121781;12C11;Conventions internationales;0
65611121782;12C11;Scanners et IRMN;0
65611121788;12C11;Autres;0
6561112214;12B11;Mal.IME Belges pris en charge par la CNSA;0
656112217;12C11;T2A - Public - Facturation individuelle;0
6561122171;12C11;T2A - Frais de séjour et de soins;0
65611221711;12C11;Hospitalisation;0
65611221712;12C11;HAD;0
65611221713;12C11;Urgence;0
65611221714;12C11;Dialyses;0
65611221715;12C11;Prélèvements organes;0
65611221717;12C11;Médicaments en sus;0
65611221718;12C11;Dispositifs médicaux en sus;0
6561122172;12C11;Soins externes;0
65611221726;12C11;IVG;0
65611221728;12C11;Autres soins externes;0
6561122178;12C11;Autres dépenses T2A publique;0
65611221781;12C11;Conventions internationales;0
65611221782;12C11;Scanners et IRMN;0
65611221788;12C11;Autres;0
6561122214;12B11;Mat.IME Belges pris en charge par la CNSA;0
656121217;12C11;T2A - Public - Facturation individuelle;0
6561212171;12C11;T2A - Frais de séjour et de soins;0
65612121711;12C11;Hospitalisation;0
65612121712;12C11;HAD;0
65612121713;12C11;Urgence;0
65612121714;12C11;Dialyses;0
65612121715;12C11;Prélèvements organes;0
65612121716;12C11;IVG;0
65612121717;12C11;Médicaments en sus;0
65612121718;12C11;Dispositifs médicaux en sus;0
6561212172;12C11;Soins externes;0
65612121726;12C11;IVG;0
65612121728;12C11;Autres soins externes;0
6561212173;12C11;Forfaits;0
65612121731;12C11;FAU;0
65612121732;12C11;Forfait annuel de prélèvement d'organes;0
65612121733;12C11;Forfait annuel de greffes;0
65612121734;12C11;MIGAC;0
65612121735;12C11;Forfait de haute technicité;0
6561212178;12C11;Autres dépenses T2A publique;0
65612121781;12C11;Conventions internationales;0
65612121782;12C11;Scanners et IRMN;0
65612121788;12C11;Autres;0
65612213;;Indemnités en capital - Majorations pour faute inexcusable;0
656122214;;Droits propres - Majorations pour faute inexcusable - Exercice courant;0
656122223;;Droits dérivés - Majorations pour faute inexcusable - Exercice courant;0
6562117921;;Suppléments dentaires Int  (CRPCEN);0
6562117931;;Suppléments optiques Int  (CRPCEN);0
6562117941;;Suppléments accoustiques Int  (CRPCEN);0
45112711;;CNAMTS-Créances sur l'Etat-Grippe porcine-Assurés hors AME;0
45112712;;CNAMTS-Créances sur l'Etat-Grippe porcine-Bénéficiaires de l'AME;0
45112713;;CNAMTS-Créances sur l'Etat-Grippe porcine-Touristes;0
47513618;;Prest. à ventiler Prestij Mutuelle Vittavi Antilles Guyane;0
6561112215;12B11;MAL.ENF.INADAPT.AUTRES FORFAITS;0
6562112311;;Prestations extra-légales : FAM;0
45112664;;CNAMTS Pandémie exceptionnelle Part des autres régimes;0
6561111686;;Pandémie exceptionnelle;0
442116;;Allocation supplémentaire d'invalidité;0
4421161;;Prestations allocations supplémentaires -FSI L-815-3;0
4421162;;Prestations allocations FSI alloc. Supp. -L-815-3;0
45112665;;CNAMTS - Autres créances - CAPI - Autres régimes;0
4511267519;;CNAMTS - Contrats conventionnels CSS infirmiers;0
4511275;;CNAMTS-Pandémie exceptionnelle;0
65611111744;;Contrat d'Amélioration des Pratiques Individuelles gestion MOC;0
65612111744;;Contrat d'Amélioration des Pratiques Individuelles gestion AN;0
65631133;;Entretien de santé des jeunes 16-25 ans;0
6562112321;;CESU - Accueil du jeune enfant;0
656111171;;PE - Indemnités journalières;0
656111172;;Allocation de fin de vie;0
65611111745;;Contrats expérimentations de nouveaux modes de rémunération;0
65612111745;;Contrats expérimentations de nouveaux modes de rémunération;0
45112666;;CNAMTS - Nouveaux modes de rémunération;0
65616811;;Prestations invalidité - Autres charges techniques - Frais de tutelle;0
65616812;;Personnes physiques - Frais de tutelle;0
65616813;;Frais de mandataires judiciaires;0
656311111;;"Activités des Centres d""Examen de Santé";0
656311112;;Transport des consultants CES;0
4522245577;;CPAM-ASS.NAT.-HOPITAL T2A;0
4522245578;;CPAM-SENAT-HOPITAL T2A;0
4522257;;CPAM-CREANCE HOPITAL T2A;0
45222572;;CPAM-CREANCE CG-VERSEMENT H;0
4522357;;CPAM-DETTE HOPITAL T2A;0
45223571;;CPAM-DETTE CP RG-VERSEMENT H;0
45223572;;CPAM-DETTE CP  MSA-VERSEMENT H;0
45223573;;CPAM-DETTE CP CNMSS-VERSEMENT H;0
45223574;;CPAM-DETTE CP CANSSM-VERSEMENT H;0
452246;;CPAM-CREANCES & DETTES-HOPITAL T2A;0
4522462;;CPAM-CREANCES CAISSE RATTACHEMENT-MUTUELLES LOCALES;0
4522463;;CPAM-DETTES CP-MUTUELLES LOCALES;0
4526245;;CGSS-HOPITAL T2A;0
45262451;;CGSS-SECTIONS LOCALES MUTUALISTES DU REG.GEN.-HOPITAL T2A;0
452624511;;CGSS-MGEN-HOPITAL T2A;0
452624512;;CGSS-MG-HOPITAL T2A;0
4573465;;MNH-HOPITAL T2A;0
452624513;;CGSS-MGP-HOPITAL T2A;0
452624514;;CGSS-MFP--HOPITAL T2A;0
452624515;;CGSS-MNH-HOPITAL T2A;0
452624516;;CGSS-MNAM-HOPITAL T2A;0
452624517;;CGSS-LMDE--HOPITAL T2A;0
452624519;;CGSS-AUT.MUT.--HOPITAL T2A;0
45262455;;CGSS-AUTRES REG.-HOPITAL T2A;0
452624551;;CGSS-MSA-HOPITAL T2A;0
452624552;;CGSS-RSI-HOPITAL T2A;0
452624553;;CGSS-CNMSS-HOPITAL T2A;0
6562113312;21H11;Secours maladie Alsace;0
656211331;;Soins Pop° en marge CMU;0
656211332;;Aide à l'acquisition contrat couv. Compl. ASS;0
656211333;;Aides financières aux personnes handicapés (hors aide au logement);0
6562113341;;Secours maladie intérieur;0
6562113342;;Secours maladie Alsace;0
656211338;;Autres secours et  aides financières;0
65621133;;Prest. extra-lég:ASS- Secours et aides fi. -Mal.;0
656211411;;Prest. extra-lég:ASS-Aide à la réins à dom pers. hand -Mal.;0
6562117111;;Prime layette A;0
6562117112;;Prime layette A Alsace;0
6562117121;;Prime layette B;0
6562117122;;Prime layette B Alsace;0
6562117131;;Prime layette jumeaux;0
6562117132;;Prime layette triplets;0
65621171;;Prestations cures thermales -Mal.;0
65621172;;Indemnités compensatrices pour dialyse à dom. art. 71-2;0
65621173;;Soins bucco-dentaires;0
656211741;;Prest. suppl. ART. 71-4 hors BDG;0
656211742;;Prestations suppltaires art. 71-4 budget global;0
656211743;;Prestations suppltaires art. 71-4-1 hors budget global;0
656211744;;Prestations suppltaires art. 71-4-1 budget global;0
65621174;;Prestations suppltaires art. 71-4 & 71-4-1;0
65621178;;Autres prestations suppltaires -Mal.;0
656211791;;Prime layette et supplement;0
656211792;;Prime layette et supplement;0
656211793;;Prime layette et supplement;0
656211794;;Prime layette et supplement;0
6562117951;;Action sociale - Dentaire;0
6562117952;;Action sociale - Optique;0
6562117953;;Action sociale - Auditif;0
