CAI_IDE;GRG_COD;CAI_COD;CEN_COD;CAI_LIB;CAI_TYP;TEC_COL
793;1;642;0;CPAM DE PAU;GESTIONNAIRE;0
794;1;651;0;CPAM DE TARBES;GESTIONNAIRE;0
795;1;661;0;CPAM DE PERPIGNAN;GESTIONNAIRE;0
796;1;671;0;CPAM D HAGUENAU;GESTIONNAIRE;0
797;1;672;0;CPAM DE SELESTAT;GESTIONNAIRE;0
798;1;673;0;CPAM DU BAS-RHIN;GESTIONNAIRE;0
799;1;681;0;CPAM DE COLMAR;GESTIONNAIRE;0
800;1;682;0;CPAM DU HAUT-RHIN;GESTIONNAIRE;0
801;1;691;0;CPAM DU RHONE;GESTIONNAIRE;0
802;1;692;0;CPAM DE VILLEFRANCHE / SAONE;GESTIONNAIRE;0
803;1;701;0;CPAM DE VESOUL;GESTIONNAIRE;0
804;1;711;0;CPAM DE MACON;GESTIONNAIRE;0
805;1;721;0;CPAM DU MANS;GESTIONNAIRE;0
806;1;731;0;CPAM DE CHAMBERY;GESTIONNAIRE;0
807;1;741;0;CPAM D ANNECY;GESTIONNAIRE;0
808;1;751;0;CPAM DE PARIS;GESTIONNAIRE;0
809;1;761;0;CPAM DE DIEPPE;GESTIONNAIRE;0
810;1;762;0;CPAM D ELBEUF;GESTIONNAIRE;0
811;1;763;0;CPAM DU HAVRE;GESTIONNAIRE;0
812;1;764;0;CPAM DE ROUEN-ELBEUF-DIEPPE-SEINE-MARITIME;GESTIONNAIRE;0
813;1;771;0;CPAM DE MELUN RUBELLES;GESTIONNAIRE;0
814;1;781;0;CPAM DE VERSAILLES;GESTIONNAIRE;0
815;1;791;0;CPAM DE NIORT;GESTIONNAIRE;0
816;1;801;0;CPAM D'AMIENS;GESTIONNAIRE;0
817;1;811;0;CPAM D'ALBI;GESTIONNAIRE;0
818;1;821;0;CPAM DE MONTAUBAN;GESTIONNAIRE;0
819;1;831;0;CPAM DE TOULON;GESTIONNAIRE;0
820;1;841;0;CPAM D'AVIGNON;GESTIONNAIRE;0
821;1;851;0;CPAM DE LA ROCHE / YON;GESTIONNAIRE;0
822;1;861;0;CPAM DE POITIERS;GESTIONNAIRE;0
823;1;871;0;CPAM DE LIMOGES;GESTIONNAIRE;0
824;1;881;0;CPAM D'EPINAL;GESTIONNAIRE;0
825;1;891;0;CPAM D'AUXERRE;GESTIONNAIRE;0
826;1;901;0;CPAM DE BELFORT;GESTIONNAIRE;0
827;1;911;0;CPAM D'EVRY;GESTIONNAIRE;0
828;1;921;0;CPAM DE NANTERRE;GESTIONNAIRE;0
829;1;931;0;CPAM DE BOBIGNY;GESTIONNAIRE;0
830;1;941;0;CPAM DE CRETEIL;GESTIONNAIRE;0
831;1;951;0;CPAM DU VAL D'OISE;GESTIONNAIRE;0
832;1;971;0;POINTE A PITRE;GESTIONNAIRE;0
833;1;972;0;CGSS Martinique;GESTIONNAIRE;0
834;1;973;0;CAYENNE;GESTIONNAIRE;0
835;1;974;0;SAINT DENIS;GESTIONNAIRE;0
836;2;11;0;BOURG EN BRESSE;GESTIONNAIRE;0
837;2;15;0;BOURG EN BRESSE;GESTIONNAIRE;0
838;2;21;0;LAON;GESTIONNAIRE;0
839;2;22;0;LAON;GESTIONNAIRE;0
840;2;25;0;LAON;GESTIONNAIRE;0
841;2;31;0;MOULINS;GESTIONNAIRE;0
842;2;32;0;MOULINS;GESTIONNAIRE;0
843;2;35;0;MOULINS;GESTIONNAIRE;0
844;2;51;0;GAP;GESTIONNAIRE;0
845;2;55;0;GAP;GESTIONNAIRE;0
846;2;61;0;NICE;GESTIONNAIRE;0
847;2;65;0;NICE;GESTIONNAIRE;0
848;2;71;0;PRIVAS;GESTIONNAIRE;0
849;2;75;0;PRIVAS;GESTIONNAIRE;0
850;2;81;0;CHARLEVILLE;GESTIONNAIRE;0
851;2;85;0;CHARLEVILLE;GESTIONNAIRE;0
852;2;91;0;FOIX;GESTIONNAIRE;0
853;2;95;0;FOIX;GESTIONNAIRE;0
854;2;101;0;TROYES;GESTIONNAIRE;0
855;2;102;0;TROYES;GESTIONNAIRE;0
856;2;105;0;TROYES;GESTIONNAIRE;0
857;2;111;0;CARCASSONNE;GESTIONNAIRE;0
858;2;115;0;CARCASSONNE;GESTIONNAIRE;0
859;2;121;0;RODEZ;GESTIONNAIRE;0
860;2;122;0;RODEZ;GESTIONNAIRE;0
861;2;125;0;RODEZ;GESTIONNAIRE;0
862;2;131;0;MARSEILLE;GESTIONNAIRE;0
863;2;135;0;MARSEILLE;GESTIONNAIRE;0
864;2;141;0;CAEN;GESTIONNAIRE;0
865;2;142;0;CAEN;GESTIONNAIRE;0
866;2;145;0;CAEN;GESTIONNAIRE;0
867;2;151;0;AURILLAC;GESTIONNAIRE;0
868;2;155;0;AURILLAC;GESTIONNAIRE;0
869;2;161;0;ANGOULEME;GESTIONNAIRE;0
870;2;162;0;ANGOULEME;GESTIONNAIRE;0
871;2;165;0;ANGOULEME;GESTIONNAIRE;0
872;2;171;0;SAINTES;GESTIONNAIRE;0
873;2;172;0;LA ROCHELLE;GESTIONNAIRE;0
874;2;175;0;SAINTES;GESTIONNAIRE;0
875;2;181;0;BOURGES;GESTIONNAIRE;0
876;2;182;0;BOURGES;GESTIONNAIRE;0
877;2;185;0;BOURGES;GESTIONNAIRE;0
878;2;191;0;TULLE;GESTIONNAIRE;0
879;2;195;0;TULLE;GESTIONNAIRE;0
880;2;201;0;AJACCIO;GESTIONNAIRE;0
881;2;205;0;AJACCIO;GESTIONNAIRE;0
882;2;211;0;DIJON;GESTIONNAIRE;0
883;2;212;0;DIJON;GESTIONNAIRE;0
884;2;215;0;DIJON;GESTIONNAIRE;0
885;2;221;0;SAINT BRIEUC;GESTIONNAIRE;0
886;2;222;0;SAINT BRIEUC;GESTIONNAIRE;0
887;2;225;0;SAINT BRIEUC;GESTIONNAIRE;0
888;2;231;0;GUERET;GESTIONNAIRE;0
889;2;232;0;GUERET;GESTIONNAIRE;0
890;2;235;0;GUERET;GESTIONNAIRE;0
891;2;241;0;PERIGUEUX;GESTIONNAIRE;0
892;2;242;0;PERIGUEUX;GESTIONNAIRE;0
893;2;245;0;PERIGUEUX;GESTIONNAIRE;0
894;2;251;0;BESANCON;GESTIONNAIRE;0
895;2;252;0;BESANCON;GESTIONNAIRE;0
896;2;255;0;MSA BESANCON;GESTIONNAIRE;0
897;2;261;0;VALENCE;GESTIONNAIRE;0
898;2;265;0;VALENCE;GESTIONNAIRE;0
899;2;271;0;EVREUX;PIVOT;0
900;2;272;0;EVREUX;GESTIONNAIRE;0
901;2;275;0;EVREUX;GESTIONNAIRE;0
902;2;281;0;CHARTRES;GESTIONNAIRE;0
903;2;282;0;CHARTRES;GESTIONNAIRE;0
904;2;285;0;CHARTRES;GESTIONNAIRE;0
905;2;291;0;LANDERNEAU;GESTIONNAIRE;0
906;2;292;0;BREST;GESTIONNAIRE;0
907;2;295;0;LANDERNEAU;GESTIONNAIRE;0
908;2;301;0;NIMES;GESTIONNAIRE;0
909;2;305;0;NIMES;GESTIONNAIRE;0
910;2;311;0;TOULOUSE;GESTIONNAIRE;0
911;2;312;0;TOULOUSE;GESTIONNAIRE;0
912;2;315;0;TOULOUSE;GESTIONNAIRE;0
913;2;321;0;AUCH;GESTIONNAIRE;0
914;2;322;0;AUCH;GESTIONNAIRE;0
915;2;325;0;AUCH;GESTIONNAIRE;0
916;2;331;0;BORDEAUX;GESTIONNAIRE;0
917;2;332;0;BORDEAUX;GESTIONNAIRE;0
918;2;335;0;BORDEAUX;GESTIONNAIRE;0
919;2;341;0;MONTPELLIER;GESTIONNAIRE;0
920;2;342;0;MONTPELLIER;GESTIONNAIRE;0
921;2;345;0;MONTPELLIER;GESTIONNAIRE;0
922;2;351;0;RENNES;GESTIONNAIRE;0
923;2;352;0;RENNES;GESTIONNAIRE;0
924;2;355;0;RENNES;GESTIONNAIRE;0
925;2;361;0;CHATEAUROUX;GESTIONNAIRE;0
926;2;362;0;CHATEAUROUX;GESTIONNAIRE;0
927;2;365;0;CHATEAUROUX;GESTIONNAIRE;0
928;99;594;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
929;99;594;617;SMENO DUNKERQUE;GESTIONNAIRE;0
930;99;595;601;LMDE LILLE;GESTIONNAIRE;0
931;99;595;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
932;99;595;617;SMENO LILLE;GESTIONNAIRE;0
933;99;596;601;LMDE MAUBEUGE;GESTIONNAIRE;0
934;99;596;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
935;99;596;617;SMENO MAUBEUGE;GESTIONNAIRE;0
936;99;597;601;LMDE ROUBAIX;GESTIONNAIRE;0
937;99;597;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
938;99;597;617;SMENO ROUBAIX;GESTIONNAIRE;0
939;99;598;601;LMDE TOURCOING;GESTIONNAIRE;0
940;99;598;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
941;99;598;617;SMENO TOURCOING;GESTIONNAIRE;0
942;99;599;601;LMDE VALENCIENNES;GESTIONNAIRE;0
943;99;599;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
944;99;599;617;SMENO VALENCIENNES;GESTIONNAIRE;0
945;99;601;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
946;99;601;617;SMENO BEAUVAIS;GESTIONNAIRE;0
947;99;602;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
948;99;602;617;SMENO CREIL;GESTIONNAIRE;0
949;99;611;601;LMDE ALENCON;GESTIONNAIRE;0
950;99;611;617;SMENO ALENCON;GESTIONNAIRE;0
951;99;621;601;LMDE ARRAS;GESTIONNAIRE;0
952;99;621;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
953;99;621;617;SMENO ARRAS;GESTIONNAIRE;0
954;99;622;601;LMDE BOULOGNE SUR MER;GESTIONNAIRE;0
955;99;622;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
956;99;622;617;SMENO BOULOGNE;GESTIONNAIRE;0
957;99;623;601;LMDE CALAIS;GESTIONNAIRE;0
958;99;623;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
959;99;623;617;SMENO CALAIS;GESTIONNAIRE;0
960;99;624;601;LMDE LENS;GESTIONNAIRE;0
961;99;624;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
962;99;624;617;SMENO LENS;GESTIONNAIRE;0
963;99;631;601;LMDE CLERMONT FERRAND;GESTIONNAIRE;0
964;99;631;617;SMERRA CLERMONT FERRAND;GESTIONNAIRE;0
965;99;641;601;LMDE BAYONNE;GESTIONNAIRE;0
966;99;641;617;VITTAVI BAYONNE;GESTIONNAIRE;0
967;99;642;601;LMDE PAU;GESTIONNAIRE;0
968;99;642;617;VITTAVI PAU;GESTIONNAIRE;0
969;99;661;601;LMDE PERPIGNAN;GESTIONNAIRE;0
970;99;661;609;M.N.T.  PYRENEES ORIENTALES;GESTIONNAIRE;0
971;99;661;617;MEP PERPIGNAN;GESTIONNAIRE;0
972;99;672;601;LMDE SELESTAT;GESTIONNAIRE;0
973;99;672;617;MGEL SELESTAT;GESTIONNAIRE;0
974;99;673;601;LMDE STRASBOURG;GESTIONNAIRE;0
975;99;673;617;MGEL STRASBOURG;GESTIONNAIRE;0
976;99;673;689;MUTUELLE DE L EST;GESTIONNAIRE;0
977;99;681;601;LMDE COLMAR;GESTIONNAIRE;0
978;99;681;617;MGEL COLMAR;GESTIONNAIRE;0
979;99;682;601;LMDE MULHOUSE;GESTIONNAIRE;0
980;99;682;617;MGEL MULHOUSE;GESTIONNAIRE;0
981;99;682;651;MUTUELLE DE L EST;GESTIONNAIRE;0
982;99;691;601;LMDE LYON;GESTIONNAIRE;0
983;99;691;607;KEOLIS;GESTIONNAIRE;0
984;99;691;609;M.N.T.  RHONE;GESTIONNAIRE;0
985;99;691;610;HCL;GESTIONNAIRE;0
986;99;691;612;UPBTP;GESTIONNAIRE;0
987;99;691;614;UMIGA;GESTIONNAIRE;0
988;99;691;617;SMERRA LYON;GESTIONNAIRE;0
989;99;711;601;LMDE MACON;GESTIONNAIRE;0
990;99;711;617;SMEREB LE CREUSOT;GESTIONNAIRE;0
991;99;721;601;LMDE LE MANS;GESTIONNAIRE;0
992;99;721;617;SMEBA LE MANS;GESTIONNAIRE;0
993;99;731;601;LMDE CHAMBERY;GESTIONNAIRE;0
994;99;731;617;SMERRA CHAMBERY;GESTIONNAIRE;0
995;99;741;601;LMDE ANNECY;GESTIONNAIRE;0
996;99;741;617;SMERRA ANNECY;GESTIONNAIRE;0
997;99;751;505;MAGE;GESTIONNAIRE;0
998;99;751;555;INTERIALE MUTUELLE PANTIN;GESTIONNAIRE;0
999;99;751;601;LMDE PARIS;GESTIONNAIRE;0
1000;99;751;602;MCVPAP;GESTIONNAIRE;0
1001;99;751;606;MNFCT;GESTIONNAIRE;0
1002;99;751;617;SMEREP;GESTIONNAIRE;0
1003;99;761;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1004;99;761;612;MUTUELLE BOISSIERE DU BATIMENT;GESTIONNAIRE;0
1005;99;762;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1006;99;763;601;LMDE LE HAVRE;GESTIONNAIRE;0
1007;99;763;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1008;99;763;617;SMENO LE HAVRE;GESTIONNAIRE;0
1009;99;764;601;LMDE ROUEN;GESTIONNAIRE;0
1010;99;764;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1011;99;764;612;MUTUELLE BOISSIERE DU BATIMENT;GESTIONNAIRE;0
1012;99;764;613;MUNICIPAUX DE ROUEN;GESTIONNAIRE;0
1013;99;764;617;SMENO ROUEN;GESTIONNAIRE;0
1014;99;771;601;LMDE MELUN;GESTIONNAIRE;0
1015;99;771;617;SMEREP;GESTIONNAIRE;0
1016;99;781;601;LMDE VERSAILLES;GESTIONNAIRE;0
1017;99;781;602;MCVPAP;GESTIONNAIRE;0
1018;99;781;606;MNFCT;GESTIONNAIRE;0
1019;99;781;617;SMEREP;GESTIONNAIRE;0
1020;99;791;601;LMDE NIORT;GESTIONNAIRE;0
1021;99;791;617;SMECO NIORT;GESTIONNAIRE;0
1022;99;801;601;LMDE AMIENS;GESTIONNAIRE;0
1023;99;801;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1024;99;801;617;SMENO AMIENS;GESTIONNAIRE;0
1025;99;831;601;LMDE TOULON;GESTIONNAIRE;0
1026;99;831;617;MEP TOULON;GESTIONNAIRE;0
1027;99;841;601;LMDE AVIGNON;GESTIONNAIRE;0
1028;99;841;617;MEP AVIGNON;GESTIONNAIRE;0
1029;99;851;601;LMDE LA ROCHE SUR YON;GESTIONNAIRE;0
1030;99;851;617;SMEBA LA ROCHE SUR YON;GESTIONNAIRE;0
1031;99;861;601;LMDE POITIERS;GESTIONNAIRE;0
1032;99;861;617;SMECO POITIERS;GESTIONNAIRE;0
1033;99;861;651;MUTUELLE DES HOPITAUX DE LA VIENNE;GESTIONNAIRE;0
1034;99;861;652;COMMUNAUX DE LA VIENNE - COVIMUT;GESTIONNAIRE;0
1035;99;871;601;LMDE LIMOGES;GESTIONNAIRE;0
1036;99;871;617;VITTAVI LIMOGES;GESTIONNAIRE;0
1037;99;881;601;LMDE EPINAL;GESTIONNAIRE;0
1038;99;881;617;MGEL EPINAL;GESTIONNAIRE;0
1039;99;891;601;LMDE AUXERRE;GESTIONNAIRE;0
1040;99;891;617;SMEREB AUXERRE;GESTIONNAIRE;0
1041;99;901;601;LMDE BELFORT;GESTIONNAIRE;0
1042;99;901;617;SMEREB BELFORT;GESTIONNAIRE;0
1043;99;911;555;INTERIALE MUTUELLE PANTIN;GESTIONNAIRE;0
1044;99;911;601;LMDE EVRY;GESTIONNAIRE;0
1045;99;911;602;MCVPAP;GESTIONNAIRE;0
1046;94;751;599;MFP  SRI PARIS;GESTIONNAIRE;0
1047;94;781;599;MFP  SRI VERSAILLES;GESTIONNAIRE;0
1048;94;911;599;MFP  SRI EVRY;GESTIONNAIRE;0
1049;94;921;599;MFP  SRI NANTERRE;GESTIONNAIRE;0
1050;94;931;599;MFP  SRI BOBIGNY;GESTIONNAIRE;0
1051;94;941;599;MFP  SRI CRETEIL;GESTIONNAIRE;0
1052;94;951;599;MFP  SRI CERGY PONTOISE;GESTIONNAIRE;0
1053;99;811;617;VITTAVI ALBI;GESTIONNAIRE;0
1054;99;651;617;VITTAVI TARBES;GESTIONNAIRE;0
1055;99;401;617;VITTAVI MONT DE MARSAN;GESTIONNAIRE;0
1056;99;311;654;M.N.T. HAUTE GARONNE;GESTIONNAIRE;0
1057;99;811;601;LMDE D ALBI;GESTIONNAIRE;0
1058;2;752;0;LANDERNEAU D.O.M;GESTIONNAIRE;0
1059;2;962;0;LANDERNEAU;GESTIONNAIRE;0
1060;2;982;0;AURILLAC;GESTIONNAIRE;0
1061;99;61;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1062;99;571;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1063;99;572;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1064;99;573;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1065;3;53;1900;R.A.M (PROF. LIB. ILE DE FRANCE);GESTIONNAIRE;0
1066;3;54;1900;R.A.M (PROF. LIB. DE PROVINCES);GESTIONNAIRE;0
1067;99;771;555;INTERIALE MUTUELLE PANTIN;GESTIONNAIRE;0
1068;3;27;4200;SANTEVIE PROFESSIONS INDEPENDANTES;GESTIONNAIRE;0
1069;3;3;1400;RAM (ALSACE);GESTIONNAIRE;0
1070;99;71;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1071;99;81;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1072;99;261;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1073;99;301;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1074;99;381;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1075;99;382;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1076;99;421;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1077;99;692;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1078;99;731;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1079;99;741;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1080;99;771;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1081;99;831;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1082;99;691;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1083;99;751;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1084;99;781;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1085;99;911;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1086;99;921;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1087;99;931;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1088;99;941;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1089;99;951;604;INTERIALE MUTUELLE LILLE;GESTIONNAIRE;0
1090;99;973;601;LMDE CAYENNE;GESTIONNAIRE;0
1091;99;382;617;SMERRA VIENNE;GESTIONNAIRE;0
1092;3;1;3300;RADIANCE RHONE ALPES;GESTIONNAIRE;0
1093;3;1;4300;ADREA MUTUELLE PI AMAD ALPES;GESTIONNAIRE;0
1094;6;200;200;ENIM - CLP BORDEAUX;GESTIONNAIRE;0
1095;6;200;400;ENIM - CLP SAINT-MALO;GESTIONNAIRE;0
1096;6;200;800;ENIM - CLP LORIENT;GESTIONNAIRE;0
1097;90;100;11;CAISSE D ASSURANCE VIEILLESSE INVALIDITE ET MALADIE DES CULTES;GESTIONNAIRE;0
1098;3;34;1100;RAM DU NORD (PAS DE CALAIS);GESTIONNAIRE;0
1099;3;34;3100;MACIF MUTUALITE;GESTIONNAIRE;0
1100;3;34;3200;RADIANCE NORD-PAS DE CALAIS;GESTIONNAIRE;0
1101;3;34;3400;UMCAPI;GESTIONNAIRE;0
1102;3;46;1100;RAM ILE DE FRANCE;GESTIONNAIRE;0
1103;3;46;2100;MUTUELLE BLEUE;GESTIONNAIRE;0
1104;3;46;3100;AVENIR SANTE MUTUELLE;GESTIONNAIRE;0
1105;3;46;3200;PREVADIES-CAMPI IDF OUEST;GESTIONNAIRE;0
1106;3;48;1100;RAM ILE DE FRANCE;GESTIONNAIRE;0
1107;3;48;2100;MUTUELLE BLEUE;GESTIONNAIRE;0
1108;3;48;3100;AVENIR SANTE MUTUELLE;GESTIONNAIRE;0
1109;3;48;3200;PREVADIES-CAMPI IDF EST;GESTIONNAIRE;0
1110;3;52;1100;RAM ILE DE FRANCE;GESTIONNAIRE;0
1111;3;52;2100;MUTUELLE BLEUE;GESTIONNAIRE;0
1112;3;52;3100;AVENIR SANTE MUTUELLE;GESTIONNAIRE;0
1113;3;52;3200;PREVADIES-CAMPI IDF CENTRE;GESTIONNAIRE;0
1114;99;382;601;LMDE VIENNE;GESTIONNAIRE;0
1115;1;789;0;MGP;GESTIONNAIRE;0
1116;99;939;603;CAMIEG;GESTIONNAIRE;0
1117;99;941;699;SECTION LOCALE BANQUE DE FRANCE;GESTIONNAIRE;0
1118;91;976;501;MGEN MFP MAYOTTE;GESTIONNAIRE;0
1119;99;971;618;VITTAVI GUADELOUPE;GESTIONNAIRE;0
1120;99;972;618;VITTAVI MARTINIQUE;GESTIONNAIRE;0
1121;99;973;618;VITTAVI GUYANE;GESTIONNAIRE;0
1122;3;1;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1123;3;3;2600;MUT EST;GESTIONNAIRE;0
1124;3;5;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1125;3;9;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1126;3;19;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1127;3;19;2600;SOCIETE MUTUALISTE DE L EST;GESTIONNAIRE;0
1128;3;21;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1129;3;23;2600;MUTUELLE DE FRANCE SUD;GESTIONNAIRE;0
1130;3;27;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1131;3;43;2600;ADREA MUTUELLE PI AMAD PROVENCE;GESTIONNAIRE;0
1132;3;45;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1133;3;52;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1134;3;53;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1135;3;54;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1136;3;57;2200;MUTUELLES DU SOLEIL;GESTIONNAIRE;0
1137;1;759;0;CRAMIF ILE DE FRANCE;GESTIONNAIRE;0
1138;93;789;211;MGP DIJON;GESTIONNAIRE;0
1139;3;21;2600;MUTUELLE EXISTENCE;GESTIONNAIRE;0
1140;93;789;371;MGP TOURS;GESTIONNAIRE;0
1141;93;789;241;MGP PERIGUEUX;GESTIONNAIRE;0
1142;93;789;471;MGP AGEN;GESTIONNAIRE;0
1143;93;789;751;MGP UNG;GESTIONNAIRE;0
1144;93;789;771;MGP UNG;GESTIONNAIRE;0
1145;93;789;781;MGP UNG;GESTIONNAIRE;0
1146;93;789;911;MGP UNG;GESTIONNAIRE;0
1147;93;789;921;MGP UNG;GESTIONNAIRE;0
1148;93;789;931;MGP UNG;GESTIONNAIRE;0
1149;93;789;941;MGP UNG;GESTIONNAIRE;0
1150;93;789;951;MGP UNG;GESTIONNAIRE;0
1151;3;5;2300;UMCAPI;GESTIONNAIRE;0
1152;3;13;2300;UMCAPI;GESTIONNAIRE;0
1153;3;37;2300;UMCAPI;GESTIONNAIRE;0
1154;3;52;2300;UMCAPI;GESTIONNAIRE;0
1155;3;13;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1156;3;15;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1157;3;17;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1158;3;23;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1159;3;27;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1160;3;34;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1161;3;37;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1162;3;39;2300;UMCAPI;GESTIONNAIRE;0
1163;3;41;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1164;3;43;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1165;3;46;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1166;3;52;2700;HARMONIE MUTUALITE;GESTIONNAIRE;0
1167;93;789;61;MGP NICE;GESTIONNAIRE;0
1168;93;789;111;MGP CARCASSONNE;GESTIONNAIRE;0
1169;93;789;131;MGP MARSEILLE;GESTIONNAIRE;0
1170;93;789;151;MGP AURILLAC;GESTIONNAIRE;0
1171;93;789;291;MGP BREST;GESTIONNAIRE;0
1172;93;789;292;MGP QUIMPER;GESTIONNAIRE;0
1173;93;789;301;MGP NIMES;GESTIONNAIRE;0
1174;93;789;311;MGP TOULOUSE;GESTIONNAIRE;0
1175;93;789;331;MGP BORDEAUX;GESTIONNAIRE;0
1176;93;789;341;MGP BEZIERS;GESTIONNAIRE;0
1177;93;789;342;MGP MONTPELLIER;GESTIONNAIRE;0
1178;93;789;421;MGP ROANNE;GESTIONNAIRE;0
1179;93;789;422;MGP ST ETIENNE;GESTIONNAIRE;0
1180;93;789;441;MGP NANTES;GESTIONNAIRE;0
1181;93;789;442;MGP ST NAZAIRE;GESTIONNAIRE;0
1182;93;789;451;MGP ORLEANS;GESTIONNAIRE;0
1183;93;789;511;MGP REIMS;GESTIONNAIRE;0
1184;93;789;561;MGP VANNES;GESTIONNAIRE;0
1185;93;789;571;MGP METZ;GESTIONNAIRE;0
1186;93;789;572;MGP SARREGUEMINES;GESTIONNAIRE;0
1187;93;789;573;MGP THIONVILLE;GESTIONNAIRE;0
1188;93;789;631;MGP CLERMONT-FERRAND;GESTIONNAIRE;0
1189;93;789;641;MGP BAYONNE;GESTIONNAIRE;0
1190;93;789;642;MGP PAU;GESTIONNAIRE;0
1191;93;789;643;MGP PAU MNH;GESTIONNAIRE;0
1192;93;789;661;MGP PERPIGNAN;GESTIONNAIRE;0
1193;93;789;831;MGP TOULON;GESTIONNAIRE;0
1194;93;789;871;MGP LIMOGES;GESTIONNAIRE;0
1195;93;789;891;MGP AUXERRE;GESTIONNAIRE;0
1196;93;789;11;MGP BOURG EN BRESSE;GESTIONNAIRE;0
1197;93;789;21;MGP LAON;GESTIONNAIRE;0
1198;93;789;22;MGP ST QUENTIN;GESTIONNAIRE;0
1199;93;789;31;MGP MOULINS;GESTIONNAIRE;0
1200;93;789;41;MGP DIGNE;GESTIONNAIRE;0
1201;93;789;51;MGP GAP;GESTIONNAIRE;0
1202;93;789;71;MGP ANNONAY;GESTIONNAIRE;0
1203;93;789;72;MGP PRIVAS;GESTIONNAIRE;0
1204;93;789;81;MGP CHARLEVILLE MEZIERES;GESTIONNAIRE;0
1205;93;789;91;MGP FOIX;GESTIONNAIRE;0
1206;93;789;101;MGP TROYES;GESTIONNAIRE;0
1207;93;789;121;MGP RODEZ;GESTIONNAIRE;0
1208;93;789;141;MGP  CAEN;GESTIONNAIRE;0
1209;93;789;161;MGP ANGOULEME;GESTIONNAIRE;0
1210;93;789;171;MGP LA ROCHELLE;GESTIONNAIRE;0
1211;93;789;181;MGP BOURGES;GESTIONNAIRE;0
