SIN_CAU_AGT;SIN_CAU_LIB;TEC_COL
B30E3;raillietina demerariensis;0
B30E4;raillietina madagascariensis;0
B30F0;spirometra;0
B30F1;spirometra houghtoni;0
B30F2;spirometra mansoni;0
B30F3;spirometra mansonoides;0
B30F4;spirometra proliferum;0
B30F5;spirometra sparganum;0
B30G0;taenia;0
B30G1;taenia africana;0
B30G2;taenia confusa;0
B30G3;taenia saginata;0
B30G4;taenia solium;0
B3000;cestodes;0
B3010;bertiella;0
B3011;bertiella mucronata;0
B3012;bertiella studeri;0
B3020;digramma;0
B3021;digramma brauni;0
B303A;diphyllobothrium theileri;0
B303B;diphyllobothrium ursi;0
B3030;diphyllobothrium;0
B3031;diphyllobothrium alascense;0
B3032;diphyllobothrium cordatum;0
B3033;diphyllobothrium dalliae;0
B3034;diphyllobothrium grandis;0
B3035;diphyllobothrium houghtoni;0
B3036;diphyllobothrium lanceolatum;0
B3037;diphyllobothrium latum;0
B3038;diphyllobothrium pacificum;0
B3039;diphyllobothrium parvum;0
B3040;diplogonoporus;0
B3041;diplogonoporus grandis;0
B3050;dipylidium;0
B3051;dipylidium caninum;0
B3060;drepanidotaenia;0
B3061;drepanidotaenia lanceolata;0
B3070;echinococcus;0
B3071;echinococcus granulosus;0
B3072;echinococcus multilocularis multicolaris;0
B3073;echinococcus multilocularis sibiricensis;0
B3074;echinococcus vogeli;0
B3080;hymenolepis;0
B3081;hymenolepis diminuta;0
B3082;hymenolepis nana;0
B3090;intermicapsifer;0
B3091;intermicapsifer cubensis;0
B3092;intermicapsifer madagascariensis;0
B4000;acanthocephala (vers ronds non nematodes);0
B4010;macracanthorhynchus;0
B4011;macracanthorhynchus hirudinaceus;0
B4020;moniliformis;0
B4021;moniliformis moniliformis;0
C0A0A;pas;0
C0A0B;sulfoxone;0
C0A0C;dapsone;0
C0A0D;ethionamide;0
C0A0E;glucosulfone de sodium;0
C0A0F;Hydralazine de l'acide nicotinique (isoniazide);0
C0A0G;pyrazinamide;0
C0A0H;viomycine;0
C0A0J;rifampine;0
C0A0K;clofazimine;0
C0A00;medicament antituberculeux;0
C0A01;medicament antilepreux;0
C0A02;acide aminosalicylique;0
C0A03;aminosalicylate de calcium;0
C0A04;paminosalicylate de phenyle;0
C0A05;paminosalicylate de potassium;0
C0A06;aminosalicylate de sodium;0
C0A07;cycloserine;0
C0A08;ethambutol;0
C0A09;acetosulfone;0
C0B00;medicament antiviral;0
C0B01;methisazone;0
C0B02;amantadine;0
C0B03;idoxuridine;0
C0B04;teinture heterotricyclique;0
C0B05;ribavrine;0
C0B06;vidarabine;0
C0B07;acide phosphonacetique;0
C0B08;interferon injectable;0
C0B09;acyclovir;0
C0C00;medicament antiparasitaire;0
C0C01;pentamidine;0
C0D0A;metronizole;0
C0D00;medicament antiamibien;0
C0D01;arsthinol;0
C0D02;bialamicol;0
C0D03;carbarsone;0
C0D04;diiodohydroxyquine;0
C0D05;diloxanide;0
C0D06;emetine;0
C0D07;glaucarubine;0
C0D08;glycobiarsol;0
C0D09;oxyquinoline;0
C0E0B;mefloquine;0
C0E00;medicament antipaludeen;0
C0E01;amodiaquine;0
C0E02;chloroquine;0
C0E03;hydroxychloroquine;0
C0E04;primaquine;0
C0E05;pyrimethamine;0
C0E06;quinacrine;0
C0E08;sulfate de quinine;0
C0E09;hydrochlorure de quinine;0
C0F00;medicament antitrypanosomique;0
C0F01;medicament contre les leishmanias;0
C0F02;hydroxystilbamidine;0
C0F03;oxophenarsine;0
C0F04;suramine sodique;0
C0F05;tryparsamide;0
C0F06;bayer 2502;0
C0F07;melarsoprol;0
C0F08;melarsonyl;0
C0G00;medicament trichomonacide;0
C0G01;metronidazole;0
C0G02;acetarsone;0
C0G03;chiniofon;0
C0G04;aminacrine;0
C0H0A;levamisole;0
C0H0B;piperazine;0
C0H0C;chlorure de pyrvinium;0
C0H0D;santonine;0
C0H0E;tetrachloroethylene;0
C0H0F;pamoate de pyrvinium;0
C0H0G;thiabendazole;0
32130;laitier (fibres);0
32140;roche (fibres);0
32150;verre (fibres);0
32160;carbone (fibres);0
322Y0;dechets de fibres organiques;0
322Z0;autre fibre organique;0
32200;fibres organiques;0
32210;animales (fibres);0
32220;laine (fibres);0
32230;soie (fibres);0
323Y0;dechets de fibres vegetales  T66A;0
323Z0;autre fibre vegetale;0
323Z1;foin (fibres);0
32300;fibres vegetales textiles  T66A;0
32310;bagasse (fibres)  T66B  T66A;0
32320;coton (fibres)    T66B  T66A;0
32330;jute (fibres)  T66A;0
32340;sisal (fibres)  T66A;0
32350;kapok (fibres)  T66A;0
32360;chanvre (fibres)  T66A;0
32370;lin (fibres)  T66A;0
324Y0;dechets de fibres synthetiques;0
32400;fibres synthetiques;0
33Z00;autre gaz non classe ailleurs;0
33Z10;autre gaz organique non classe ailleurs;0
33Z20;autre gaz inorganique non classe ailleurs;0
33000;gaz;0
33100;anesthesiques volatils (gaz);0
33110;anesthesiques halogenes (halothane. enflurane...);0
33120;anesthesiques non halogenes (protoxyde d'azote...);0
332Z0;autre gaz d'echappement;0
33200;gaz d'echappement;0
33210;diesel (gaz);0
33220;essence (gaz);0
333A0;matieres vegetales (papier) (produits de decomposition therm;0
333B0;peintures (produits de decomposition thermique);0
333C0;produits noirs (goudrons. bitume) (produits de decomposition;0
333Z0;autre produit de decomposition thermique;0
33300;produits de decomposition thermique;0
33310;caoutchouc (produits de decomposition thermique);0
33320;colles (produits de decomposition thermique);0
33330;fluides isolants electriques (produits de decomposition ther;0
33340;flux de soudage (produits de decomposition thermique);0
3335Z;produits de decomposition thermique autre type de fonderie;0
33350;fonderie (produits de decomposition thermique);0
33351;fonderie d'alliage cuivreux (produits de decomposition therm;0
33352;fonderie d'aluminium (produits de decomposition thermique);0
33353;fonderie de fonte ou acier (produits de decomposition thermi;0
33354;fonderie de metaux precieux (produits de decomposition therm;0
33360;houille (produits de decomposition thermique);0
33370;huiles et graisses (produits de decomposition thermique);0
33371;huiles et graisses alimentaires (produits de decomposition t;0
33372;huiles et graisses industrielles (produits de decomposition;0
33380;produits de decomposition thermique autre matiere organique;0
33390;matieres plastiques (produits de decomposition thermique);0
33391;pvc (produits de decomposition thermique)  T66A;0
334A0;matieres vegetales (papier) (produits degages lors de...);0
334B0;peintures (produits degages lors de...);0
334C0;produits noirs (goudrons bitumes asphaltes) (produits degage;0
334C1;goudrons houille huiles houille, brais houille suies combust;0
334Z0;autre activite (produits degages lors de...);0
33400;produits degages lors de la fabrication ou l'utilisation nor;0
33410;caoutchouc (produits degages lors de...);0
33420;colles (produits degages lors de...);0
33430;fluides isolants electriques (produits degages lors de...);0
33440;flux de soudage (produits degages lors de...);0
3345Z;autre type de fonderie (produits degages lors de...);0
33450;fonderie (produits degages lors de...);0
33451;fonderie d'alliage cuivreux (produits degages lors de...);0
33452;fonderie d'aluminium (produits degages lors de...);0
33453;fonderie de fonte ou acier (produits degages lors de...);0
33454;fonderie de metaux precieux (produits degages lors de...);0
33460;houille (produits degages lors de...);0
33470;huiles et graisses (produits degages lors de...);0
33471;huiles et graisses alimentaires (produits degages lors de...;0
33472;huiles et graisses industrielles (produits degages lors de..;0
33480;matieres organiques autre (produits degages lors de...);0
33490;matieres plastiques (produits degages lors de...);0
33500;gaz incapacitants ou lacrymogenes;0
34Z00;autre fumee (explosifs...);0
34000;fumees;0
341Z0;autre fumee de soudage (zinc. etain...);0
34100;fumees de soudage;0
34110;arc electrique (fumees de soudage);0
34120;autogene (fumees de soudage);0
34130;brasage tendre y compris les soudures cuivre des plombiers (;0
34140;electronique (etain + plomb + colophane) (fumees de soudage);0
34150;inox (fumees de soudage);0
34160;aluminium (fumees de soudage);0
35000;vapeurs ou liquides;0
351Y0;dechets de liquides organiques;0
35100;vapeurs ou liquides organiques;0
35110;solvants et diluants organiques;0
352Y0;dechets de liquides inorganiques;0
35200;vapeurs ou liquides inorganiques;0
35210;eau douce;0
35211;etang lac riviere ruisseau piscine marecage (eau);0
35220;eau salee;0
35221;eau saumatre;0
35222;eau de mer ocean;0
35230;eau polluee eau d'egout;0
36AAZ;autre fruit;0
36AA0;fruits;0
36AA1;ananas;0
36AA2;orange;0
36AA3;citron;0
36AA4;raisin;0
36AY0;dechets d'aliments et produits pour l'alimentation;0
36AZ0;autre aliment;0
36A00;aliments et produits pour l'alimentation;0
36A10;proteines animales  T66A;0
36A11;viande;0
36A12;poissons et crustaces;0
36A13;oeufs;0
36A14;sericine proteine de soie  T66A;0
36A15;abats de volailles;0
36A16;abats de boucherie charcuterie;0
36A20;glucides;0
36A30;lipides graisses alimentaires;0
36A31;lait et produits laitiers;0
36A32;fromage   T66B;0
36A33;lard;0
36A34;margarines;0
36A35;huiles et graisses a fritures;0
36A40;colorants alimentaires;0
36A50;additifs alimentaires;0
36A6Z;autre legume;0
36A60;legumes;0
36A61;asperge;0
36A62;carrotte;0
36A63;pomme de terre;0
36A64;oignon;0
36A65;raifort;0
36A66;persil;0
36A67;rhubarbe;0
36A68;radis;0
36A7A;thym;0
36A7B;vanille;0
36A7Z;autre aromate ou epice;0
36A70;aromates epices;0
36A71;anis;0
36A72;ail;0
36A73;gingembre;0
36A74;cannelle;0
36A75;capre;0
36A76;laurier feuille;0
36A77;noix de muscade;0
36A78;clou de girofle;0
36A79;romarin;0
36A80;stimulants;0
36A9Z;autre boisson;0
36A90;boissons;0
36A91;cafe;0
36A92;cacao chocolat;0
36A93;the;0
36A94;vin;0
36A95;biere;0
36A96;eau gazeuse;0
36A97;spiritueux;0
36BY0;dechets de carburants;0
36BZ0;autre carburant;0
36B00;carburants;0
36B10;carburant automobile;0
36B11;carburant automobile diesel gas oil fioul gazole;0
36B12;essence;0
36B13;fioul lourd;0
36B20;additifs pour carburants;0
36B30;carburants speciaux (propergol...);0
36B40;gaz naturel;0
36B50;gaz de petrole liquefie lpg gpl;0
36CW0;Extraits aromatiques pétroliers;0
36CX0;Résidus de craquage;0
36CY0;dechets d'huiles et graisses;0
36CZ0;autre huile et graisse;0
36C00;huiles et graisses;0
36C1Z;autre huile de coupe autre huile d'usinage;0
36C10;huiles de coupe huiles d'usinage;0
36C11;huiles de coupe pleines huiles d'usinage pleines;0
36C12;huiles de coupe solubles huiles d'usinage solubles;0
36C13;huiles de coupe synthetiques huiles d'usinage synthetiques;0
36C2Z;autre huile et graisse lubrifiante;0
36C20;huiles et graisses lubrifiantes;0
36C21;huiles et graisses lubrifiantes minerales;0
36C22;huiles et graisses lubrifiantes siliconees;0
36C23;huiles et graisses lubrifiantes vegetales et animales;0
36C30;Huiles moteur usagées;0
36DY0;dechets de produits de traitement du cuir;0
36D00;produits de traitement du cuir;0
36EY0;dechets de produits de traitement de surface;0
36EZ0;autre produit de traitement de surface;0
36FY0;dechets de produits noirs;0
36F00;produits noirs (asphalte goudrons creosote...);0
36GY0;dechets de produits de vulcanisation;0
36G00;produits de vulcanisation du caoutchouc;0
36HY0;dechets de produits d'entretien;0
36HZ0;autre produit d'entretien;0
36H00;produits d'entretien;0
36H10;agents de blanchiment (eau de javel...);0
36H20;cires polish paraffines;0
36H30;decapant;0
36H40;degraissant;0
36H50;desinfectants;0
36H60;lessives detergents;0
36JY0;dechets de produits cosmetiques;0
36JZ0;autre cosmetique;0
36J00;cosmetiques;0
36J10;produits capillaires;0
36J11;oxydants et decolorants (cosmetiques);0
36J12;teinture (cosmetiques);0
36J20;produits de maquillage;0
36J30;parfums desodorisants;0
36J40;cremes pour la peau (dont creme barriere);0
36J50;savons;0
36KY0;dechets de produits pharmaceutiques;0
36KZ0;autre produit pharmaceutique;0
36K00;produits pharmaceutiques;0
36K10;antibiotiques;0
36K20;antineoplasiques;0
36K30;psychotropes;0
36LY0;dechets de produits utilises en laboratoire;0
36LZ0;autre produit utilise en laboratoire;0
36L00;produits utilises en laboratoire;0
36L10;composes chimiques carcinogenes;0
36L20;composes chimiques mutagenes;0
36L30;promoteurs;0
36L40;toxines;0
36L50;colorants de laboratoire;0
36MY0;dechets de produits photographiques;0
36MZ0;autre produit photographique;0
36M00;produits photographiques;0
36M10;produits photographiques couleur;0
36M20;produits photographiques noirblanc;0
36N00;pates a bois;0
36P00;produits de base pour agglomeration des sables de fonderie;0
36Q00;antioxydants de nature chimique inconnue;0
36RY0;dechets de produits a usage agricole de jardinage ou traitem;0
36RZ0;autre produit a usage agricole de jardinage ou traitement de;0
36R00;produits a usage agricole de jardinage ou traitement des boi;0
36R1Z;autre engrais;0
36R10;engrais;0
36R11;engrais phosphates;0
36R2Z;autre insecticide;0
36R20;insecticides;0
36R21;acaricides et nematocides divers (bromure de methyle dibromo;0
36R22;insecticides carbamates anticholinesterasiques;0
36R23;insecticides organochlores    T65;0
36R24;insecticides organophosphores;0
36R25;insecticides organothiocyanates;0
36R26;insecticides pyrethres et pyrethrinoides;0
36R27;insecticides rotenones;0
36R30;rodenticides;0
36R4Z;autre herbicide;0
36R40;herbicides;0
36R41;herbicides carbamates;0
36R42;herbicides derives du bipyridilium;0
36R43;herbicides derives du dinitrophenol;0
36R44;herbicides derives de l'uree;0
36R45;herbicides phytormones;0
36R46;herbicides triazines;0
36R5Z;autre fongicide;0
36R50;fongicides;0
36R51;fongicides derives halogenes;0
36R52;fongicides dithiocarbamates;0
36R53;fongicides organo metalliques (mercure etain...);0
36R54;fongicides phtalimides;0
36R55;fongicides thiouree;0
36R56;fongicides thirame;0
36R60;helicides et molluscicides;0
36SZ0;autre additif divers;0
36S00;additifs divers;0
36S10;bactericides;0
36S20;denaturants;0
36T00;enzymes;0
36T10;enzymes proteolytiques;0
36T11;trypsine;0
36T12;bromeline;0
36T13;papaine;0
36T14;ficine;0
36T20;oxidoreductases;0
36T30;transferases;0
36T40;lyases;0
36T50;isomerases;0
36T60;ligases;0
36T70;hydrolases;0
36UY0;dechets biologiques;0
36UZ0;autre;0
36U00;produits biologiques origine profession de sante medicale ch;0
36U10;sang;0
36U20;urine;0
36V00;sucres (glucose, saccharose, fructose, lactose ...);0
36V01;dérivés sucrés (alginates);0
36W00;dérivés des acides aminés;0
36W01;acides aminés;0
36W02;peptides;0
36W03;polypeptides;0
36000;materiaux et produits divers;0
361Y0;dechets de decolorants et oxydants (non cosmetique);0
36100;decolorants et oxydants (non cosmetique);0
362Y0;dechets de peintures;0
362Z0;autre peinture;0
36200;peintures. vernis. laques. mastics;0
3621Z;autre peinture. vernis. laque. mastic en phase solvant;0
36210;peintures. vernis. laques. mastics en phase solvant;0
36211;peintures. vernis. laques. mastics en phase solvant polyeste;0
36212;peintures. vernis. laques. mastics en phase solvant polyuret;0
36213;peintures. vernis. laques. mastics en phase solvant resine a;0
36214;peintures. vernis. laques. mastics en phase solvant resine a;0
36215;peintures. vernis. laques. mastics en phase solvant resine a;0
36216;peintures. vernis. laques. mastics en phase solvant resine c;0
36217;peintures. vernis. laques. mastics en phase solvant resine e;0
36218;peintures. vernis. laques. mastics en phase solvant resine p;0
36219;peintures. vernis. laques. mastics en phase solvant resine v;0
3622Z;autre peinture. vernis. laque. mastic en phase aqueuse;0
36220;peintures. vernis. laques. mastics en phase aqueuse;0
36221;peintures. vernis. laques. mastics en phase aqueuse polyeste;0
36222;peintures. vernis. laques. mastics en phase aqueuse resine a;0
36223;peintures. vernis. laques. mastics en phase aqueuse resine a;0
36224;peintures. vernis. laques. mastics en phase aqueuse resine e;0
36225;peintures. vernis. laques. mastics en phase aqueuse resine p;0
36226;peintures. vernis. laques. mastics en phase aqueuse resine v;0
36227;peintures. vernis. laques. mastics en phase aqueuse silicate;0
36230;peintures. vernis. laques. mastics en poudre;0
363Y0;dechets de colles;0
363Z0;autre colle;0
36300;adhesifs colles;0
36310;adhesifs colles cyanoacrylate  T66A;0
36320;adhesifs colles emulsion;0
36330;adhesifs colles epoxy;0
36340;adhesifs colles hotmelt;0
36350;adhesifs colles polychloroprene;0
36360;adhesifs colles polyurethanne;0
36370;adhesifs colles uree formol;0
36380;adhesifs colles pvc;0
364Y0;dechets de resines;0
364Z0;autre resine;0
36400;resines;0
36410;resines epoxydiques;0
365Y0;dechets de matieres plastiques et caoutchouc;0
36500;matieres plastiques caoutchoucs polymeres;0
3651A;thermoplastiques polystyreniques;0
3651B;thermoplastiques polysulfones;0
3651C;thermoplastiques polysulfure de phenylene;0
3651D;thermoplastiques polyvinyliques;0
3651E;resine du paratertbutylphenol et paratertbutylcatechol   T65;0
3651Z;autre thermoplastique;0
36510;thermoplastiques;0
36511;thermoplastiques cellulosiques;0
36512;thermoplastiques polyacetals;0
36513;thermoplastiques polyacryliques ou polymethacryliques;0
36514;thermoplastiques polyamides;0
36515;thermoplastiques polycarbonates;0
36516;thermoplastiques polyesters;0
36517;thermoplastiques polyfluorethenes;0
36518;thermoplastiques polyolefines;0
36519;thermoplastiques polyoxyphenylene modifie;0
3652A;plastiques thermodurcissables polyurethannes;0
3652Z;autre thermodurcissable;0
36520;plastiques thermodurcissables;0
36521;plastiques thermodurcissables aminoplastes;0
36522;plastiques thermodurcissables ureeformaldehyde;0
36523;plastiques thermodurcissables melamineformaldehyde;0
36524;plastiques thermodurcissables oleoglycerophtaliques;0
36525;plastiques thermodurcissables phenoplastes (phenolformaldehy;0
36526;plastiques thermodurcissables polyepoxydes;0
36527;plastiques thermodurcissables polyesters insatures;0
36528;plastiques thermodurcissables polyimides;0
36529;plastiques thermodurcissables polyorganosiloxanes;0
3653Z;autre caoutchouc;0
36530;caoutchoucs;0
36531;caoutchouc latex naturel;0
366Y0;dechets de teintures;0
366Z0;autre teinture dont teintes a l'eau;0
36600;teintures;0
36610;teintures pour bois (vernis a bois);0
36620;teintures pour tissus;0
367A0;matiere colorante diphenylmethane;0
367B0;matiere colorante directe;0
367B1;direct black 38;0
367B2;direct blue 6;0
367B3;direct brown 95;0
367C0;matiere colorante dispersee;0
367D0;matiere colorante stilbene;0
367E0;matiere colorante hydrocetone;0
367F0;matiere colorante indamine;0
367G0;matiere colorante indigoide;0
367H0;matiere colorante triarylmethane;0
367J0;matiere colorante xanthene;0
367K0;matiere colorante lactone;0
367L0;matiere colorante methine;0
367M0;matiere colorante naturelle;0
367N0;matiere colorante nitroso;0
367P0;matiere colorante nitro;0
367Q0;matiere colorante oxazine;0
367R0;matiere colorante phtalocyanine;0
367S0;matiere colorante quinoline;0
367T0;matiere colorante reactive  T66A;0
367T1;matiere colorante reactive heterocycle halogene;0
367T2;matiere colorante reactive acryloylamine  T66A;0
367T3;matiere colorante reactive vinylsulfone  T66A;0
367U0;matiere colorante sulfur;0
367V0;matiere colorante thiazine;0
367W0;matiere colorante thiazole;0
367X0;matiere colorante vat;0
367Y0;dechets de matieres colorantes;0
367Z0;autre matiere colorante;0
36700;matieres colorantes;0
36710;matiere colorante acide;0
36720;matiere colorante acridine;0
36730;matiere colorante aminocetone;0
36740;matiere colorante anthraquinone;0
36750;matiere colorante azine;0
36760;matiere colorante azo;0
36770;matiere colorante azoique;0
36780;matiere colorante basique;0
36790;matiere colorante carotenoide;0
368Y0;dechets de pigments;0
368Z0;autre pigment;0
36800;pigment;0
36810;pigment organique;0
36820;pigment metallique;0
36830;pigment fluorescent;0
369Y0;dechets de produits pour imprimer ou reproduire;0
369Z0;autre produit pour imprimer ou reproduire;0
36900;produits pour imprimer ou reproduire;0
36910;encres;0
36920;toner;0
36930;papiers autocopiants;0
4AZ00;autre traumatisme;0
4A000;traumatismes agents traumatiques;0
4A100;choc repetitif;0
4A200;traumatisme ouvert;0
4A300;traumatisme ferme;0
4A400;microtraumatismes;0
4B000;facteurs psychosociaux;0
4B100;rythme de travail;0
4B2Z0;autre horaire de travail;0
4B200;horaire de travail;0
4B210;travail poste;0
4B220;travail de nuit;0
4B230;travail de garde;0
4B240;heures supplementaires;0
4B250;travail a temps partiel;0
4B260;travail temporaire;0
4B300;traumatismes psychiques;0
4C000;materiels divers;0
4C100;instruments tranchant piquant coupant;0
4C110;couteau ciseaux rasoir;0
4C120;outils de boucherie charcuterie;0
4C130;clou et similaire;0
4C200;munitions explosifs;0
4C300;projectiles;0
4C400;equipement de protection;0
4DA00;tubes;0
4DA10;tube metal plastique;0
4DA20;tube verre;0
4DB00;canule;0
4DC00;thermometre;0
4DD00;instruments chirurgicaux;0
4DD10;scalpel;0
4DD20;lancette;0
4DD30;agrafe;0
4DD40;suture;0
4DE00;microtome;0
4D000;materiels medical et chirurgical;0
4D100;platre (resine);0
4D200;endoscope;0
4D300;adhesif;0
4D500;aiguilles;0
4D510;aiguille pleine;0
4D511;aiguille de suture;0
4D512;aiguille creuse;0
4D600;pistolet a inoculation hypodermique;0
4D700;catheter;0
4D800;sonde;0
4D900;tampon;0
4Z000;autre nuisance physique;0
40000;nuisances physiques;0
41000;electricite;0
41100;electricite tres basse tension;0
41200;electricite basse tension;0
41300;electricite moyenne tension;0
41400;electricite haute tension;0
41500;electricite statique ou ionisation;0
42000;hygrometrie;0
42100;humidite;0
42200;secheresse;0
43000;charge physique de travail manutention ou manipulation;0
43100;port de charges;0
43200;deplacement de charges;0
43300;port de charges de maniere repetitives;0
43400;effort physique;0
43500;mouvements repetitifs;0
43510;mouvements repetitifs epaule;0
43520;mouvements repetitifs des mains poignets avant-bras;0
43530;mouvements repetitifs genou;0
44Z00;autre posture;0
44000;postures;0
44100;posture debout;0
44110;posture debout trop prolongee trop frequente;0
44120;posture debout marcher trop longtemps trop souvent;0
44130;posture debout sur pointe des pieds;0
44200;posture assis;0
44210;posture assis trop prolongee trop frequente;0
44300;posture accroupi;0
44310;posture accroupi trop prolongee trop frequente;0
44400;posture agenouille;0
44410;posture agenouille ramper trop longtemps trop souvent;0
44500;posture appui du coude;0
45000;pression;0
45100;pression superieure a la pression atmospherique;0
45200;pression inferieure a la pression atmospherique;0
46Z00;autre nuisance liee a un processus de travail;0
46000;processus de travail;0
46100;travail repetitif;0
46110;travail a la chaine;0
46200;charge mentale;0
46300;taches visuelles;0
46310;travail sur ecran;0
46400;travail de precision;0
46500;travail de responsabilite;0
46700;travail sedentaire;0
47000;radiations;0
471Z0;autre radioactivite (radio-isotope gaz radioactif);0
47100;radiations ionisantes radioactivité;0
4711Z;radiations mixtes (source non scellee);0
47110;sources non scellees;0
47111;radioactivite alpha (source non scellee);0
47112;radioactivite beta (negatif ou positif) (source non scellee);0
47113;rayon gamma (source non scellee);0
47114;neutron (radioactivite) (source non scellee);0
47115;proton (radioactivite) (source non scellee);0
47116;rayon x (source non scellee);0
47117;oxygene radioisotopique (source non scellee);0
4712Z;radiations mixtes (source scellee);0
47120;sources scellees;0
47121;radioactivite beta (negatif ou positif) (source scellee);0
47122;rayon gamma (source scellee);0
47123;neutron (radioactivite) (source scellee);0
47124;proton (radioactivite) (source scellee);0
47125;rayon x (source scellee);0
47130;generateur de rayons x;0
47200;radiations non ionisantes;0
47210;lumiere;0
47211;contrastes;0
47212;eblouissement;0
47213;clignotement;0
47220;ultra violet;0
47221;ultra violet a uva;0
47222;ultra violet b uvb;0
47230;laser;0
47231;laser continu (co2. ar...);0
47232;laser pulse (yag...);0
47240;infra rouge;0
47250;radiofrequences (10 khz  300 mhz);0
47260;hyperfrequences (300 mhz  300 ghz);0
47261;four a microondes;0
47270;ondes magnetiques;0
47280;champ electrostatique;0
48000;ambiance thermique;0
48100;chaud;0
48110;chaleur ambiante;0
48120;chaleur rayonnante;0
48200;froid;0
48210;froid ambiant;0
48220;froid rayonant;0
48300;variations de temperature;0
48400;courant d'air;0
48500;confinement manque de ventilation;0
49000;vibration;0
49100;vibrations sonores;0
49110;audible (bruit);0
49111;bruit impulsionnel;0
49112;bruit continu;0
49113;bruit dans les liquides;0
49120;ultra son >20.000hz;0
49130;infra son <20hz;0
492Z0;autre machine outil (vibrations);0
49200;vibrations transmises aux membres (machines outils);0
49210;machines outils percutantes (vibrations);0
49220;machines outils rotopercutantes (vibrations);0
49230;machines outils rotatives (vibrations);0
493Z0;autre vehicule (vibrations);0
49300;vibrations corps entier (vehicules);0
49310;engins de chantiers (vibrations);0
49320;chariots automoteurs (vibrations);0
49330;vehicule routier lourd (vibrations);0
49400;vibrations transmises par outils manuels;0
50000;champignons moisissures;0
50001;cryptostroma;0
50002;graphium;0
50003;sitophilus;0
510A0;rhizopus;0
510A1;rhizopus arrhizus (rhizopus oryzae);0
510B0;microsporus;0
510B1;microsporus rhizopodiformis;0
510B2;microsporus oligosporus;0
510C0;saksenaea;0
510C1;saksenaea vasiformis;0
510D0;syncephalastrum;0
510D1;syncephalastrum racemosum;0
51000;zygomycetes;0
51010;absidia;0
51011;absidia corymbifera;0
51020;apophysomyces;0
51021;apophysomyces elegans;0
51030;basidiobolus;0
51031;basidiobolus haptosporus (basidiobolus ranarum);0
51040;cokeromyces;0
51041;cokeromyces recurvatus;0
51050;cunninghamella;0
51051;cunninghamella elegans;0
51052;cunninghamella echinulata;0
51053;cunninghamella bertholletiae;0
51060;conidiobolus (entomophthora);0
51061;conidiobolus  coronatus (entomophthora coronata);0
51062;conidiobolus incongruus (entomophthora incongruus);0
51063;conidiobolus lamprauges (entomophthora lamprauges);0
51070;mortierella;0
51080;mucor;0
51081;mucor circinelloides circinelloides;0
51082;mucor circinelloides lusitanicus;0
51083;mucor ramosissimus;0
51084;mucor hiemalis luteus;0
51090;rhizomucor;0
51091;rhizomucor indicus;0
51092;rhizomucor pusillus;0
520A0;endomyces;0
520B0;eurotium;0
520B1;eurotium repens;0
520C0;galactomyces;0
520D0;giberella;0
520E2;hansenula polymorpha;0
520F0;issatchenkia;0
520F1;issatchenkia orientalis;0
520G0;kluyveromyces;0
520G1;kluyveromyces marxianus;0
520H0;leptosphaeria;0
520H1;leptosphaeria senegalensis;0
520H2;leptosphaeria tompkinsii;0
520J0;nectria;0
520K0;neurospora;0
520L0;pezilazes;0
520M0;pichia;0
520M1;pichia guilliermondii;0
520M2;pichia norvegiensis;0
520M3;pichia farinosa;0
520N0;piedraia;0
520N1;piedraia hortai;0
520N2;piedraia quintanilmae;0
520P0;pleospora;0
520P1;pleospora infectoria;0
520Q0;pseudallescheria;0
520Q1;pseudallescheria boydii;0
520R0;saccharomyces;0
520R1;saccharomyces cerevisae;0
520S0;schizo;0
520S1;schizo saccharomyces;0
520T0;sordaria;0
520U0;talaromyces;0
520U1;talaromyces luteus;0
520V0;thermoascus;0
52000;ascomycetes;0
52001;levures;0
52002;champignons a formation d'ascopores;0
52010;ajellomyces;0
52011;ajellomyces capsulatus;0
52012;ajellomyces dermatitidis;0
52020;arthroderma;0
52030;byssochlamys;0
52040;chlaetomium;0
52041;chlaetomium globusum;0
52042;chlaetomium funicolum;0
52043;chlaetomium cochliodes;0
52044;chlaetomium perpulchrum;0
52050;claviceps;0
52060;clavispora;0
52061;clavispora lusitaniae;0
52070;debaryomyces hansenii;0
52080;diplodascus;0
52090;emericella;0
52091;emericella nidulans;0
53000;basidiomycetes;0
53010;filobasidella;0
53011;filobasidella neoformans;0
53012;filobasidella bacillispora;0
53020;schizophylum;0
53021;schizophylum commune;0
53030;coprinus;0
53031;coprinus cinereus;0
53032;coprinus micaceous;0
53040;sporodiobolus;0
53050;filobasidium;0
53060;cystofilobasidium;0
53070;rhodosporidium;0
53080;leucosporidium;0
53090;ustilago;0
53091;ustilago zeae;0
53092;ustilago maydis;0
540A0;beauveria;0
540A1;beauveria bassiana;0
540A2;beauveria alba;0
540A3;beauveria brassicana;0
540A4;beauveria densa;0
540B0;bipolaris;0
540B1;bipolaris australiensis;0
540B2;bipolaris hawaiiensis;0
540B3;bipolaris spicifera;0
540C0;blastomyces;0
540C1;blastomyces dermatitidis;0
540D0;blastoschizomycetes;0
540D1;blastoschizomycetes capitatus;0
540FA;candida intermedia;0
540FB;candida lambica;0
540FC;candida lipolytica;0
540FD;candida lusitaniae;0
540FE;candida noruegensis;0
540FF;candida viswanathii;0
