"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB";"CAM_PRS_RGT"
"HBGD338";"Avulsion de 27 dents permanentes sur arcade sans alvéolectomie";"ADC"
"HBGD193";"Avulsion de 28 dents permanentes sur arcade sans alvéolectomie";"ADC"
"HBGD345";"Avulsion de 29 dents permanentes sur arcade sans alvéolectomie";"ADC"
"HBGD414";"Avulsion de 30 dents permanentes sur arcade sans alvéolectomie";"ADC"
"HBGD245";"Avulsion de 31 dents permanentes sur arcade sans alvéolectomie";"ADC"
"HBGD283";"Avulsion de 32 dents permanentes sur arcade sans alvéolectomie";"ADC"
"HBGD022";"Avulsion d'1 dent permanente sur arcade avec alvéolectomie";"ADC"
"HBGD034";"Avulsion de 2 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD287";"Avulsion de 3 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD078";"Avulsion de 4 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD060";"Avulsion de 5 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD312";"Avulsion de 6 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD142";"Avulsion de 7 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD231";"Avulsion de 8 dents à 10 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD349";"Avulsion de 11 dents à 13 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD067";"Avulsion de 14 dents à 16 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD418";"Avulsion de 17 dents à 19 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD441";"Avulsion de 20 dents à 22 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD105";"Avulsion de 23 dents à 25 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD191";"Avulsion de 26 dents à 28 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD262";"Avulsion de 29 dents à 32 dents permanentes sur arcade avec alvéolectomie";"ADC"
"HBGD031";"Avulsion d'1 dent permanente sur arcade avec séparation des racines";"ADC"
"HBGD032";"Avulsion de 2 dents permanentes sur arcade avec séparation des racines";"ADC"
"HBGD415";"Avulsion de 3 dents permanentes sur arcade avec séparation des racines";"ADC"
"HBGD169";"Avulsion de 4 dents permanentes sur arcade avec séparation des racines";"ADC"
"HBGD039";"Avulsion d'1 dent ankylosée sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD002";"Avulsion de 2 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD453";"Avulsion de 3 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD218";"Avulsion de 4 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD480";"Avulsion de 5 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD206";"Avulsion de 6 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD396";"Avulsion de 7 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD113";"Avulsion de 8 à 10 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD438";"Avulsion de 11 à 13 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD122";"Avulsion de 14 à 16 dents ankylosées sur arcade, avec section coronoradiculaire et séparation des racines";"ADC"
"HBGD028";"Avulsion d'1 incisive permanente retenue ou à l'état de germe";"ADC"
"HBGD126";"Avulsion de 2 incisives permanentes retenues ou à l'état de germe";"ADC"
"HBGD062";"Avulsion de 3 incisives permanentes retenues ou à l'état de germe";"ADC"
"HBGD430";"Avulsion de 4 incisives permanentes retenues ou à l'état de germe";"ADC"
"HBGD372";"Avulsion de 5 à 6 incisives permanentes retenues ou à l'état de germe";"ADC"
"HBGD148";"Avulsion de 7 à 8 incisives permanentes retenues ou à l'état de germe";"ADC"
"HBGD014";"Avulsion d'1 canine permanente retenue ou à l'état de germe";"ADC"
"HBGD015";"Avulsion de 2 canines permanentes  retenues ou à l'état de germe";"ADC"
"HBGD145";"Avulsion de 3 canines permanentes retenues ou à l'état de germe";"ADC"
"HBGD416";"Avulsion de 4 canines permanentes  retenues ou à l'état de germe";"ADC"
"HBGD459";"Avulsion d'1 prémolaire retenue ou à l'état de germe ";"ADC"
"HBGD386";"Avulsion de 2 prémolaires retenues ou à l'état de germe";"ADC"
"HBGD279";"Avulsion de 3 prémolaires retenues ou à l'état de germe ";"ADC"
"HBGD199";"Avulsion de 4 prémolaires retenues ou à l'état de germe";"ADC"
"HBGD385";"Avulsion de 5 à 6 prémolaires retenues ou à l'état de germe ";"ADC"
"HBGD359";"Avulsion de 7 à 8 prémolaires retenues ou à l'état de germe";"ADC"
"HBGD047";"Avulsion d'1 première ou d'1 deuxième molaire permanente retenue ou à l'état de germe";"ADC"
"HBGD492";"Avulsion de 2 premières ou deuxièmes molaires permanentes retenues ou à l'état de germe";"ADC"
"HBGD316";"Avulsion de 3 premières ou deuxièmes molaires permanentes retenues ou à l'état de germe";"ADC"
"HBGD117";"Avulsion de 4 premières ou deuxièmes molaires permanentes retenues ou à l'état de germe";"ADC"
"HBGD181";"Avulsion de 5 à 6 premières ou deuxièmes molaires permanentes retenues ou à l'état de germe";"ADC"
"HBGD210";"Avulsion de 7 à 8 premières ou deuxièmes molaires permanentes retenues ou à l'état de germe";"ADC"
"HBGD018";"Avulsion d'1 troisième molaire maxillaire retenue ou à l'état de germe";"ADC"
"HBGD004";"Avulsion d'1 troisième molaire mandibulaire retenue ou à l'état de germe";"ADC"
"HBGD025";"Avulsion de 2 troisièmes molaires retenues ou à l'état de germe";"ADC"
"HBGD021";"Avulsion de 3 troisièmes molaires retenues ou à l'état de germe";"ADC"
"HBGD038";"Avulsion de 4 troisièmes molaires retenues ou à l'état de germe";"ADC"
"HBGD044";"Avulsion d'1 dent à couronne sousmuqueuse ou en désinclusion muqueuse";"ADC"
"HBGD322";"Avulsion de 2 dents à couronne sousmuqueuse ou en désinclusion muqueuse";"ADC"
"HBGD160";"Avulsion de 3 dents à couronne sousmuqueuse ou en désinclusion muqueuse";"ADC"
"HBGD403";"Avulsion de 4 dents à couronne sousmuqueuse ou en désinclusion muqueuse";"ADC"
"HBGD300";"Avulsion d'une dent en désinclusion avec couronne sous muqueuse en position palatine ou linguale";"ADC"
"HBGD358";"Avulsion de 2 dents en désinclusion avec couronnes sous muqueuses  en position palatine et/ou linguale
";"ADC"
"HBGD003";"Avulsion d'1 odontoïde inclus ou d'1 dent surnuméraire à l'état de germe";"ADC"
"HBGD402";"Avulsion de 2 odontoïdes inclus ou de 2 dents surnuméraires à l'état de germe
";"ADC"
"HBGD281";"Avulsion de 3 odontoïdes inclus ou de 3 dents surnuméraires à l'état de germe";"ADC"
"HBGD171";"Avulsion de 4 odontoïdes inclus ou de 4 dents surnuméraires à l'état de germe
";"ADC"
"HBGD016";"Avulsion d'1 racine incluse";"ADC"
"HBGD466";"Avulsion de 2 racines incluses";"ADC"
"HBGD299";"Avulsion de 3 racines incluses";"ADC"
"HBGD102";"Avulsion de 4 racines incluses";"ADC"
"HBGD159";"Avulsion de 5 racines incluses";"ADC"
"HBGD465";"Avulsion de 6 racines incluses";"ADC"
"HBGD017";"Avulsion d'1 dent ectopique";"ADC"
"HBGD190";"Avulsion de 2 dents ectopiques";"ADC"
"HBGD397";"Avulsion de 3 dents ectopiques";"ADC"
"HBGD080";"Avulsion de 4 dents ectopiques";"ADC"
"HBFD014";"Amputation et/ou séparation radiculaire ou coronoradiculaire d'une dent";"ADC"
"HBMD001";"Eclaircissement de dent dépulpée";"END"
"HBMD005";"Eclaircissement des dents pulpées";"END"
"HBLD006";"Pose d’un mainteneur d’espace interdentaire unitaire scellé";"PDT"
"HBLD002";"Pose d’un mainteneur d’espace interdentaire amovible passif";"PDT"
"HBLD001";"Pose d’un arc de maintien d’espace interdentaire sans dent prothétique";"PDT"
"HBLD003";"Pose d’un arc de maintien d’espace interdentaire avec dent prothétique";"PDT"
"HBMD061";"Séance d'ajustement occlusal par coronoplastie";"ATM"
"HBLD020";"Pose d'un appareil de posture mandibulaire [cale]";"ATM"
"HBLD018";"Pose d'un plan de libération occlusale";"ATM"
"HBLD019";"Pose d'un plan de guidage des mouvements antéropostérieurs mandibulaires";"ATM"
"HBLD015";"Pose d'une coiffe de recouvrement d'une racine dentaire [Coping]";"ATM"
"HBLD090";"Pose d'une infrastructure coronoradiculaire [Inlay core] sous une couronne ou un pilier de bridge dentoportés sans reste à charge ";"IC0"
"HBLD745";"Pose d'une infrastructure coronoradiculaire [Inlay core] sous une couronne ou un pilier de bridge dentoportés à entente directe limitée ";"IC1"
"HBLD245";"Pose d'une infrastructure coronoradiculaire [Inlay core] sous une couronne ou un pilier de bridge dentoportés à tarif libre";"ICO"
"HBLD012";"Pose d'une infrastructure coronaire sur 1 implant";"IMP"
"HBLD017";"Pose d'infrastructure coronaire sur 2 implants";"IMP"
"HBLD021";"Pose d'infrastructure coronaire sur 3 implants";"IMP"
"HBLD013";"Pose d'infrastructure coronaire sur 4 implants";"IMP"
"HBLD005";"Pose d'infrastructure coronaire sur 5 implants ou plus";"IMP"
"HBLD008";"Pose d'un attachement coronoradiculaire sur une dent";"ATM"
"HBLD490";"Pose d'une couronne dentaire transitoire pour couronne dentoportée sans reste à charge ";"CT0"
"HBLD724";"Pose d'une couronne dentaire transitoire pour une couronne dentoportée à entente directe limitée";"CT1"
"HBLD486";"Pose d'une couronne dentaire transitoire pour une couronne dentoportée à tarif libre";"PDT"
"HBLD038";"Pose d'une couronne dentaire dentoportée en alliage non précieux ";"CM0"
"HBLD634";"Pose d'une couronne dentaire dentoportée céramométallique sur une incisive, une canine ou une première prémolaire";"PF0"
"HBLD491";"Pose d'une couronne dentaire dentoportée céramométallique sur une deuxième prémolaire";"PF1"
"HBLD734";"Pose d'une couronne dentaire dentoportée céramométallique sur une molaire";"PFC"
"HBLD350";"Pose d'une couronne dentaire dentoportée céramique-monolithique zircone sur une dent autre qu’une molaire";"CZ0"
"HBLD073";"Pose d'une couronne dentaire dentoportée céramique-monolithique zircone sur une molaire";"CZ1"
"HBLD680";"Pose d'une couronne dentaire dentoportée céramique monolithique autre que zircone sur une incisive, une canine ou une première prémolaire";"PF0"
"HBLD158";"Pose d'une couronne dentaire dentoportée céramique monolithique  autre que zircone sur une deuxième prémolaire ou une molaire";"PF1"
"HBLD403";"Pose d'une couronne dentaire dentoportée céramocéramique ";"PFC"
"HBLD318";"Pose d'une couronne dentaire dentoportée en alliage précieux 
Avec ou sans recouvrement céramique";"PFC"
"HBLD418";"Pose d'une couronne dentaire implantoportée";"IMP"
"HBLD132";"Pose d’une prothèse amovible supra-implantaire à plaque résine comportant moins de 9 dents ";"PAR"
"HBLD492";"Pose d'une prothèse amovible supra-implantaire à plaque base résine, comportant de 9 à 13 dents";"PAR"
"HBLD118";"Pose d'une prothèse amovible supra-implantaire complète unimaxillaire à plaque base résine";"PAR"
"HBLD199";"Pose d'une prothèse amovible supra-implantaire complète bimaxillaire à plaque base résine";"PAR"
"HBLD240";"Pose d’une prothèse amovible supra-implantaire à chassis métallique  comportant moins de 9 dents ";"PAM"
"HBLD236";"Pose d’une prothèse amovible supra-implantaire à chassis métallique  comportant de 9 à 13 dents ";"PAM"
"HBLD217";"Pose d’une prothèse amovible supra-implantaire complète unimaxillaire à chassis métallique";"PAM"
"HBLD171";"Pose d’une prothèse amovible supra-implantaire complète bimaxillaire à chassis métallique ";"PAM"
"HBLD364";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 1 à 3 dents";"PT0"
"HBLD476";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 4 dents";"PT0"
"HBLD224";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 5 dents";"PT0"
"HBLD371";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 6 dents";"PT0"
"HBLD123";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 7 dents";"PT0"
"HBLD270";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 8 dents";"PT0"
"HBLD148";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 9 dents";"PT0"
"HBLD231";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 10 dents";"PT0"
"HBLD215";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 11 dents";"PT0"
"HBLD262";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 12 dents";"PT0"
"HBLD232";"Pose d'une prothèse amovible de transition à plaque base résine, comportant 13 dents";"PT0"
"HBLD032";"Pose d'une prothèse amovible de transition complète unimaxillaire à plaque base résine";"PT0"
"HBLD259";"Pose d'une prothèse amovible de transition complète bimaxillaire à plaque base résine";"PT0"
"HBLD101";"Pose d'une prothèse amovible définitive à plaque base résine, comportant 9 dents";"PA0"
"HBLD138";"Pose d'une prothèse amovible définitive à plaque base résine, comportant 10 dents";"PA0"
"HBLD083";"Pose d'une prothèse amovible définitive à plaque base résine, comportant 11 dents";"PA0"
"HBLD370";"Pose d'une prothèse amovible définitive à plaque base résine, comportant 12 dents";"PA0"
"HBLD349";"Pose d'une prothèse amovible définitive à plaque base résine, comportant 13 dents";"PA0"
"HBLD031";"Pose d'une prothèse amovible définitive complète unimaxillaire à plaque base résine";"PA0"
"HBLD035";"Pose d'une prothèse amovible définitive complète bimaxillaire à plaque base résine";"PA0"
"HBLD131";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 1 à 3 dents";"PA1"
"HBLD332";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 4 dents";"PA1"
"HBLD452";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 5 dents";"PA1"
"HBLD474";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 6 dents";"PA1"
"HBLD075";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 7 dents";"PA1"
"HBLD470";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 8 dents";"PA1"
"HBLD435";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 9 dents";"PA1"
"HBLD079";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 10 dents";"PA1"
"HBLD203";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 11 dents";"PA1"
"HBLD112";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 12 dents";"PA1"
"HBLD308";"Pose d'une prothèse amovible définitive à châssis métallique, comportant 13 dents";"PA1"
"HBLD047";"Pose d'une prothèse amovible définitive complète unimaxillaire à châssis métallique";"PA1"
"HBLD046";"Pose d'une prothèse amovible définitive complète bimaxillaire à châssis métallique";"PA1"
"HBLD048";"Pose d'une prothèse amovible définitive complète unimaxillaire à plaque base résine et d'une prothèse amovible définitive complète unimaxillaire à châssis métallique";"PA1"
"HBMD048";"Pose d'une facette céramique, en équivalents minéraux ou composite sur une dent d’un secteur incisivocanin ou prémolaire";"PFC"
"HBLD034";"Pose d’une prothèse dentaire plurale transitoire [bridge transitoire]";"PDT"
"HBLD040";"Pose d'une prothèse plurale [bridge] comportant 1 pilier d'ancrage métallique, 1 pilier d'ancrage céramométallique, et 1 élément intermédiaire métallique";"BR1"
"HBLD043";"Pose d'une prothèse plurale [bridge] comportant 1 pilier d'ancrage métallique, 1 pilier d'ancrage céramométallique, et 1 élément intermédiaire céramométallique ";"PF1"
"HBLD033";"Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage métalliques et 1 élément intermédiaire métallique";"CM0"
"HBLD785";"Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage céramométalliques et 1 élément intermédiaire céramométallique pour le remplacement d'une incisive";"PF0"
"HBLD227";"Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage céramométalliques et 1 élément intermédiaire céramométallique pour le remplacement d'une dent autre qu'une incisive";"PF1"
"HBLD425";"Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage céramocéramiques ou céramiques monolithiques (zircone ou hors zircone) et 1 élément intermédiaire céramocéramique ou céramique monolithique (zircone ou hors zircone)";"PFC"
"HBLD178";"Pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage en alliage précieux et 1 élément intermédiaire en alliage précieux";"PFC"
"HBLD088";"Pose d’une prothèse plurale en extension comportant 1 pilier d’ancrage céramométallique ou en équivalents minéraux et 1 élément en extension céramométallique ou en équivalents minéraux [bridge cantilever 2 éléments], pour le remplacement d’une incisive permanente";"PFC"
"HBLD750";"Pose d’une prothèse plurale en extension comportant 2 piliers d’ancrage céramométalliques ou en équivalents minéraux et 1 élément en extension céramométallique ou en équivalents minéraux  [bridge cantilever 3 éléments], pour le remplacement d’une incisive permanente ou d’une prémolaire";"PFC"
"HBLD411";"Pose d’une prothèse plurale en extension comportant 2 piliers d’ancrage métallique et 1 élément en extension métallique [bridge cantilever 3 éléments],  pour le remplacement d’une incisive permanente ou d’une prémolaire";"PFM"
"HBLD321";"Pose d’une prothèse plurale en extension comportant 1 pilier d’ancrage métallique, 1 pilier d'ancrage céramométallique  et 1 élément en extension  céramométallique [bridge cantilever 3 éléments], pour le remplacement d’une incisive permanente ou d’une prémolaire";"PFC"
"HBLD465";"Pose d’une prothèse plurale en extension comportant 2 piliers d’ancrage métalliques et 1 élément en extension céramométallique [bridge cantilever 3 éléments],  pour le remplacement d’une incisive permanente ou d’une prémolaire";"PFM"
"HBLD466";"Pose d’une prothèse plurale collée [bridge collé]  comportant 2 ancrages coronaires partiels ou plus et 1 élément intermédiaire céramométallique ou en équivalents minéraux, pour le remplacement d’une incisive permanente";"PFC"
"HBLD414";"Pose d’une prothèse plurale collée [bridge collé] comportant 2 ancrages coronaires partiels ou plus et 1 élément intermédiaire céramométallique ou en équivalents minéraux,  pour le remplacement d’une prémolaire ou d'une molaire permanente";"PFC"
"HBLD179";"Pose d’une prothèse plurale collée [bridge collé] comportant 2 ancrages coronaires partiels ou plus et 1 élément intermédiaire métallique, pour le remplacement d’une prémolaire ou d'une molaire permanente";"PFM"
"HBLD453";"Pose d’une prothèse plurale collée [bridge collé]  comportant 2 ancrages coronaires partiels ou plus et 2 éléments intermédiaires céramométalliques ou en équivalents minéraux, pour le remplacement de 2 incisives mandibulaires permanentes";"PFC"
"HBLD093";"Pose d’une prothèse plurale en extension, collée comportant 1 ancrage coronaire partiel  et 1 élément en extension céramométallique ou en équivalents minéraux [bridge cantilever collé], pour le remplacement d’une incisive permanente";"PFC"
"HBLD030";"Pose d'une prothèse dentaire complète transvissée implantoportée";"PFC"
"HBMD017";"Adjonction ou changement d'1 élément d'une prothèse dentaire amovible ";"RA0"
"HBMD114";"Adjonction ou changement de 2 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD322";"Adjonction ou changement de 3 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD404";"Adjonction ou changement de 4 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD245";"Adjonction ou changement de 5 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD198";"Adjonction ou changement de 6 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD373";"Adjonction ou changement de 7 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD228";"Adjonction ou changement de 8 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD286";"Adjonction ou changement de 9 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD329";"Adjonction ou changement de 10 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD226";"Adjonction ou changement de 11 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD387";"Adjonction ou changement de 12 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD134";"Adjonction ou changement de 13 éléments d'une prothèse dentaire amovible";"RA0"
"HBMD174";"Adjonction ou changement de 14 éléments d'une prothèse dentaire amovible";"RA0"
"HBKD396";"Changement d'1 facette d'une prothèse dentaire amovible";"RF0"
"HBKD431";"Changement de 2 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD300";"Changement de 3 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD212";"Changement de 4 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD462";"Changement de 5 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD213";"Changement de 6 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD140";"Changement de 7 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD244";"Changement de 8 facettes d'une prothèse dentaire amovible ";"RF0"
"HBKD005";"Changement de dispositif d'attachement d'une prothèse dentaire amovible supra implantaire";"RPN"
"HBMD249";"Adjonction ou changement d'1 élément soudé sur une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD292";"Adjonction ou changement de 2 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD188";"Adjonction ou changement de 3 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD432";"Adjonction ou changement de 4 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD283";"Adjonction ou changement de 5 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD439";"Adjonction ou changement de 6 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD425";"Adjonction ou changement de 7 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD444";"Adjonction ou changement de 8 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD485";"Adjonction ou changement de 9 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD410";"Adjonction ou changement de 10 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD429";"Adjonction ou changement de 11 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD281";"Adjonction ou changement de 12 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD200";"Adjonction ou changement de 13 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD298";"Adjonction ou changement de 14 éléments soudés d'une prothèse dentaire amovible sur châssis métallique";"RE1"
"HBMD020";"Réparation d'une prothèse dentaire amovible en résine sans renfort métallique, fêlée ou fracturée";"RS0"
"HBMD356";"Réparation d'une prothèse dentaire amovible en résine avec renfort métallique, fêlée ou fracturée";"RA0"
"HBMD008";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, sans démontage d'éléments";"RE1"
"HBMD002";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage d'1 élément";"RE1"
"HBMD488";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 2 éléments";"RE1"
"HBMD469";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 3 éléments";"RE1"
"HBMD110";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 4 éléments";"RE1"
"HBMD349";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 5 éléments";"RE1"
"HBMD386";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 6 éléments";"RE1"
"HBMD339";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 7 éléments";"RE1"
"HBMD459";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 8 éléments";"RE1"
"HBMD438";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 9 éléments";"RE1"
"HBMD481";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 10 éléments";"RE1"
"HBMD449";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 11 éléments";"RE1"
"HBMD312";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 12 éléments";"RE1"
"HBMD289";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 13 éléments";"RE1"
"HBMD400";"Réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 14 éléments";"RE1"
"HBMD076";"Réparation de l'artifice cosmétique d'une dent prothétique par technique directe";"RPN"
"HBMD079";"Réparation de l'artifice cosmétique d'une dent prothétique par technique indirecte";"RPN"
"HBMD007";"Réfection des bords et/ou de l'intrados d'une prothèse dentaire amovible partielle";"RPN"
"HBMD004";"Réfection de la base d'une prothèse dentaire amovible complète";"RPN"
"HBMD016";"Rescellement et/ou recollage d’une ou deux couronnes ou d'un ou deux ancrages d'une prothèse dentaire fixée";"RPN"
"HBMD009";"Rescellement et/ou recollage de 3 couronnes ou plus ou de 3 ancrages ou plus d'une prothèse dentaire fixée";"RPN"
"HBMD019";"Révision des piliers implantoportés d'une prothèse dentaire";"RPN"
"HBGD005";"Ablation d’un ancrage coronoradiculaire";"RPN"
"HBGD011";"Ablation  d'un bloc métallique coulé ou d'une prothèse dentaire à tenon radiculaire scellé";"RPN"
"HBGD027";"Ablation  d'une prothèse dentaire scellée unitaire";"RPN"
"HBGD009";"Ablation  d'une prothèse dentaire implantoportée";"RPN"
"HBED017";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par un dispositif amovible sur 1 arcade";"DEN"
"HBED019";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par un dispositif amovible sur 2 arcades";"DEN"
"HBED010";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe bibague sur 1 arcade";"DEN"
"HBED008";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe bibague sur 2 arcades";"DEN"
"HBED020";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache sectoriel";"DEN"
"HBED012";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade, sans adjonction de dispositif associé";"DEN"
"HBED026";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade sans adjonction de dispositif associé, avec contention de l'autre arcade par dispositif amovible après traitement orthodontique";"DEN"
"HBED028";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade sans adjonction de dispositif associé, avec contention de l'autre arcade par dispositif fixe après traitement orthodontique";"DEN"
"HBED013";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade, avec adjonction de dispositif associé";"DEN"
"HBED027";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade avec adjonction de dispositif associé, avec contention de l'autre arcade par dispositif amovible après traitement orthodontique";"DEN"
"HBED025";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade avec adjonction de dispositif associé, avec contention de l'autre arcade par dispositif fixe après traitement orthodontique";"DEN"
"HBED014";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, sans adjonction de dispositif associé";"DEN"
"HBED002";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction d'un dispositif associé";"DEN"
"HBED018";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction de 2 dispositifs associés";"DEN"
"HBED007";"Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 2 arcades, avec adjonction de 3 dispositifs associés";"DEN"
"HBDD002";"Contention d'une arcade dentaire par dispositif amovible, après traitement orthodontique";"DEN"
"HBDD009";"Contention des arcades dentaires par dispositif amovible, après traitement orthodontique";"DEN"
"HBDD011";"Contention des arcades dentaires par dispositif amovible bimaxillaire monobloc [tooth positioner], après traitement orthodontique";"DEN"
