SIN_SYN_PAT;SYN_PAT_LIB;TEC_COL
D740;Methemoglobinemie congenitale;0
D748;Autres methemoglobinemies;0
D749;Methemoglobinemie  sans precision;0
D74X;Methemoglobinemie;0
D750;Erythrocytose familiale;0
D751;Polycythemie secondaire;0
D752;Thrombocytose essentielle;0
D758;Autres maladies precisees du sang et des organes hematopoiet;0
D759;Maladie du sang et des organes hematopoietiques  sans precis;0
D75X;Autres maladies du sang et des organes hematopoietiques;0
D760;Histiocytose des cellules de Langerhans  non classee ailleur;0
D761;Lymphohistiocytose hemophagocytaire;0
D762;Syndrome hemophagocytaire associe a une infection;0
D763;Autres syndromes histiocytaires;0
D76X;Certaines maladies du tissu lymphoreticulaire et du systeme;0
D77X;Autres maladies du sang et des organes hematopoietiques au c;0
D800;Hypogammaglobulinemie hereditaire;0
D801;Hypogammaglobulinemie (non familiale);0
D802;Deficit selectif en immunoglobuline A (IgA);0
D803;Deficit selectif en sous-classes d'immunoglobulines G (IgG);0
D804;Deficit selectif en immunoglobuline M (IgM);0
D805;Deficit immunitaire avec augmentation de l'immunoglobuline M;0
D806;Deficit en anticorps avec immunoglobulines presque normales;0
D807;Hypogammaglobulinemie transitoire du nourrisson;0
D808;Autres deficits immunitaires avec deficit predominant de la;0
D809;Deficit immunitaire avec deficit predominant de la productio;0
D80X;Deficit immunitaire avec deficit predominant de la productio;0
D810;Deficit immunitaire combine severe (DICS) avec dysgenesie re;0
D811;Deficit immunitaire combine severe (DICS) avec nombre faible;0
D812;Deficit immunitaire combine severe (DICS) avec nombre faible;0
D813;Deficit en adenosine desaminase (ADA);0
D814;Syndrome de Nezelof;0
D815;Deficit en purine nucleoside phosphorylase (PNP);0
D816;Deficit en complexe majeur d'histocomptabilite classe I;0
G122;Maladies du neurone moteur;0
G128;Autres amyotrophies spinales et syndromes apparentes;0
G129;Amyotrophie spinale  sans precision;0
G12X;Amyotrophie spinale et syndromes apparentes;0
G130;Neuromyopathie et neuropathie paraneoplasiques;0
G131;Autres affections degeneratives systemiques affectant princi;0
G132;Affections degeneratives systemiques affectant principalemen;0
G138;Affections degeneratives systemiques affectant principalemen;0
G13X;Affections degeneratives systemiques affectant principalemen;0
G20X;Maladie de Parkinson;0
G210;Syndrome malin des neuroleptiques;0
G211;Autres syndromes secondaires parkinsoniens dus a des medicam;0
G212;Syndrome parkinsonien secondaire du a d'autres agents extern;0
G213;Syndrome parkinsonien postencephalitique;0
G218;Autres syndromes parkinsoniens secondaires;0
G219;Syndrome parkinsonien secondaire  sans precision;0
G21X;Syndrome parkinsonien secondaire;0
G22X;Syndrome parkinsonien au cours de maladies classees ailleurs;0
G230;Maladie de Hallervorden-Spatz;0
G231;Ophtalmoplegie supranucleaire progressive (maladie de Steele;0
G232;Degenerescence striato-nigrique (nigrostriee);0
G238;Autres maladies degeneratives precisees des noyaux gris cent;0
G239;Maladie degenerative des noyaux gris centraux  sans precisio;0
G23X;Autres maladies degeneratives des noyaux gris centraux;0
G240;Dystonie medicamenteuse;0
G241;Dystonie idiopathique (familiale);0
G242;Dystonie idiopathique non familiale;0
G243;Torticolis spasmodique;0
G244;Dystonie bucco-faciale idiopathique;0
G245;Blepharospasme;0
G248;Autres dystonies;0
G249;Dystonie  sans precision;0
G24X;Dystonie;0
G250;Tremblement essentiel;0
G251;Tremblement du a des medicaments;0
G252;Autres formes precisees de tremblement;0
G253;Myoclonie;0
G254;Choree medicamenteuse;0
G255;Autres chorees;0
G256;Tics medicamenteux et autres tics d'origine organique;0
G258;Autres syndromes precises extrapyramidaux et troubles de la;0
G259;Syndrome extrapyramidal et trouble de la motricite  sans pre;0
G25X;Autres syndromes extrapyramidaux et troubles de la motricite;0
G26X;Syndromes extrapyramidaux et troubles de la motricite au cou;0
G300;Maladie d'Alzheimer a debut precoce;0
G301;Maladie d'Alzheimer a debut tardif;0
G308;Autres formes de la maladie d'Alzheimer;0
G309;Maladie d'Alzheimer  sans precision;0
G30X;Maladie d'Alzheimer;0
G310;Atrophie cerebrale circonscrite;0
G311;Degenerescence cerebrale senile  non classee ailleurs;0
G312;Degenerescence du systeme nerveux liee a l'alcool;0
G318;Autres affections degeneratives precisees du systeme nerveux;0
G319;Affection degenerative du systeme nerveux  sans precision;0
G31X;Autres affections degeneratives du systeme nerveux  non clas;0
G320;Degenerescence combinee subaigue de la moelle epiniere au co;0
G328;Autres affections degeneratives precisees du systeme nerveux;0
G32X;Autres affections degeneratives du systeme nerveux au cours;0
G35X;Sclerose en plaques;0
G360;Neuromyelite optique (Devic);0
G361;Leucoencephalite hemorragique aigue et subaigue (Hurst);0
G368;Autres affections demyelinisantes aigues disseminees precise;0
G369;Affection demyelinisante aigue disseminee  sans precision;0
G36X;Autres affections demyelinisantes aigues disseminees;0
I511;Rupture des cordages tendineux  non classee ailleurs;0
I512;Rupture du muscle papillaire  non classee ailleurs;0
I513;Thrombose intracardiaque  non classee ailleurs;0
I514;Myocardite  sans precision;0
I515;Degenerescence du myocarde;0
I516;Maladie cardio-vasculaire  sans precision;0
I517;Cardiomegalie;0
I518;Autres cardiopathies mal definies;0
I519;Cardiopathie  sans precision;0
I51X;Complications de cardiopathies et maladies cardiaques mal de;0
I520;Autres cardiopathies au cours de maladies bacteriennes class;0
I521;Autres cardiopathies au cours d'autres maladies infectieuses;0
I528;Autres cardiopathies au cours de maladies classees ailleurs;0
I52X;Autres cardiopathies au cours de maladies classees ailleurs;0
I600;Hemorragie sous-arachnoidienne de la bifurcation et du sipho;0
I601;Hemorragie sous-arachnoidienne de l'artere cerebrale moyenne;0
I602;Hemorragie sous-arachnoidienne de l'artere communicante ante;0
I603;Hemorragie sous-arachnoidienne de l'artere communicante post;0
I604;Hemorragie sous-arachnoidienne de l'artere basilaire;0
I605;Hemorragie sous-arachnoidienne de l'artere vertebrale;0
I606;Hemorragie sous-arachnoidienne d'autres arteres intracranien;0
I607;Hemorragie sous-arachnoidienne d'une artere intracranienne;0
I608;Autres hemorragies sous-arachnoidiennes;0
I609;Hemorragie sous-arachnoidienne  sans precision;0
I60X;Hemorragie sous-arachnoidienne;0
I610;Hemorragie intracerebrale hemispherique  sous-corticale;0
I611;Hemorragie intracerebrale hemispherique  corticale;0
I612;Hemorragie intracerebrale hemispherique  non precisee;0
I613;Hemorragie intracerebrale du tronc cerebral;0
I614;Hemorragie intracerebrale cerebelleuse;0
I615;Hemorragie intracerebrale intraventriculaire;0
I616;Hemorragie intracerebrale  localisations multiples;0
I618;Autres hemorragies intracerebrales;0
I619;Hemorragie intracerebrale  sans precision;0
I61X;Hemorragie intracerebrale;0
I620;Hemorragie sous-durale (aigue) (non traumatique);0
I621;Hemorragie extradurale non traumatique;0
I629;Hemorragie intracranienne (non traumatique)  sans precision;0
I62X;Autres hemorragies intracraniennes non traumatiques;0
I630;Infarctus cerebral du a une thrombose des arteres precerebra;0
I631;Infarctus cerebral du a une embolie des arteres precerebrale;0
I632;Infarctus cerebral du a une occlusion ou stenose des arteres;0
I633;Infarctus cerebral du a une thrombose des arteres cerebrales;0
I634;Infarctus cerebral du a une embolie des arteres cerebrales;0
I635;Infarctus cerebral du a une occlusion ou stenose des arteres;0
I636;Infarctus cerebral du a une thrombose veineuse cerebrale  no;0
I638;Autres infarctus cerebraux;0
I639;Infarctus cerebral  sans precision;0
I63X;Infarctus cerebral;0
I64X;Accident vasculaire cerebral  non precise comme etant hemorr;0
I650;Occlusion et stenose de l'artere vertebrale;0
I651;Occlusion et stenose de l'artere basilaire;0
I652;Occlusion et stenose de l'artere carotide;0
I653;Occlusion et stenose des arteres precerebrales  multiples et;0
I658;Occlusion et stenose d'une autre artere precerebrale;0
I659;Occlusion et stenose d'une artere precerebrale  sans precisi;0
I65X;Occlusion et stenose des arteres precerebrales  n'entrainant;0
I660;Occlusion et stenose de l'artere cerebrale moyenne;0
I661;Occlusion et stenose de l'artere cerebrale anterieure;0
I662;Occlusion et stenose de l'artere cerebrale posterieure;0
I663;Occlusion et stenose des arteres cerebelleuses;0
I664;Occlusion et stenose des arteres cerebrales  multiples et bi;0
I668;Occlusion et stenose d'une autre artere cerebrale;0
I669;Occlusion et stenose d'une artere cerebrale  sans precision;0
B820;Helminthiase intestinale  sans precision;0
B829;Parasitose intestinale  sans precision;0
B82X;Parasitose intestinale  sans precision;0
B830;Larva migrans viscerale;0
B831;Gnathostomiase;0
B832;Angiostrongyloidose a Parastrongylus cantonensis;0
B833;Syngamose;0
B834;Hirudiniase interne;0
B838;Autres helminthiases precisees;0
B839;Helminthiase  sans precision;0
B83X;Autres helminthiases;0
B850;Pediculose due a Pediculus humanus capitis;0
B851;Pediculose due a Pediculus humanus corporis;0
B852;Pediculose  sans precision;0
B853;Phtiriase;0
B854;Infestation mixte  pediculose et phtiriase;0
B85X;Pediculose et phtiriase;0
B86X;Gale;0
B870;Myiase cutanee;0
B871;Myiase des plaies cutanees;0
B872;Myiase oculaire;0
B873;Myiase rhinopharyngee;0
B874;Myiase auriculaire;0
B878;Myiase d'autres localisations;0
B879;Myiase  sans precision;0
B87X;Myiase;0
B880;Autres acariases;0
B881;Tungose (infestation par puce-chique);0
B882;Autres infestations par arthropodes;0
B883;Hirudiniase externe;0
B888;Autres infestations precisees;0
B889;Infestation  sans precision;0
B88X;Autres infestations;0
B89X;Parasitose  sans precision;0
B900;Sequelles de tuberculose du systeme nerveux central;0
B901;Sequelles de tuberculose genito-urinaire;0
B902;Sequelles de tuberculose des os et des articulations;0
B908;Sequelles de tuberculose d'autres organes;0
B909;Sequelles de tuberculose des voies respiratoires et sans pre;0
B90X;Sequelles de tuberculose;0
B91X;Sequelles de poliomyelite;0
B92X;Sequelles de lepre;0
B940;Sequelles du trachome;0
B941;Sequelles d'encephalite virale;0
B942;Sequelles d'hepatite virale;0
B948;Sequelles d'autres maladies infectieuses et parasitaires pre;0
B949;Sequelles de maladie infectieuse ou parasitaire  sans precis;0
B94X;Sequelles de maladies infectieuses et parasitaires  autres e;0
B950;Streptocoques  groupe A  cause de maladies classees dans d'a;0
B951;Streptocoques  groupe B  cause de maladies classees dans d'a;0
B952;Streptocoques  groupe D  cause de maladies classees dans d'a;0
B953;Streptococcus pneumoniae  cause de maladies classees dans d';0
B954;Autres streptocoques  cause de maladies classees dans d'autr;0
B955;Streptocoques non precises  cause de maladies classees dans;0
B956;Staphylococcus aureus  cause de maladies classees dans d'aut;0
B957;Autres staphylocoques  cause de maladies classees dans d'aut;0
B958;Staphylocoque non precise  cause de maladies classees dans d;0
B95X;Streptocoques et staphylocoques  cause de maladies classees;0
B960;Mycoplasma pneumoniae  cause de maladies classees dans d'aut;0
B961;Klebsiella pneumoniae (subsp.pneumoniae)  cause de maladies;0
B962;Escherichia coli  cause de maladies classees dans d'autres c;0
B963;Haemophilus influenzae  cause de maladies classees dans d'au;0
B964;Proteus (P.mirabilis) (P.morganii)  cause de maladies classe;0
B965;Pseudomonas (P.aeruginosa) (P.mallei) (P.pseudomallei)  caus;0
D817;Deficit en complexe majeur d'histocomptabilite classe II;0
D818;Autres deficits immunitaires combines;0
D819;Deficit immunitaire combine  sans precision;0
D81X;Deficits immunitaires combines;0
D820;Syndrome de Wiskott-Aldrich;0
D821;Syndrome de Di George;0
D822;Deficit immunitaire avec micromelie;0
D823;Deficit immunitaire avec reponse hereditaire anormale au vir;0
D824;Syndrome d'hyperimmunoglobuline E (IgE);0
D828;Deficit immunitaire associe a d'autres anomalies majeures pr;0
D829;Deficit immunitaire associe a une anomalie majeure  sans pre;0
D82X;Deficit immunitaire associe a d'autres anomalies majeures;0
D830;Deficit immunitaire commun variable avec anomalies predomina;0
D831;Deficit immunitaire commun variable avec anomalies predomina;0
D832;Deficit immunitaire commun variable avec autoanticorps anti-;0
D838;Autres deficits immunitaires communs variables;0
D839;Deficit immunitaire commun variable  sans precision;0
D83X;Deficit immunitaire commun variable;0
D840;Anomalie de la fonction lymphocytaire antigene-1 (LFA-1);0
D841;Deficit du complement;0
D848;Autres deficits immunitaires precises;0
D849;Deficit immunitaire  sans precision;0
D84X;Autres deficits immunitaires;0
D860;Sarcoidose du poumon;0
D861;Sarcoidose des ganglions lymphatiques;0
D862;Sarcoidose du poumon avec sarcoidose des ganglions lymphatiq;0
D863;Sarcoidose de la peau;0
D868;Sarcoidose de localisations autres et associees;0
D869;Sarcoidose  sans precision;0
D86X;Sarcoidose;0
D890;Hypergammaglobulinemie polyclonale;0
D891;Cryoglobulinemie;0
D892;Hypergammaglobulinemie  sans precision;0
D898;Autres anomalies precisees du systeme immunitaire  non class;0
D899;Anomalie du systeme immunitaire  sans precision;0
D89X;Autres anomalies du systeme immunitaire  non classees ailleu;0
E000;Syndrome d'insuffisance thyroidienne congenitale de type neu;0
E001;Syndrome d'insuffisance thyroidienne congenitale de type myx;0
E002;Syndrome d'insuffisance thyroidienne congenitale de type mix;0
E009;Syndrome d'insuffisance thyroidienne congenitale  sans preci;0
E00X;Syndrome d'insuffisance thyroidienne congenitale;0
E010;Goitre diffus (endemique) lie a une carence en iode;0
E011;Goitre multinodulaire (endemique) lie a une carence en iode;0
E012;Goitre (endemique) lie a une carence en iode  sans precision;0
E018;Autres affections thyroidiennes et apparentees liees a une c;0
E01X;Affections thyroidiennes et apparentees liees a une carence;0
E02X;Hypothyroidie par carence inapparente en iode;0
E030;Hypothyroidie congenitale  avec goitre diffus;0
E031;Hypothyroidie congenitale  sans goitre;0
E032;Hypothyroidie due a des medicaments et a d'autres produits e;0
E033;Hypothyroidie post-infectieuse;0
E034;Atrophie de la thyroide (acquise);0
E035;Coma myxoedemateux;0
E038;Autres hypothyroidies precisees;0
E039;Hypothyroidie  sans precision;0
E03X;Autres hypothyroidies;0
E040;Goitre diffus non toxique;0
E041;Nodule thyroidien simple non toxique;0
E042;Goitre multinodulaire (non toxique);0
E048;Autres goitres non toxiques precises;0
E049;Goitre (non toxique)  sans precision;0
E04X;Autres goitres non toxiques;0
E050;Thyreotoxicose avec goitre diffus;0
E051;Thyreotoxicose avec nodule thyroidien simple;0
G370;Sclerose diffuse;0
G371;Demyelinisation centrale du corps calleux;0
G372;Myelinolyse centropontine;0
G373;Myelite transverse aigue (au cours d'affections demyelinisan;0
G374;Myelite necrosante subaigue;0
G375;Sclerose concentrique (Bal ) (systeme nerveux central);0
G378;Autres affections demyelinisantes precisees du systeme nerve;0
G379;Affection demyelinisante du systeme nerveux central  sans pr;0
G37X;Autres affections demyelinisantes du systeme nerveux central;0
G400;Epilepsie et syndromes epileptiques idiopathiques definis pa;0
G401;Epilepsie et syndromes epileptiques symptomatiques definis p;0
G402;Epilepsie et syndromes epileptiques symptomatiques definis p;0
G403;Epilepsie et syndromes epileptiques generalises idiopathique;0
G404;Autres epilepsies et syndromes epileptiques generalises;0
G405;Syndromes epileptiques particuliers;0
G406;Crise de grand mal  sans precision (avec ou sans petit mal);0
G407;Petit mal  sans crises de grand mal  sans precision;0
G408;Autres epilepsies;0
G409;Epilepsie  sans precision;0
G40X;Epilepsie;0
G410;Etat de grand mal epileptique;0
G411;Etat de petit mal epileptique;0
G412;Etat de mal epileptique partiel complexe;0
G418;Autres etats de mal epileptique;0
G419;Etat de mal epileptique  sans precision;0
G41X;Etat de mal epileptique;0
G430;Migraine sans aura (migraine commune);0
G431;Migraine avec aura (migraine classique);0
G432;Etat de mal migraineux;0
G433;Migraine compliquee;0
G438;Autres migraines;0
G439;Migraine  sans precision;0
G43X;Migraine;0
G440;Syndrome d'algie vasculaire de la face;0
G441;Cephalee vasculaire  non classee ailleurs;0
G442;Cephalee dite de tension;0
G443;Cephalee chronique post-traumatique;0
G444;Cephalee medicamenteuse  non classee ailleurs;0
G448;Autres syndromes precises d'algies cephaliques;0
G44X;Autres syndromes d'algies cephaliques;0
G450;Syndrome vertebro-basilaire;0
G451;Syndrome carotidien (hemispherique);0
G452;Accident ischemique transitoire de territoires arteriels pre;0
G453;Amaurose fugace;0
G454;Amnesie globale transitoire;0
G458;Autres accidents ischemiques cerebraux transitoires et syndr;0
G459;Accident ischemique cerebral transitoire  sans precision;0
G45X;Accidents ischemiques cerebraux transitoires et syndromes ap;0
G460;Syndrome de l'artere cerebrale moyenne (I66.0);0
G461;Syndrome de l'artere cerebrale anterieure (I66.1);0
G462;Syndrome de l'artere cerebrale posterieure (I66.2);0
G463;Syndromes vasculaires du tronc cerebral (I60-I67);0
G464;Syndrome cerebelleux vasculaire (I60-I67);0
G465;Syndrome lacunaire moteur pur (I60-I67);0
G466;Syndrome lacunaire sensitif pur (I60-I67);0
G467;Autres syndromes lacunaires (I60-I67);0
G468;Autres syndromes vasculaires cerebraux au cours de maladies;0
G46X;Syndromes vasculaires cerebraux au cours de maladies cerebro;0
G470;Troubles de l'endormissement et du maintien du sommeil (inso;0
G471;Troubles du sommeil par somnolence excessive (hypersomnies);0
G472;Troubles du cycle veille-sommeil;0
G473;Apnee du sommeil;0
G474;Narcolepsie et cataplexie;0
G478;Autres troubles du sommeil;0
I66X;Occlusion et stenose des arteres cerebrales  n'entrainant pa;0
I670;Dissection d'arteres cerebrales  non rompue;0
I671;Anevrisme cerebral  (non rompu);0
I672;Atherosclerose cerebrale;0
I673;Leuco-encephalopathie vasculaire progressive;0
I674;Encephalopathie hypertensive;0
I675;Maladie de Moyamoya;0
I676;Thrombose non pyogene du systeme veineux intracranien;0
I677;Arterite cerebrale  non classee ailleurs;0
I678;Autres maladies cerebrovasculaires precisees;0
I679;Maladie cerebrovasculaire  sans precision;0
I67X;Autres maladies cerebrovasculaires;0
I680;Angiopathie amyloide cerebrale (E85.-);0
I681;Arterite cerebrale au cours de maladies infectieuses et para;0
I682;Arterite cerebrale au cours d'autres maladies classees aille;0
I688;Autres troubles cerebrovasculaires au cours de maladies clas;0
I68X;Troubles cerebrovasculaires au cours de maladies classees ai;0
I690;Sequelles d'hemorragie sous-arachnoidienne;0
I691;Sequelles d'hemorragie intracerebrale;0
I692;Sequelles d'autres hemorragies intracraniennes non traumatiq;0
I693;Sequelles d'infarctus cerebral;0
I694;Sequelles d'accident vasculaire cerebral  non precise comme;0
I698;Sequelles de maladies cerebrovasculaires  autres et non prec;0
I69X;Sequelles de maladies cerebrovasculaires;0
I700;Atherosclerose de l'aorte;0
I701;Atherosclerose de l'artere renale;0
I702;Atherosclerose des arteres distales;0
I708;Atherosclerose d'autres arteres;0
I709;Atherosclerose generalisee et sans precision;0
I70X;Atherosclerose;0
I710;Dissection de l'aorte (toute localisation);0
I711;Anevrisme aortique thoracique  rompu;0
I712;Anevrisme aortique thoracique  sans mention de rupture;0
I713;Anevrisme aortique abdominal  rompu;0
I714;Anevrisme aortique abdominal  sans mention de rupture;0
I715;Anevrisme aortique thoraco-abdominal  rompu;0
I716;Anevrisme aortique thoraco-abdominal  sans mention de ruptur;0
I718;Anevrisme aortique de localisation non precisee  rompu;0
I719;Anevrisme aortique de localisation non precisee  (sans menti;0
I71X;Anevrisme aortique et dissection;0
I720;Anevrisme de l'artere carotide;0
I721;Anevrisme des arteres du membre superieur;0
I722;Anevrisme des arteres renales;0
I723;Anevrisme de l'artere iliaque;0
I724;Anevrisme des arteres du membre inferieur;0
I728;Anevrisme d'autres arteres precisees;0
I729;Anevrisme de localisation non precisee;0
I72X;Autres anevrismes;0
I730;Syndrome de Raynaud;0
I731;Thrombo-angeite obliterante (Buerger);0
I738;Autres maladies vasculaires peripheriques precisees;0
I739;Maladie vasculaire peripherique  sans precision;0
I73A;Troubles angioneurotiques de la main droite;0
I73B;Troubles angioneurotiques de la main gauche;0
I73C;Atteinte vasculaire cubito-palmaire droite;0
I73D;Atteinte vasculaire cubito-palmaire gauche;0
I73X;Autres maladies vasculaires peripheriques;0
I740;Embolie et thrombose de l'aorte abdominale;0
I741;Embolie et thrombose de parties de l'aorte  autres et non pr;0
I742;Embolie et thrombose des arteres des membres superieurs;0
I743;Embolie et thrombose des arteres des membres inferieurs;0
I744;Embolie et thrombose des arteres distales  sans precision;0
I745;Embolie et thrombose de l'artere iliaque;0
I748;Embolie et thrombose d'autres arteres;0
B966;Bacillus fragilis  cause de maladies classees dans d'autres;0
B967;Clostridium perfringens  cause de maladies classees dans d'a;0
B968;Autres agents bacteriens precises  cause de maladies classee;0
B96X;Autres agents bacteriens  cause de maladies classees dans d';0
B970;Adenovirus  cause de maladies classees dans d'autres chapitr;0
B971;Enterovirus  cause de maladies classees dans d'autres chapit;0
B972;Coronavirus  cause de maladies classees dans d'autres chapit;0
B973;Retrovirus  cause de maladies classees dans d'autres chapitr;0
B974;Virus respiratoire syncytial  cause de maladies classees dan;0
B975;Reovirus  cause de maladies classees dans d'autres chapitres;0
B976;Parvovirus  cause de maladies classees dans d'autres chapitr;0
B977;Papillovirus  cause de maladies classees dans d'autres chapi;0
B978;Autres virus  cause de maladies classees dans d'autres chapi;0
B97X;Virus  cause de maladies classees dans d'autres chapitres;0
B99X;Maladies infectieuses  autres et non precisees;0
C000;Tumeur maligne de la levre superieure  (bord libre);0
C001;Tumeur maligne de la levre inferieure  (bord libre);0
C002;Tumeur maligne de la levre  sans precision  bord libre;0
C003;Tumeur maligne de la levre superieure  face interne;0
C004;Tumeur maligne de la levre inferieure  face interne;0
C005;Tumeur maligne de la levre  sans precision  face interne;0
C006;Tumeur maligne de la commissure des levres;0
C008;Tumeur maligne a localisations contigues de la levre;0
C009;Tumeur maligne de la levre  sans precision;0
C00X;Tumeur maligne de la levre;0
C01X;Tumeur maligne de la base de la langue;0
C020;Tumeur maligne de la face dorsale de la langue;0
C021;Tumeur maligne du bord lateral de la langue;0
C022;Tumeur maligne de la face anterieure de la langue;0
C023;Tumeur maligne des deux tiers anterieurs de la langue  sans;0
C024;Tumeur maligne d'une amygdale linguale;0
C028;Tumeur maligne a localisations contigues de la langue;0
C029;Tumeur maligne de la langue  sans precision;0
C02X;Tumeur maligne de la langue  parties autres et non precisees;0
C030;Tumeur maligne de la gencive superieure;0
C031;Tumeur maligne de la gencive inferieure;0
C039;Tumeur maligne de la gencive  sans precision;0
C03X;Tumeur maligne de la gencive;0
C040;Tumeur maligne du plancher anterieur de la bouche;0
C041;Tumeur maligne du plancher lateral de la bouche;0
C048;Tumeur maligne a localisations contigues du plancher de la b;0
C049;Tumeur maligne du plancher de la bouche  sans precision;0
C04X;Tumeur maligne du plancher de la bouche;0
C050;Tumeur maligne de la voute palatine;0
C051;Tumeur maligne du voile du palais;0
C052;Tumeur maligne de la luette;0
C058;Tumeur maligne a localisations contigues du palais;0
C059;Tumeur maligne du palais  sans precision;0
C05X;Tumeur maligne du palais;0
C060;Tumeur maligne de la muqueuse de la joue;0
C061;Tumeur maligne du vestibule de la bouche;0
C062;Tumeur maligne de la region retromolaire;0
C068;Tumeur maligne a localisations contigues de la bouche  parti;0
C069;Tumeur maligne de la bouche  sans precision;0
C06X;Tumeur maligne de la bouche  parties autres et non precisees;0
C07X;Tumeur maligne de la glande parotide;0
C080;Tumeur maligne de la glande sous-maxillaire;0
C081;Tumeur maligne de la glande sublinguale;0
C088;Tumeur maligne a localisations contigues des glandes salivai;0
C089;Tumeur maligne de la glande salivaire (principale)  sans pre;0
C08X;Tumeur maligne des glandes salivaires principales  autres et;0
C090;Tumeur maligne de la fosse amygdalienne;0
C091;Tumeur maligne du pilier de l'amygdale (anterieur) (posterie;0
C098;Tumeur maligne a localisations contigues de l'amygdale;0
E052;Thyreotoxicose avec goitre multinodulaire toxique;0
E053;Thyreotoxicose due a des nodules thyroidiens ectopiques;0
E054;Thyreotoxicose factice;0
E055;Crise aigue thyreotoxique;0
E058;Autres thyreotoxicoses;0
E059;Thyreotoxicose  sans precision;0
E05X;Thyreotoxicose (hyperthyroidie);0
E060;Thyroidite aigue;0
E061;Thyroidite subaigue;0
E062;Thyroidite chronique avec thyreotoxicose transitoire;0
E063;Thyroidite auto-immune;0
E064;Thyroidite medicamenteuse;0
E065;Autres thyroidites chroniques;0
E069;Thyroidite  sans precision;0
E06X;Thyroidite;0
E070;Hypersecretion de calcitonine;0
E071;Goitre du un trouble de l'hormonosynthese;0
E078;Autres affections precisees de la thyroide;0
E079;Affection de la thyroide  sans precision;0
E07X;Autres affections de la thyroide;0
E100;Diabete sucre insulino-dependant  avec coma;0
E101;Diabete sucre insulino-dependant  avec acidocetose;0
E102;Diabete sucre insulino-dependant  avec complications renales;0
E103;Diabete sucre insulino-dependant  avec complications oculair;0
E104;Diabete sucre insulino-dependant  avec complications neurolo;0
E105;Diabete sucre insulino-dependant  avec complications vascula;0
E106;Diabete sucre insulino-dependant  avec autres complications;0
E107;Diabete sucre insulino-dependant  avec complications multipl;0
E108;Diabete sucre insulino-dependant  avec complications non pre;0
E109;Diabete sucre insulino-dependant  sans complication;0
E10X;Diabete sucre insulino-dependant;0
E110;Diabete sucre non insulino-dependant  avec coma;0
E111;Diabete sucre non insulino-dependant  avec acidocetose;0
E112;Diabete sucre non insulino-dependant  avec complications ren;0
E113;Diabete sucre non insulino-dependant  avec complications ocu;0
E114;Diabete sucre non insulino-dependant  avec complications neu;0
E115;Diabete sucre non insulino-dependant  avec complications vas;0
E116;Diabete sucre non insulino-dependant  avec autres complicati;0
E117;Diabete sucre non insulino-dependant  avec complications mul;0
E118;Diabete sucre non insulino-dependant  avec complications non;0
E119;Diabete sucre non insulino-dependant  sans complication;0
E11X;Diabete sucre non insulino-dependant;0
E120;Diabete sucre de malnutrition  avec coma;0
E121;Diabete sucre de malnutrition  avec acidocetose;0
E122;Diabete sucre de malnutrition  avec complications renales;0
E123;Diabete sucre de malnutrition  avec complications oculaires;0
E124;Diabete sucre de malnutrition  avec complications neurologiq;0
E125;Diabete sucre de malnutrition  avec complications vasculaire;0
E126;Diabete sucre de malnutrition  avec autres complications pre;0
E127;Diabete sucre de malnutrition  avec complications multiples;0
E128;Diabete sucre de malnutrition  avec complications non precis;0
E129;Diabete sucre de malnutrition  sans complication;0
E12X;Diabete sucre de malnutrition;0
E130;Autres diabetes sucres precises  avec coma;0
E131;Autres diabetes sucres precises  avec acidocetose;0
E132;Autres diabetes sucres precises  avec complications renales;0
E133;Autres diabetes sucres precises  avec complications oculaire;0
E134;Autres diabetes sucres precises  avec complications neurolog;0
E135;Autres diabetes sucres precises  avec complications vasculai;0
E136;Autres diabetes sucres precises  avec autres complications p;0
E137;Autres diabetes sucres precises  avec complications multiple;0
E138;Autres diabetes sucres precises  avec complications non prec;0
E139;Autres diabetes sucres precises  sans complication;0
E13X;Autres diabetes sucres precises;0
G479;Trouble du sommeil  sans precision;0
G47X;Troubles du sommeil;0
G500;Nevralgie du trijumeau;0
G501;Algie faciale atypique;0
G508;Autres affections du nerf trijumeau;0
G509;Affection du nerf trijumeau  sans precision;0
G50X;Affections du nerf trijumeau;0
G510;Paralysie faciale a frigore;0
G511;Atteinte du ganglion genicule;0
G512;Syndrome de Melkersson-Rosenthal;0
G513;Hemispasme facial clonique;0
G514;Myokymies faciales;0
G518;Autres affections du nerf facial;0
G519;Affection du nerf facial  sans precision;0
G51X;Affections du nerf facial;0
G520;Affections du nerf olfactif;0
G521;Affections du nerf glossopharyngien;0
G522;Affections du nerf vagal;0
G523;Affections du nerf grand hypoglosse;0
G527;Affections de plusieurs nerfs craniens;0
G528;Affections d'autres nerfs craniens precises;0
G529;Affection des nerfs craniens  sans precision;0
G52X;Affections des autres nerfs craniens;0
G530;Nevralgie post-zosterienne (B02.2);0
G531;Paralysie de plusieurs nerfs craniens au cours de maladies i;0
G532;Paralysie de plusieurs nerfs craniens au cours de sarcoidose;0
G533;Paralysie de plusieurs nerfs craniens au cours de maladies t;0
G538;Autres affections des nerfs craniens au cours d'autres malad;0
G53X;Affections des nerfs craniens au cours de maladies classees;0
G540;Affections du plexus brachial;0
G541;Affections du plexus lombosacre;0
G542;Affections radiculaires cervicales  non classees ailleurs;0
