BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
1665;ANTIDEPRESSEURS : DOSAGE SPECIFIQUE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;26.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;120.00
1666;ANTIDEPRESSEURS : RECHERCHE ET DOSAGE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;28.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;1;B;190.00
1667;BENZODIAZEPINES : RECHERCHE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;30.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;1;B;70.00
1668;DIAZEPAM (VALIUM, ...) ET SON METABOLITE;01JAN1996:00:00:00;;14;0;0;0;0;32.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;120.00
1669;CLONAZEPAM (RIVOTRIL);01JAN1996:00:00:00;;14;0;0;0;0;33.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;120.00
1670;PRIMIDONE (MYSOLINE) + PHENOBARBITAL (GARDENAL);01JAN1996:00:00:00;;14;0;0;0;0;39.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;140.00
1671;ANTIEPILEPTIQUE NON NOMMEMENT INSCRIT A LA NABM (SANG);01JAN1996:00:00:00;;14;0;0;0;0;40.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;120.00
1672;BARBITURIQUES : RECHERCHE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;42.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;70.00
1673;BARBITURIQUES (SAUF PHENOBARBITAL) : DOSAGE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;44.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;120.00
1674;BARBITURIQUES : RECHERCHE ET DOSAGE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;46.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;1;B;190.00
1675;DISOPYRAMIDE (ISORYTHM, RYTHMODAN);01JAN1996:00:00:00;;14;0;0;0;0;49.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1676;LIDOCAINE (XYLOCAINE, ...);01JAN1996:00:00:00;;14;0;0;0;0;50.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1677;QUINIDINE OU HYDROQUINIDINE (SERECOR, NATISEDINE, CARDIOQUINE, LONGACOR);01JAN1996:00:00:00;;14;0;0;0;0;51.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1678;ANTIARYTHMIQUES NON NOMMEMENT INSCRITS A LA NABM;01JAN1996:00:00:00;;14;0;0;0;0;52.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;120.00
1679;ALUMINIUM (AL) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;53.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;60.00
1680;OXYDE DE CARBONE DU SANG (CO);01JAN1996:00:00:00;;14;0;0;0;0;57.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;35.00
1681;LAXATIFS DANS LES SELLES OU LES URINES : RECH. ET IDENTIFICATION;01JAN1996:00:00:00;25DEC2008:00:00:00;14;0;0;0;0;64.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;;;;;B;120.00
1682;RECHERCHE LAXATIFS DANS LES URINES;07NOV2008:00:00:00;;13;4;0;0;0;24.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;120.00
1683;RECHERCHE LAXATIFS DANS LES SELLES;07NOV2008:00:00:00;;13;4;0;0;0;25.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;170.00
1690;CORPS ASBESTOSIQUES (PARENCH. PULM., LBA, EXPECTORATION);01JUL1999:00:00:00;;14;0;0;0;0;62.000000;90;AUTRES (tous les autres codes);12JUL1999:00:00:00;;;;0;;0;;;;;B;300.00
1691;RECHERCHE ALLELE HLA-B*5701;22OCT2010:00:00:00;;14;0;0;0;0;63.000000;18;INFECTIONS A VIH;15MAR2011:00:00:00;;;1;1;;0;1;1;;1;B;200.00
1701;INFECTION A ADENOVIRUS : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;1.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1702;INFECTION A ADENOVIRUS : SD PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;2.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1703;INFECTION A ADENOVIRUS : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;3.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1704;INFECTION A ADENOVIRUS : SD PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;4.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1705;INFECTION A ADENOVIRUS : SD PAR SERONEUTRALISATION;01JAN1996:00:00:00;;7;6;0;0;0;5.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;;1;B;50.00
1706;ARBOVIROSES : RECHERCHE AC PAR IHA;30JUL1997:00:00:00;04SEP2014:00:00:00;7;6;0;0;0;9.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;04SEP2014:00:00:00;;;7;;0;;;;1;B;20.00
1707;ARBOVIROSES : RECHERCHE IGM SPECIFIQUES PAR EIA;30JUL1997:00:00:00;04SEP2014:00:00:00;7;6;0;0;0;11.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;04SEP2014:00:00:00;;;2;;0;;;;1;B;70.00
1708;ARBOVIROSES : RECHERCHE IGG SPECIFIQUES PAR EIA;30JUL1997:00:00:00;04SEP2014:00:00:00;7;6;0;0;0;14.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;04SEP2014:00:00:00;;;2;;0;;;;1;B;70.00
1709;FIEVRE JAUNE(CONTROLE D'IMMUNITE)PAR SERONEUTRALISATION;30JUL1997:00:00:00;;7;6;0;0;0;6.000000;90;AUTRES (tous les autres codes);04SEP2014:00:00:00;;;;1;;0;1;;;1;B;50.00
1710;INFECTION A ARENAVIRUS : SD PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;13.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;;1;B;40.00
1711;INFECTION A ARENAVIRUS : SD PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;15.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;;1;B;70.00
1712;INFECTION A ARENAVIRUS : SD PAR SERONEUTRALISATION;01JAN1996:00:00:00;;7;6;0;0;0;17.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;;1;B;50.00
1713;INFECTION A CMV RECENTE  SD : IGG + IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;84.000000;21;INFECTIONS A CMV;13APR2014:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;85.00
1714;INFECTION A CMV RECENTE  SD : IGG + IGM PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;85.000000;21;INFECTIONS A CMV;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1715;INFECTION A EBV ANCIENNE : SD : AC VCA IGG ET AC EBNA PAR IFI;01JAN1996:00:00:00;19SEP2019:00:00:00;7;6;0;0;0;102.000000;22;INFECTIONS A EBV;01JAN1996:00:00:00;19SEP2019:00:00:00;;;1;;0;1;;;1;B;70.00
1716;INFECTION A EBV ANCIENNE : SD : AC VCA IGG ET AC EBNA PAR EIA;01JAN1996:00:00:00;19SEP2019:00:00:00;7;6;0;0;0;103.000000;22;INFECTIONS A EBV;11FEB2011:00:00:00;19SEP2019:00:00:00;;;1;;0;1;;;1;B;100.00
1717;INFECTION A EBV RECENTE OU EVOLUTIVE : SD : AC VCA IGM OU AC EA IGM PAR IFI;01JAN1996:00:00:00;19SEP2019:00:00:00;7;6;0;0;0;104.000000;22;INFECTIONS A EBV;05AUG1997:00:00:00;19SEP2019:00:00:00;;;1;;0;1;;;1;B;40.00
1718;INFECTION A EBV RECENTE OU EVOLUTIVE : SD : AC VCA IGM OU AC EA PAR EIA;01JAN1996:00:00:00;19SEP2019:00:00:00;7;6;0;0;0;105.000000;22;INFECTIONS A EBV;11FEB2011:00:00:00;19SEP2019:00:00:00;;;1;;0;1;;;1;B;55.00
1719;INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA;01JAN1996:00:00:00;19SEP2019:00:00:00;7;6;0;0;0;106.000000;22;INFECTIONS A EBV;01JAN1996:00:00:00;19SEP2019:00:00:00;;;1;;0;1;;;1;B;40.00
1720;POLIOMYELITE : SD : CONTROLE D'IMMUNITE (3 SEROTYPES);01JAN1996:00:00:00;13JUL2017:00:00:00;7;6;0;0;0;69.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;1;;;1;B;150.00
1721;INFECTION A VIRUS COXSACKIE A ET B : SD;01JAN1996:00:00:00;13JUL2017:00:00:00;7;6;0;0;0;70.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;;;1;B;40.00
1729;GRIPPE A : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;19.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1730;GRIPPE A : SD PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;21.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;60.00
1731;GRIPPE A : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;23.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1732;GRIPPE B : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;25.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
1733;GRIPPE B : SD PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;27.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
1734;GRIPPE B : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;29.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;40.00
1735;GRIPPES A ET B : SD CONTROLE D'IMMUNITE PAR SERONEUTRALISATION;01JAN1996:00:00:00;;7;6;0;0;0;31.000000;90;AUTRES (tous les autres codes);05AUG1997:00:00:00;;;;2;;0;1;;;1;B;50.00
1736;HEPATITE A (VHA): SD :IGG OU IG TOTALES(INFECTION ANCIENNE);01JAN1996:00:00:00;;19;0;0;0;0;41.000000;19;HEPATITES VIRALES;01APR2019:00:00:00;;;;1;;0;1;;;1;B;49.00
1740;HEPATITE DELTA (VHD) : SD :AC IGG OU TOTAUX;01JAN1996:00:00:00;;19;0;0;0;0;49.000000;19;HEPATITES VIRALES;01FEB2019:00:00:00;;;;1;;0;1;;;1;B;70.00
1741;HEPATITE DELTA (VHD) : SD : AC IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;99.000000;19;HEPATITES VIRALES;12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1742;HEPATITE DELTA (VHD) : SD : AG DELTA PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;100.000000;19;HEPATITES VIRALES;12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1743;HEPATITE E (VHE) : SD : AC ANTI-VHE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;101.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;60.00
1744;HERPES SIMPLEX (VHS) : SD : AC IGG ANTI HSV;01JAN1996:00:00:00;;19;0;0;0;0;31.000000;90;AUTRES (tous les autres codes);01FEB2019:00:00:00;;;;1;;0;1;;;1;B;60.00
1745;HERPES SIMPLEX (VHS) : SD : AC IGG ANTI VHS  1 + 2 PAR IFII;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;71.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1746;HERPES SIMPLEX (VHS) : SD : AC IGM ANTI VHS 1 ET 2 PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;72.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;50.00
1747;HERPES SIMPLEX (VHS) : SD : AC IGM ANTI VHS 1 + 2 PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;73.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1752;HERPES 6 (VHH6): SD : AC IGG;01JAN1996:00:00:00;;7;6;0;0;0;18.000000;90;AUTRES (tous les autres codes);01FEB2019:00:00:00;;;;1;;0;;;;1;B;60.00
1753;HERPES 6 (VHH6) : SD : AC IGG PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;74.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1754;INFECTION A HTLV (I ET II) : SD DE DEPISTAGE PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;51.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;65.00
1755;INFECTION A HTLV (I ET II) : SD DE CONFIRMATION PAR IMMUNOTRANSFERT;01JAN1996:00:00:00;;7;6;0;0;0;53.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;;;1;1;B;180.00
1756;OREILLONS (V. OURLIEN) : INFECTION RECENTE : SD : IGG + IGM PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;39.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;70.00
1757;OREILLONS (V. OURLIEN) : INFECTION RECENTE : SD : IGG + IGM PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;40.000000;90;AUTRES (tous les autres codes);14APR2018:00:00:00;;;;1;;0;1;;;1;B;110.00
1758;OREILLONS (V. OURLIEN) : IMMUNITE ANCIENNE : SD : IGG PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;41.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;70.00
1759;OREILLONS (V. OURLIEN) : IMMUNITE ANCIENNE : SD : IGG PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;42.000000;90;AUTRES (tous les autres codes);02AUG1997:00:00:00;;;;1;;0;1;;;1;B;40.00
1760;PARAINFLUENZA (PARAMYXOVIRUS) : SD PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;33.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;20.00
1761;PARAINFLUENZA (PARAMYXOVIRUS) : SD PAR RFC;01JAN1996:00:00:00;;7;6;0;0;0;35.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;;1;B;30.00
1762;INF. A PARVOVIRUS B 19 RECENTE : SD : IGG + IGM PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;43.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1763;INF. A PARVOVIRUS B 19 RECENTE : SD : IGG + IGM PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;44.000000;90;AUTRES (tous les autres codes);01APR2019:00:00:00;;;;1;;0;1;;;1;B;100.00
1764;INF. A PARVOVIRUS B 19 ANCIENNE : SD : IGG OU IG TOTALES PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;45.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1765;INF. A PARVOVIRUS B 19 ANCIENNE : SD : IGG OU IG TOTALES PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;46.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1766;RAGE : SD INFECTION RECENTE : IGG + IGM PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;54.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;120.00
1767;RAGE : SD CONTROLE D'IMMUNITE : IGG PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;55.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;70.00
1768;ROUGEOLE : SD INFECTION RECENTE : IGG + IGM PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;56.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;120.00
1769;ROUGEOLE : SD INFECTION RECENTE : IGG + IGM PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;57.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;;;;1;;0;1;;;1;B;70.00
1770;ROUGEOLE : SD CONTROLE D'IMMUNITE : IGG OU IG TOTALES PAR EIA;01JAN1996:00:00:00;;7;6;0;0;0;58.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1771;ROUGEOLE : SD CONTROLE D'IMMUNITE : IGG OU IG TOTALES PAR IFI;01JAN1996:00:00:00;;7;6;0;0;0;59.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1772;ROUGEOLE : SD CONTROLE D'IMMUNITE : IGG OU IG TOTALES PAR IHA;01JAN1996:00:00:00;;7;6;0;0;0;60.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1773;RUBEOLE : SD PAR IHA OU EIA;01JAN1996:00:00:00;;7;6;0;0;0;61.000000;20;RUBEOLE;05JAN2022:00:00:00;;;;1;;0;;;;1;B;35.00
1777;VARICELLE-ZONA : SD INF RECENTE OU RECURRENCE : IGG + IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;79.000000;90;AUTRES (tous les autres codes);14APR2018:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;85.00
1778;VARICELLE-ZONA : SD INF RECENTE OU RECURRENCE : IGG + IGM PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;80.000000;90;AUTRES (tous les autres codes);12AUG1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;70.00
1779;VARICELLE ZONA : SD : RECHERCHE DES IGG;01JAN1996:00:00:00;;19;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);01FEB2019:00:00:00;;;;1;;0;1;;;1;B;60.00
1780;VARICELLE : SD : CONTROLE D'IMMUNITE PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;81.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;40.00
1785;INFECTION A CMV : RECHERCHE DES IGG:;01JAN1996:00:00:00;;19;0;0;0;0;36.000000;21;INFECTIONS A CMV;01FEB2019:00:00:00;;;;1;;0;1;;;1;B;60.00
1786;INFECTION A CMV  : IMMUNITE ANCIENNE  SD : IGG PAR IFI;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;86.000000;21;INFECTIONS A CMV;05AUG1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;1;B;40.00
1800;DID : ANTICORPS ANTI-IA2;26NOV2003:00:00:00;;7;3;0;0;0;37.000000;6;EXPLORATION GLUCIDIQUE;28JAN2004:00:00:00;;;;1;;0;1;;;1;B;120.00
1801;ESTRADIOL (E2) (AUTRE MILIEU BIOLOGIQUE);26NOV2003:00:00:00;;10;0;0;0;0;7.000000;90;AUTRES (tous les autres codes);17APR2013:00:00:00;;;;1;;0;;;;;B;51.00
1802;SULFATE DE DHA (SANG);26NOV2003:00:00:00;;10;0;0;0;0;18.000000;16;DHEA ET DERIVES;08APR2021:00:00:00;;;;3;;0;1;;;1;B;59.00
1803;TEST AU TRH (SANG);26NOV2003:00:00:00;;10;0;0;0;0;45.000000;9;EXPLORATION THYROIDIENNE;08FEB2009:00:00:00;;;;1;;0;;;;1;B;150.00
1804;CRP (PROTEINE C REACTIVE) (DOSAGE) (SANG);25NOV2003:00:00:00;;12;0;0;0;0;3.000000;12;PROTEINES SERIQUES;01APR2019:00:00:00;;;;1;;0;;;;1;B;8.00
1805;ALPHA 2 MACROGLOBULINE (ALPHA 2 MACROGLO) (DOSAGE) (SANG);10DEC2003:00:00:00;;12;0;0;0;0;4.000000;12;PROTEINES SERIQUES;18JUN2011:00:00:00;;;;1;4;2;;;;1;B;25.00
1806;ALBUMINE (DOSAGE) (SANG);10DEC2003:00:00:00;;12;0;0;0;0;5.000000;12;PROTEINES SERIQUES;01APR2017:00:00:00;;;;1;4;2;;;;1;B;6.00
1807;ALPHA 1 ANTITRYPSINE (DOSAGE) (SANG);10DEC2003:00:00:00;;12;0;0;0;0;6.000000;12;PROTEINES SERIQUES;11FEB2011:00:00:00;;;;1;4;2;;;;1;B;30.00
1808;OROSOMUCOIDE (ALPHA 1 GLYCOPROTEINE ACIDE) (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;7.000000;12;PROTEINES SERIQUES;11FEB2011:00:00:00;;;;1;4;2;;;;1;B;30.00
1809;CERULEOPLASMINE (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;10.000000;12;PROTEINES SERIQUES;11FEB2011:00:00:00;;;;1;4;2;;;;1;B;30.00
1810;C1 INHIBITEUR (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;11.000000;12;PROTEINES SERIQUES;28JAN2004:00:00:00;;;;1;4;2;;;;1;B;35.00
1811;C3 (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;12.000000;12;PROTEINES SERIQUES;11FEB2011:00:00:00;;;;1;4;2;;;;1;B;25.00
1812;C4 (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;13.000000;12;PROTEINES SERIQUES;11FEB2011:00:00:00;;;;1;4;2;;;;1;B;25.00
1813;HAPTOGLOBINE (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;14.000000;12;PROTEINES SERIQUES;18JUN2011:00:00:00;;;;1;4;2;;;;1;B;20.00
1814;IGA (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;15.000000;12;PROTEINES SERIQUES;14APR2018:00:00:00;;;;1;4;2;;;;1;B;20.00
1815;IGG (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;16.000000;12;PROTEINES SERIQUES;14APR2018:00:00:00;;;;1;4;2;;;;1;B;20.00
1816;IGM (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;17.000000;12;PROTEINES SERIQUES;14APR2018:00:00:00;;;;1;4;2;;;;1;B;20.00
1817;PREALBUMINE (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;18.000000;12;PROTEINES SERIQUES;01APR2019:00:00:00;;;;1;4;2;;;;1;B;19.00
1818;RBP (RETINOL BINDING PROTEIN) (DOSAGE) (SANG);11DEC2003:00:00:00;;12;0;0;0;0;19.000000;12;PROTEINES SERIQUES;28JAN2004:00:00:00;;;;1;4;2;;;;1;B;35.00
1819;TRANSFERRINE OU SIDEROPHYLLINE : DOSAGE;11DEC2003:00:00:00;13JUL2017:00:00:00;12;0;0;0;0;95.000000;12;PROTEINES SERIQUES;13APR2014:00:00:00;13JUL2017:00:00:00;;;1;4;2;;;;1;B;14.00
1820;DERIVES DIHYDROXYLES DE LA VITAMINE D (DOSAGE) (SANG);27NOV2003:00:00:00;;12;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;80.00
1821;PEPTIDES NATRIURETIQUES (ANP, BNP, NT-PROBNP) (DOSAGE) (SANG);27NOV2003:00:00:00;;12;0;0;0;0;38.000000;8;EXPLORATION CARDIAQUE;05JAN2022:00:00:00;;;;1;;0;;;;1;B;60.00
1822;RECEPTEUR SOLUBLE DE LA TRANSFERRINE (RSTF) (DOSAGE) (SANG);27NOV2003:00:00:00;;12;0;0;0;0;46.000000;10;FER - FERRITINE;13JUL2017:00:00:00;;;;1;;0;;;;1;B;60.00
1823;ANTIGENE CA 125 (DOSAGE) (AUTRE MILIEU BIO.);27NOV2003:00:00:00;;12;0;0;0;0;54.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;80.00
1824;CHROMOGRANINE (DOSAGE) (SANG);27NOV2003:00:00:00;;12;0;0;0;0;58.000000;90;AUTRES (tous les autres codes);19JAN2010:00:00:00;;;;1;;0;;;;1;B;90.00
1825;PARAMETRES TISSULAIRES EN CANCEROLOGIE : DOSAGE;27NOV2003:00:00:00;;12;0;0;0;0;64.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;3;;0;1;;;;B;100.00
1826;PARAMETRES TISSULAIRES EN CANCEROLOGIE : TRAITEMENT PRE-ANALYTIQUE;27NOV2003:00:00:00;;12;0;0;0;0;65.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;0;;0;1;;1;;B;100.00
1827;MAI NSO : AC ANTIPEPTIDES CYCLIQUES CITRULLINES (AC ANTI-CCP);05NOV2008:00:00:00;;7;3;0;0;0;16.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;1;;0;1;;;1;B;56.00
1828;M. COELIAQUE : AUTOANTICORPS ANTITRANSGLUTAMINASE (IGA);05NOV2008:00:00:00;;7;3;0;0;0;29.000000;90;AUTRES (tous les autres codes);01APR2019:00:00:00;;;;1;;0;1;;;1;B;58.00
1829;M. COELIAQUE : AUTOANTICORPS ANTITRANSGLUTAMINASE (IGG);05NOV2008:00:00:00;;7;3;0;0;0;30.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;1;;;1;B;60.00
