CAT_CIM_COD;CAT_CIM_LIB;TEC_COL
N04;Syndrome néphrotique;0
N95;Troubles de la ménopause et autres troubles de la périménopause;0
O03;Avortement spontané;0
O25;Malnutrition au cours de la grossesse;0
O26;Soins maternels pour d'autres affections liées principalement à la grossesse;0
O28;Résultats anormaux constatés au cours de l'examen prénatal systématique de la mère;0
O36;Soins maternels pour d'autres affections connues ou présumées du foetus;0
O45;Décollement prématuré du placenta [hématome rétro-placentaire];0
N15;Autres maladies rénales tubulo-interstitielles;0
N18;Maladie renale chronique;0
N25;Affections dues à une tubulopathie;0
N30;Cystite;0
N43;Hydrocèle et spermatocèle;0
N73;Autres affections inflammatoires pelviennes de la femme;0
N76;Autres inflammations du vagin et de la vulve;0
P76;Autres occlusions intestinales du nouveau-né;0
Q17;Autres malformations congénitales de l'oreille;0
Q21;Malformations congénitales des cloisons cardiaques;0
Q25;Malformations congénitales des gros vaisseaux;0
Q28;Autres malformations congénitales de l'appareil circulatoire;0
Q32;Malformations congénitales de la trachée et de bronches;0
Q34;Autres malformations congénitales de l'appareil respiratoire;0
O82;Accouchement unique par césarienne;0
P02;Foetus et nouveau-né affectés par des complications concernant le placenta, le cordon ombilical et les membranes;0
P07;Anomalies liées à une brièveté de la gestation et un poids insuffisant à la naissance, non classés ailleurs;0
P25;Emphysème interstitiel et affections apparentées survenant pendant la période périnatale;0
P28;Autres affections respiratoires survenant pendant la période périnatale;0
P35;Maladies virales congénitales;0
P38;Omphalite du nouveau-né, avec ou sans hémorragie légère;0
P50;Perte de sang foetal;0
P51;Hémorragie ombilicale du nouveau-né;0
P59;Ictère néonatal dû à des causes autres et sans précision;0
Q38;Autres malformations congénitales de la langue, de la bouche et du pharynx;0
O69;Travail et accouchement compliqués d'anomalies du cordon ombilical;0
O74;Complications de l'anesthésie au cours du travail et de l'accouchement;0
O80;Accouchement unique et spontané;0
O85;Sepsis puerpéral;0
P10;Déchirure et hémorragie intracrâniennes dues à un traumatisme obstétrical;0
P21;Asphyxie obstétricale;0
Q99;Autres anomalies des chromosomes, non classées ailleurs;0
C04;Tumeur maligne du plancher de la bouche;0
C05;Tumeur maligne du palais;0
C14;Tumeur maligne de la lèvre, de la cavité buccale et du pharynx, de sièges autres et mal définis;0
C24;Tumeurs malignes des voies biliaires, autres et non précisées;0
C26;Tumeur maligne des organes digestifs, de sièges autres et mal définis;0
C32;Tumeur maligne du larynx;0
C40;Tumeur maligne des os et du cartilage articulaire des membres;0
C50;Tumeur maligne du sein;0
C57;Tumeur maligne des organes génitaux de la femme, autres et non précisés;0
E24;Syndrome de Cushing;0
E27;Autres maladies de la glande surrénale;0
E45;Retard de développement après malnutrition protéino-énergétique;0
E54;Carence en acide ascorbique;0
E63;Autres carences nutritionnelles;0
E70;Anomalies du métabolisme des acides aminés aromatiques;0
D24;Tumeur bénigne du sein;0
D45;Polyglobulie essentielle;0
D46;Syndromes myélodysplasiques;0
D50;Anémie par carence en fer;0
D57;Affections à hématies falciformes [drépanocytaires];0
F25;Troubles schizo-affectifs;0
F29;Psychose non organique, sans précision;0
F30;Épisode maniaque;0
F32;Épisodes dépressifs;0
F41;Autres troubles anxieux;0
F42;Trouble obsessionnel-compulsif;0
F50;Troubles de l'alimentation, non organique;0
F62;Modification durable de la personnalité non attribuable à une lésion et une maladie cérébrales;0
F68;Autres troubles de la personnalité et du comportement chez l'adulte;0
F69;Trouble de la personnalité et du comportement chez l'adulte, sans précision;0
F88;Autres troubles du développement psychologique;0
G00;Méningite bactérienne, non classée ailleurs;0
G03;Méningite due à des causes autres et non précisées;0
F19;Troubles mentaux et du comportement liés à l'utilisation de drogues multiples et troubles liés à l'utilisation d'autres substances psycho-actives;0
H01;Autres inflammations de la paupière;0
H02;Autres affections des paupières;0
H10;Conjonctivite;0
H11;Autres affections de la conjonctive;0
D80;Déficit immunitaire avec déficit prédominant de la production d'anticorps;0
F21;Trouble schizotypique;0
F31;Trouble affectif bipolaire;0
F34;Troubles de l'humeur [affectifs] persistants;0
F52;Dysfonctionnement sexuel, non dû à un trouble ou à une maladie organique;0
F55;Abus de substances n'entraînant pas de dépendance;0
F70;Retard mental léger;0
F71;Retard mental moyen;0
F90;Troubles hyperkinétiques;0
F95;Tics;0
G04;Encéphalite, myélite et encéphalomyélite;0
E80;Anomalies du métabolisme de la porphyrine et de la bilirubine;0
E83;Anomalies du métabolisme des minéraux;0
E87;Autres déséquilibres hydro-électrolytiques et acido-basiques;0
F13;Troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques;0
H05;Affections de l'orbite;0
H06;Affections de l'appareil lacrymal et de l'orbite au cours de maladies classées ailleurs;0
H26;Autres cataractes;0
H52;Vices de réfraction et troubles de l'accommodation;0
H58;Autres affections de l'oeil et de ses annexes au cours de maladies classées ailleurs;0
H73;Autres affections du tympan;0
I01;Rhumatisme articulaire aigu, avec atteinte cardiaque;0
G07;Abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs;0
G25;Autres syndromes extrapyramidaux et troubles de la motricité;0
G31;Autres affections dégénératives du système nerveux, non classées ailleurs;0
G36;Autres affections démyélinisantes aiguës disséminées;0
G45;Accidents ischémiques cérébraux transitoires et syndromes apparentés;0
G52;Affections des autres nerfs crâniens;0
G55;Compression des racines et des plexus nerveux au cours de maladies classées ailleurs;0
G83;Autres syndromes paralytiques;0
J33;Polype nasal;0
J45;Asthme;0
J46;État de mal asthmatique;0
J62;Pneumoconiose due à la poussière de silice;0
J64;Pneumoconiose, sans précision;0
J80;Syndrome de détresse respiratoire de l'adulte;0
J95;Troubles respiratoires après un acte à visée diagnostique et thérapeutique, non classés ailleurs;0
K01;Dents incluses et enclavées;0
K05;Gingivite et maladies périodontales;0
K09;Kystes de la région buccale, non classés ailleurs;0
I41;Myocardite au cours de maladies classées ailleurs;0
I61;Hémorragie intracérébrale;0
I67;Autres maladies cérébrovasculaires;0
III;Valeur Inconnue;1
L03;Phlegmon;0
L30;Autres dermites;0
L44;Autres lésions papulo-squameuses;0
L55;Coup de soleil;0
L58;Radiodermite;0
L64;Alopécie androgénique;0
L68;Hypertrichose;0
L71;Acné rosacée;0
L81;Autres anomalies de la pigmentation;0
L88;Pyodermite gangréneuse;0
K30;Dyspepsie fonctionnelle;0
K71;Maladie toxique du foie;0
K85;Pancréatite aiguë;0
M10;Goutte;0
M11;Autres arthropathies dues à des microcristaux;0
M35;Autres atteintes systémiques du tissu conjonctif;0
M14;Arthropathies au cours d'autres maladies classées ailleurs;0
M15;Polyarthrose;0
M20;Déformations des doigts et des orteils;0
M62;Autres atteintes musculaires;0
M72;Affections fibroblastiques;0
M99;Lésions biomécaniques, non classées ailleurs;0
M90;Ostéopathie au cours de maladies classées ailleurs;0
N92;Ménorragie, polyménorrhée et métrorragie;0
N93;Autres saignements anormaux de l'utérus et du vagin;0
N97;Stérilité de la femme;0
N99;Affections de l'appareil génito-urinaire après un acte à visée diagnostique et thérapeutique, non classées ailleurs;0
O05;Autres formes d'avortement;0
O07;Échec d'une tentative d'avortement;0
O23;Infections de l'appareil génito-urinaire au cours de la grossesse;0
O30;Grossesse multiple;0
N10;Néphrite tubulo-interstitielle aiguë;0
N34;Urétrite et syndrome urétral;0
N42;Autres affections de la prostate;0
N61;Affections inflammatoires du sein;0
N70;Salpingite et ovarite;0
P91;Autres affections cérébrales du nouveau-né;0
P95;Mort foetale de cause non précisée;0
Q10;Malformations congénitales des paupières, de l'appareil lacrymal et de l'orbite;0
Q11;Anophtalmie, microphtalmie et macrophtalmie;0
Q22;Malformations congénitales de la valve pulmonaire et de la valvule tricuspide;0
Q27;Autres malformations congénitales de l'appareil circulatoire périphérique;0
Q33;Malformations congénitales du poumon;0
Q37;Fente labio-palatine;0
O71;Autres traumatismes obstétricaux;0
O86;Autres infections puerpérales;0
P01;Foetus et nouveau-né affectés par les complications de la grossesse chez la mère;0
P60;Coagulation intravasculaire disséminée chez le foetus et le nouveau-né;0
R03;Constatation d'une anomalie de la tension artérielle, sans diagnostic;0
R11;Nausées et vomissements;0
R16;Hépatomégalie et splénomégalie, non classées ailleurs;0
R18;Ascite;0
R19;Autres symptômes et signes relatifs à l'appareil digestif et à l'abdomen;0
R31;Hématurie, sans précision;0
R36;Écoulement urétral;0
R43;Troubles de l'odorat et du goût;0
R45;Symptômes et signes relatifs à l'humeur;0
R49;Troubles de la voix;0
B95;Streptocoques et staphylocoques, cause de maladies classées dans d'autres chapitres;0
C19;Tumeur maligne de la jonction recto-sigmoïdienne;0
C20;Tumeur maligne du rectum;0
C22;Tumeur maligne du foie et des voies biliaires intrahépatiques;0
C25;Tumeur maligne du pancréas;0
C37;Tumeur maligne du thymus;0
D89;Autres anomalies du système immunitaire, non classées ailleurs;0
E40;Kwashiorkor;0
E51;Carence en thiamine;0
E58;Carence alimentaire en calcium;0
E64;Séquelles de malnutrition et autres carences nutritionnelles;0
D40;Tumeur des organes génitaux de l'homme à évolution imprévisible ou inconnue;0
D43;Tumeur de l'encéphale et du système nerveux central à évolution imprévisible ou inconnue;0
D48;Tumeur de sièges autres et non précisés à évolution imprévisible ou inconnue;0
D55;Anémie due à des anomalies enzymatiques;0
D58;Autres anémies hémolytiques héréditaires;0
P13;Lésion du squelette due à un traumatisme obstétrical;0
P57;Ictère nucléaire;0
P71;Anomalies transitoires du métabolisme du calcium et du magnésium du nouveau-né;0
Q98;Autres anomalies des chromosomes sexuels, phénotype masculin, non classées ailleurs;0
R00;Anomalies du rythme cardiaque;0
R04;Hémorragie des voies respiratoires;0
R09;Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire;0
R15;Incontinence des matières fécales;0
R25;Mouvements involontaires anormaux;0
R30;Douleur à la miction;0
R35;Polyurie;0
R54;Sénilité;0
R81;Glycosurie;0
R86;Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme;0
R92;Résultats anormaux d'imagerie diagnostique du sein;0
Q43;Autres malformations congénitales de l'intestin;0
Q45;Autres malformations congénitales de l'appareil digestif;0
Q51;Malformations congénitales de l'utérus et du col de l'utérus;0
Q55;Autres malformations congénitales des organes génitaux de l'homme;0
Q56;Non-différenciation sexuelle et pseudo-hermaphrodisme;0
Q63;Autres malformations congénitales du rein;0
Q84;Autres malformations congénitales de la peau et des phanères;0
S56;Lésion traumatique de muscles et de tendons au niveau de l'avant-bras;0
S76;Lésion traumatique de muscles et de tendons au niveau de la hanche et de la cuisse;0
S77;Écrasement de la hanche et de la cuisse;0
S03;Luxation, entorse et foulure d'articulations et de ligaments de la tête;0
S05;Lésion traumatique de l'oeil et de l'orbite;0
S12;Fracture du cou;0
S39;Lésions traumatiques de l'abdomen, des lombes et du bassin, autres et sans précision;0
U84;Résistance aux autres antimicrobiens;0
V79;Occupant d'un autobus blessé dans des accidents de transport, autres et sans précision;0
V11;Cycliste blessé dans une collision avec un autre cycle;0
X47;Intoxication accidentelle par d'autres gaz et émanations et exposition à ces produits;0
V89;Accident avec un véhicule avec ou sans moteur, type de véhicule non précisé;0
X50;Surmenage et mouvements épuisants ou répétés;0
Y43;Effets indésirables des substances d'action pharmacologique essentiellement systémique;0
V24;Motocycliste blessé dans une collision avec un véhicule lourd ou un autobus;0
Y53;Effets indésirables des substances agissant essentiellement sur le tractus gastro-intestinal;0
W11;Chute sur ou d'une échelle;0
Z04;Examen et mise en observation pour d'autres raisons;0
V45;Occupant d'une automobile blessé dans une collision avec un train ou un véhicule ferroviaire;0
W22;Heurt contre ou par d'autres objets;0
W26;Contact avec un couteau, une épée ou un poignard;0
Y75;Appareils utilisés en neurologie, associés à des accidents;0
V49;Occupant d'une automobile blessé dans des accidents de transport, autres et sans précision;0
W29;Contact avec d'autres outils manuels électriques et appareils électroménagers;0
W30;Contact avec du matériel agricole;0
X83;Lésion auto-infligée par d'autres moyens précisés;0
X89;Agression par d'autres produits chimiques et nocifs précisés;0
Z20;Sujets en contact avec et exposés à des maladies transmissibles;0
Z35;Surveillance d'une grossesse à haut risque;0
V55;Occupant d'une camionnette blessé dans une collision avec un train ou un véhicule ferroviaire;0
X95;Agression par des armes à feu, autres et sans précision;0
X97;Agression par la fumée, le feu et les flammes;0
Y48;Effets indésirables des anesthésiques et gaz thérapeutiques;0
Y49;Effets indésirables des médicaments psychotropes, non classés ailleurs;0
Y50;Effets indésirables des stimulants du système nerveux central, non classés ailleurs;0
Y52;Effets indésirables des substances agissant essentiellement sur le système cardio-vasculaire;0
V57;Occupant d'une camionnette blessé dans une collision avec un objet fixe ou stationnaire;0
W55;Morsure ou coup donné par d'autres mammifères;0
X99;Agression par objet tranchant;0
Y01;Agression par précipitation dans le vide;0
Y02;Agression en poussant ou plaçant la victime devant un objet en mouvement;0
Y04;Agression par la force physique;0
Y81;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents;0
Y82;Appareils associés à des accidents, autres et sans précision;0
Y90;Preuves du rôle de l'alcool confirmé par le taux d'alcoolémie;0
Y13;Intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée;0
Z36;Dépistage prénatal;0
Z45;Ajustement et entretien d'une prothèse interne;0
Z49;Surveillance d'une dialyse;0
T00;Lésions traumatiques superficielles de plusieurs parties du corps;0
W70;Noyade et submersion consécutives à une chute dans des eaux naturelles;0
Y16;Intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée;0
T04;Écrasements de plusieurs parties du corps;0
T54;Effet toxique de substances corrosives;0
T66;Effets de rayonnements, sans précision;0
T14;Lésions traumatiques d'une partie du corps non précisée;0
T23;Brûlure et corrosion du poignet et de la main;0
W93;Exposition à un froid artificiel excessif;0
X20;Contact avec des serpents et des lézards venimeux;0
T25;Brûlure et corrosion de la cheville et du pied;0
T29;Brûlures et corrosions de parties multiples du corps;0
A33;Tétanos néonatal;0
A34;Tétanos obstétrical;0
A49;Infection bactérienne, siège non précisé;0
A50;Syphilis congénitale;0
A54;Infection gonococcique;0
A55;Lymphogranulomatose vénérienne à Chlamydia;0
A77;Fièvre pourprée [rickettsioses à tiques];0
A78;Fièvre Q;0
A81;Infections atypiques à virus, du système nerveux central;0
A82;Rage;0
A83;Encéphalite virale transmise par des moustiques;0
A89;Infection virale du système nerveux central, sans précision;0
B03;Variole;0
B20;Immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;0
B25;Maladie à cytomégalovirus;0
B38;Coccidioïdomycose;0
A08;Infections virales intestinales et autres infections intestinales précisées;0
C79;Tumeur maligne secondaire de sièges autres et non précisés;0
C82;Lymphome folliculaire;0
C90;Myélome multiple et tumeurs malignes à plasmocytes;0
C97;Tumeurs malignes de sièges multiples indépendants (primitifs);0
D03;Mélanome in situ;0
D11;Tumeur bénigne des glandes salivaires principales;0
D18;Hémangiome et lymphangiome, tout siège;0
B78;Anguillulose [strongyloïdose];0
B80;Oxyurose;0
B81;Autres helminthiases intestinales, non classées ailleurs;0
B83;Autres helminthiases;0
B97;Virus, cause de maladies classées dans d'autres chapitres;0
C00;Tumeur maligne de la lèvre;0
C12;Tumeur maligne du sinus piriforme;0
C17;Tumeur maligne de l'intestin grêle;0
C23;Tumeur maligne de la vésicule biliaire;0
C43;Mélanome malin de la peau;0
C45;Mésothéliome;0
C46;Sarcome de Kaposi;0
C55;Tumeur maligne de l'utérus, partie non précisée;0
C64;Tumeur maligne du rein, à l'exception du bassinet;0
D81;Déficits immunitaires combinés;0
D84;Autres déficits immunitaires;0
D86;Sarcoïdose;0
E00;Syndrome d'insuffisance thyroïdienne congénitale;0
E01;Affections thyroïdiennes et apparentées liées à une carence en iode;0
E25;Anomalies génito-surrénaliennes;0
E56;Autres avitaminoses;0
E59;Carence alimentaire en sélénium;0
E72;Autres anomalies du métabolisme des acides aminés;0
D34;Tumeur bénigne de la thyroïde;0
D47;Autres tumeurs des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue;0
D60;Aplasie médullaire acquise pure [érythroblastopénie];0
D71;Anomalies fonctionnelles des granulocytes neutrophiles;0
F20;Schizophrénie;0
F40;Troubles anxieux phobiques;0
F60;Troubles spécifiques de la personnalité;0
F65;Troubles de la préférence sexuelle;0
F78;Autres formes de retard mental;0
F81;Troubles spécifiques du développement des acquisitions scolaires;0
F91;Troubles des conduites;0
G01;Méningite au cours d'affections bactériennes classées ailleurs;0
E76;Anomalies du métabolisme des glucosaminoglycanes;0
S43;Luxation, entorse et foulure des articulations et des ligaments de la ceinture scapulaire;0
S45;Lésion des vaisseaux sanguins au niveau de l'épaule et du bras;0
S46;Lésion traumatique de muscles et de tendons au niveau de l'épaule et du bras;0
S47;Écrasement de l'épaule et du bras;0
S50;Lésion traumatique superficielle de l'avant-bras;0
Z83;Antécédents familiaux d'autres maladies spécifiques;0
Z54;Convalescence;0
Z94;Présence de greffe d'organe et de tissu;0
T37;Intoxication par d'autres anti-infectieux et antiparasitaires systémiques;0
X01;Exposition à un feu non maîtrisé, hors d'un bâtiment ou d'un ouvrage;0
X27;Contact avec d'autres animaux venimeux précisés;0
T83;Complications de prothèses, implants et greffes génito-urinaires;0
X29;Contact avec un animal venimeux ou une plante vénéneuse, sans précision;0
X37;Tempête cataclysmique;0
T92;Séquelles de lésions traumatiques du membre supérieur;0
T95;Séquelles de brûlures, corrosions et gelures;0
T98;Séquelles de causes externes, autres et sans précision;0
H90;Surdité de transmission et neurosensorielle;0
I05;Maladies rhumatismales de la valvule mitrale;0
G43;Migraine;0
G54;Affections des racines et des plexus nerveux;0
G56;Mononévrite du membre supérieur;0
G61;Polynévrites inflammatoires;0
G62;Autres polynévrites;0
G82;Paraplégie et tétraplégie;0
G94;Autres affections du cerveau au cours de maladies classées ailleurs;0
J20;Bronchite aiguë;0
J38;Maladies des cordes vocales et du larynx, non classées ailleurs;0
J44;Autres maladies pulmonaires obstructives chroniques;0
J86;Pyothorax;0
J90;Épanchement pleural, non classé ailleurs;0
J93;Pneumothorax;0
J94;Autres affections pleurales;0
J96;Insuffisance respiratoire, non classée ailleurs;0
J99;Troubles respiratoires au cours de maladies classées ailleurs;0
K02;Caries dentaires;0
I21;Infarctus aigu du myocarde;0
I31;Autres maladies du péricarde;0
I39;Endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs;0
I40;Myocardite aiguë;0
I71;Anévrisme aortique et dissection;0
I73;Autres maladies vasculaires périphériques;0
I87;Autres atteintes veineuses;0
J12;Pneumopathies virales, non classées ailleurs;0
J14;Pneumopathie due à Haemophilus influenzae;0
L12;Pemphigoïde;0
L23;Dermite allergique de contact;0
L42;Pityriasis rosé de Gibert;0
L45;Lésions papulo-squameuses au cours de maladies classées ailleurs;0
L59;Autres affections de la peau et du tissu cellulaire sous-cutané liées à une irradiation;0
L60;Maladies des ongles;0
L65;Autres formes non cicatricielles de raréfaction du système pileux;0
L73;Autres affections folliculaires;0
L74;Affections des glandes sudoripares exocrines;0
L80;Vitiligo;0
L84;Cors et callosités;0
L91;Affections hypertrophiques de la peau;0
K38;Autres maladies de l'appendice;0
K41;Hernie crurale;0
K44;Hernie diaphragmatique;0
K46;Hernie abdominale non précisée;0
K52;Autres gastro-entérites et colites non infectieuses;0
K58;Syndrome de l'intestin irritable;0
K59;Autres troubles fonctionnels de l'intestin;0
K65;Péritonite;0
K81;Cholécystite;0
K86;Autres maladies du pancréas;0
M09;Polyarthrite juvénile au cours de maladies classées ailleurs;0
M31;Autres vasculopathies nécrosantes;0
M36;Atteintes systémiques du tissu conjonctif au cours de maladies classées ailleurs;0
M16;Coxarthrose [arthrose de la hanche];0
M21;Autres déformations des membres;0
M23;Lésion interne du genou;0
M51;Atteintes d'autres disques intervertébraux;0
M79;Autres affections des tissus mous, non classées ailleurs;0
M80;Ostéoporose avec fracture pathologique;0
M68;Atteintes de la synoviale et du tendon au cours de maladies classées ailleurs;0
M91;Ostéochondrite juvénile de la hanche et du bassin;0
N00;Syndrome néphritique aigu;0
N02;Hématurie récidivante et persistante;0
M86;Ostéomyélite;0
O08;Complications consécutives à un avortement, une grossesse extra-utérine et molaire;0
O13;Hypertension gestationnelle [liée à la grossesse];0
O20;Hémorragie du début de la grossesse;0
O22;Complications veineuses et hémorroïdes au cours de la grossesse;0
O24;Diabète sucré au cours de la grossesse;0
O41;Autres anomalies du liquide amniotique et des membranes;0
O60;Travail et accouchement prématurés [avant terme];0
O62;Anomalies de la contraction utérine et de la dilatation du col;0
O68;Travail et accouchement compliqués d'une détresse foetale;0
N14;Atteintes tubulo-interstitielles et tubulaires dues à des médicaments et des métaux lourds;0
N20;Calcul du rein et de l'uretère;0
N26;Rein scléreux, sans précision;0
N28;Autres affections du rein et de l'uretère, non classées ailleurs;0
N36;Autres affections de l'urètre;0
N47;Hypertrophie du prépuce, phimosis et paraphimosis;0
N51;Affections des organes génitaux de l'homme au cours de maladies classées ailleurs;0
N62;Hypertrophie mammaire;0
N63;Tuméfaction mammaire, sans précision;0
N71;Affections inflammatoires de l'utérus, à l'exclusion du col;0
N74;Affections inflammatoires pelviennes de la femme, au cours de maladies classées ailleurs;0
P77;Entérocolite nécrosante du foetus et du nouveau-né;0
P90;Convulsions du nouveau-né;0
Q12;Malformations congénitales du cristallin;0
Q20;Malformations congénitales des cavités et des orifices cardiaques;0
O72;Hémorragie du post-partum;0
O87;Complications veineuses et hémorroïdes au cours de la puerpéralité;0
O88;Embolie obstétricale;0
O92;Autres mastopathies et anomalies de la lactation associées à l'accouchement;0
O97;Mort de sequelles relevant d'une cause obstetricale;0
P05;Retard de croissance et malnutrition du foetus;0
P24;Syndromes néonatals d'aspiration;0
P37;Autres maladies infectieuses et parasitaires congénitales;0
P56;Anasarque foetoplacentaire due à une maladie hémolytique;0
P58;Ictère néonatal dû à d'autres hémolyses excessives;0
R21;Rash et autres éruptions cutanées non spécifiques;0
R74;Anomalies des taux d'enzymes sériques;0
R80;Protéinurie isolée;0
R82;Autres résultats anormaux de l'examen des urines;0
R90;Résultats anormaux d'imagerie diagnostique du système nerveux central;0
S00;Lésion traumatique superficielle de la tête;0
Q78;Autres ostéochondrodysplasies;0
Q87;Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes;0
S53;Luxation, entorse et foulure des articulations et des ligaments du coude;0
S62;Fracture au niveau du poignet et de la main;0
S63;Luxation, entorse et foulure d'articulations et de ligaments au niveau du poignet et de la main;0
S70;Lésion traumatique superficielle de la hanche et de la cuisse;0
S87;Écrasement de la jambe;0
S20;Lésion traumatique superficielle du thorax;0
S25;Lésion traumatique de vaisseaux sanguins du thorax;0
S32;Fracture du rachis lombaire et du bassin;0
S35;Lésion traumatique de vaisseaux sanguins au niveau de l'abdomen, des lombes et du bassin;0
S41;Plaie ouverte de l'épaule et du bras;0
Z84;Antécédents familiaux d'autres affections;0
XXX;Sans Objet;2
Z91;Antécédents personnels de facteurs de risque, non classés ailleurs;0
Z96;Présence d'autres implants fonctionnels;0
Z98;Autres états post-chirurgicaux;0
Z70;Conseils relatifs aux attitudes, comportement et orientation en matière de sexualité;0
Z76;Sujet ayant recours aux services de santé dans d'autres circonstances;0
T36;Intoxication par antibiotiques systémiques;0
T41;Intoxication par anesthésiques et gaz thérapeutiques;0
E77;Anomalies du métabolisme des glycoprotéines;0
F04;Syndrome amnésique organique, non induit par l'alcool et d'autres substances psycho-actives;0
F06;Autres troubles mentaux dus à une lésion cérébrale et un dysfonctionnement cérébral, et à une affection somatique;0
F14;Troubles mentaux et du comportement liés à l'utilisation de cocaïne;0
F15;Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine;0
F17;Troubles mentaux et du comportement liés à l'utilisation de tabac;0
F18;Troubles mentaux et du comportement liés à l'utilisation de solvants volatils;0
H15;Affections de la sclérotique;0
H16;Kératite;0
H18;Autres affections de la cornée;0
H25;Cataracte sénile;0
H28;Cataracte et autres affections du cristallin au cours de maladies classées ailleurs;0
H30;Choriorétinite;0
H45;Affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs;0
H46;Névrite optique;0
H71;Cholestéatome de l'oreille moyenne;0
W99;Exposition à des facteurs propres à un environnement artificiel, autres et sans précision;0
X31;Exposition à un froid naturel excessif;0
X34;Tremblement de terre;0
U07;Usage urgent de U07;0
V01;Piéton blessé dans une collision avec un cycle;0
V76;Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur;0
V03;Piéton blessé dans une collision avec une automobile ou une camionnette;0
V04;Piéton blessé dans une collision avec un véhicule lourd ou un autobus;0
V05;Piéton blessé dans une collision avec un train ou un véhicule ferroviaire;0
V14;Cycliste blessé dans une collision avec un véhicule lourd ou un autobus;0
V81;Occupant d'un train ou d'un véhicule ferroviaire blessé dans un accident de transport;0
Y32;Collision de véhicule à moteur, intention non déterminée;0
V20;Motocycliste blessé dans une collision avec un piéton ou un animal;0
V21;Motocycliste blessé dans une collision avec un cycle;0
X51;Voyage et mouvement;0
Y40;Effets indésirables des antibiotiques systémiques;0
Y44;Effets indésirables des substances agissant essentiellement sur les constituants du sang;0
V94;Accidents de transport par eau, autres et sans précision;0
V97;Autres accidents de transport aérien précisés;0
X62;Auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs;0
Y54;Effets indésirables des médicaments agissant essentiellement sur le métabolisme de l'eau, des sels minéraux et de l'acide urique;0
V32;Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un véhicule à moteur à deux ou trois roues;0
W04;Chute, en étant porté ou soutenu par des tiers;0
W07;Chute d'une chaise;0
W10;Chute dans et d'un escalier et de marches;0
X64;Auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision;0
Y95;Facteurs nosocomiaux;0
Z01;Autres examens spéciaux et investigations de sujets ne se plaignant de rien ou pour lesquels aucun diagnostic n'est rapporté;0
Z13;Examen spécial de dépistage d'autres maladies et états pathologiques;0
V36;Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un autre véhicule sans moteur;0
V39;Occupant d'un véhicule à moteur à trois roues blessé dans des accidents de transport, autres et sans précision;0
Y60;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'actes médicaux et chirurgicaux;0
W24;Contact avec des dispositifs de levage et de transmission, non classés ailleurs;0
W25;Contact avec du verre tranchant;0
Y76;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents;0
Y79;Appareils orthopédiques, associés à des accidents;0
V47;Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire;0
V52;Occupant d'une camionnette blessé dans une collision avec un véhicule à moteur à deux ou trois roues;0
W41;Exposition à un jet à haute pression;0
W44;Corps étranger pénétrant dans l'oeil ou un orifice naturel;0
W45;Corps étranger ou objet pénétrant dans la peau;0
V62;Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues;0
Y06;Délaissement et abandon;0
Y86;Séquelles d'autres accidents;0
V63;Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette;0
V65;Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire;0
V67;Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire;0
W65;Noyade et submersion dans une baignoire;0
Z37;Résultat de l'accouchement;0
Z48;Autres soins de contrôle chirurgicaux;0
S88;Amputation traumatique de la jambe;0
T49;Intoxication par substances à usage topique agissant essentiellement sur la peau et les muqueuses et par médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaires;0
T07;Lésions traumatiques multiples, sans précision;0
T11;Autres lésions traumatiques du membre supérieur, niveau non précisé;0
W84;Danger pour la respiration, sans précision;0
T52;Effet toxique de solvants organiques;0
T59;Effets toxiques d'autres émanations, gaz et fumées;0
T61;Effet toxique de substances nocives absorbées par le biais de fruits de mer;0
T63;Effet toxique d'un contact avec un animal venimeux;0
