UCD_UCD_COD;UCD_PCD_COD;UCD_SVT_COD;UCD_INS_TOP;UCD_LAB_NOM;UCD_DOC_DTE;UCD_DOC_LIB;UCD_DER_MAJ;UCD_DSN_LIB;UCD_CND_LIB;UCD_OBS_LIB
0000009410449;0;0;0;OCTAPHARMA FRANCE;23FEB2017:00:00:00;JO;01MAR2017:00:00:00;NUWIQ 2000 UI;Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue preremplie en verre de 2,5ml avec aiguille avec tampons alcoolises avec dispositif de transfert);Voir JO du 11/03/2016 pour indications therapeutiques remboursables
0000009410461;0;0;0;OCTAPHARMA FRANCE;23FEB2017:00:00:00;JO;01MAR2017:00:00:00;NUWIQ 500 UI;Poudre et solvant pour solution injectable (B/1 flacon de poudre + seringue preremplie en verre de 2,5ml avec aiguille avec tampons alcoolises avec dispositif de transfert);Voir JO du 11/03/216 pour indications therapeutiques remboursables.
0000009410604;0;0;0;NOVARTIS PHARMA SAS;20DEC2018:00:00:00;JO;20DEC2018:00:00:00;COSENTYX 150 MG;solution injectable en seringue preremplie;Voir JO du 08/07/2016 pour indications therapeutiques remboursables
0000009410834;0;0;0;NOVARTIS;11SEP2015:00:00:00;CNAMTS;28SEP2015:00:00:00;ZYKADIA 150 MG;gelule;
0000009347604;0;0;0;LFB-BIOMEDICAMENTS;17MAY2018:00:00:00;JO;23MAY2018:00:00:00;CLAIRYG 50 MG/ML;INJ FL400ML;Voir JO du 17/05/2018 pour indications therapeutiques remboursables
0000009420413;0;0;0;SWEDISH ORPHAN BIOVITRUM;16FEB2018:00:00:00;JO;21FEB2018:00:00:00;ALPROLIX 1000UI;INJ FL+SRG 1;Voir JO du 16/02/2018 pour indication therapeutique remboursable.
0000009420436;0;0;0;SWEDISH ORPHAN BIOVITRUM;16FEB2018:00:00:00;JO;21FEB2018:00:00:00;ALPROLIX 2000UI;INJ FL+SRG 1;Voir JO du 16/02/2018 pour indication therapeutique remboursable.
0000009247682;0;0;0;AGUETTANT;29APR2009:00:00:00;JO;30DEC2009:00:00:00;NALBUPHINE AGUETTANT 20 MG/2 ML;Solution injectable en ampoule;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009261104;0;0;0;ROCHE;10JAN2018:00:00:00;JO;15JAN2018:00:00:00;AVASTIN 25 mg/ml;solution a diluer pour perfusion en;Voir JO du 22/11/2017 pour indications therapeutiques remboursables
0000009261110;0;0;0;ROCHE;10JAN2018:00:00:00;JO;15JAN2018:00:00:00;AVASTIN 25 mg/ml;solution a diluer pour perfusion en flacon de 16 ml;Voir JO du 22/11/2017 et du 10/01/2018 pour indications therapeutiques remboursables
0000009251092;0;0;0;ABBVIE;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;HUMIRA 40 mg;solution injectable en seringue preremplie de 0,8 ml;Voir JO du 31/10/2018 pour les montants des tarifs unifies
0000009403679;0;0;0;OCTOPHARMA S.A.S;11DEC2018:00:00:00;JO;17DEC2018:00:00:00;GAMMANORM 165 MG/ML;INJ FL48ML;Voir JO du 03/07/2018 et du 11/12/2018 pour indications therapeutiques remboursables
0000009402852;0;0;0;BRISTOL-MYERS SQUIBB;17MAR2017:00:00:00;JO;20MAR2017:00:00:00;DAKLINZA 60 MG (DACLATASVIR);comprime pellicule;Voir JO du 17/03/17 pour indications therapeutiques remboursables
0000009415286;0;0;0;SHIRE FRANCE;20JUN2018:00:00:00;JO;20JUN2018:00:00:00;OBIZUR 500U;INJ FL+SRG;Voir JO du 20/06/2018 pour indications therapeutiques remboursables
0000009377120;0;0;0;MSD FRANCE;20FEB2018:00:00:00;JO;23FEB2018:00:00:00;SIMPONI 50 MG;solution injectable en seringue preremplie;Voir JO du 20/02/2018 pour indications therapeutiques remboursables : extension d'indication
0000009377137;0;0;0;MSD FRANCE;20FEB2018:00:00:00;JO;23FEB2018:00:00:00;SIMPONI 50 MG;solution injectable en stylo prerempli;Voir JO du 20/02/2018 pour indications therapeutiques remboursables : extension d'indication
0000009419309;0;0;0;FRESENIUS KABI FRANCE;08FEB2017:00:00:00;JO;09FEB2017:00:00:00;PEMETREXED FRESENIUS KABI 100 MG;poudre pour solution a diluer pour perfusion en flacon;Voir JO du 08/02/2017 pour indications therapeutiques remboursables
0000009408197;0;0;0;MSD FRANCE;01MAR2018:00:00:00;CNAMTS;16APR2018:00:00:00;SIVEXTRO 200MG;CPR PELL;Voir JO du 01/03/2018 pour indications therapeutiques remboursables
0000009408205;0;0;0;MSD FRANCE;01MAR2018:00:00:00;CNAMTS;16APR2018:00:00:00;SIVEXTRO 200MG;PERF FL;Voir JO du 01/03/2018 pour indications therapeutiques remboursables
0000009419315;0;0;0;FRESENIUS KABI FRANCE;08FEB2017:00:00:00;JO;09FEB2017:00:00:00;PEMETREXED FRESENIUS KABI 500 MG;poudre pour solution a diluer pour perfusion en flacon;Voir JO du 08/02/2017 pour indications therapeutiques remboursables
0000009428550;0;0;0;PANPHARMA;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;CASPOFUNGINE PAN 50 MG;PERF FL;Voir JO du 01/03/2018 pour indications therapeutiques remboursables
0000009428567;0;0;0;PANPHARMA;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;CASPOFUNGINE PAN 70MG;PERF FL;Voir JO du 01/03/2018 pour indications therapeutiques  pour indications therapeutiques
0000009429302;0;0;0;DR REDDY'S;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;BENDAMUST.RDY 180MG/4ML;FL;Voir JO du 01/03/2018 pour indications therapeutiques remboursables
0000009429779;0;0;0;SANDOZ;01MAR2018:00:00:00;CNAMTS;16APR2018:00:00:00;NEVIRAPINE SDZ LP400MG;CP;
0000009429785;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;01MAR2018:00:00:00;CNAMTS;16APR2018:00:00:00;BOSENTAN SUN 125MG;CPR;
0000009429791;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;01MAR2018:00:00:00;CNAMTS;16APR2018:00:00:00;BOSENTAN SUN 62,5MG;CPR;
0000009432474;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;CASPOFUNGINE SUN 50MG;PERF FL;Voir JO du 01/03/2018 pour indications therapeutiques remboursables
0000009432480;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;CASPOFUNGINE SUN 70MG;PERF FL;Voir JO du 01/03/2018 pour indications therapeutiques remboursables
0000009433189;0;0;0;FRESENIUS KABI FRANCE;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;CASPOFUNGINE FRK 50MG;PERF FL;
0000009433195;0;0;0;FRESENIUS KABI FRANCE;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;CASPOFUNGINE FRK 70MG;PERF FL;
0000009433634;0;0;0;ZENTIVA FRANCE;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;BOSENTAN ZEN 125MG;CPR;
0000009433640;0;0;0;ZENTIVA FRANCE;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;BOSENTAN ZEN 62,5MG;CPR;
0000009413212;0;0;0;OTSUKA PHARMACEUTICAL FRANCE;01FEB2018:00:00:00;JO;02FEB2018:00:00:00;DELTYBA 50 MG;COMPRIME PELLICULE;Voir JO du 01/02/2018 pour indication therapeutique remboursable.
0000009434237;0;0;0;SANDOZ;28JUN2018:00:00:00;JO;28JUN2018:00:00:00;ENTECAVIR SDZ 0,5MG;CPR;
0000009434243;0;0;0;SANDOZ;28JUN2018:00:00:00;JO;28JUN2018:00:00:00;ENTECAVIR SDZ 1MG;CPR;
0000009437916;0;0;0;GEN.ORPH;28JUN2018:00:00:00;JO;28JUN2018:00:00:00;MIGLUSTAT GOH 100MG;GELU;
0000009438028;0;0;0;SHIRE FRANCE;12DEC2018:00:00:00;CNAMTS;04FEB2019:00:00:00;CINRYZE 500U;INJ FL 1;
0000009438324;0;0;0;TAKEDA FRANCE SAS;20JUN2018:00:00:00;JO;20JUN2018:00:00:00;BRIGATINIB TKD 180MG;cpr;Medicaments beneficiant d'une autorisation temporaire d'utilisation de cohorte
0000009438330;0;0;0;TAKEDA FRANCE SAS;20JUN2018:00:00:00;JO;20JUN2018:00:00:00;BRIGATINIB TKD 30MG;cpr;Medicaments beneficiant d'une autorisation temporaire d'utilisation de cohorte
0000009401108;0;0;0;JANSSEN-CILAG;17MAR2017:00:00:00;JO;20MAR2017:00:00:00;OLYSIO 150 MG (SIMEPREVIR);gelules;Voir JO du 17/03/2017 pour indications therapeutiques remboursables
0000009435751;0;0;0;MYLAN SAS;11OCT2018:00:00:00;JO;12OCT2018:00:00:00;ABACAVIR MYL 300MG;CPR;
0000009420442;0;0;0;SWEDISH ORPHAN BIOVITRUM;16FEB2018:00:00:00;JO;22FEB2018:00:00:00;ALPROLIX 250UI;INJ FL+SRG 1;Voir JO du 16/02/2018 pour indication therapeutique remboursable.
0000009402059;0;0;0;TAKEDA;15NOV2018:00:00:00;JO;19NOV2018:00:00:00;ENTYVIO 300 MG;poudre pour solution a diluer pour solution pour perfusion;Voir JO du 10/01/2017 et du 02/08/2018 pour indications therapeutiques remboursables
0000009438608;0;0;0;SHIRE FRANCE;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;FEIBA 50U/ML;INJ FL+FL10ML+BJ;
0000009271781;0;0;0;OCTAPHARMA FRANCE SAS;03JUL2018:00:00:00;JO;09JUL2018:00:00:00;GAMMANORM 165 mg/ml;solution injectable en ampoule de 10 ml (B/1-1,65g);Voir JO du 03/07/2018 pour indications therapeutiques remboursables
0000009275282;0;0;0;OCTAPHARMA FRANCE SAS;03JUL2018:00:00:00;JO;09JUL2018:00:00:00;GAMMANORM 165 mg/ml;solution injectable en ampoule de 10 ml (B/10-16,5g);Voir JO du 03/07/2018 pour indications therapeutiques remboursables
0000009402846;0;0;0;BRISTOL-MYERS SQUIBB;17MAR2017:00:00:00;JO;20MAR2017:00:00:00;DAKLINZA 30 MG (DACLATASVIR);comprime pellicule;Voir JO du 17/03/17 pour indications therapeutiques remboursables
0000009438614;0;0;0;SHIRE FRANCE;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;FEIBA 50U/ML;INJ FL+FL50ML+BJ;
0000009438821;0;0;0;AMGEN SAS;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;AMGEVITA 20MG;INJ SRG 0,4ML;Voir JO du 17/10/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009438838;0;0;0;AMGEN SAS;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;AMGEVITA 40MG;INJ SRG 0,8ML;Voir JO du 17/10/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009438844;0;0;0;AMGEN SAS;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;AMGEVITA 40MG;INJ STY 0,8ML;Voir JO du 17/10/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009439915;0;0;0;AEGERION PHARMACEUTICLAS;09OCT2018:00:00:00;JO;12OCT2018:00:00:00;MYALEPTA 11,3MG;INJ FL2ML;
0000009417664;0;0;0;FRESENIUS KABI FRANCE;14OCT2016:00:00:00;JO;17OCT2016:00:00:00;GEMCITABINE KABI 38 MG/ML;solution a diluer pour perfusion en flacon de 5,26 mL;Voir JO du 14/10/2016 pour indications therapeutiques remboursables
0000009426692;0;0;0;TEVA SANTE;09FEB2018:00:00:00;JO;28FEB2018:00:00:00;EMTRICIT/TENOF.TVC200/245;CP;
0000009430386;0;0;0;MYLAN SAS;09FEB2018:00:00:00;JO;01MAR2018:00:00:00;EFAVIR/EMTRICIT/TENOF.MYL;.;Voir JO du 09/02/2018 pour indication therapeutique remboursable.
0000009432451;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;TIVICAY 10MG;CPR;Voir JO du 09/02/2018 pour indication therapeutique remboursable.
0000009432468;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;TIVICAY 25MG;CPR;Voir JO du 09/02/2018 pour indication therapeutique remboursable.
0000009420459;0;0;0;SWEDISH ORPHAN BIOVITRUM;16FEB2018:00:00:00;JO;21FEB2018:00:00:00;ALPROLIX 3000UI;INJ FL+SRG 1;Voir JO du 16/02/2018 pour indication therapeutique remboursable.
0000009439944;0;0;0;CENTRE SPECIALITES PHARMACEUTI;08NOV2018:00:00:00;JO;08NOV2018:00:00:00;ACID.CARGLUMIQ.WAY 200MG;C.D;
0000009440019;0;0;0;BIOGEN FRANCE SAS;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;IMRALDI 40MG;INJ SRG0,8ML;Voir JO du 17/10/2018 pour indications therapeutiques remboursables et du 31/10/2018
0000009440025;0;0;0;BIOGEN FRANCE SAS;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;IMRALDI 40MG;INJ STYL0,8ML;Voir JO du 17/10/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009440893;0;0;0;SHIRE FRANCE;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;VONVENDI 1300UI;INJ F+F10ML +D;
0000009440901;0;0;0;SHIRE FRANCE;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;VONVENDI 650UI;INJ F+F5ML +D;
0000009422889;0;0;0;INTERCEPT PHARMA LTD;09APR2018:00:00:00;CNAMTS;09APR2018:00:00:00;OCALIVA 10MG;CPR PELLIC;A titre exceptionnel et derogatoire, le dispositif post ATU est applicable a la specialite OCALIVA 10 mg, comprime (code UCD : 9422889)
0000009426947;0;0;0;TEVA SANTE;06MAR2018:00:00:00;JO;13MAR2018:00:00:00;EFAVIR/EMTRICIT/TENOF;TVC;
0000009441042;0;0;0;SHIRE FRANCE;11OCT2018:00:00:00;JO;12OCT2018:00:00:00;TAKHZYRO 300MG/2ML;INJ FL5ML;
0000009431629;0;0;0;ROCHE;23MAY2018:00:00:00;JO;24MAY2018:00:00:00;EMICIZUMAB RCH 150MG/ML;FL 1;
0000009435567;0;0;0;ROCHE;23MAY2018:00:00:00;JO;24MAY2018:00:00:00;EMICIZUMAB RCH 30MG/ML;FL 1;
0000009436414;0;0;0;KYOWA KIRIN PHARMA;31MAY2018:00:00:00;JO;04JUN2018:00:00:00;CRYSVITA 10MG;INJ FL1ML;
0000009436420;0;0;0;KYOWA KIRIN PHARMA;31MAY2018:00:00:00;JO;04JUN2018:00:00:00;CRYSVITA 30MG;INJ FL1ML;
0000009222222;0;0;0;MYLAN SAS;15OCT2015:00:00:00;JO;16OCT2015:00:00:00;AMIKACINE MYLAN 1 G;Poudre pour solution injectable en flacon;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009223078;0;0;0;MERCK SHARP & DOHME-CHIBRET;29APR2009:00:00:00;JO;30DEC2009:00:00:00;DEXAMETHASONE MERCK 20 MG/5 ML;Solution injectable en ampoule;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009223084;0;0;0;MERCK SHARP & DOHME-CHIBRET;29APR2009:00:00:00;JO;30DEC2009:00:00:00;DEXAMETHASONE MERCK 4 MG/1 ML;Solution injectable en ampoule;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009203934;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;PIPERACILLINE MERCK 1 G;Poudre injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009203940;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;PIPERACILLINE MERCK 2 G;Poudre injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009203957;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;PIPERACILLINE MERCK 4 G;Poudre injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009205459;0;0;0;TEVA PHARMA BV;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VINCRISTINE TEVA 1 MG/ML;Solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009218203;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CEFOTAXIME MERCK 1 G;Poudre pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009223109;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;NALOXONE MERCK 0,4 MG/ML;Solution injectable en ampoule;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009224698;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;ETOPOSIDE MYLAN 20 MG/ML;solution a diluer pour perfusion en flacon de 10 ml;
0000009224758;0;0;0;BAYER SANTE;31JAN2017:00:00:00;JO;06FEB2017:00:00:00;KOGENATE BAYER 1000 UI;poudre et solvant pour solution injectable;
0000009224764;0;0;0;BAYER SANTE;31JAN2017:00:00:00;JO;06FEB2017:00:00:00;KOGENATE BAYER 250 UI;poudre et solvant pour solution injectable;
0000009224971;0;0;0;CSL BEHRING GMBH;17FEB2017:00:00:00;JO;22FEB2017:00:00:00;HELIXATE NEXGEN 1000 UI/2.5 ML;poudre et solvant pour solution injectable;
0000009224988;0;0;0;CSL BEHRING GMBH;17FEB2017:00:00:00;JO;22FEB2017:00:00:00;HELIXATE NEXGEN 250 UI/2.5 ML;poudre et solvant pour solution injectable;
0000009224994;0;0;0;CSL BEHRING GMBH;17FEB2017:00:00:00;JO;22FEB2017:00:00:00;HELIXATE NEXGEN 500 UI/2.5 ML;poudre et solvant pour solution injectable;
0000009225918;0;0;0;LFB-BIOMEDICAMENTS;13JUN2017:00:00:00;JO;26JUN2017:00:00:00;FACTANE 100 UI/ml;poudre et solvant pour solution injectable (10 ml);
0000009225930;0;0;0;LFB-BIOMEDICAMENTS;13JUN2017:00:00:00;JO;26JUN2017:00:00:00;FACTANE 100 UI/ml;poudre et solvant pour solution injectable (5 ml);
0000009226473;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CEFALOTINE MERCK 1 G;Poudre pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226496;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CEFAZOLINE MERCK 1 G;Poudre pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226585;0;0;0;MYLAN SAS;20NOV2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE MYLAN 25 MG/50 ML;solution pour perfusion en flacon;
0000009226616;0;0;0;MYLAN SAS;20NOV2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE MYLAN 50 MG/100 ML;solution pour perfusion en flacon;
0000009226763;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;METHYLPREDNISOLONE MERCK 120 MG;Poudre pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226786;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;METHYLPREDNISOLONE MERCK 20 MG;Poudre pour solution en flacon;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226852;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;NALBUPHINE MERCK 20 MG/2 ML;Solution injectable en ampoule;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226929;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TOBRAMYCINE MERCK 25 MG/2,5 ML;Solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226935;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TOBRAMYCINE MERCK 75 MG/1,5 ML;Solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226970;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;VANCOMYCINE MYLAN 125 MG;poudre pour solution pour perfusion (IV);
0000009226987;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;VANCOMYCINE MYLAN 250 MG;poudre pour solution pour perfusion (IV);
0000009227679;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CEFTRIAXONE MERCK 2 G;Poudre pour solution injectable IV;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009227691;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE MYLAN 50 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009227722;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE MYLAN 50 MG/ML;solution pour perfusion en flacon de 5 ml;
0000009228555;0;0;0;FAULDING PHARMACEUTICALS SA;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PAXENE 6 mg/ml;solution a diluer pour perfusion en flacon 25 ml;
0000009228561;0;0;0;FAULDING PHARMACEUTICALS SA;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PAXENE 6 mg/ml;solution a diluer pour perfusion en flacon 5 ml;
0000009232309;0;0;0;SWEDISH ORPHAN INTERNAT. AB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;AMMONAPS 500 mg;comprime;
0000009233208;0;0;0;LFB-BIOMEDICAMENTS;27JUL2010:00:00:00;JO;29JUL2010:00:00:00;IVHEBEX 5000 UI/100 ml;poudre et solvant pour solution pour perfusion;
0000009233220;0;0;0;CHIRON FRANCE;24FEB2015:00:00:00;JO;26FEB2015:00:00:00;PROLEUKIN 18 M UI;poudre pour solution pour perfusion;
0000009233473;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;METHOTREXATE MERCK 2,5 MG/ML;Solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009233533;0;0;0;PFIZER PFE FRANCE;17JAN2019:00:00:00;JO;18JAN2019:00:00:00;ZYVOXID 600 mg;CPR;
0000009233622;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;METHOTREXATE MERCK 50 MG/2 ML;Solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009233697;0;0;0;CEPHALON;29APR2009:00:00:00;JO;30DEC2009:00:00:00;MYOCET 50 mg;Poudre et pre-melanges pour solution a diluer pour dispersion liposomale pour perfusion en flacons;
0000009234053;0;0;0;ORPHAN EUROPE SARL;26SEP2018:00:00:00;JO;01OCT2018:00:00:00;CARBAGLU 200 mg;comprime dispersible;
0000009234248;0;0;0;BAXTER SA;06DEC2017:00:00:00;JO;12DEC2017:00:00:00;ENDOBULINE 10 g;poudre et solvant pour solution injectable en flacon de 200 ml;
0000009235058;0;0;0;SANOFI-AVENTIS FRANCE;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;FABRAZYME 35 mg;poudre pour solution a diluer pour perfusion;
0000009236891;0;0;0;MERCK SHARP & DOHME-CHIBRET;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CRIXIVAN 100 mg;gelule;
0000009409676;0;0;0;MEDAC;27DEC2017:00:00:00;CNAMTS;09JAN2019:00:00:00;BCG-MEDAC;POUDRE ET SOLVANT POUR SUSPENSION POUR ADMINISTRATION INTRAVESICALE;Voir lettre ministerielle BCG MEDAC du 27/12/2017 et 21/12/2018
0000009438643;0;0;0;ARROW GENERIQUES;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;TADALAFIL QVR 20MG;CPR;
0000009438910;0;0;0;ABBVIE;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;KALETRA BUV;FL60ML+SRG2ML;
0000009441645;0;0;0;MYLAN SAS;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;DARUNAVIR MYL 400MG;CPR;Voir JO du 04/01/2019 pour indications therapeutiques remboursables
0000009441651;0;0;0;MYLAN SAS;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;DARUNAVIR MYL 600MG;CPR;Voir JO du 04/01/2019 pour indications therapeutiques remboursables
0000009441668;0;0;0;MYLAN SAS;04JAN2019:00:00:00;JO;04JAN2019:00:00:00;DARUNAVIR MYL 800MG;CPR;
0000009413123;0;0;0;ALEXION  PHARMA FRANCE;29JAN2019:00:00:00;JO;05FEB2019:00:00:00;STRENSIQ 100MG/ML;INJ F0,8ML12;Voir JO du 29/01/2019 pour indications therapeutiques remboursables
0000009413146;0;0;0;ALEXION  PHARMA FRANCE;29JAN2019:00:00:00;JO;05FEB2019:00:00:00;STRENSIQ 40MG/ML;INJ F0,45ML12;Voir JO du 29/01/2019 pour indications therapeutiques remboursables
0000009413152;0;0;0;ALEXION  PHARMA FRANCE;29JAN2019:00:00:00;JO;05FEB2019:00:00:00;STRENSIQ 40MG/ML;INJ FL0,7ML12;Voir JO du 29/01/2019 pour indications therapeutiques remboursables
0000009434214;0;0;0;MYLAN SAS;26SEP2018:00:00:00;JO;01OCT2018:00:00:00;CASPOFUNGINE MYL 50MG;PERF FL;
0000009434220;0;0;0;MYLAN SAS;26SEP2018:00:00:00;JO;01OCT2018:00:00:00;CASPOFUNGINE MYL 70MG;PERF FL;
0000009434444;0;0;0;TEVA SANTE;25JUL2018:00:00:00;JO;27JUL2018:00:00:00;CASPOFUNGINE TVS 50MG;PERF FL1;
0000009434450;0;0;0;TEVA SANTE;25JUL2018:00:00:00;JO;27JUL2018:00:00:00;CASPOFUNGINE TVS 70MG;PERF FL1;
0000009435202;0;0;0;SHIRE FRANCE;12DEC2018:00:00:00;CNAMTS;04FEB2019:00:00:00;ANTITHROMBINA III BAXALTA 500 UI;poudre et solvant pour solution pour perfusion;
0000009299176;0;0;0;PFIZER;03OCT2018:00:00:00;CNAMTS;29OCT2018:00:00:00;MYLOTARG 5MG;PERF FL;
0000009434639;0;0;0;WEP CLINICAL;08NOV2018:00:00:00;JO;08NOV2018:00:00:00;NITISINONE MDK 10MG;GELU;
0000009434645;0;0;0;WEP CLINICAL;08NOV2018:00:00:00;JO;08NOV2018:00:00:00;NITISINONE MDK 2MG;GELU;
0000009434651;0;0;0;WEP CLINICAL;08NOV2018:00:00:00;JO;08NOV2018:00:00:00;NITISINONE MDK 5MG;GELU;
0000009436816;0;0;0;ACCORD HEALTHCARE FRANCE SAS;08NOV2018:00:00:00;JO;08NOV2018:00:00:00;BUSULFAN ACC 6MG/ML;PERF FL;Voir JO du 08/11/2018 pour indications therapeutiques remboursables
0000009438347;0;0;0;MSD FRANCE;22AUG2018:00:00:00;JO;23AUG2018:00:00:00;ONTRUZANT 150MG;PERF FL 1;Voir JO du 22/08/2018 pour indications therapeutiques remboursables
0000009439795;0;0;0;GILEAD SCIENCES;09NOV2018:00:00:00;JO;09NOV2018:00:00:00;BIKTARVY 50/200/25MG;CPR;
