CIM_COD;CIM_LIC;CIM_LIL;MVT_DTE;MVT_ORI;MVT_TYP;CIM_LIC_OLD;TEC_COL
M6080;MYOSITES, NCA - SIEGES MULT.;Autres myosites - Sièges multiples;;;;;0
M6081;MYOSITES, NCA - EPAULE;Autres myosites - Région scapulaire;;;;;0
M6082;MYOSITES, NCA - BRAS;Autres myosites - Bras;;;;;0
M6083;MYOSITES, NCA - AVANT-BRAS;Autres myosites - Avant-bras;;;;;0
M6084;MYOSITES, NCA - MAIN;Autres myosites - Main;;;;;0
M6085;MYOSITES, NCA - BASSIN, CUISSE;Autres myosites - Région pelvienne et cuisse;;;;;0
M6086;MYOSITES, NCA - JAMBE;Autres myosites - Jambe;;;;;0
M6087;MYOSITES, NCA - CHEV., PIED;Autres myosites - Cheville et pied;;;;;0
M6088;MYOSITES, NCA - AUTRES LOC.;Autres myosites - Autres localisations;;;;;0
M6089;MYOSITES, NCA - LOC. SAI;Autres myosites - Siège non précisé;;;;;0
M609;MYOSITE, SAI;Myosite, sans précision;;;;;0
M6090;MYOSITE, SAI - SIEGES MULT.;Myosite, sans précision - Sièges multiples;;;;;0
M6091;MYOSITE, SAI - EPAULE;Myosite, sans précision - Région scapulaire;;;;;0
M6092;MYOSITE, SAI - BRAS;Myosite, sans précision - Bras;;;;;0
M6093;MYOSITE, SAI - AVANT-BRAS;Myosite, sans précision - Avant-bras;;;;;0
M6094;MYOSITE, SAI - MAIN;Myosite, sans précision - Main;;;;;0
M6095;MYOSITE, SAI - BASSIN, CUISSE;Myosite, sans précision - Région pelvienne et cuisse;;;;;0
M6096;MYOSITE, SAI - JAMBE;Myosite, sans précision - Jambe;;;;;0
M6097;MYOSITE, SAI - CHEV., PIED;Myosite, sans précision - Cheville et pied;;;;;0
M6098;MYOSITE, SAI - AUTRES LOC.;Myosite, sans précision - Autres localisations;;;;;0
M6099;MYOSITE, SAI - LOC. SAI;Myosite, sans précision - Siège non précisé;;;;;0
M61;CALCIFICATION ET OSSIFICATION DE MUSCLES;Calcification et ossification de muscles;;;;;0
M610;MYOSITE OSSIFIANTE TRAUMA.;Myosite ossifiante traumatique;;;;;0
M6100;MYOSITE OSSIFIANTE TRAUMA. - SIEGES MULT.;Myosite ossifiante traumatique - Sièges multiples;;;;;0
M6101;MYOSITE OSSIFIANTE TRAUMA. - EPAULE;Myosite ossifiante traumatique - Région scapulaire;;;;;0
M6102;MYOSITE OSSIFIANTE TRAUMA. - BRAS;Myosite ossifiante traumatique - Bras;;;;;0
M6103;MYOSITE OSSIFIANTE TRAUMA. - AVANT-BRAS;Myosite ossifiante traumatique - Avant-bras;;;;;0
M6104;MYOSITE OSSIFIANTE TRAUMA. - MAIN;Myosite ossifiante traumatique - Main;;;;;0
M6105;MYOSITE OSSIFIANTE TRAUMA. - BASSIN, CUISSE;Myosite ossifiante traumatique - Région pelvienne et cuisse;;;;;0
M6106;MYOSITE OSSIFIANTE TRAUMA. - JAMBE;Myosite ossifiante traumatique - Jambe;;;;;0
M6107;MYOSITE OSSIFIANTE TRAUMA. - CHEV., PIED;Myosite ossifiante traumatique - Cheville et pied;;;;;0
M6108;MYOSITE OSSIFIANTE TRAUMA. - AUTRES LOC.;Myosite ossifiante traumatique - Autres localisations;;;;;0
M6109;MYOSITE OSSIFIANTE TRAUMA. - LOC. SAI;Myosite ossifiante traumatique - Siège non précisé;;;;;0
M611;MYOSITE OSSIFIANTE PROGRESSIVE;Myosite ossifiante progressive;;;;;0
M6110;MYOSITE OSSIFIANTE PROGRESSIVE - SIEGES MULT.;Myosite ossifiante progressive - Sièges multiples;;;;;0
M6111;MYOSITE OSSIFIANTE PROGRESSIVE - EPAULE;Myosite ossifiante progressive - Région scapulaire;;;;;0
M6112;MYOSITE OSSIFIANTE PROGRESSIVE - BRAS;Myosite ossifiante progressive - Bras;;;;;0
M6113;MYOSITE OSSIFIANTE PROGRESSIVE - AVANT-BRAS;Myosite ossifiante progressive - Avant-bras;;;;;0
M6114;MYOSITE OSSIFIANTE PROGRESSIVE - MAIN;Myosite ossifiante progressive - Main;;;;;0
M6115;MYOSITE OSSIFIANTE PROGRESSIVE - BASSIN, CUISSE;Myosite ossifiante progressive - Région pelvienne et cuisse;;;;;0
M6116;MYOSITE OSSIFIANTE PROGRESSIVE - JAMBE;Myosite ossifiante progressive - Jambe;;;;;0
M6117;MYOSITE OSSIFIANTE PROGRESSIVE - CHEV., PIED;Myosite ossifiante progressive - Cheville et pied;;;;;0
M6118;MYOSITE OSSIFIANTE PROGRESSIVE - AUTRES LOC.;Myosite ossifiante progressive - Autres localisations;;;;;0
M6119;MYOSITE OSSIFIANTE PROGRESSIVE - LOC. SAI;Myosite ossifiante progressive - Siège non précisé;;;;;0
M612;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES;Calcification et ossification paralytiques de muscles;;;;;0
M6120;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - SIEGES MULT.;Calcification et ossification paralytiques de muscles - Sièges multiples;;;;;0
M6121;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - EPAULE;Calcification et ossification paralytiques de muscles - Région scapulaire;;;;;0
M6122;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - BRAS;Calcification et ossification paralytiques de muscles - Bras;;;;;0
M6123;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - AVANT-BRAS;Calcification et ossification paralytiques de muscles - Avant-bras;;;;;0
M6124;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - MAIN;Calcification et ossification paralytiques de muscles - Main;;;;;0
M6125;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - BASSIN, CUISSE;Calcification et ossification paralytiques de muscles - Région pelvienne et cuisse;;;;;0
M6126;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - JAMBE;Calcification et ossification paralytiques de muscles - Jambe;;;;;0
M6127;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - CHEV., PIED;Calcification et ossification paralytiques de muscles - Cheville et pied;;;;;0
M6128;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - AUTRES LOC.;Calcification et ossification paralytiques de muscles - Autres localisations;;;;;0
M6129;CALCIFICATION ET OSSIF. PARALYTIQUES DE MUSCLES - LOC. SAI;Calcification et ossification paralytiques de muscles - Siège non précisé;;;;;0
M613;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES;Calcification et ossification de muscles associées à des brûlures;;;;;0
M6130;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - SIEGES MULT.;Calcification et ossification de muscles associées à des brûlures - Sièges multiples;;;;;0
M6131;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - EPAULE;Calcification et ossification de muscles associées à des brûlures - Région scapulaire;;;;;0
M6132;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - BRAS;Calcification et ossification de muscles associées à des brûlures - Bras;;;;;0
M6133;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - AVANT-BRAS;Calcification et ossification de muscles associées à des brûlures - Avant-bras;;;;;0
M6134;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - MAIN;Calcification et ossification de muscles associées à des brûlures - Main;;;;;0
M8424;RETARD DE CONSOLIDATION D'UNE FRAC. - MAIN;Retard de consolidation d'une fracture - Main;;;;;0
M8425;RETARD DE CONSOLIDATION D'UNE FRAC. - BASSIN, CUISSE;Retard de consolidation d'une fracture - Région pelvienne et cuisse;;;;;0
M8426;RETARD DE CONSOLIDATION D'UNE FRAC. - JAMBE;Retard de consolidation d'une fracture - Jambe;;;;;0
M8427;RETARD DE CONSOLIDATION D'UNE FRAC. - CHEV., PIED;Retard de consolidation d'une fracture - Cheville et pied;;;;;0
M8428;RETARD DE CONSOLIDATION D'UNE FRAC. - AUTRES LOC.;Retard de consolidation d'une fracture - Autres localisations;;;;;0
M8429;RETARD DE CONSOLIDATION D'UNE FRAC. - LOC. SAI;Retard de consolidation d'une fracture - Siège non précisé;;;;;0
M843;FRAC. PAR SOLLICITATION EXCESSIVE, NCA;Fracture par sollicitation excessive, non classée ailleurs;;;;;0
M8430;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - SIEGES MULT.;Fracture par sollicitation excessive, non classée ailleurs - Sièges multiples;;;;;0
M8431;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - EPAULE;Fracture par sollicitation excessive, non classée ailleurs - Région scapulaire;;;;;0
M8432;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - BRAS;Fracture par sollicitation excessive, non classée ailleurs - Bras;;;;;0
M8433;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - AVANT-BRAS;Fracture par sollicitation excessive, non classée ailleurs - Avant-bras;;;;;0
M8434;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - MAIN;Fracture par sollicitation excessive, non classée ailleurs - Main;;;;;0
M8435;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - BASSIN, CUISSE;Fracture par sollicitation excessive, non classée ailleurs - Région pelvienne et cuisse;;;;;0
M8436;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - JAMBE;Fracture par sollicitation excessive, non classée ailleurs - Jambe;;;;;0
M8437;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - CHEV., PIED;Fracture par sollicitation excessive, non classée ailleurs - Cheville et pied;;;;;0
M8438;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - AUTRES LOC.;Fracture par sollicitation excessive, non classée ailleurs - Autres localisations;;;;;0
M8439;FRAC. PAR SOLLICITATION EXCESSIVE, NCA - LOC. SAI;Fracture par sollicitation excessive, non classée ailleurs - Siège non précisé;;;;;0
M844;FRAC. PATHO., NCA;Fracture pathologique, non classée ailleurs;;;;;0
M8440;FRAC. PATHO., NCA - SIEGES MULT.;Fracture pathologique, non classée ailleurs - Sièges multiples;;;;;0
M8441;FRAC. PATHO., NCA - EPAULE;Fracture pathologique, non classée ailleurs - Région scapulaire;;;;;0
M8442;FRAC. PATHO., NCA - BRAS;Fracture pathologique, non classée ailleurs - Bras;;;;;0
M8443;FRAC. PATHO., NCA - AVANT-BRAS;Fracture pathologique, non classée ailleurs - Avant-bras;;;;;0
M8444;FRAC. PATHO., NCA - MAIN;Fracture pathologique, non classée ailleurs - Main;;;;;0
M8445;FRAC. PATHO., NCA - BASSIN, CUISSE;Fracture pathologique, non classée ailleurs - Région pelvienne et cuisse;;;;;0
M8446;FRAC. PATHO., NCA - JAMBE;Fracture pathologique, non classée ailleurs - Jambe;;;;;0
M8447;FRAC. PATHO., NCA - CHEV., PIED;Fracture pathologique, non classée ailleurs - Cheville et pied;;;;;0
M8448;FRAC. PATHO., NCA - AUTRES LOC.;Fracture pathologique, non classée ailleurs - Autres localisations;;;;;0
M8449;FRAC. PATHO., NCA - LOC. SAI;Fracture pathologique, non classée ailleurs - Siège non précisé;;;;;0
M848;ANOM. DE LA CONTINUITE OSSEUSE, NCA;Autres anomalies de la continuité osseuse;;;;;0
M8480;ANOM. DE LA CONTINUITE OSSEUSE, NCA - SIEGES MULT.;Autres anomalies de la continuité osseuse - Sièges multiples;;;;;0
M8481;ANOM. DE LA CONTINUITE OSSEUSE, NCA - EPAULE;Autres anomalies de la continuité osseuse - Région scapulaire;;;;;0
M8482;ANOM. DE LA CONTINUITE OSSEUSE, NCA - BRAS;Autres anomalies de la continuité osseuse - Bras;;;;;0
M8483;ANOM. DE LA CONTINUITE OSSEUSE, NCA - AVANT-BRAS;Autres anomalies de la continuité osseuse - Avant-bras;;;;;0
M8484;ANOM. DE LA CONTINUITE OSSEUSE, NCA - MAIN;Autres anomalies de la continuité osseuse - Main;;;;;0
M8485;ANOM. DE LA CONTINUITE OSSEUSE, NCA - BASSIN, CUISSE;Autres anomalies de la continuité osseuse - Région pelvienne et cuisse;;;;;0
M8486;ANOM. DE LA CONTINUITE OSSEUSE, NCA - JAMBE;Autres anomalies de la continuité osseuse - Jambe;;;;;0
M8487;ANOM. DE LA CONTINUITE OSSEUSE, NCA - CHEV., PIED;Autres anomalies de la continuité osseuse - Cheville et pied;;;;;0
M8488;ANOM. DE LA CONTINUITE OSSEUSE, NCA - AUTRES LOC.;Autres anomalies de la continuité osseuse - Autres localisations;;;;;0
M8489;ANOM. DE LA CONTINUITE OSSEUSE, NCA - LOC. SAI;Autres anomalies de la continuité osseuse - Siège non précisé;;;;;0
M849;ANOM. DE LA CONTINUITE OSSEUSE, SAI;Anomalie de la continuité osseuse, sans précision;;;;;0
M8490;ANOM. DE LA CONTINUITE OSSEUSE, SAI - SIEGES MULT.;Anomalie de la continuité osseuse, sans précision - Sièges multiples;;;;;0
M8491;ANOM. DE LA CONTINUITE OSSEUSE, SAI - EPAULE;Anomalie de la continuité osseuse, sans précision - Région scapulaire;;;;;0
M8492;ANOM. DE LA CONTINUITE OSSEUSE, SAI - BRAS;Anomalie de la continuité osseuse, sans précision - Bras;;;;;0
M8493;ANOM. DE LA CONTINUITE OSSEUSE, SAI - AVANT-BRAS;Anomalie de la continuité osseuse, sans précision - Avant-bras;;;;;0
M8494;ANOM. DE LA CONTINUITE OSSEUSE, SAI - MAIN;Anomalie de la continuité osseuse, sans précision - Main;;;;;0
M8495;ANOM. DE LA CONTINUITE OSSEUSE, SAI - BASSIN, CUISSE;Anomalie de la continuité osseuse, sans précision - Région pelvienne et cuisse;;;;;0
M8496;ANOM. DE LA CONTINUITE OSSEUSE, SAI - JAMBE;Anomalie de la continuité osseuse, sans précision - Jambe;;;;;0
M8497;ANOM. DE LA CONTINUITE OSSEUSE, SAI - CHEV., PIED;Anomalie de la continuité osseuse, sans précision - Cheville et pied;;;;;0
M8498;ANOM. DE LA CONTINUITE OSSEUSE, SAI - AUTRES LOC.;Anomalie de la continuité osseuse, sans précision - Autres localisations;;;;;0
M8499;ANOM. DE LA CONTINUITE OSSEUSE, SAI - LOC. SAI;Anomalie de la continuité osseuse, sans précision - Siège non précisé;;;;;0
M85;ANOM. DE LA DENSITE ET DE LA STRUCTURE OSSEUSES, NCA;Autres anomalies de la densité et de la structure osseuses;;;;;0
M850;DYSPLASIE FIBREUSE;Dysplasie fibreuse (localisée);;;;;0
M8500;DYSPLASIE FIBREUSE - SIEGES MULT.;Dysplasie fibreuse (localisée) - Sièges multiples;;;;;0
M8501;DYSPLASIE FIBREUSE - EPAULE;Dysplasie fibreuse (localisée) - Région scapulaire;;;;;0
M8502;DYSPLASIE FIBREUSE - BRAS;Dysplasie fibreuse (localisée) - Bras;;;;;0
M8503;DYSPLASIE FIBREUSE - AVANT-BRAS;Dysplasie fibreuse (localisée) - Avant-bras;;;;;0
M8504;DYSPLASIE FIBREUSE - MAIN;Dysplasie fibreuse (localisée) - Main;;;;;0
M8505;DYSPLASIE FIBREUSE - BASSIN, CUISSE;Dysplasie fibreuse (localisée) - Région pelvienne et cuisse;;;;;0
M8506;DYSPLASIE FIBREUSE - JAMBE;Dysplasie fibreuse (localisée) - Jambe;;;;;0
M8507;DYSPLASIE FIBREUSE - CHEV., PIED;Dysplasie fibreuse (localisée) - Cheville et pied;;;;;0
M8508;DYSPLASIE FIBREUSE - AUTRES LOC.;Dysplasie fibreuse (localisée) - Autres localisations;;;;;0
M8509;DYSPLASIE FIBREUSE - LOC. SAI;Dysplasie fibreuse (localisée) - Siège non précisé;;;;;0
M851;OSTEOSE FLUOREE;Ostéose fluorée;;;;;0
M8510;OSTEOSE FLUOREE - SIEGES MULT.;Ostéose fluorée - Sièges multiples;;;;;0
M8511;OSTEOSE FLUOREE - EPAULE;Ostéose fluorée - Région scapulaire;;;;;0
M8512;OSTEOSE FLUOREE - BRAS;Ostéose fluorée - Bras;;;;;0
M8513;OSTEOSE FLUOREE - AVANT-BRAS;Ostéose fluorée - Avant-bras;;;;;0
M8514;OSTEOSE FLUOREE - MAIN;Ostéose fluorée - Main;;;;;0
M8515;OSTEOSE FLUOREE - BASSIN, CUISSE;Ostéose fluorée - Région pelvienne et cuisse;;;;;0
M8516;OSTEOSE FLUOREE - JAMBE;Ostéose fluorée - Jambe;;;;;0
M8517;OSTEOSE FLUOREE - CHEV., PIED;Ostéose fluorée - Cheville et pied;;;;;0
Q059;SPINA BIFIDA, SAI;Spina bifida, sans précision;;;;;0
Q06;MALF. CONG. DE LA MOELLE EP., NCA;Autres malformations congénitales de la moelle épinière;;;;;0
Q060;AMYELIE;Amyélie;;;;;0
Q061;HYPOPLASIE ET DYSPLASIE DE LA MOELLE EP.;Hypoplasie et dysplasie de la moelle épinière;;;;;0
Q062;DIASTEMATOMYELIE;Diastématomyélie;;;;;0
Q063;MALF. CONG. DE LA QUEUE DE CHEVAL, NCA;Autres malformations congénitales de la queue de cheval;;;;;0
Q064;HYDROMYELIE;Hydromyélie;;;;;0
Q068;MALF. CONG. PREC. DE LA MOELLE EP., NCA;Autres malformations congénitales précisées de la moelle épinière;;;;;0
Q069;MALF. CONG. DE LA MOELLE EP., SAI;Malformation congénitale de la moelle épinière, sans précision;;;;;0
Q07;MALF. CONG. DU SYST. NERV., NCA;Autres malformations congénitales du système nerveux;;;;;0
Q070;SYND. D'ARNOLD-CHIARI;Syndrome d'Arnold-Chiari;;;;;0
Q078;MALF. CONG. PREC. DU SYST. NERV., NCA;Autres malformations congénitales précisées du système nerveux;;;;;0
Q079;MALF. CONG. DU SYST. NERV., SAI;Malformation congénitale du système nerveux, sans précision;;;;;0
Q10;MALF. CONG. DES PAUPIERES, DE L'APP. LACRYMAL ET DE L'ORBITE;Malformations congénitales des paupières, de l'appareil lacrymal et de l'orbite;;;;;0
Q100;PTOSIS CONG.;Ptosis congénital;;;;;0
Q101;ECTROPION CONG.;Ectropion congénital;;;;;0
Q102;ENTROPION CONG.;Entropion congénital;;;;;0
Q103;MALF. CONG. DES PAUPIERES, NCA;Autres malformations congénitales des paupières;;;;;0
Q104;ABSENCE ET AGENESIE DE L'APP. LACRYMAL;Absence et agénésie de l'appareil lacrymal;;;;;0
Q105;STENOSE OU RETREC. CONG. DU CANAL LACRYMAL;Sténose ou rétrécissement congénital du canal lacrymal;;;;;0
Q106;MALF. CONG. DE L'APP. LACRYMAL, NCA;Autres malformations congénitales de l'appareil lacrymal;;;;;0
Q107;MALF. CONG. DE L'ORBITE;Malformation congénitale de l'orbite;;;;;0
Q11;ANOPHTALMIE, MICROPHTALMIE ET MACROPHTALMIE;Anophtalmie, microphtalmie et macrophtalmie;;;;;0
Q110;OEIL KYSTIQUE;Oeil kystique;;;;;0
Q111;ANOPHTALMIE, NCA;Autres formes d'anophtalmie;;;;;0
Q112;MICROPHTALMIE;Microphtalmie;;;;;0
Q113;MACROPHTALMIE;Macrophtalmie;;;;;0
Q12;MALF. CONG. DU CRISTALLIN;Malformations congénitales du cristallin;;;;;0
Q120;CATARACTE CONG.;Cataracte congénitale;;;;;0
Q121;LUX. CONG. DU CRISTALLIN;Luxation congénitale du cristallin;;;;;0
Q122;COLOBOME DU CRISTALLIN;Colobome du cristallin;;;;;0
Q123;APHAKIE CONG.;Aphakie congénitale;;;;;0
Q124;SPHEROPHAKIE;Sphérophakie;;;;;0
Q128;MALF. CONG. DU CRISTALLIN, NCA;Autres malformations congénitales du cristallin;;;;;0
Q129;MALF. CONG. DU CRISTALLIN, SAI;Malformation congénitale du cristallin, sans précision;;;;;0
Q13;MALF. CONG. DE LA CHAMBRE ANT. DE L'OEIL;Malformations congénitales de la chambre antérieure de l'oeil;;;;;0
Q130;COLOBOME;Colobome (de l'iris);;;;;0
Q131;ABSENCE D'IRIS;Absence (congénitale) d'iris;;;;;0
Q132;MALF. CONG. DE L'IRIS, NCA;Autres malformations congénitales de l'iris;;;;;0
Q133;OPACITE CONG. DE LA CORNEE;Opacité congénitale de la cornée;;;;;0
Q134;MALF. CONG. DE LA CORNEE, NCA;Autres malformations congénitales de la cornée;;;;;0
Q135;SCLEROTIQUE BLEUE;Sclérotique bleue;;;;;0
Q138;MALF. CONG. DE LA CHAMBRE ANT. DE L'OEIL, NCA;Autres malformations congénitales de la chambre antérieure de l'oeil;;;;;0
Q139;MALF. CONG. DE LA CHAMBRE ANT. DE L'OEIL, SAI;Malformation congénitale de la chambre antérieure de l'oeil, sans précision;;;;;0
Q14;MALF. CONG. DE LA CHAMBRE POST. DE L'OEIL;Malformations congénitales de la chambre postérieure de l'oeil;;;;;0
Q140;MALF. CONG. DU CORPS VITRE;Malformation congénitale du corps vitré;;;;;0
Q141;MALF. CONG. DE LA RETINE;Malformation congénitale de la rétine;;;;;0
Q142;MALF. CONG. DE LA PAPILLE OPTIQUE;Malformation congénitale de la papille optique;;;;;0
Q143;MALF. CONG. DE LA CHOROIDE;Malformation congénitale de la choroïde;;;;;0
Q148;MALF. CONG. DE LA CHAMBRE POST. DE L'OEIL, NCA;Autres malformations congénitales de la chambre postérieure de l'oeil;;;;;0
Q149;MALF. CONG. DE LA CHAMBRE POST. DE L'OEIL, SAI;Malformation congénitale de la chambre postérieure de l'oeil, sans précision;;;;;0
Q15;MALF. CONG. DE L'OEIL, NCA;Autres malformations congénitales de l'oeil;;;;;0
Q150;GLAUCOME CONG.;Glaucome congénital;;;;;0
Q158;MALF. CONG. PREC. DE L'OEIL, NCA;Autres malformations congénitales précisées de l'oeil;;;;;0
Q159;MALF. CONG. DE L'OEIL, SAI;Malformation congénitale de l'oeil, sans précision;;;;;0
Q16;MALF. CONG. DE L'OREILLE AVEC ATTEINTE DE L'AUDITION;Malformations congénitales de l'oreille avec atteinte de l'audition;;;;;0
Q160;ABSENCE CONG. DU PAVILLON DE L'OREILLE;Absence congénitale du pavillon de l'oreille;;;;;0
Q161;ABSENCE, ATRESIE ET RETREC. CONG. DU CONDUIT AUDITIF;Absence, atrésie et rétrécissement congénitaux du conduit auditif (externe);;;;;0
Q162;ABSENCE DE TROMPE D'EUSTACHE;Absence (congénitale) de trompe d'Eustache;;;;;0
Q163;MALF. CONG. DES OSSELETS;Malformation congénitale des osselets;;;;;0
Q164;MALF. CONG. DE L'OREILLE MOY., NCA;Autres malformations congénitales de l'oreille moyenne;;;;;0
Q165;MALF. CONG. DE L'OREILLE INT.;Malformation congénitale de l'oreille interne;;;;;0
Q169;MALF. CONG. DE L'OREILLE AVEC ATTEINTE DE L'AUDITION, SAI;Malformation congénitale de l'oreille (avec atteinte de l'audition), sans précision;;;;;0
Q17;MALF. CONG. DE L'OREILLE, NCA;Autres malformations congénitales de l'oreille;;;;;0
Q170;PAVILLON SURNUMERAIRE;Pavillon surnuméraire;;;;;0
Q171;MACROTIE;Macrotie;;;;;0
Q172;MICROTIE;Microtie;;;;;0
Q173;DEFORM. DE L'OREILLE, NCA;Autres déformations de l'oreille;;;;;0
Q174;ANOM. DE POSITION DE L'OREILLE;Anomalie de position de l'oreille;;;;;0
Q175;OREILLES PROEMINENTES;Oreilles proéminentes;;;;;0
Q178;MALF. CONG. PREC. DE L'OREILLE, NCA;Autres malformations congénitales précisées de l'oreille;;;;;0
Q179;MALF. CONG. DE L'OREILLE, SAI;Malformation congénitale de l'oreille, sans précision;;;;;0
Q18;MALF. CONG. DE LA FACE ET DU COU, NCA;Autres malformations congénitales de la face et du cou;;;;;0
Q180;FISSURE, FISTULE ET KYSTE D'ORIGINE BRANCHIALE;Fissure, fistule et kyste d'origine branchiale;;;;;0
Q1800;KYSTE DE LA QUEUE DU SOURCIL;Kyste de la queue du sourcil;;;;;0
Q1808;FISSURES, FISTULES ET KYSTES D'ORIGINE BRANCHIALE NCA;Autres fissures, fistules et kystes d'origine branchiale;;;;;0
Q181;FISTULE ET KYSTE PREAURICULAIRES;Fistule et kyste préauriculaires;;;;;0
Q182;MALF. D'ORIGINE BRANCHIALE, NCA;Autres malformations d'origine branchiale;;;;;0
Q183;COU PALME;Cou palmé;;;;;0
Q184;MACROSTOMIE;Macrostomie;;;;;0
Q185;MICROSTOMIE;Microstomie;;;;;0
Q186;MACROCHEILIE;Macrochéilie;;;;;0
Q187;MICROCHEILIE;Microchéilie;;;;;0
Q188;MALF. CONG. PREC. DE LA FACE ET DU COU, NCA;Autres malformations congénitales précisées de la face et du cou;;;;;0
Q189;MALF. CONG. DE LA FACE ET DU COU, SAI;Malformation congénitale de la face et du cou, sans précision;;;;;0
Q20;MALF. CONG. DES CAV. ET DES ORIFICES CARD.;Malformations congénitales des cavités et des orifices cardiaques;;;;;0
Q200;TRONC ART. COMMUN;Tronc artériel commun;;;;;0
Q201;VENTRICULE DROIT A DOUBLE ISSUE;Ventricule droit à double issue;;;;;0
Q202;VENTRICULE GAUCHE A DOUBLE ISSUE;Ventricule gauche à double issue;;;;;0
Q203;COMMUNICATION VENTRICULO-AURICULAIRE DISCORDANTE;Communication ventriculo-auriculaire discordante;;;;;0
Q204;VENTRICULE A DOUBLE ISSUE;Ventricule à double issue;;;;;0
N085;GLOMERULOPATHIE AVEC AFF. DISSEMINEES DU TISSU CONJ.;Glomérulopathie au cours d'affections disséminées du tissu conjonctif;;;;;0
N088;GLOMERULOPATHIE AVEC AUTRES MAL. CL. AILL.;Glomérulopathie au cours d'autres maladies classées ailleurs;;;;;0
N10;NEPHRITE TUBULO-INTERST. AIG.;Néphrite tubulo-interstitielle aiguë;;;;;0
N11;NEPHRITE TUBULO-INTERST. CHRON.;Néphrite tubulo-interstitielle chronique;;;;;0
N110;PYELONEPHRITE ASSOCIEE A UN REFLUX;Pyélonéphrite (non obstructive chronique) associée à un reflux;;;;;0
N111;PYELONEPHRITE OBSTRU.;Pyélonéphrite obstructive (chronique);;;;;0
N118;NEPHRITES TUBULO-INTERST. CHRON., NCA;Autres néphrites tubulo-interstitielles chroniques;;;;;0
N119;NEPHRITE TUBULO-INTERST. CHRON., SAI;Néphrite tubulo-interstitielle chronique, sans précision;;;;;0
N12;NEPHRITE TUBULO-INTERST.;Néphrite tubulo-interstitielle, (non précisée comme aiguë ou chronique);;;;;0
N13;UROPATHIE OBSTRU. ET PAR REFLUX;Uropathie obstructive et par reflux;;;;;0
N130;HYDRONEPHROSE AVEC OBSTRU. DE LA JONCTION PYELO-URETERALE;Hydronéphrose avec obstruction de la jonction pyélo-urétérale;;;;;0
N131;HYDRONEPHROSE AVEC RETREC. URETERAL, NCA;Hydronéphrose avec rétrécissement urétéral, non classée ailleurs;;;;;0
N132;HYDRONEPHROSE AVEC OBSTRU. CALCULEUSE RENALE ET URETERALE;Hydronéphrose avec obstruction calculeuse rénale et urétérale;;;;;0
N133;HYDRONEPHROSES, NCA OU SAI;Hydronéphroses, autres et sans précision;;;;;0
N134;HYDRO-URETERE;Hydro-uretère;;;;;0
N135;COUDURE ET RETREC. URETERAL, SANS HYDRONEPHROSE;Coudure et rétrécissement urétéral, sans hydronéphrose;;;;;0
N136;PYONEPHROSE;Pyonéphrose;;;;;0
N137;UROPATHIE ASSOCIEE A UN REFLUX VESICO-URETERAL;Uropathie associée à un reflux vésico-urétéral;;;;;0
N138;UROPATHIES OBSTRU. ET PAR REFLUX, NCA;Autres uropathies obstructives et par reflux;;;;;0
N139;UROPATHIE OBSTRU., SAI;Uropathie obstructive (et par reflux), sans précision;;;;;0
N14;ATTEINTES TUBULO-INTERST. ET TUBUL. DUES A MEDICAM. ET METAUX LOURDS;Atteintes tubulo-interstitielles et tubulaires dues à des médicaments et des métaux lourds;;;;;0
N140;NEPHROPATHIE DUE A UN ANALGESIQUE;Néphropathie due à un analgésique;;;;;0
N141;NEPHROPATHIE DUE A D'AUTRES MEDICAM. ET SUBST. BIOL.;Néphropathie due à d'autres médicaments et substances biologiques;;;;;0
N142;NEPHROPATHIE DUE A UN MEDICAM. OU UNE SUBST. BIOL., SAI;Néphropathie due à un médicament ou une substance biologique, sans précision;;;;;0
