LPP_PRS_IDE;LPP_RED_LIB;LPP_VAL_DTF;LPP_MAX_AGE;LPP_PRS_TYP;LPP_MED_IND;LPP_ARB_CHA;LPP_ARB_SC1;LPP_ARB_SC2;LPP_ARB_SC3;LPP_ARB_SC4;LPP_ARB_SC5;LPP_ARB_SC6;LPP_ARB_SC7;LPP_ARB_SC8;LPP_ARB_SC9;LPP_ARB_BAS;LPP_PRO_COD;LPP_ANC_COD
7823644;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] FONDA;;0;A;O;2;2;5;2;1;1;0;0;0;0;638.000000;;
7823650;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] GBO PRO;;0;A;O;2;2;5;2;1;1;0;0;0;0;639.000000;;
7823667;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] GLEASY GROUP;;0;A;O;2;2;5;2;1;1;0;0;0;0;640.000000;;
7823673;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] HEPHILENS;;0;A;O;2;2;5;2;1;1;0;0;0;0;641.000000;;
7823680;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] K OPTICAL;;0;A;O;2;2;5;2;1;1;0;0;0;0;642.000000;;
7823696;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] K OPTICAL KARA;;0;A;O;2;2;5;2;1;1;0;0;0;0;643.000000;;
7823704;OPTIQUE, VERRE NEUTRE DE CLASSE A OPTILENSES;;0;A;O;2;2;5;1;4;0;0;0;0;0;35.000000;;
7823710;OPTIQUE, VERRE NEUTRE DE CLASSE A OPTISWISS;;0;A;O;2;2;5;1;4;0;0;0;0;0;36.000000;;
7823727;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +8,00 A +12,00] OPTISWISS;;0;A;O;2;2;5;1;1;2;0;0;0;0;717.000000;;
7823733;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE] +8,00 A +12,00] OPTISWISS;;0;A;O;2;2;5;1;1;1;0;0;0;0;739.000000;;
7823740;OPTIQUE, VERRE NEUTRE DE CLASSE A OPTOVISION;;0;A;O;2;2;5;1;4;0;0;0;0;0;37.000000;;
7823756;OPTIQUE, VERRE NEUTRE DE CLASSE A ORANGELIGHT;;0;A;O;2;2;5;1;4;0;0;0;0;0;38.000000;;
7823762;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] LESA FRANCE;;0;A;O;2;2;5;2;1;1;0;0;0;0;644.000000;;
7823779;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] METAOPTICS;;0;A;O;2;2;5;2;1;1;0;0;0;0;645.000000;;
7823785;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] MULTILENS;;0;A;O;2;2;5;2;1;1;0;0;0;0;646.000000;;
7823791;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] OMEGA OPTIX;;0;A;O;2;2;5;2;1;1;0;0;0;0;647.000000;;
7823800;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] OPTIEYES FRANCE;;0;A;O;2;2;5;2;1;1;0;0;0;0;648.000000;;
7823816;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] TOKAI;;0;A;O;2;2;5;2;1;1;0;0;0;0;649.000000;;
7823822;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] VECTEUR;;0;A;O;2;2;5;2;1;1;0;0;0;0;650.000000;;
7823839;OPTIQUE, VERRE NEUTRE DE CLASSE A PACIFIC TRADE;;0;A;O;2;2;5;1;4;0;0;0;0;0;39.000000;;
7823845;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] FONDA;;0;A;O;2;2;5;1;1;2;0;0;0;0;655.000000;;
7823851;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] GBO PRO;;0;A;O;2;2;5;1;1;2;0;0;0;0;656.000000;;
7823868;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] J & J DISTRIB;;0;A;O;2;2;5;1;1;2;0;0;0;0;657.000000;;
7823874;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] LESA FRANCE;;0;A;O;2;2;5;1;1;2;0;0;0;0;658.000000;;
7823880;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] METAOPTICS;;0;A;O;2;2;5;1;1;2;0;0;0;0;659.000000;;
7823897;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] TOKAI;;0;A;O;2;2;5;1;1;2;0;0;0;0;660.000000;;
7823905;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +6,00 A +8,00] VECTEUR;;0;A;O;2;2;5;1;1;2;0;0;0;0;661.000000;;
7823911;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] CONSCIOUS EYEW.;;0;A;O;2;2;5;2;2;3;2;0;0;0;54.000000;;
7823928;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] DIVEL ITALIA;;0;A;O;2;2;5;2;2;3;2;0;0;0;55.000000;;
7823934;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] FONDA;;0;A;O;2;2;5;2;2;3;2;0;0;0;56.000000;;
7823940;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] GBO PRO;;0;A;O;2;2;5;2;2;3;2;0;0;0;57.000000;;
7823957;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] GLEASY GROUP;;0;A;O;2;2;5;2;2;3;2;0;0;0;58.000000;;
7823963;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] HEPHILENS;;0;A;O;2;2;5;2;2;3;2;0;0;0;59.000000;;
7823970;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] K OPTICAL;;0;A;O;2;2;5;2;2;3;2;0;0;0;60.000000;;
7823986;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] K OPTICAL KARA;;0;A;O;2;2;5;2;2;3;2;0;0;0;61.000000;;
7823992;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] LESA FRANCE;;0;A;O;2;2;5;2;2;3;2;0;0;0;62.000000;;
7824000;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] METAOPTICS;;0;A;O;2;2;5;2;2;3;2;0;0;0;63.000000;;
7824017;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] MULTILENS;;0;A;O;2;2;5;2;2;3;2;0;0;0;64.000000;;
7824023;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] OMEGA OPTIX;;0;A;O;2;2;5;2;2;3;2;0;0;0;65.000000;;
7824030;OPTIQUE, VERRE NEUTRE DE CLASSE A RODENSTOCK;;0;A;O;2;2;5;1;4;0;0;0;0;0;40.000000;;
7824046;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] OPTIEYES FRANCE;;0;A;O;2;2;5;2;2;3;2;0;0;0;66.000000;;
7824052;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] TOKAI;;0;A;O;2;2;5;2;2;3;2;0;0;0;67.000000;;
7824069;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] VECTEUR;;0;A;O;2;2;5;2;2;3;2;0;0;0;68.000000;;
7824075;OPTIQUE, VERRE MF CLASSE A, SPH] -2,00 A -4,00] ET CYL (+) >4 FONDA;;0;A;O;2;2;5;1;2;2;0;0;0;0;716.000000;;
7824081;OPTIQUE, VERRE MF CLASSE A, SPH] -2,00 A -4,00] ET CYL (+) >4 GBO PRO;;0;A;O;2;2;5;1;2;2;0;0;0;0;721.000000;;
7824098;OPTIQUE, VERRE MF CLASSE A, SPH] -2,00 A -4,00] ET CYL (+) >4 LESA FRANCE;;0;A;O;2;2;5;1;2;2;0;0;0;0;718.000000;;
7824106;OPTIQUE, VERRE MF CLASSE A, SPH] -2,00 A -4,00] ET CYL (+) >4 TOKAI;;0;A;O;2;2;5;1;2;2;0;0;0;0;719.000000;;
7824112;OPTIQUE, VERRE MF CLASSE A, SPH] -2,00 A -4,00] ET CYL (+) >4 VECTEUR;;0;A;O;2;2;5;1;2;2;0;0;0;0;720.000000;;
7824129;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] DIVEL ITALIA;;0;A;O;2;2;5;2;2;1;0;0;0;0;542.000000;;
7824135;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] FONDA;;0;A;O;2;2;5;2;2;1;0;0;0;0;543.000000;;
7824141;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] GBO PRO;;0;A;O;2;2;5;2;2;1;0;0;0;0;544.000000;;
7824158;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] HEPHILENS;;0;A;O;2;2;5;2;2;1;0;0;0;0;545.000000;;
7824164;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] K OPTICAL;;0;A;O;2;2;5;2;2;1;0;0;0;0;546.000000;;
7824170;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] K OPTICAL KARA;;0;A;O;2;2;5;2;2;1;0;0;0;0;547.000000;;
7824187;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] LESA FRANCE;;0;A;O;2;2;5;2;2;1;0;0;0;0;548.000000;;
7824193;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] MULTILENS;;0;A;O;2;2;5;2;2;1;0;0;0;0;549.000000;;
7824201;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] OMEGA OPTIX;;0;A;O;2;2;5;2;2;1;0;0;0;0;550.000000;;
7824218;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] OPTIEYES FRANCE;;0;A;O;2;2;5;2;2;1;0;0;0;0;551.000000;;
7824224;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] TOKAI;;0;A;O;2;2;5;2;2;1;0;0;0;0;552.000000;;
7824230;OPTIQUE, VERRE MULTIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] VECTEUR;;0;A;O;2;2;5;2;2;1;0;0;0;0;553.000000;;
7824247;OPTIQUE, VERRE NEUTRE DE CLASSE A SENSEE;;0;A;O;2;2;5;1;4;0;0;0;0;0;41.000000;;
7824253;OPTIQUE, VERRE NEUTRE DE CLASSE A SHAMIR FRANCE;;0;A;O;2;2;5;1;4;0;0;0;0;0;42.000000;;
7824260;OPTIQUE, VERRE PROG  B, SPH] -6 A -8] ET CYL (+) [0,25 A 4] CONSCIOUS EYEW.;;0;A;O;2;2;5;2;2;3;2;0;0;0;256.000000;;
7824276;OPTIQUE, VERRE PROG  B, SPH] -6 A -8] ET CYL (+) [0,25 A 4] DIVEL ITALIA;;0;A;O;2;2;5;2;2;3;2;0;0;0;257.000000;;
7824282;OPTIQUE, VERRE PROG  A, SPH [0 A -2,00] ET CYL (+) [0,25 A 4,00] SHAMIR FRANCE;;0;A;O;2;2;5;1;3;2;0;0;0;0;60.000000;;
7824299;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPH POSITIVE ET S <= 2 SHAMIR FRANCE;;0;A;O;2;2;5;1;3;2;0;0;0;0;454.000000;;
7824307;OPTIQUE, VERRE PROG CLASSE A, SPH [0 A -2,00] ET CYL (+) >4 SHAMIR FRANCE;;0;A;O;2;2;5;1;3;2;0;0;0;0;842.000000;;
7824313;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;1;1;1;0;0;0;0;740.000000;;
7824320;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE < -12,00 SHINETIME;;0;A;O;2;2;5;1;1;1;0;0;0;0;358.000000;;
7824336;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE > +12,00 SHINETIME;;0;A;O;2;2;5;1;1;1;0;0;0;0;780.000000;;
7824342;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE] +6,00 A +8,00] SHINETIME;;0;A;O;2;2;5;1;1;1;0;0;0;0;671.000000;;
7824359;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE] -6,00 A -8,00] SHINETIME;;0;A;O;2;2;5;1;1;1;0;0;0;0;273.000000;;
7824365;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPHERE] -8,00 A -12,00] SHINETIME;;0;A;O;2;2;5;1;1;1;0;0;0;0;342.000000;;
7824371;OPTIQUE, VERRE UNIFOC. A, SPH < -12,00 ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;379.000000;;
7824388;OPTIQUE, VERRE UNIFOCAL CLASSE A, SPH POSITIVE ET S > +12,00 SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;827.000000;;
7824394;OPTIQUE, VERRE UNIFOC. A, SPH (+) ET S ENTRE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;718.000000;;
7824402;OPTIQUE, VERRE UNIFOC. A, SPH] -6  A -8 ] ET CYL (+) [0,25 A 4 ] SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;261.000000;;
7824419;OPTIQUE, VERRE UNIFOC. A, SPH] -8 A -12] ET CYL (+) [0,25 A 4] SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;326.000000;;
7824425;OPTIQUE, VERRE UNIFOC. A, SPH < -12,00 ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;1153.000000;;
7824431;OPTIQUE, VERRE UNIFOC. A, SPH] -4,00 A -6,00] ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;1015.000000;;
7824448;OPTIQUE, VERRE UNIFOC. A, SPH] -6,00 A -8,00] ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;1081.000000;;
7824454;OPTIQUE, VERRE UNIFOC. A, SPH] -8,00 A -12,00] ET CYL (+) >4 SHINETIME;;0;A;O;2;2;5;1;1;2;0;0;0;0;1095.000000;;
7824460;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPHERE < -12,00 SHINETIME;;0;A;O;2;2;5;1;3;1;0;0;0;0;370.000000;;
7824477;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPHERE > +12,00 SHINETIME;;0;A;O;2;2;5;1;3;1;0;0;0;0;750.000000;;
7824483;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPHERE] +6,00 A +8,00] SHINETIME;;0;A;O;2;2;5;1;3;1;0;0;0;0;641.000000;;
7824490;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPHERE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;1;3;1;0;0;0;0;706.000000;;
7824508;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPHERE] -6,00 A -8,00] SHINETIME;;0;A;O;2;2;5;1;3;1;0;0;0;0;255.000000;;
7824514;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPHERE] -8,00 A -12,00] SHINETIME;;0;A;O;2;2;5;1;3;1;0;0;0;0;313.000000;;
7824520;OPTIQUE, VERRE PROG  A, SPH < -12,00 ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;386.000000;;
7824537;OPTIQUE, VERRE PROGRESSIF CLASSE A, SPH POSITIVE ET S > +12,00 SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;828.000000;;
7824543;OPTIQUE, VERRE PROG  A, SPH (+) ET S ENTRE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;797.000000;;
7824550;OPTIQUE, VERRE PROG  A, SPH] -4 A -6] ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;198.000000;;
7824566;OPTIQUE, VERRE PROG  A, SPH] -6 A -8] ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;222.000000;;
7824572;OPTIQUE, VERRE PROG A, SPH] -8,00 A -12,00] ET CYL [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;325.000000;;
7824589;OPTIQUE, VERRE PROG CLASSE A, SPHERE < -12,00 ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;1125.000000;;
7824595;OPTIQUE, VERRE PROG  A, SPHERE] -4,00 A -6,00] ET CYL (+) >4 SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;972.000000;;
7824603;OPTIQUE, VERRE PROG  A, SPHERE] -6,00 A -8,00] ET CYL (+) >4 SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;1044.000000;;
7824610;OPTIQUE, VERRE PROG  A, SPHERE] -8,00 A -12,00] ET CYL (+) >4 SHINETIME;;0;A;O;2;2;5;1;3;2;0;0;0;0;1108.000000;;
7824626;OPTIQUE, VERRE NEUTRE DE CLASSE A SHINETIME;;0;A;O;2;2;5;1;4;0;0;0;0;0;43.000000;;
7824632;OPTIQUE, VERRE UNIFOC. B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;53.000000;;
7824649;OPTIQUE, VERRE UNIFOC. B, SPH < -12,00 ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;375.000000;;
7824655;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPH POSITIVE ET S <= 2 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;445.000000;;
7824661;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPH POSITIVE ET S > +12,00 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;774.000000;;
7824678;OPTIQUE, VERRE UNIFOC. B, SPH (+) ET S ENTRE] +6,00 A +8,00] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;641.000000;;
7824684;OPTIQUE, VERRE UNIFOC. B, SPH (+) ET S ENTRE] +2,00 A +4,00] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;517.000000;;
7824690;OPTIQUE, VERRE UNIFOC. B, SPH (+) ET S ENTRE] +4,00 A +6,00] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;588.000000;;
7824709;OPTIQUE, VERRE UNIFOC. B, SPH (+) ET S ENTRE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;710.000000;;
7824715;OPTIQUE, VERRE UNIFOCAL B, SPH] -2 A -4] CYL (+) [0,25 A 4 ] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;122.000000;;
7824721;OPTIQUE, VERRE UNIFOC. B, SPH] -4  A -6 ] ET CYL (+) [0,25 A 4 ] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;191.000000;;
7824738;OPTIQUE, VERRE UNIFOC. B, SPH] -6  A -8 ] ET CYL (+) [0,25 A 4 ] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;259.000000;;
7824744;OPTIQUE, VERRE UNIFOC. B, SPH] -8 A -12] ET CYL (+) [0,25 A 4] SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;310.000000;;
7824750;OPTIQUE, VERRE UNIFOC. B, SPH [0 A -2,00] ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;841.000000;;
7824767;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE < -12,00 SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;370.000000;;
7824773;OPTIQUE, VERRE UNIFOC. B, SPH < -12,00 ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;1152.000000;;
7824780;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE > +12,00 SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;763.000000;;
7824796;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +2,00 A +4,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;509.000000;;
7824804;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +4,00 A +6,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;566.000000;;
7824810;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +6,00 A +8,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;635.000000;;
7824827;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;702.000000;;
7824833;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] 0 A +2,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;441.000000;;
7824840;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] 0 A -2,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;56.000000;;
7824856;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] -2,00 A -4,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;127.000000;;
7824862;OPTIQUE, VERRE UNIFOC. B, SPH] -2,00 A -4,00] ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;908.000000;;
7824879;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] -4,00 A -6,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;196.000000;;
7824885;OPTIQUE, VERRE UNIFOC. B, SPH] -4,00 A -6,00] ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;975.000000;;
7824891;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] -6,00 A -8,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;251.000000;;
7824900;OPTIQUE, VERRE UNIFOC. B, SPH] -6,00 A -8,00] ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;1042.000000;;
7824916;OPTIQUE, VERRE UNIFOCAL CLASSE B, SPHERE] -8,00 A -12,00] SHINETIME;;0;A;O;2;2;5;2;1;1;0;0;0;0;318.000000;;
7824922;OPTIQUE, VERRE UNIFOC. B, SPH] -8,00 A -12,00] ET CYL (+) >4 SHINETIME;;0;A;O;2;2;5;2;1;2;0;0;0;0;1099.000000;;
7824939;OPTIQUE, VERRE PROG  B, SPH [0 A - 2] ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;53.000000;;
7824945;OPTIQUE, VERRE PROG  B, SPH < -12,00 ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;369.000000;;
7824951;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPH POSITIVE ET S <= 2 SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;438.000000;;
7824968;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPH POSITIVE ET S > +12,00 SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;755.000000;;
7824974;OPTIQUE, VERRE PROG CLASSE B, SPH + ET S ENTRE] +2,00 A +4,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;491.000000;;
7824980;OPTIQUE, VERRE PROG CLASSE B, SPH + ET S ENTRE] +4,00 A +6,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;560.000000;;
7824997;OPTIQUE, VERRE PROG CLASSE B, SPH + ET S ENTRE] +6,00 A +8,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;629.000000;;
7825005;OPTIQUE, VERRE PROG  B, SPH (+) ET S ENTRE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;695.000000;;
7825011;OPTIQUE, VERRE PROG  B, SPH] -2 A -4] ET CYL (+) [0,25 A 4] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;120.000000;;
7825028;OPTIQUE, VERRE PROG  B, SPH] -4 A -6] ET CYL (+) [0,25 A 4] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;188.000000;;
7825034;OPTIQUE, VERRE PROG  B, SPH] -6 A -8] ET CYL (+) [0,25 A 4] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;255.000000;;
7825040;OPTIQUE, VERRE PROG B, SPH] -8 A -12] ET CYL (+) [0,25 A 4,00] SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;320.000000;;
7825057;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE [0 A -2,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;55.000000;;
7825063;OPTIQUE, VERRE PROG  B, SPHERE [0 A -2,00] ET CYL (+) >4 SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;805.000000;;
7825070;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE < -12,00 SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;367.000000;;
7825086;OPTIQUE, VERRE PROG CLASSE B, SPHERE < -12,00 ET CYLINDRE (+) >4 SHINETIME;;0;A;O;2;2;5;2;2;3;2;0;0;0;1129.000000;;
7825092;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE > +12,00 SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;763.000000;;
7825100;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE] +2,00 A +4,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;503.000000;;
7825117;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE] +4,00 A +6,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;572.000000;;
7825123;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE] +6,00 A +8,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;639.000000;;
7825130;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE] +8,00 A +12,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;705.000000;;
7825146;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE] 0 A +2,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;436.000000;;
7825152;OPTIQUE, VERRE PROGRESSIF CLASSE B, SPHERE] -2,00 A -4,00] SHINETIME;;0;A;O;2;2;5;2;2;3;1;0;0;0;125.000000;;
