CODE_LPP;LIB_CODE_LPP
1423850;STIMULATEUR PHRENIQUE, INTRADIAPHRAG., SYNAPSE, NEURX DPS RA/4, PILE LITHIUM B/3
1100040;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE, FORFAIT HEBDO 9.2.
1113930;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE, PHASE INITIALE, FORFAIT HEBDO 9.1.
1185421;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE, FORFAIT REDUIT, FORFAIT HEBDO 9.3.
1188684;PPC, APNEE SOMMEIL, PATIENT NON TELEOBSERVE, FORFAIT HEBDO 9.4
2102986;VETEMENT COMPRESSIF, SUPPLEMENT CHAUSSETTE HAUTE, PIED
2103661;VETEMENT COMPRESSIF, SUPPLEMENT GILET SANS MANCHE, CONFECTION POITRINE FEMME
2106719;VETEMENT COMPRESSIF, SUPPLEMENT GILET SANS MANCHE, PATTE SOUS-CUISSE
2112269;VETEMENT COMPRESSIF, GANT OUVERT OU FERME
2122658;VETEMENT COMPRESSIF, SUPPLEMENT GANT OUVERT OU FERME, SEPARATEUR INTERDIGITAL
2123712;VETEMENT COMPRESSIF, SUPPLEMENT GILET SANS MANCHE, MANCHE LONGUE
2126751;VETEMENT COMPRESSIF, SUPPLEMENT GILET SANS MANCHE, MANCHE COURTE
2127733;VETEMENT COMPRESSIF, MITAINE
2130267;VETEMENT COMPRESSIF, MENTONNIERE AVEC BRIDES
2133248;VETEMENT COMPRESSIF, SUPPLEMENT SHORT, JAMBE LONGUE
2134549;VETEMENT COMPRESSIF, CAGOULE
2145493;VETEMENT COMPRESSIF, COLLIER
2151772;VETEMENT COMPRESSIF, SUPPLEMENT GILET SANS MANCHE, CONFORMATEUR STERNAL
2167678;VETEMENT COMPRESSIF, GILET SANS MANCHE
2181945;VETEMENT COMPRESSIF, CHAUSSETTE HAUTE
2185908;VETEMENT COMPRESSIF, SHORT
2190602;VETEMENT COMPRESSIF, SUPPLEMENT, MANCHETTE
2193693;VETEMENT COMPRESSIF, SUPPLEMENT SHORT, JAMBE COURTE
2122121;ORTHESE PLANTAIRE, DU 28 AU 37
2140455;ORTHESE PLANTAIRE, AU-DESSUS DU 37
2158449;ORTHESE PLANTAIRE, MONOBLOC EN RESINE COULEE, MOULAGE DU PIED
2180450;ORTHESE PLANTAIRE, AU-DESSOUS DU 28
2147629;COQUE TALONNIERE AVEC MOULAGE
2105938;COLLIER CERVICAL POUR SOUTIEN MOYEN, REGLABLE EN HAUTEUR
2118823;COLLIER CERVICAL POUR SOUTIEN LEGER
2139009;COLLIER CERVICAL POUR SOUTIEN MOYEN, NON REGLABLE EN HAUTEUR
2193813;"""COLLIER CERVICAL DIT """"MINI-MINERVE"""""""
2104525;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE CORRECTRICE, TOUS PLANS DE L'ESPACE
2104637;COR. ORTHO., MAIN-POIGNET, ATTELLE, EXTENSION MP + POIGNET + POUCE ABDUCTION
2107972;CORRECTION ORTHOPEDIQUE, PIED, ORTHESE STABILISATRICE DE CHEVILLE, PLAN FRONTAL
2109534;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE ARTICULEE SANS CHAUSSURES
2113174;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE RIGIDE SANS CHAUSSURE
2116741;COR. ORTHO., MAIN-POIGNET, ORTHESE DE POSITIONNEMENT, POIGNET-MAIN-DOIGT
2117500;COR. ORTHO., HANCHE, HARNAIS D'ABDUCTION, HANCHE DYSPLASIQUE, ENFANT
2120725;COR. ORTHO., HANCHE, COUSSIN D'ABDUCTION, MEMBRE INFERIEUR, ENFANT
2120790;CORRECTION ORTHOPEDIQUE, PIED VALGUS OU VARUS, ATTELLE CORRECTRICE, L'UNITE
2122138;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE RELEVEUR DE PIED DE SERIE
2122776;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE DIGITALE, FLEXION, SPIRALE
2124338;CORRECTION ORTHOPEDIQUE, GENOU, ATTELLE ET ORTHESE NON ARTICULEE
2124657;CORRECTION ORTHOPEDIQUE, PIED, CHAUSSON MOULE, AVEC REMPLISSAGE, >OU= 35
2126805;CORRECTION ORTHOPEDIQUE, PIED, CHAUSSON MOULE, AVEC REMPLISSAGE, <OU= 34
2128365;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE MP, FLEXION, POUCE ABDUCTION + EXT. IP
2130310;COR. ORTHO., MAIN-POIGNET, ORTHESE DE POSITIONNEMENT, DEVIATION RADIALE
2132303;COR. ORTHO., MAIN-POIGNET, ORTHESE STATIQUE, PALMAIRE
2139943;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE MP, FLEXION, POUCE ABDUCTION
2144980;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE DIGITALE, EXTENSION TYPE CAPENER
2145524;COR. ORTHO., MAIN-POIGNET, ORTHESE DYNAMIQUE, FLEXION MP + EXT.IP
2145984;COR. ORTHO., MAIN-POIGNET, ATTELLE, EXTENSION POIGNET
2149440;COR. ORTHO., MAIN-POIGNET, ATTELLE, FLEXION MP + EXT. POIGNET
2152211;CORRECTION ORTHOPEDIQUE, GENOU, ATTELLE ET ORTHESE ARTICULEE
2152837;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE, REMPLACEMENT CHAUSSURES
2154032;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE MP, EXTENSION
2155965;COR. ORTHO., MAIN-POIGNET, ORTHESE DE POSITIONNEMENT, DEVIATION CUBITALE
2156048;CORRECTION ORTHOPEDIQUE, PIED, CHAUSSON MOULE, SANS REMPLISSAGE, <OU= 34
2156864;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE DIGITALE, EXTENSION ASSISTEE
2159526;COR. ORTHO., MAIN-POIGNET, ORTHESE STATIQUE, POIGNET-MAIN
2161530;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE MONTEE SUR CHAUSSURES
2165194;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE MP, FLEXION
2172449;CORRECTION ORTHOPEDIQUE, GENOU, APPAREIL DE CORRECTION POUR GENU VALGUM
2174460;COR. ORTHO., MAIN-POIGNET, ATTELLE, FLEXION MP + EXT.POIGNET&IP+POUCE ABDUCTION
2179500;CORRECTION ORTHOPEDIQUE, MAIN, ATTELLE DIGITALE, FLEXION
2182710;CORRECTION ORTHOPEDIQUE, PIED, CHAUSSURE A BOUT OUVERT
2182755;COR. ORTHO., MAIN-POIGNET, ORTHESE STATIQUE, POIGNET-RIGIDE
2187439;CORRECTION ORTHOPEDIQUE, HANCHE, ATTELLE D'ABDUCTION
2189800;COR. ORTHO., MAIN-POIGNET, ORTHESE STATIQUE, POIGNET-POUCE
2192630;COR. ORTHO., MAIN-POIGNET, ATTELLE, FLEXION MP + EXT. POIGNET + POUCE ABDUCTION
2197159;COR. ORTHO., MAIN-POIGNET, ORTHESE DYNAMIQUE, EXTENSION MP
2199968;CORRECTION ORTHOPEDIQUE, PIED, ATTELLE CORRECTRICE, UN PLAN DE L'ESPACE
2101107;CHUP EN ABDUCTION, ENFANT, JAPI, JASOUPLE, BENGALE, LA PAIRE
2109238;CHUP, APCFL, DAX, MODELE 1-2-3, LA PAIRE.
2112217;CHUP, APCFL, AIRE, MODELE 1-2, LA PAIRE.
2117048;CHUP EN ABDUCTION A BORD INTERNE CONVEXE, ENFANT, MAYZAUD, LA PAIRE.
2121831;CHUP, PODIABETES COURMAYEUR, NEUT, LA PAIRE
2122316;CHUP EN ABDUCTION, ENFANT, JAPI, JASOUPLE, OLYMPIC, LA PAIRE
2122983;CHUP NEUTRE, ENFANT, JAPI, JASOUPLE, BENGALE, LA PAIRE
2129821;CHUP A BORD INTERNE RECTILIGNE, ENFANT, MAYZAUD, LA PAIRE
2141934;CHUP, PODIABETES CORTINA, NEUT, LA PAIRE
2161500;CHUP, ADULTE, MAYZAUD, PANTORZOTE, LA PAIRE
2166740;CHUT POUR AUGMENTATION DU VOLUME DE L'AVANT-PIED, L'UNITE (201H01.3)
2182614;CHUP, APCFL, DOUAI, MODELE 1-2-3, LA PAIRE.
2183855;CHUT A DECHARGE DE L'AVANT-PIED, L'UNITE (201H01.1)
2187356;CHUT A DECHARGE DU TALON, L'UNITE (201H01.2)
2196680;CHUP NEUTRE, ENFANT, JAPI, JASOUPLE, OLYMPIC, LA PAIRE
2178601;APPAREIL DE MARCHE, MONTAGE
2200393;VERRE BLANC SIMPLE FOYER, <18 ANS, CYLINDRE <OU= +4,00, SPHERE DE -6,00 A +6,00
2200795;OPTIQUE, SYSTEME ANTIPTOSIS ADULTE
2202239;VERRE BLANC MULTIFOCAL OU PROGRESSIF, > OU = 18 ANS, SPHERE H.Z DE -8,00 A +8,00
2203240;VERRE BLANC SIMPLE FOYER, > OU = 18 ANS, SPHERE DE -6,00 A +6,00
2206800;VERRE TEINTE SIMPLE FOYER , < 18 ANS, CYLINDRE > +4,00, SPHERE H.Z -6,00 A +6,00
2210546;MONTURE , < 18 ANS
2212976;VERRE BLANC SIMPLE FOYER, > OU = 18 ANS, CYLINDRE >+4,00,SPHERE DE -6,00 A +6,00
2219381;VERRE TEINTE SIMPLE FOYER, < 18 ANS,CYLINDRE <OU= +4,00,SPHERE H.Z -6,00 A +6,00
2222408;OPTIQUE, FILTRE CHROMATIQUE OU ULTRAVIOLET, < 18 ANS
2223342;MONTURE , > OU = 18 ANS
2226412;VERRE TEINTE SIMPLE FOYER, >OU= 18 ANS,CYLINDRE < OU =+4,00,SPHERE -6,00 A +6,00
2227038;VERRE BLANC MULTIFOCAL OU PROGRESSIF, > OU = 18 ANS, SPHERE DE  -8,00 A +8,00
2227908;SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE, < 6 ANS
2227920;PRISME SOUPLE, < 6 ANS
2234239;VERRE BLANC MULTIFOCAL OU PROGRESSIF, < 18 ANS, SPHERE H.Z DE -8,00 A +8,00
2235776;VERRE BLANC SIMPLE FOYER, > OU = 18 ANS, SPHERE H.Z DE -10,00 A +10,00
2238792;VERRE BLANC MULTIFOCAL OU PROGRESSIF, < 18 ANS, SPHERE H.Z DE -4,00 A +4,00
2238941;VERRE BLANC SIMPLE FOYER, < 18 ANS, CYLINDRE > +4,00, SPHERE DE  -6,00 A +6,00
2240671;VERRE BLANC MULTIFOCAL OU PROGRESSIF, < 18 ANS, SPHERE DE -8,00 A +8,00
2242457;VERRE TEINTE SIMPLE FOYER, < 18 ANS, SPHERE DE -6,00 A +6,00
2243304;VERRE BLANC SIMPLE FOYER, < 18 ANS, SPHERE DE +6,25 A +10,00
2243540;VERRE BLANC SIMPLE FOYER, < 18 ANS, SPHERE DE -6,25 A -10,00
2245036;VERRE BLANC SIMPLE FOYER, < 18 ANS, CYLINDRE > +4,00, SPHERE H.Z -6,00 A +6,00
2245384;VERRE BLANC MULTIFOCAL OU PROGRESSIF, > OU = 18 ANS, SPHERE H.Z DE -4,00 A +4,00
2246716;SUPPLEMENT POUR SPHERES > 20 DIOPTRIES, < 18 ANS
2247905;OPTIQUE, PRISME INCORPORE ADULTE. QUELLE QUE SOIT LA PUISSANCE
2248320;VERRE TEINTE SIMPLE FOYER, < 18 ANS, SPHERE H.Z DE -10,00 A +10,00
2252042;VERRE TEINTE MULTIFOCAL OU PROGRESSIF, >OU= 18 ANS, SPHERE H.Z DE -8,00 A +8,00
2252668;VERRE TEINTE SIMPLE FOYER, > OU= 18 ANS, CYLINDRE >+4,00, SPHERE DE  -6,00/+6,00
2254868;VERRE TEINTE SIMPLE FOYER, >OU=18 ANS,CYLINDRE <OU=+4,OO,SPHERE HZ -6,00 A +6,00
2259245;VERRE  BLANC MULTIFOCAL OU PROGRESSIF, < 18 ANS, SPHERE DE -4,00 A +4,00
2259966;VERRE BLANC SIMPLE FOYER, >OU =18 ANS,CYLINDRE <OU= +4,00, SPHERE -6,00 A +6,00
2261874;VERRE BLANC SIMPLE FOYER, < 18 ANS, SPHERE DE -6,00 A +6,00
2263459;VERRE TEINTE SIMPLE FOYER, > OU = 18 ANS, SPHERE DE -6,25 A -10,00
2264045;VERRE TEINTE MULTI FOCAL OU PROGRESSIF, < 18 ANS, SPHERE DE -4,00 A +4,00
2265330;VERRE TEINTE SIMPLE FOYER, > OU = 18 ANS, SPHERE DE +6,25 A +10,00
2268385;VERRE TEINTE SIMPLE FOYER, < 18 ANS, CYLINDRE > +4,00, SPHERE DE  -6,00 A +6,00
2269025;OPTIQUE,FILTRE D'OCCLUSION PARTIELLE < 6 ANS
2270413;VERRE TEINTE SIMPLE FOYER, <18 ANS, CYLINDRE <OU= +4,00, SPHERE DE -6,00 A +6,00
2273854;VERRE BLANC SIMPLE FOYER, < 18 ANS, SPHERE H.Z DE -10,00 A +10,00
2274109;SUPPLEMENT POUR SPHERES > A 20 DIOPTRIES, > OU = 18 ANS
2280660;VERRE BLANC SIMPLE FOYER, > OU = 18 ANS, SPHERE DE +6,25 A +10,00
2282221;VERRE TEINTE MULTI FOCAL OU PROGRESSIF, < 18 ANS, SPHERE DE -8,00 A +8,00
2282793;VERRE BLANC SIMPLE FOYER, > OU = 18 ANS, SPHERE DE -6,25 A -10,00
2283953;VERRE BLANC SIMPLE FOYER,< 18 ANS,CYLINDRE < OU = +4,00,SPHERE H.Z -6,00 A +6,00
2284527;VERRE BLANC SIMPLE FOYER,>OU= 18 ANS,CYLINDRE <OU=+4,00,SPHERE H.Z -6,00 A +6,00
2287862;OPTIQUE, PRISME INCORPORE ENFANT. QUELLE QUE SOIT LA PUISSANCE
2287916;VERRE TEINTE SIMPLE FOYER, > OU = 18 ANS, SPHERE DE -6,00 A +6,00
2288519;VERRE BLANC SIMPLE FOYER , >OU=18 ANS, CYLINDRE >+4,00, SPHERE H.Z -6,00 A +6,00
2290396;VERRE BLANC MULTIFOCAL OU PROGRESSIF, > OU = 18 ANS, SPHERE DE -4,00 A +4,00
2291088;VERRE TEINTE SIMPLE FOYER, < 18 ANS, SPHERE DE +6,25 A +10,00
2291183;VERRE TEINTE MULTIFOCAL OU PROGRESSIF, > OU = 18 ANS, SPHERE DE -4,00 A +4,00
2295198;VERRE TEINTE MULTIFOCAL OU PROGRESSIF, >OU= 18 ANS, SPHERE H.Z DE -4,00 A +4,00
2295896;VERRE TEINTE SIMPLE FOYER, > OU = 18 ANS, SPHERE H.Z DE -10,00 A +10,00
2297441;VERRE TEINTE SIMPLE FOYER, < 18 ANS, SPHERE DE -6,25 A -10,00
2299180;VERRE TEINTE MULTIFOCAL OU PROGRESSIF, > OU = 18 ANS, SPHERE DE  -8,00 A +8,00
2299523;VERRE TEINTE SIMPLE FOYER , >OU=18 ANS, CYLINDRE >+4,00,SPHERE H.Z -6,00 A +6,00
2251545;LENTILLE DE CONTACT, FORFAIT ANNUEL, PAR OEIL APPAREILLE
2202305;MATERIELS POUR AMBLYOPIE, SYSTEME DE REEDUCATION, LA BOITE DE 20, PETITE TAILLE
2232855;MATERIELS POUR AMBLYOPIE, SYSTEME DE REEDUCATION, LA BOITE DE 20, GRANDE TAILLE
2238958;MATERIEL POUR AMBLYOPIE, < 20 ANS, AIDE VISUELLE OPTIQUE, LOUPE
2247934;MATERIELS POUR AMBLYOPIE, SYSTEME DE REEDUCATION, LA BOITE DE 40, GRANDE TAILLE
2256790;MATERIEL POUR AMBLYOPIE, < 20 ANS, AIDE VISUELLE ELECTRONIQUE, LOUPE, ACHAT
2285136;MATERIELS POUR AMBLYOPIE, SYSTEME DE REEDUCATION, LA BOITE DE 50, PETITE TAILLE
2292030;MATERIELS POUR AMBLYOPIE, SYSTEME DE REEDUCATION, LA BOITE DE 40, PETITE TAILLE
2297866;MATERIELS POUR AMBLYOPIE, SYSTEME DE REEDUCATION, LA BOITE DE 50, GRANDE TAILLE
2297926;MATERIEL POUR AMBLYOPIE, < 20 ANS, AIDE VISUELLE OPTIQUE,VISION DE LOIN OU MIXTE
2335791;AUDIOPROTHESE, APPAREIL DE CLASSE D, > OU = 20 ANS
2341449;AUDIOPROTHESE, BOITIER AVEC ACCESSOIRES, > OU = 20 ANS
2346441;AUDIOPROTHESE, LUNETTES AUDITIVES, > OU = 20 ANS
2351548;AUDIOPROTHESE, APPAREIL DE CLASSE A, > OU = 20 ANS
2369471;AUDIOPROTHESE, APPAREIL DE CLASSE C, > OU = 20 ANS
2383933;AUDIOPROTHESE, APPAREIL DE CLASSE B, > OU = 20 ANS
2316782;AUDIOPROTHESE, APPAREIL DE CLASSE A, < 20 ANS
2355084;AUDIOPROTHESE, APPAREIL DE CLASSE D, < 20 ANS
2355820;AUDIOPROTHESE, APPAREIL DE CLASSE C, < 20 ANS
2392079;AUDIOPROTHESE, LUNETTES AUDITIVES, < 20 ANS
2306832;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, < 2 ANS, EMBOUT
2312927;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, >OU= 2 ANS & < 20 ANS OU CECITE, EMBOUT
2340119;AUDIOPROTHESE, ENTRETIEN & REPARATIONS, ALLOCATION FORFAITAIRE ANNUELLE
2343856;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, MICROPHONE
2344100;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, ECOUTEUR
2349712;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, VIBRATEUR A CONDUCTION OSSEUSE
2352097;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, POTENTIOMETRE
2357338;AUDIOPROTHESE, ENTRETIEN ET REPARATIONS, > OU = 20 ANS, EMBOUT
2325090;IMPLANT COCH OU TRONC CEREBRAL, PROCESSEUR, FORFAIT ANNUEL PILES JETABLES
2326941;IMPLANT COCH OU TRONC CEREBRAL, PROCESSEUR, CHARGEUR ET BATTERIES RECHARGEABLES
2350922;IMPLANT COCH OU TRONC CEREBRAL, PROCESSEUR, FORFAIT ANNUEL ACCESSOIRES
2304997;PROTHESE OSTEO-INTEGREE, PRODITION, PONTO, PROCESSEUR
2326438;PROTHESE OSTEO-INTEGREE, COCHLEAR, BAHA 4, PROCESSEUR.
2330977;PROTHESE OSTEO-INTEGREE, COCHLEAR, BAHA BP110 POWER, PROCESSEUR.
2331043;PROTHESE OSTEO-INTEGREE, COCHLEAR, BAHA, ENTRETIEN ET REPARATIONS, FORFAIT
2340208;PROTHESE OSTEO-INTEGREE, COCHLEAR, BAHA, PROCESSEUR
2441375;PROTHESE DE SEIN, LIQUIDE
2445350;PROTHESE DE SEIN, EN MATERIAU SOLIDE OU DE FORTE VISCOSITE
2447219;PROTHESE DE SEIN, SUPPORT DOUBLE FACE
2471206;AMOENA CONTACT, PROTHESE DE SEIN EXTERNE SOLIDAIRE DU CORPS, AMOENA FRANCE
2404210;CANULE TRACHEALE SIMPLE, EN ACRYLIQUE
2415946;CANULE TRACHEALE PARLANTE A CLAPET, EN CHLORURE DE POLYVINYLE
2426683;CANULE TRACHEALE PARLANTE A CLAPET, EN ACRYLIQUE
2426766;CANULE TRACHEALE SIMPLE, EN ELASTOMERE DE SILICONE
2432880;CANULE TRACHEALE SIMPLE, EN CHLORURE DE POLYVINYLE
2495141;CANULE TRACHEALE PARLANTE A CLAPET, EN ARGENT
2494897;AERATEUR TRANSTYMPANIQUE, STERILE, NON REUTILISABLE, D'UTILISATION PROLONGEE
2499156;AERATEUR TRANSTYMPANIQUE, STERILE, NON REUTILISABLE, D'UTILISATION BREVE
2454024;PROTHESE VOCALE ELECTRONIQUE, A CONDUCTION TRANSCUTANEE, ACHAT
2401654;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, PIEGE A SECRETIONS
2402547;PROTHESE RESPIRATOIRE, SUPPORT ADHESIF, ATOS, REGULAR, PROVOX HME, LES 20.
2406367;PROTHESE RESPIRATOIRE, KIT DE DEMARRAGE DE L'APPAREILLAGE, ATOS, PROVOX HME
2407728;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, CYTUBEMAJOR FENETRE.
2416242;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, PHON, COFFRET BASE PREN2
2419737;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, PHONATOIRE, BOITIER OBTURATEUR
2420002;PROTHESE RESPIRATOIRE, KIT DEMARRAGE APPAREILLAGE, ATOS, PROVOX HME NON PHON.
2420806;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, CYADAPTOR
2422515;PROTHESE RESPIRATOIRE, K7 US.UNIQUE, ATOS, PROVOX HME COMPACT, ECH, 20
2427524;PROTHESE RESPIRATOIRE, CALIBREUR LARYTUBE, ATOS, PROVOX LARYTUBE A BAGUE, 1 TUBE
2427607;PROTHESE RESPIRATOIRE, KIT POUR VALVE AUTOMATIQUE, ATOS, PROVOX HME
2430331;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE,ECH, NON PHON, COFFRET BASE NPREN2
2436606;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, CYGRIPONE STANDARD.
2441004;PROTHESE RESPIRATOIRE, PROTECTEUR DE DOUCHE, ATOS, PROVOX HME.
2444876;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, TRACHEODOUCHE
2447403;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, NON PHON, COFFRET BASE NPREN1
2447834;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, PHON, COFFRET BASE PREN1
2449201;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, CYVALVEFREEDOM
2450894;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, 100 ADHESIFS STANDARDS
2451385;PROTHESE RESPIRATOIRE, SUPPORT ADHESIF, ATOS, PROVOX HME XTRABASE, LES 20.
2451830;PROTHESE RESPIRATOIRE, CALIBREUR LARYTUBE, ATOS, PROVOX LARYTUBE STANDARD,1 TUBE
2458826;PROTHESE RESPIRATOIRE, SUPPORT ADHESIF, ATOS, OPTIDERM, PROVOX HME, LES 20.
2460438;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, NON PHONATOIRE, BOITIER STANDARD
2463431;PROTHESE RESPIRATOIRE, K7 USAGE UNIQUE, ATOS, PROVOX HME, HIFLOW ECH, LES 20
2469273;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, EMBASE RENFORCEE
2471212;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, CYTUBEMAJOR STANDARD.
2472513;PROTHESE RESPIRATOIRE, K7 USAGE UNIQUE, ATOS, PROVOX HME, LES 20
2475902;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, 100 ADHESIFS, SURFACE >OU= 90 CM2
2479573;PROTHESE RESPIRATOIRE, K7 USAGE UNIQUE, ATOS, PROVOX HME, ECH, LES 20
2479580;PROTHESE RESPIRATOIRE, K7 US.UNIQUE, ATOS, PROVOX HME COMPACT, HIFLOW ECH, 20
2482960;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, 3FILTRES+100 ADHESIFS STANDARDS
2486366;PROTHESE RESPIRATOIRE, SUPPORT ADHESIF, ATOS, FLEXIDERM, PROVOX HME, LES 20.
2487549;PROTHESE RESPIRATOIRE,CEREDAS,CYRANOSE,ECH,3FILTRES+100 ADHESIFS >OU=90CM CARRE.
2492450;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, ECH, 3 FILTRES
2498620;PROTHESE RESPIRATOIRE, CALIBREUR LARYTUBE, ATOS, PROVOX LARYTUBE FENETRE, 1 TUBE
2498748;PROTHESE RESPIRATOIRE, CEREDAS, CYRANOSE, CYGRIPONE FENETRE.
2407378;ORTHESE D'AVANCEE MANDIBULAIRE, SOMNOMED, SOMNODENT
2412971;ORTHESE D'AVANCEE MANDIBULAIRE, 3J, OPM4J
2451474;ORTHESE D'AVANCEE MANDIBULAIRE, SOMNOMED, AMO
2455325;ORTHESE D'AVANCEE MANDIBULAIRE, ONIRIS, TALI
2497884;ORTHESE D'AVANCEE MANDIBULAIRE, RESMED, NARVAL ORM
2503780;PROTHESE OCULAIRE PROVISOIRE DE RECOUVREMENT SUR MESURE
2520809;PROTHESE OCULAIRE PROVISOIRE SUR GABARIT
2531807;PROTHESE OCULAIRE DEFINITIVE DE RECOUVREMENT AVEC PRISE D'EMPREINTE
2531894;PROTHESE OCULAIRE PROVISOIRE AVEC PRISE D'EMPREINTE
2538229;PROTHESE OCULAIRE, RENOUVELLEMENT AVEC REPRISE DU CONTRE-TYPE INITIAL
2540338;PROTHESE OCULAIRE ORGANIQUE, REPOLISSAGE
2540829;PROTHESE OCULAIRE RECOUVRT, RENOUVT SANS PRISE EMPREINTE, +REPRISE MAITRE-MODELE
2541450;PROTHESE OCULAIRE PROVISOIRE, TEST DE RECOUVREMENT, TEST DE TOLERANCE
2545070;PROTHESE OCULAIRE, RENOUVELLEMENT AVEC PRISE D'EMPREINTE COMPLEMENTAIRE
2545459;PROTHESE OCULAIRE PALPEBRO-ORBITAIRE, SUR DEVIS
2585460;PROTHESE OCULAIRE DEFINITIVE AVEC PRISE D'EMPREINTE
2590023;VERRE SCLERAL PERMEABLE OXYGENE, LAO, SPOT, RENOUVELLEMENT
2591583;PROTHESE OCULAIRE, RENOUVELLEMENT AVEC PRISE D'EMPREINTE
2593257;VERRE SCLERAL PERMEABLE OXYGENE, LAO, SPOT, PREMIERE MISE
2594044;PROTHESE OCULAIRE DE RECOUVREMENT, RENOUVELLEMENT AVEC PRISE D'EMPREINTE
2575986;PROTHESE FACIALE, SUR DEVIS
2593607;PROTHESES OCULAIRES ET FACIALES, FRAIS D'EXPEDITION ET ACCESSOIRES
2620400;CHAUSSURES ORTHOPEDIQUES SUR MESURE, DE CLASSE B, LA PAIRE
2626614;CHAUSSURE ORTHOPEDIQUE SUR MESURE, DE CLASSE A, PORTEUR DE PILON
2648828;CHAUSSURE ORTHOPEDIQUE SUR MESURE, DE CLASSE B, PORTEUR DE PILON
2689974;CHAUSSURES ORTHOPEDIQUES SUR MESURE, DE CLASSE A, LA PAIRE
2646692;APPAREIL PODO-JAMBIER SPECIAL SUR MOULAGE
2607841;APPAREIL SPECIAL SUR MOULAGE, FORFAIT REPARATIONS
2622059;FORFAIT REPARATIONS, TIGES, PORTEUR DE PILON
2622160;CHAUSSURES ORTHOPEDIQUES & APPAREIL PODO-JAMBIER, FRAIS D'EXPEDITION/ACCESSOIRES
2628145;FORFAIT REPARATIONS, SEMELAGE, PORTEUR DE PILON
2652988;FORFAIT REPARATIONS, TIGES, LA PAIRE
2667062;FORFAIT REPARATIONS, ORTHESES PLANTAIRES, PORTEUR DE PILON
2673559;FORFAIT REPARATIONS, ORTHESES PLANTAIRES, LA PAIRE
2683517;FORFAIT REPARATIONS, SEMELAGE, LA PAIRE
2681257;MOULAGE, QUELLE QUE SOIT LA HAUTEUR
3100156;ENDOPROTHESE AORTIQUE, COOK FRANCE, ZENITH FLEX, ZTRAK, CORPS BIFURQUE
3101316;STENT INTRACRANIEN AUTO-EXPANSIBLE, BALT, LEO+
3102066;IMPLANT D'EMBOLISATION LIQUIDE, MEDTRONIC, ONYX 18 OU ONYX LES 18.
3102072;ENDOPROT CORONAIRE, STENT LIB. ZOTAROLIMUS,MEDTRONIC, RESOLUTE INTEGRITY, 2,5MM
3103864;ENDOPROT.CORONAIRE,STENT LIB.EVEROLIMUS,BOSTON,PROMUS ELEMENT PLUS, DIAM 2,25 MM
3104042;IMPLANT EXOVASCULAIRE DE LIGATURE INTERNE POUR ANEVRYSMES CEREBRAUX, DIT CLIP
3104496;ENDOPROTHESE CORONAIRE DITE STENT, INACTIF, CID, CARBOSTENT CHRONO
