CDM_COD;CDM_LIB;TEC_COL
K736;ENDO-ANEVRYSMORRAPHIE OBLITERANTE ISOLEE ART.DU MEMBRE SUP.;0
K737;ENDO-ANEVRYSMORRAPHIE RECONSTITUTIVE D'UNE ART.DU MBRE SUP.;0
K738;CURE FIST. ART.-VEIN. MEMBRE SUP.SANS RETABL. DE CONTINUITE;0
K739;CURE DE FISTULE ARTERIO-VEINEUSE DU MEMBRE SUPERIEUR AVEC RETABL. DE LA CONTINUITE ARTERIELLE ET SACRIFICE VEINEUX;0
K740;CURE DE FISTULE ARTERIO-VEINEUSE DU MEMBRE SUPERIEUR AVEC RETABLISSEMENT DE LA CONTINUITE ARTERIELLE ET VEINEUSE;0
K741;LIGATURE ISOLEE D'UNE ARTERE PRINCIPALE DU MEMBRE SUP.;0
K742;ABLATION D'UN PONTAGE ARTERIEL D'UN MEMBRE SANS REVASCULARISATION, A CIEL OUVERT;0
K743;ABLATION D'UN PONTAGE ARTERIEL D'UN MEMBRE AVEC REVASCULARISATION, A CIEL OUVERT;0
K745;SCALENOTOMIE OU SCALENECTOMIE;0
K746;RESECTION DE COTE CERVICALE OU D'UNE APOPHYSOMEGALIE DE C7;0
K747;RESECTION DE LA PREMIERE COTE;0
K748;RESECTION DE LA CLAVICULE;0
K750;SUTURE LATERALE D'UNE ARTERE DU MEMBRE INFERIEUR;0
K751;ANGIOPLASTIE D'ELARGISSEMENT ISOLEE ARTERE DU MEMBRE INF.;0
K752;RESECTION-ANASTOMOSE D'UNE ARTERE DU MEMBRE INFERIEUR;0
K753;RESECTION OU MISE A PLAT-GREFFE ARTERE DU MEMBRE INF.;0
K754;EMBOLECTOMIE OU THROMBECTOMIE ARTERIELLE DU MEMBRE INF.;0
K755;RESTAURATION DE L'ARTERE FEMORALE PROFONDE;0
K756;CURE D'ANEVRYSME OU DE STENOSE ANASTOMOTIQUE SUR PROTHESE REVASCULARISANT LE TREPIED FEMORAL;0
K757;ENDARTERIECTOMIE FEMOR. SUP. + OU - ANGIOPLASTIE D'ELARGIS.;0
K758;ENDARTERIECT. FEMORO-POPLITEE + OU - ANGIOPLASTIE D'ELARG.;0
K842;RESECTION DE LA VEINE CAVE SUP. ET/OU D'UN TRONC VEINEUX INNOMINE DANS LE CADRE DE CHIRURGIE MEDIASTINO-PULMONAIRE;0
K843;SUTURE LATERALE DE LA VEINE CAVE SUPERIEURE;0
K844;ANGIOPLASTIE D'ELARGISSEMENT DE LA VEINE CAVE SUPERIEURE;0
K845;THROMBECTOMIE DE LA VEINE CAVE SUPERIEURE PAR ABORD DIRECT;0
K846;THROMBECTOMIE DE LA VEINE CAVE SUPERIEURE PAR ABORD PERIPHERIQUE;0
L276;COLOTOMIE AVEC BIOPSIE EXTEMPORANEE PEROPERATOIRE;0
L445;DESTRUC.OU ABLATION TUMEUR CANAL ANAL /ELECTROCOAGUL., PHOTOCOAGULATION;0
K113;ABLATION CORPS ETRANGERS INTRABRONCHIQUES / VOIE THORACIQUE;0
K114;RESECTION-ANASTOMOSE OU RESECTION ANGULAIRE BRONCHIQUE ISOLEE POUR TUMEUR OU STENOSE;0
K115;PNEUMONECTOMIE;0
K116;PNEUMONECTOMIE AVEC CURAGE GANGLIONNAIRE MEDIASTINAL;0
K117;PLEURO-PNEUMONECTOMIE;0
K118;TOTALISATION APRES EXERESE PARTIELLE DU POUMON;0
K119;LOBECTOMIE PULMONAIRE;0
K120;BILOBECTOMIE PULMONAIRE;0
K121;PLEURO-LOBECTOMIE;0
K122;LOBECTOMIE OU BILOBECTOMIE AVEC RESECTION-ANASTOMOSE OU RESECTION ANGULAIRE BRONCHIQUE;0
K123;RESECTION D'1 SEGMENT PULMONAIRE;0
K124;BRONCHO-ASPIRATION THERAPEUTIQUE;0
K125;RESECTION DE 2 SEGMENTS PULMONAIRES;0
K126;RESECTION DE PLUS DE 2 SEGMENTS PULMONAIRES;0
K127;RESECTIONS ATYPIQUES PULMONAIRES : PERIPHERIQUES OU TUMORECTOMIES;0
K128;RESECTION CAPITONNAGE PULMONAIRE (BULLES D'EMPHYSEME);0
K129;REDUCTION VOLUME PARENCHYMAT.PULMON. (EMPHYSEME SANS BULLE);0
K130;EXERESE POUR BIOPSIE PULMONAIRE PAR THORACOTOMIE;0
K131;EXERESES ELARGIES (LOBECT. OU PNEUMONECT.) POUR TUMEUR BRONCHOPULM.;0
K132;EXERESE BILATERALE EN UN TEMPS : POUMON;0
K133;TRACHEO-BRONCHOSCOPIE AVEC BIOPSIE TRACHEALE OU BRONCHIQUE;0
K134;REMPLACEMENT DE DEUX VALVES;0
K661;ANGIOPLASTIE ELARGISSEMENT ISOLEE AORTE ABDOMIN. OU ILIAQ.;0
K662;RESECTION-ANASTOMOSE AORTE ABDOMIN. OU ILIAQUES PRIMITIVES;0
K234;RESECTION OU PLICATURE DE DIAPHRAGME;0
K235;CURE CHIR. HERNIE DIAPHRAGM. TOUS TYPES PAR VOIE THORACIQ.;0
K236;CHIRURGIE D'ABCES SOUS-PHRENIQUE PAR VOIE THORACIQUE;0
K237;IMPLANTATION DE STIMULATEURS DIAPHRAGMATIQUES OU PHRENIQUES;0
K238;PNEUMOPERITOINE;0
K239;PONCTION PLEURALE A VISEE DIAGNOSTIQUE;0
K240;** S>85 ** ACTE SUPPRIME ** (THORACOCENTESE);0
K241;AUTRES INTERVENTIONS SUR LE THORAX;0
J962;CURAGE SOUS-DIGASTRIQUE, JCM, SUS-OMO-HYOIDIEN BILAT., RECURRENTIEL UNILAT. ET LOBO-ISTHMECTOMIE + GESTE SUR TUMEUR PRIMITIVE ORL;0
J963;CURAGE CERVICAL FONCTIONNEL BILAT. ET LOBO-ISTHMECTOMIE + GESTE SUR TUMEUR PRIMITIVE ORL;0
J964;CURAGE CERVICAL FONCTIONNEL BILAT. RECURRENTIEL UNILAT. ET LOBO-ISTHMECTOMIE + GESTE SUR TUMEUR PRIMITIVE ORL;0
J965;CURAGE CERVICAL FONCTIONNEL RECURRENTIEL BILAT. ET LOBO-ISTHMECTOMIE + GESTE SUR TUMEUR PRIMITIVE ORL;0
J966;CURE DE FISTULE OU DE PHARYNGOSTOME PAR LAMBEAU A DISTANCE;0
J967;EXERESE D'1 TUMEUR DU PROLONGEMENT PHARYNGIEN DE GLANDE PAROTIDE PAR VOIE CERVICO-FACIALE ISOLEE;0
J968;EXERESE D'1 TUMEUR DU PROLONGEMENT PHARYNGIEN DE GLANDE PAROTIDE PAR VOIE CERVICO-FACIALE ET ABORD PHARYNGE;0
J969;REPRISE DE PAROTIDECTOMIE;0
J970;REPRISE DE CERVICOTOMIE POUR HEMOSTASE;0
J971;EXERESE CHIRURGICALE D'1 LIPOMATOSE CERVICALE DE LAUNOIS-BENSAUDE;0
J972;CURAGE CERVICAL RADICAL UNILAT. FONCTIONNEL CONTROLAT. ET LOBO-ISTHMECTOMIE + GESTE SUR TUMEUR PRIMITIVE ORL;0
J973;MYOTOMIE DU CRICO-PHARYNGIEN PAR VOIE EXTERNE;0
J974;REPRISE DE DIVERTICULE PHARYNGO-OESOPHAGIEN;0
J975;DRILL-BIOPSIE GANGLIONNAIRE;0
J976;EXERESE D'UN LYMPHANGIOME CERVICO-FACIAL;0
J977;EXERESE D'UN LYMPHANGIOME CERVICAL + EXTENSION MEDIASTINALE;0
J978;THYROIDECTOMIE TOTALE EN 1 TEMPS+ CURAGE RECURRENTIEL UNILAT.;0
J979;THYROIDECTOMIE TOTALE EN 1 TEMPS+ CURAGE RECURRENTIEL BILAT.;0
J980;THYROIDECTOMIE TOTALE EN 1 TEMPS+ CURAGE RECURRENTIEL UNILAT. ET CURAGE CERVICAL COMPLET UNILAT.;0
J981;THYROIDECTOMIE TOTALE EN 1 TEMPS+ CURAGE RECURRENTIEL BILAT. ET CURAGE CERVICAL COMPLET UNILAT.;0
J982;THYROIDECTOMIE TOTALE EN 1 TEMPS+ CURAGE RECURRENTIEL BILAT. ET CURAGE CERVICAL COMPLET BILAT.;0
K360;POSE ENDOPROTHESE BRONCHIQUE VOIE ENDOSCOPIQUE;0
K361;FERMETURE PERCUTANEE DU CANAL ARTERIEL;0
K362;FERMETURE PERCUTANEE COMMUNIC. INTERAURICULAIRE;0
K363;UNIFOCALISATION PULMONAIRE;0
K227;ABLATION OU ABRASION PLEURALE POUR PNEUMOTHORAX;0
K228;TRAITEMENT CHIRURGICAL CHYLOTHORAX SAUF CANAL THORACIQUE;0
K229;** SU94 ** ACTE SUPPRIME ** (RESECTION DE TUMEUR DE PLEVRE);0
K230;DECAILLOTAGE DE LA PLEVRE;0
K231;THORACOSCOPIE, VIDEOCHIR. A VISEE THERAPEUTIQUE : INSTILATION DE SUBSTANCES IRRITANTES;0
K232;CHIRURGIE DES MALFORMATIONS DU THORAX (THORAX EN ENTONNOIR);0
K233;PHRENOTOMIE PAR VOIE THORACIQUE;0
L520;SPLANCHNICECTOMIE GAUCHE PAR VOIE ABDOMINALE;0
L521;SPLANCHNICECTOMIE DROITE;0
L269;FIBROCOLOSCOPIE TOTALE AVEC BIOPSIE;0
L270;AUTRES ACTES DIAGNOSTIQUES SUR LE COLON;0
L271;FIBROCOLOSCOPIE TOTALE AVEC POLYPECTOMIE;0
L272;ENDOSCOPIE PEROPERATOIRE AU COURS D'UNE COLOTOMIE;0
L273;FIBROCOLOSCOPIE MOYENNE SANS BIOPSIE, ANGLE GAUCHE FRANCHI;0
L274;FIBROCOLOSCOPIE MOYENNE AVEC BIOPSIE, ANGLE GAUCHE FRANCHI;0
L275;FIBROCOLOSCOPIE MOYENNE AVEC POLYPECTOMIE;0
K364;REPARATION DIRECTE FISTULE OESO-TRACHEALE SANS RESECTION DE TRACHEE;0
K365;REPARATION DIRECTE FISTULE OESO-TRACHEALE AVEC RESECTION DE TRACHEE;0
K366;EXCLUSION D'UNE FISTULE OESO-TRACHEALE;0
K367;PNEUMOTOMIE;0
K368;SPELEOTOMIE PULMONAIRE;0
K369;PNEUMONECTOMIE ELARGIE A LA PAROI;0
K370;PNEUMONECTOMIE ELARGIE AUX GROS VAISSEAUX;0
K371;PNEUMONECTOMIE ELARGIE AU COEUR;0
K372;PNEUMONECTOMIE ELARGIE A L'OESOPHAGE;0
K373;PNEUMONECTOMIE ELARGIE AU DIAPHRAGME;0
K374;EXERESE TUMEUR PULMONAIRE BILAT. PAR 2 VOIES D'ABORD;0
K375;** S>85 ** ACTE SUPPRIME ** (DESOBSTRUCTION D'ARTERE CORONAIRE DE TOUS TYPES SOUS C.E.C. (SI ISOLEE));0
K376;** S>85 ** ACTE SUPPRIME ** (DESOBSTRUCTION D'ARTERE CORONAIRE DE TOUS TYPES SOUS C.E.C. (SI ASSOCIEE));0
K377;TRANSPLANTATION MONOPULMONAIRE SANS C.E.C.;0
K378;TRANSPLANTATION BIPULMONAIRE SEQUENTIELLE + OU - C.E.C.;0
K379;TRANSPLANT. BIPULMONAIRE MONOBLOC + REVASCULARISATION + C.E.C.;0
K380;PONTAGE VEINEUX AORTO-CORONAR. D'1 SEULE ARTERE CORONAIRE;0
L198;EXTRACTION ENDOSCOPIQUE DE CORPS ETRANGERS : ESTOMAC;0
L199;** SU94 ** ACTE SUPPRIME ** (HEMOSTASE ENDOSCOPIQUE : ESTOMAC);0
L200;GASTROSTOMIE ENDOSCOPIQUE;0
L201;DESTRUCTION ENDOSCOP.TUMEUR GASTRIQUE /PHOTOCOAG.AU LASER;0
L202;DUODENOSCOPIE AVEC BIOPSIE;0
L203;HEMOSTASE SOUS ENDOSCOPIE : DUODENUM;0
L204;EXCISION SOUS ENDOSCOPIE : DUODENUM;0
L205;DUODENOSCOPIE SANS BIOPSIE;0
L206;DUODENOSCOPIE AVEC POLYPECTOMIE;0
L207;DUODENOTOMIE EXPLORATRICE;0
L208;DUODENOTOMIE POUR HEMOSTASE LOCALE, EXCISION OU DESTRUCTION DE TUMEUR;0
L209;TRAITEMENT D'UN DIVERTICULE DU DUODENUM;0
L210;SUTURE D'UNE PLAIE OU D'UNE PERFORATION DUODENALE;0
L211;FISTULISATION DIRIGEE DU DUODENUM;0
L212;DUODENOPLASTIE;0
L213;RESECTION DUODENALE POUR TUMEUR MALIGNE;0
L214;DIVERSION DUODENALE TOTALE;0
L215;JEJUNOSCOPIE SANS BIOPSIE;0
L216;** S>85 ** ACTE SUPPRIME ** (ENTEROSCOPIE AVEC BIOPSIE);0
L217;KYSTO-DUODENOSTOMIE ENDOSCOPIQUE;0
L218;JEJUNOSCOPIE AVEC BIOPSIE;0
L219;ILEOSCOPIE SANS BIOPSIE;0
L220;ILEOSCOPIE AVEC BIOPSIE;0
K711;LIBERATION SIMPLE ARTERE DIGESTIVE POUR COMPRES. EXTRINS.;0
K712;PONTAGE AORTO-HEPATIQUE;0
K713;PONTAGE AORTO-MESENTERIQUE SUPERIEUR;0
K714;AUTRES PONTAGES D'UNE ARTERE DIGESTIVE;0
K715;REIMPLANTATION DIRECTE D'UNE ARTERE DIGESTIVE DANS L'AORTE;0
K716;REVASCUL. ART. MESENTER. INF. AU COURS CHIR. AORTO-ILIAQUE;0
K717;ENDARTERIECTOMIE ARTERE DIGESTIVE PAR CLAMPAGE ARTERIEL SIMPLE OU CLAMPAGE DE L'AORTE;0
K718;ENDARTERIECTOMIE ARTERE(S) DIGESTIVE(S) / VOIE ENDO-AORTIQ.;0
K719;LIGATURE ISOLEE D'UNE ARTERE DIGESTIVE;0
K720;LIGATURE ISOLEE D'UNE ARTERE ILIAQUE INTERNE;0
K721;REVASCUL. ART. ILIAQ. INT. AU COURS CHIR. AORTO-ILIAQUE;0
K722;REVASCULARISATION ISOLEE D'UNE ARTERE ILIAQUE INTERNE;0
K723;REVASCULARISATION ARTERIELLE DISTALE POUR IMPUISS. SEXUELLE;0
K786;EVEINAGE SAPHENE INTERNE UNILATERAL;0
K787;EVEINAGE SAPHENE INTERNE BILATERAL;0
K788;EVEINAGE SAPHENE EXTERNE UNILATERAL;0
K789;EVEINAGE SAPHENE EXTERNE BILATERAL;0
K790;EXERESE DE PAQUETS VEINEUX SUPERFICIELS DES MEMBRES;0
K791;SCLEROSE PEROPERATOIRE DE VARICES DES MEMBRES;0
K792;INTERVENTION POUR RECIDIVE DE VARICES DES MEMBRES;0
K793;SUPPRES. VEINE PERFORANTE MEMBRES / VOIE SOUS-APONEVROTIQ.;0
K794;PRELEV. VEINE SUPERF. DES MEMBRES POUR GREFFE ARTERIELLE;0
K795;PREPARATION DE LA VEINE POUR PONTAGE IN SITU;0
K796;INTERVENTION SUR PHLEBECTASIE JUGULAIRE;0
K797;MISE EN PLACE D'UN CATHETER JUGULAIRE INTERNE;0
K798;DENUDATION DE VEINE JUGULAIRE INTERNE POUR CATHETER TUNELISE;0
K799;MISE EN PLACE D'UN CATHETER SOUS-CLAVIER;0
K800;LIGATURE ISOLEE DE VEINE PROFONDE DU MEMBRE SUPERIEUR OU DU COU;0
K801;THROMBECTOMIE DE VEINE PROFONDE DU MEMBRE SUPERIEUR OU DU COU;0
K802;ANGIOPLASTIE VEINE PROFONDE DU MEMBRE SUPERIEUR OU DU COU;0
K803;SUTURE LATERALE DE VEINE PROFONDE DU MEMBRE SUPERIEUR;0
K804;RESECTION-ANAST., RESECTION-GREFFE OU PONTAGE VEINE PROFONDE MEMB.SUP.;0
K805;LIGATURE ISOLEE DE VEINE PROFONDE DU MEMBRE INFERIEUR;0
K806;THROMBECTOMIE DE VEINE PROFONDE DU MEMBRE INFERIEUR;0
K807;ANGIOPLASTIE VEINE PROFONDE DU MEMBRE INFERIEUR;0
K808;SUTURE LATERALE VEINE PROFONDE DU MEMBRE INFERIEUR;0
K809;RESECTION-GREFFE DE VEINE PROFONDE DU MEMBRE INFERIEUR;0
K810;PONTAGE OU TRANSPOSITION DE VEINE PROFONDE DU MEMBRE INFERIEUR;0
L221;TRAITEMENT ENDOSCOPIQ.TUMEUR DUODENALE / PHOTOCOAG.AU LASER;0
L222;KYSTO-GASTROSTOMIE ENDOSCOPIQUE;0
L223;COLECTOMIE TOTALE AVEC ANASTOMOSE ILEO-RECTALE;0
L224;COLECTOMIE TOTALE SANS ANASTOMOSE ILEO-RECTALE;0
L225;** SU94 ** ACTE SUPPRIME ** (ENTEROTOMIE AVEC BIOPSIE EXTEMPORANEE PER-OPERATOIRE);0
L226;ENTEROTOMIE SANS BIOPSIE;0
L361;RESECTION DU RECTUM + ABAISSEMENT RETRORECTAL ET TRANSANAL DU COLON;0
L362;RESECTION DU RECTUM SANS RETABLISSEMENT DE LA CONTINUITE;0
K847;RESECTION-GREFFE OU PONTAGE VEINE CAVE SUPERIEURE;0
K848;MISE EN PLACE D'UNE CHAMBRE DE PERFUSION PAR VOIE SOUS-CLAVIERE;0
K849;ABLATION D'UN SITE IMPLANTABLE DE CHIMIOTHERAPIE;0
K850;ANASTOMOSE PORTO-CAVE TRONCULAIRE TERMINO-LATERALE;0
K851;ANASTOMOSE PORTO-CAVE TRONCUL. LATERO-LATERALE + OU - INTERPOSIT.;0
K852;ANASTOMOSE MESENTERICO-CAVE DIRECTE;0
K853;ANAST. MESENTERICO-CAVE + RETOURNEMENT VEINE CAVE OU ILIAQUE;0
K854;ANASTOMOSE MESENTERICO-CAVE AVEC INTERPOSITION;0
K855;ANASTOMOSE SPLENO-RENALE CENTRALE AVEC SPLENECTOMIE;0
K856;ANAST. SPLENO-RENALE LATERO-LATERALE + OU - DECONNEXION;0
K857;ANAST. SPLENO-RENALE LATERO-LATERALE + OU - INTERPOSITION;0
K858;ANASTOMOSE RENO-PORTE;0
K859;ANASTOMOSE MESENTERICO- OU PORTO-ATRIALE;0
K860;AUTRE ANASTOMOSE PORTO-SYSTEMIQUE TRONCULAIRE;0
K861;ANASTOMOSE CORONARO-CAVE;0
K862;AUTRE ANASTOMOSE PORTO-CAVE RADICULAIRE;0
K863;THROMBECTOMIE DE LA VEINE PORTE ET/OU D'1 DE SES BRANCHES D'ORIGINE;0
K864;LIGATURE DE LA VEINE PORTE ET/OU D'1 DE SES BRANCHES D'ORIGINE;0
K865;CHIRURGIE DIRECTE DES VARICES OESOPHAGIENNES;0
K866;DERIVATION PERITONEO-JUGULAIRE;0
K867;CATHETERISME DU CANAL THORACIQUE;0
K868;FISTULISATION DU CANAL THORACIQUE;0
K869;FERMETURE DE FISTULE DU CANAL THORACIQUE;0
K870;LIGATURE ISOLEE CANAL THORACIQUE PAR VOIE CERVICALE;0
K871;LIGATURE ISOLEE CANAL THORACIQUE PAR VOIE THORACIQUE;0
K872;ANASTOMOSE LYMPHO-VEINEUSE;0
K873;** SU96 ** ACTE SUPPRIME ** (TRANSPLANTATION D'EPIPLOON POUR LYMPHOEDEME);0
L135;CURE REFLUX GASTRO-OESOPHAGIEN ET/OU HERNIE HIATALE / VOIE ABDOM.;0
L136;CURE REFLUX GASTRO-OESOPHAGIEN ET/OU HERNIE HIATALE /VOIE THORACIQUE;0
L137;CURE DE RECIDIVE DE HERNIE HIATALE PAR VOIE ABDOMINALE;0
J926;CURAGE CERVICAL RADICAL UNILAT. ET FONCTIONNEL CONTROLATERAL ET SOUS-MENTO-SOUS-MAXILLAIRE BILAT. ISOLE;0
J927;CURAGE CERVICAL FONCTIONNEL ET SOUS-MENTO-SOUS-MAXIL. BILAT. ISOLE;0
J928;CURAGE CERV. RADICAL UNILAT.ET FONCTION. CONTROLAT. POST-COBALT ISOLE;0
J929;CURAGE CERVICAL FONCTIONNEL BILATERAL POST-COBALT ISOLE;0
J930;CURAGE SOUS-MENTONNIER BILAT. + GESTE SUR TUMEUR PRIMITIVE ORL;0
J931;CURAGE SOUS-MAXILLAIRE BILAT.+ GESTE SUR TUMEUR PRIMITIVE ORL;0
J932;CURAGE SOUS-MENTO-SOUS-MAXIL. BILAT.+ GESTE SUR TUMEUR PRIMITIVE ORL;0
L648;CURE FENTE CONGENIT. LARYNGO-TRACHEO-PHAR.-OESOPHAG. CERV.;0
L649;CURE DE FENTE CONGENITALE LARYNGO-TRACHEO-PHARYNGO-OESOPHAGIENNE CERVICO-THORACIQUE;0
L650;CURE DE RETRECISSEMENT CONGENITAL DE L'OESOPHAGE;0
N020;COELIOSCOPIE APPAREIL URINAIRE;0
N021;RETROPERITONEOSCOPIE;0
N022;NEPHRECTOMIE SOUS VIDEO-ENDOSCOPIE;0
N023;EXERESE DE RESIDUS EMBRYONNAIRES OU DE GONADE SOUS VIDEOENDOS.;0
N024;ABLATION LITHIASE ENDO-URETERALE SOUS VIDEO-ENDOSCOPIE;0
N025;CURE DE VARICOCELE SOUS VIDEO-ENDOSCOPIE;0
N026;CURAGE GANGLIONNAIRE PELVIEN UNILAT. SOUS VIDEO-ENDOSCOPIE;0
N027;CURAGE GANGLIONNAIRE PELVIEN BILAT. SOUS VIDEO-ENDOSCOPIE;0
L167;** SU94 ** ACTE SUPPRIME ** (ANASTOMOSE OESO-DUODENALE AVEC INTERPOSITION D'UNE ANSE GRELE APRES GASTRECTOMIE TOTALE);0
L168;** SU94 ** ACTE SUPPRIME ** (GASTRO-JEJUNOSTOMIE);0
L169;ANASTOMOSE GASTRO-JEJUNALE;0
L170;** SU92 ** ACTE SUPPRIME. ERREUR D'IMPRESSION. VOIR ERRATUM DU CDAM 1991 (N131) ** (TRANSPLANTECTOMIE RENALE);0
L171;** SU92 ** ACTE SUPPRIME. ERREUR D'IMPRESSION. VOIR ERRATUM DU CDAM 1991 (N187) ** (ENDO-URETERO-PYELOTOMIE);0
L172;** SU94 ** ACTE SUPPRIME ** (OESOPHAGECTOMIE TOTALE ET PLASTIE GASTRIQUE PAR VOIE MEDIANE DROITE, AVEC ANASTOMOSE DANS LE THORAX);0
L173;PLASTIE GASTRIQUE RETROSTERNALE ANASTOMOSEE AU COU+ANAST. OESO-JEJUNALE;0
L277;COLOTOMIE SANS BIOPSIE;0
L278;COLOTOMIES ETAGEES;0
L279;COLOTOMIES POUR EXCISION LOCALE OU DESTRUCTION DE TUMEURS+HEMOSTASE;0
L280;COLOSTOMIE LATERALE;0
L281;COLOSTOMIE TERMINALE;0
L282;COLOSTOMIE CONTINENTE PAR LAMBEAU MUSCULAIRE LISSE;0
L283;COLOSTOMIE AVEC PROTHESE;0
L284;COLOSTOMIE S.A.I.;0
L285;TRAITEMENT D'UNE EVENTRATION PERISTOMIALE DE COLOSTOMIE;0
L286;TRAITEMENT STENOSES ET PROLAPSUS DE COLOST. PAR ABORD LOCAL;0
L287;TRAITEMENT STENOSES ET PROLAPSUS DE COLOST. PAR LAPAROTOMIE;0
L288;REFECTION DE COLOSTOMIE;0
L289;** SU92 ** ACTE SUPPRIME. ERREUR D'IMPRESSION. VOIR ERRATUM DU CDAM 1991 (N383) ** (PROSTATO-CYSTECTOMIE TOTALE POUR CANCER DE LA VESSIE);0
L290;** SU94 ** ACTE SUPPRIME ** (COLECTOMIE SEGMENTAIRE AVEC ANASTOMOSE);0
L291;** SU94 ** ACTE SUPPRIME ** (COLECTOMIE SEGMENTAIRE SANS ANASTOMOSE);0
L292;** SU94 ** ACTE SUPPRIME ** (HEMICOLECTOMIE GAUCHE);0
L293;** SU94 ** ACTE SUPPRIME ** (HEMICOLECTOMIE DROITE);0
L294;** SU94 ** ACTE SUPPRIME ** (COLECTOMIE ELARGIE POUR CANCER);0
L295;** SU94 ** ACTE SUPPRIME ** (RESECTION COLO-RECTALE SANS LIBERATION DE L'ANGLE GAUCHE);0
L296;** SU94 ** ACTE SUPPRIME ** (RESECTION COLO-RECTALE AVEC LIBERATION DE L'ANGLE GAUCHE);0
L297;** SU94 ** ACTE SUPPRIME ** (COLECTOMIE TOTALE S.A.I);0
L298;RESECTION ILEO-CAECALE;0
L299;RETABLISSEMENT DE CONTINUITE APRES OPERATION DE HARTMANN;0
L300;** S>85 ** ACTE SUPPRIME ** (ANASTOMOSE COLIQUE AUTRE ET SAI);0
L378;HEMOSTASE PERENDOSCOPIQUE : RECTUM;0
L379;DILATATION DE STENOSE DU RECTUM PAR VOIE ENDOSCOPIQUE;0
L380;EXTRACTION NON ENDOSCOPIQUE DE CORPS ETRANGER DU RECTUM;0
L381;SUTURE D'UNE PLAIE RECTALE PAR VOIE HAUTE;0
L382;TRAITEMENT DE STENOSE RECTALE PAR INCISION OU DILATATION;0
L383;CURE CHIR. D'UNE FISTULE RECTALE PAR COLOSTOMIE;0
L384;CURE CHIR. FISTULE RECTALE PAR DRAINAGE LOCAL : VOIE BASSE PERINEALE;0
K242;EXPLOR. ELECTROPHYSIOLOGIQUE VOIE TRANSOESOPHAGIENNE;0
K709;EMBOLECT. OU THROMBECTOMIE ART. DIGEST. / ABORD ART. DIRECT;0
K710;EMBOLECT. OU THROMBECTOMIE ART. DIGEST. / VOIE ENDO-AORTIQ.;0
J460;** SU94 ** ACTE SUPPRIME ** (LARYNGECTOMIE PARTIELLE VERTICALE LIMITEE);0
J461;** SU94 ** ACTE SUPPRIME ** (LARYNGECTOMIE PARTIELLE VERTICALE ETENDUE);0
J462;LARYNGECTOMIE PARTIELLE SUPRAGLOTTIQUE;0
J463;LARYNGECTOMIE PARTIELLE SUPRAGLOTTIQUE ETENDUE A LA BASE DE LANGUE;0
J464;** SU94 ** ACTE SUPPRIME ** (LARYNGECTOMIE SUBTOTALE RECONSTRUCTIVE);0
J465;LARYNGECTOMIE TOTALE;0
J466;** SU94 ** ACTE SUPPRIME ** (LARYNGECTOMIE TOTALE ETENDUE (AVEC CURAGE));0
J467;AUTRES PROCEDES DE LARYNGECTOMIE (EVISCERATION, ETC.);0
J468;ARYTENOIDECTOMIE OU CORDECTOMIE AU LASER PAR VOIE ENDOSCOPIQUE;0
J469;** S>87 ** ACTE SUPPRIME ** (EXERESE DE LESION LARYNGEE S.A.I.);0
J470;EXTRACTION CORPS ETRANGER LARYNGO-TRACHEAL /VOIE ENDOS.(- DE 3 ANS);0
J471;EXTRACTION CORPS ETRANG.LARYNGO-TRACHEAL /VOIE ENDOS. (3 ANS ET+);0
J472;EXTRACTION CORPS ETRANG.BRONCHIQUE VOIE ENDOSCOP. (< 3 ANS);0
J473;EXTRACTION CORPS ETRANG.BRONCHIQ.VOIE ENDOSCOPIQ.(3ANS ET+);0
J474;EXTRACTION DE CORPS ETRANGER PAR VOIE DE TRACHEOTOMIE (- DE 3 ANS );0
J475;EXTRACTION DE CORPS ETRANGER PAR VOIE DE TRACHEOTOMIE (3 ANS ET PLUS);0
J476;** SU94 ** ACTE SUPPRIME ** (TRACHEOTOMIE TEMPORAIRE);0
J477;** SU94 ** ACTE SUPPRIME ** (TRACHEOTOMIE PERMANENTE);0
J478;REVISION DE TRACHEOTOMIE OU DE TRACHEOSTOMIE;0
J479;CURAGE CERVICAL FONCTIONNEL ET RECURRENTIEL UNILAT. ET THYROIDECTOMIE TOTALE+ GESTE SUR TUMEUR PRIMITIVE ORL;0
J480;SUTURE DE PLAIE TRACHEALE CERVICALE;0
J481;FERMETURE DE TRACHEOTOMIE AVEC PLASTIE;0
J482;MISE EN PLACE CHIR. DE PROTHESE PHONATOIRE OESO-TRACHEALE;0
J483;RECONSTITUTION TRACHEALE CERVICALE S.A.I.;0
K006;** S>85 ** ACTE SUPPRIME ** (PONCTION DIAGNOSTIQUE DU PERICARDE);0
K381;PONTAGE VEINEUX AORTO-CORONAR. DE 2 ARTERES CORONAIRES;0
K382;PONTAGE VEINEUX AORTO-CORONARIEN DE 3 ARTERES CORONAIRES;0
K383;PONTAGE VEINEUX AORTO-CORONAR. DE 4 ARTERES CORONAIRES OU +;0
K384;PONTAGE D'UNE ARTERE MAMMAIRE INTERNE ET ARTERE CORONAIRE;0
K385;PONTAGE DE 2 ARTERES MAMMAIRES INTERNES ET ARTERE CORONAIRE;0
L578;CHOLANGIOGRAPHIE PEROPERATOIRE AVEC MANOMETRIE;0
