csarr_code;libelle;gestes_complementaires;modulateurs
ZZR+287;Information et initiation collective préalable à l'apprentissage d'un autosoin, en dehors d'un programme d'éducation thérapeutique;;
ZZR+020;"Séance individuelle d'éducation, en dehors d'un programme d'éducation thérapeutique

Avec ou sans : participation de l'entourage du patient
";;
ZZR+293;"Séance collective d'éducation, en dehors d'un programme d'éducation thérapeutique

Avec ou sans : participation de l'entourage du patient
";;
ZZR+079;Séance individuelle d'information du patient et/ou de son entourage, en dehors d'un programme d'éducation thérapeutique;;ZV
ZZR+026;Séance collective d'information du patient et/ou de son entourage, en dehors d'un programme d'éducation thérapeutique;;
ZZR+063;"Séance d'apprentissage du patient et/ou de son entourage à la réalisation d'un autosoin, en dehors d'un programme d'éducation thérapeutique 

Apprentissage du patient et/ou de son entourage aux soins de trachéotomie ou trachéostomie
Apprentissage du patient et/ou de son entourage à l'utilisation d'un appareil de ventilation
Apprentissage du patient et/ou de son entourage à la pose de sonde nasogastrique
Apprentissage du patient et/ou de son entourage à l'alimentation entérale par sonde
Apprentissage du patient et/ou de son entourage à l'évacuation des selles
Apprentissage du patient et/ou de son entourage à l'irrigation transanale
Apprentissage du patient et/ou de son entourage aux soins de stomie digestive
Apprentissage du patient et/ou de son entourage à la réalisation d'un calendrier mictionnel
Apprentissage du patient et/ou de son entourage à la pose d'un étui pénien
Apprentissage patient et/ou de son entourage au sondage
Apprentissage du patient et/ou de son entourage au sondage par cystostomie
Apprentissage du patient et/ou de son entourage aux soins de stomie urinaire
Apprentissage du patient et/ou de son entourage à la prévention des escarres et des attitudes vicieuses
Apprentissage du patient et/ou de son entourage à la réalisation de posture d'étirement et/ou de compression cutané
";;
QAR+274;"Séance d'apprentissage individuel du maquillage et/ou de la coiffure en dehors d'un programme d'éducation thérapeutique 

À l'exclusion de : 
•  Séance d'apprentissage à la réalisation de soins cosmétiques pour cicatrice du visage et/ou du cou (QAR+001)
";;
QAR+018;Séance d'apprentissage collectif du maquillage et/ou de la coiffure en dehors d'un programme d'éducation thérapeutique ;;
ZGQ+137;Évaluation initiale des capacités du patient pour les activités de base de la vie quotidienne [ABVQ] avec mise en situation;;ZV
ZGQ+046;Évaluation intermédiaire ou évaluation ponctuelle ciblée sur une activité, des capacités du patient pour les activités de base de la vie quotidienne [ABVQ] avec mise en situation;;XH
ZGQ+279;Évaluation finale des capacités du patient pour les activités de base de la vie quotidienne [ABVQ] avec mise en situation;;XH
ZGQ+248;Évaluation initiale des capacités du patient pour les activités instrumentales de la vie quotidienne [AIVQ] avec mise en situation;;HW
ZGQ+294;Évaluation intermédiaire des capacités du patient pour les activités instrumentales de la vie quotidienne [AIVQ] avec mise en situation;;"XH;HW"
ZGQ+180;Évaluation finale des capacités du patient pour les activités instrumentales de la vie quotidienne [AIVQ] avec mise en situation;;"XH;HW"
ZGQ+099;"Évaluation initiale des capacités du patient pour les activités sociales de la vie quotidienne [ASVQ] avec mise en situation

À l'exclusion de : 
•  Évaluation des centres d'intérêt et des souhaits de la personne pour les activités socioculturelles et sportives (ZGQ+249)
•  Évaluation de la situation sociale, professionnelle et/ou scolaire (ZZQ+184)
•  Évaluation pour adaptation du poste de travail ou de l'environnement scolaire (ZZQ+042)
";;"TF;RW;HW"
ZGQ+286;Évaluation intermédiaire des capacités du patient pour les activités sociales de la vie quotidienne [ASVQ] avec mise en situation;;XH
ZGQ+015;Évaluation finale des capacités du patient pour les activités sociales de la vie quotidienne [ASVQ] avec mise en situation;;XH
ZFQ+112;Évaluation de la qualité de vie du patient;;ZV
ZGQ+185;Évaluation du fardeau de l'aidant;;
ZGQ+249;Évaluation des centres d'intérêt et des souhaits de la personne pour les activités socioculturelles et sportives;;XH
ZZQ+140;"Évaluation du projet de vie du patient

À l'exclusion de : 
•  Évaluation du projet de vie du patient avec préparation de dossier pour maison départementale des personnes handicapées [MDPH] (ZZQ+200)


Avec ou sans : préparation de dossier
";;"ZV;XH"
ZZQ+200;Évaluation du projet de vie du patient avec préparation de dossier pour maison départementale des personnes handicapées [MDPH];;ZV
ZZQ+286;Évaluation sur plan du lieu de vie avec analyse des habitudes de vie du patient;;
ZZQ+186;Évaluation et élaboration du projet d'aménagement personnalisé du lieu de vie;;XH
ZFQ+129;Évaluation sur le lieu d'activité avec mise en situation et analyse du comportement du patient;;
ZZC+207;Synthèse des évaluations pour diagnostic et élaboration d'un plan d'intervention en ergothérapie;;
ZZQ+032;Évaluation intermédiaire du déroulement d'un plan d'intervention en ergothérapie;;
ZZQ+090;Évaluation finale du déroulement d'un plan d'intervention en ergothérapie;;
ZZQ+184;Évaluation de la situation sociale, professionnelle et/ou scolaire;;ZV
ZZQ+042;Évaluation pour adaptation du poste de travail ou de l'environnement scolaire;;
ZZC+221;"Synthèse interdisciplinaire de rééducation et/ou de réadaptation

À l'exclusion de : 
•  Présentation habituelle hebdomadaire du dossier [staff hebdomadaire] [réunion interdisciplinaire hebdomadaire]


Avec ou sans : présence du patient et/ou de son entourage
";;
ZFR+002;Séance de réadaptation aux activités de base de la vie quotidienne [ABVQ];;"EZ;TF;RW;HW;LJ;XH;ZV"
ZFR+199;"Séance de réadaptation aux activités instrumentales de la vie quotidienne [AIVQ] 

À l'exclusion de : 
•  Séance de réadaptation aux activités instrumentales de la vie quotidienne [AIVQ] avec mise en situation dans un environnement reproduisant le lieu de vie (ZFR+213)
";;"EZ;TF;RW;HW;LJ;XH;ZV"
ZFR+213;Séance de réadaptation aux activités instrumentales de la vie quotidienne [AIVQ] avec mise en situation dans un environnement reproduisant le lieu de vie;;EZ
ZFR+031;Séance de réadaptation aux activités sociales de la vie quotidienne [ASVQ] ;;"EZ;TF;RW;HW;LJ;XH;ZV"
ZFR+237;Séance de réadaptation aux activités sociales de la vie quotidienne [ASVQ] avec mise en situation dans un environnement reproduisant le lieu de vie;;EZ
ZFT+114;Entretien programmé d'information et/ou ajustement du contrat de soins ou de vie;;
ZGT+136;Assistance éducative individuelle;;
ZGT+145;Assistance éducative collective;;
ZFM+298;Séance individuelle de restauration et/ou développement des activités sociales de la vie quotidienne;;"EZ;TF;RW;HW;LJ;XH"
ZFM+242;Séance collective de restauration et/ou développement des activités sociales de la vie quotidienne;;"EZ;TF;RW;HW;LJ"
ZGR+044;Réadaptation à la vie sociale par la participation à une manifestation sportive, culturelle et/ou de loisirs;;"TF;RW;HW"
ZGR+255;Séance d'atelier d'activités artistiques, culturelles et/ou de loisirs;;"TF;RW;HW;LJ"
ALR+245;Séance individuelle de réadaptation et/ou conservation des fonctions psychosociales par les activités physiques et/ou sportives;;"TF;RW;HW;LJ"
ALR+146;Séance collective de réadaptation et/ou conservation des fonctions psychosociales par les activités physiques et/ou sportives;;"TF;RW;HW;LJ"
ZFR+137;Séance collective de réadaptation physique et psychosociale par des activités physiques et/ou sportives de précision et d'adresse ;;"TF;RW;HW;LJ"
ZFR+073;Séance collective de réadaptation physique et psychosociale par des activités physiques de pleine nature et/ou en environnement diversifié;;"TF;RW;HW;LJ"
ZFR+175;Séance collective de réadaptation physique et psychosociale par des activités physiques d'expression corporelle, artistique et/ou esthétique;;"TF;RW;HW;LJ"
ZFR+014;Séance collective de réadaptation physique et psychosociale par des activités physiques de coopération et d'opposition;;"TF;RW;HW;LJ"
ZGT+259;Assistance spécialisée pour accompagnement de la scolarité;;
ZGT+017;"Présentation d'atelier de travail

Codage : cet acte ne peut être codé que s'il est réalisé isolément et pour un seul patient
";;
ZGR+068;Séance d'atelier de travail;;
ZGT+044;"Restitution après atelier de travail

Codage : cet acte ne peut être codé que s'il est réalisé isolément et pour un seul patient
";;
ZGM+105;Préparation et suivi de l'avancement de dossier pour réinsertion scolaire;;
ZGR+043;Séance de réentrainement professionnel sur poste de travail;;
ZGM+247;Préparation et suivi de l'avancement de dossier pour réinsertion professionnelle;;
ZGT+094;Entretien individuel de relation d'aide dans le domaine social;;
ZGT+295;Entretien collectif de relation d'aide dans le domaine social;;
ZGT+031;Entretien avec l'entourage pour implication dans la réalisation du projet de vie du patient;;
ZZM+143;"Préparation et/ou suivi de l'avancement de dossier pour relogement ou placement en établissement ou en substitut de logement

Avec ou sans : 
•  organisation du transfert vers le lieu de vie
•  aménagement du domicile
";;
ZZM+066;"Préparation et/ou suivi de l'avancement d'1 dossier de demande de prestation sociale ou d'indemnisation avec démarche unique
Attribution d'assurance maladie complémentaire

Attribution d'indemnités journalières

Attribution d'aide financière

Attribution d'aide personnalisée à l'autonomie

Attribution d'auxiliaire de vie

Indemnisation du préjudice

Reconnaissance d'incapacité ou d'invalidité

Attribution de carte d'invalidité, de priorité ou de stationnement européen

Attribution d'allocation pour adulte handicapé [AAH] ou d'allocation d'éducation de l'enfant handicapé [AEEH]

Attribution de revenu de solidarité active

Reconnaissance de la qualité de travailleur handicapé [RQTH]

Démarche auprès des services fiscaux

Démarche administrative


Avec ou sans : information sur les relais et les démarches à poursuivre
";;
ZZM+161;"Préparation et suivi de l'avancement d'1 dossier de demande de prestation sociale avec démarches multiples
Préparation et suivi de dossier pour Maison départementale des personnes handicapées [MDPH]
";;
ZZM+159;Préparation et suivi de l'avancement d'un dossier pour mesure de protection et/ou mesure éducative;;
ZZM+092;"Préparation au retour à domicile ou à la première sortie thérapeutique

Avec ou sans : contact avec les intervenants à domicile
";;
ZZE+026;"Déplacement hors de l'établissement pour accomplissement de démarche socio-administrative, juridique, éducative et/ou de réinsertion scolaire ou professionnelle

Avec ou sans : accompagnement du patient et/ou son entourage
";;
GLQ+043;Mesures des pressions inspiratoires et expiratoires maximales;;
GLQ+175;Mesure des volumes pulmonaires et des débits par spirométrie;;
GLR+206;Rééducation respiratoire par méthode instrumentale [spirométrie incitative];;
ZZB+066;Doublement de la compression d'une orthèse de compression élastique;;
ZZM+058;Fabrication d'une adjonction à la compression sans prise de mesure, sans moulage et sans prise d'empreinte ;;
ZZM+133;Fabrication sur mesure par moulage, prise d'empreinte ou numérisation d'une adjonction à la compression avec interface lisse;;
ZZM+142;Fabrication sur mesure par moulage, prise d'empreinte ou numérisation d'une adjonction à la compression avec interface en relief;;
ZDM+022;Fabrication d'une interface pour emboîture de prothèse de membre;;
ZZM+117;Adaptation d'appareillage pour activité professionnelle ou de loisir;;
