CPT_MIR_NUM;CPT_COP_NUM;CPT_CMU_COD;CPT_MIR_LIB;TEC_COL
656112142242243;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. sal. -Ch. Infant.;0
656112142232208;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Gast.-Ent. & Hépa.;0
656112142232209;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Méd. Int.;0
656112142232210;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Neuroch.;0
656112142232211;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Oto rh. lar.;0
656112142232212;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Pedia.;0
656112142232213;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Pneumo.;0
656112142232214;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Rhuma.;0
656112142232215;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal.-Opht.;0
656112142232216;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Urol.;0
656112142232217;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Neuro psy.;0
656112142232218;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Stom.;0
656112142232231;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Méd. Phys. & Réa.;0
656112142232232;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Neurolo.;0
656112142232233;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Psy. géné.;0
656112142222206;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Rad. & Imag. Med.;0
656112142232237;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Anat.-Cyt. Patho.;0
656112142232238;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Dir. Labo. Méd.;0
656112142232241;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Ort. & Traum.;0
656112142232242;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Endo. & Méta.;0
656112142232243;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Infant.;0
656112142232244;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Maxil.-Fac.;0
656112142232245;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Maxil-Fac & Stom;0
656112142232246;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. plast. rec-esth;0
656112142232247;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Thor & Card-vasc;0
656112142232248;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Vasc.;0
656112142232249;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. Visc. & Dig.;0
656112142232270;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Gyn. Méd.;0
656112142232271;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Hémat.;0
656112142232272;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Méd. Nuclé.;0
656112142232273;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Oncol. Méd.;0
656112142232274;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Oncol. Radiothé.;0
656112142232275;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Psy. Enf. & Ado.;0
656112142232276;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Radiothé.;0
656112142232277;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Obsté.;0
656112142232278;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Génét. Méd.;0
6561121422322;656112142;1E2;Prest. Mater. - autre prescript.-App.& Mat.Trait. Hors OQN déliv. phie hosp. prescrits Spec. sal.;0
656112142232;656112142;1E2;/  Prescrits des spécialistes;0
6561121422331;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Dent. lib.;0
6561121422332;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Dent. sal.;0
656112142233;656112142;1E2;/  Prescrits des dentistes;0
6561121422341;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. S.F. lib.;0
6561121422342;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. S.F. sal.;0
656112142234;656112142;1E2;/  Prescrits des sages-femmes;0
656112142235;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. prat. sal. d'Ets.;0
656112142236;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. Prescripteur de Spé. inconnue;0
65611214223;656112142;1E2;/  Délivrés les pharmacies hospitalières;0
6561121422411;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Omniprat. lib.;0
6561121422412;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Omniprat. sal.;0
656112142241;656112142;1E2;/  Prescrits des omnipraticiens;0
656112142242102;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Anes - Réa ch.;0
656112142242103;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Pat. Card.-Vasc.;0
656112142242104;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Ch. géné.;0
656112142242105;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Derm. & Vén.;0
656112142242106;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Rad. & Imag. Med.;0
656112142242107;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Gyn. Obst.;0
656112142242108;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Gast.-Ent. & Hépa.;0
656112142242109;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Méd. Int.;0
656112142242110;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Neuroch.;0
656112142242111;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Oto rh. lar.;0
656112142242112;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. autre Fourn presc. Spec. lib. -Pedia.;0
6561121422231;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Dent. lib.;0
6561121422232;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Dent. sal.;0
656112142223;656112142;1E2;/  Prescrits des dentistes;0
6561121422241;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. S.F. lib.;0
6561121422242;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. S.F. sal.;0
656112142224;656112142;1E2;/  Prescrits des sages-femmes;0
656112142225;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. prat. sal. d'Ets.;0
656112142226;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. Prescripteur de Spé. inconnue;0
65611214222;656112142;1E2;/  Délivrés les pharmacies mutualistes;0
6561121422311;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Omniprat. lib.;0
6561121422312;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Omniprat. sal.;0
656112142231;656112142;1E2;/  Prescrits des omnipraticiens;0
656112142232102;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Anes - Réa ch.;0
656112142232103;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Pat. Card.-Vasc.;0
656112142232104;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. géné.;0
656112142232105;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Derm. & Vén.;0
656112142232106;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Rad. & Imag. Med.;0
656112142232107;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Gyn. Obst.;0
656112142232108;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Gast.-Ent. & Hépa.;0
6561121422131;656112142;1E2;Prest. Mater. -Autr.presc. app.& mat trait H. OQN deliv. phie offic. presc. Dent. lib.;0
656112142232110;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Neuroch.;0
656112142232111;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Oto rh. lar.;0
656112142232112;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Pedia.;0
656112142232113;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Pneumo.;0
656112142232114;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Rhuma.;0
656112142232115;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib.-Opht.;0
656112142232116;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Urol.;0
656112142232117;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Neuro psy.;0
656112142232118;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Stom.;0
656112142232131;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Méd. Phys. & Réa.;0
656112142232132;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Neurolo.;0
656112142232133;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Psy. géné.;0
656112142232135;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Nephro.;0
656112142232137;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Anat.-Cyt. Patho.;0
656112142232138;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Dir. Labo. Méd.;0
656112142232141;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Ort. & Traum.;0
656112142232142;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Endo. & Méta.;0
656112142232143;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Infant.;0
656112142232144;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Maxil.-Fac.;0
656112142232145;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Maxil-Fac & Stom;0
656112142232146;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. plast. rec-esth;0
656112142232147;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Thor & Card-vasc;0
656112142232148;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Vasc.;0
656112142232149;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Ch. Visc. & Dig.;0
656112142232170;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Gyn. Méd.;0
656112142232171;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Hémat.;0
656112142232172;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Méd. Nuclé.;0
656112142232173;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Oncol. Méd.;0
656112142232174;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Oncol. Radiothé.;0
656112142232175;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Psy. Enf. & Ado.;0
656112142232176;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Radiothé.;0
656112142232177;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Obsté.;0
656112142232178;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. lib. -Génét. Méd.;0
6561121422321;656112142;1E2;Prest. Mater. - autre prescript.-App.& Mat.Trait. Hors OQN déliv. phie hosp. prescrits Spec. lib.;0
656112142232202;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Anes - Réa ch.;0
656112142232203;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Pat. Card.-Vasc.;0
656112142232204;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Ch. géné.;0
656112142232205;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Derm. & Vén.;0
656112142232206;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Rad. & Imag. Med.;0
656112142232207;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie hosp. presc. Spec. sal. -Gyn. Obst.;0
656112142222145;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Ch. Maxil-Fac & Stom;0
656112142222146;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Ch. plast. rec-esth;0
656112142222147;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Ch. Thor & Card-vasc;0
656112142222148;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Ch. Vasc.;0
656112142222149;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Ch. Visc. & Dig.;0
656112142222170;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Gyn. Méd.;0
656112142222171;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Hémat.;0
656112142222172;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Méd. Nuclé.;0
656112142222173;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Oncol. Méd.;0
656112142222174;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Oncol. Radiothé.;0
656112142222175;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Psy. Enf. & Ado.;0
656112142222176;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Radiothé.;0
656112142222177;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Obsté.;0
656112142222178;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. lib. -Génét. Méd.;0
6561121422221;656112142;1E2;Prest. Mater. - autre prescript.-App.& Mat.Trait. Hors OQN déliv. phie Mut. prescrits Spec. lib.;0
656112142222202;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Anes - Réa ch.;0
656112142222203;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Pat. Card.-Vasc.;0
656112142222204;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. géné.;0
656112142222205;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Derm. & Vén.;0
656112142212147;656112142;1E2;Prest. Mater.-Autr.presc. app.& mat trait H. OQN deliv. phie offic. presc. Spec. lib. -Ch. Thor & Card-vasc;0
656112142222207;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Gyn. Obst.;0
656112142222208;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Gast.-Ent. & Hépa.;0
656112142222209;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Méd. Int.;0
656112142222210;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Neuroch.;0
656112142222211;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Oto rh. lar.;0
656112142222212;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Pedia.;0
656112142222213;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Pneumo.;0
656112142222214;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Rhuma.;0
656112142222215;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal.-Opht.;0
656112142222216;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Urol.;0
656112142222217;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Neuro psy.;0
656112142222218;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Stom.;0
656112142222231;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Méd. Phys. & Réa.;0
656112142222232;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Neurolo.;0
656112142222233;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Psy. géné.;0
656112142222235;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Nephro.;0
656112142222237;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Anat.-Cyt. Patho.;0
656112142222238;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Dir. Labo. Méd.;0
656112142222241;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Ort. & Traum.;0
656112142222242;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Endo. & Méta.;0
656112142222243;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Infant.;0
656112142222244;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Maxil.-Fac.;0
656112142222245;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Maxil-Fac & Stom;0
656112142222246;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. plast. rec-esth;0
656112142222247;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Thor & Card-vasc;0
656112142222248;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Vasc.;0
656112142222249;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Ch. Visc. & Dig.;0
656112142222270;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Gyn. Méd.;0
656112142222271;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Hémat.;0
656112142222272;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Méd. Nuclé.;0
656112142222273;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Oncol. Méd.;0
656112142222274;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Oncol. Radiothé.;0
656112142222275;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Psy. Enf. & Ado.;0
656112142222276;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Radiothé.;0
656112142222277;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Obsté.;0
656112142222278;656112142;1E2;Prest. Mater. -Autr.presc.-App.& Mat.Trait. Hors OQN déliv. phie Mut. presc. Spec. sal. -Génét. Méd.;0
6561121422222;656112142;1E2;Prest. Mater. - autre prescript.-App.& Mat.Trait. Hors OQN déliv. phie Mut. prescrits Spec. sal.;0
656112142222;656112142;1E2;/  Prescrits des spécialistes;0
656112142212238;656112142;1E2;Prest. Mater. -Autr.presc. app.& mat trait H. OQN deliv. phie offic. presc. Spec. sal. -Dir. Labo. Méd.;0
