VEX_EXL_VUE;VEX_INS_VUE
VETA_D521;DIAM
VETA_D522;DIAM
VETA_D523;DIAM
VETA_D524;DIAM
VETA_D525;DIAM
VETA_D526;DIAM
VETA_D527;DIAM
VETA_D528;DIAM
VETA_D529;DIAM
VETA_D530;DIAM
VETA_D531;DIAM
VETA_D532;DIAM
VETA_D533;DIAM
VETA_D534;DIAM
VETA_D535;DIAM
VETA_DOTA;DIAM
VETA_G205;DIAM
VETA_G301;DIAM
VETA_G302;DIAM
VETA_G303;DIAM
VETA_G304;DIAM
VETA_G306;DIAM
VETA_G307;DIAM
VETA_G309;DIAM
VETA_G500;DIAM
VETA_G501;DIAM
VETA_G502;DIAM
VETA_G503;DIAM
VETA_G504;DIAM
VETA_G505;DIAM
VETA_HAD05B;DIAM
VETA_HAD05BER;DIAM
VETA_HAD05C;DIAM
VETA_HAD05E;DIAM
VETA_HAD05GJ;DIAM
VETA_HAD05GRE;DIAM
VETA_HAD05GRP;DIAM
VETA_HAD06B;DIAM
VETA_HAD06BER;DIAM
VETA_HAD06C;DIAM
VETA_HAD06E;DIAM
VETA_HAD06GJ;DIAM
VETA_HAD06GRE;DIAM
VETA_HAD06GRP;DIAM
VETA_HAD07B;DIAM
VETA_HAD07C;DIAM
VETA_HAD07E;DIAM
VETA_HAD07GRE;DIAM
VETA_HAD07GRP;DIAM
VETA_HAD07STC;DIAM
VETA_HAD08B;DIAM
VETA_HAD08C;DIAM
VETA_HAD08E;DIAM
VETA_HAD08GRE;DIAM
VETA_HAD08GRP;DIAM
VETA_HAD08MON;DIAM
VETA_HAD08STC;DIAM
VETA_MCO06A;DIAM
VETA_MCO06B;DIAM
VETA_MCO06BER;DIAM
VETA_MCO06C;DIAM
VETA_MCO06D;DIAM
VETA_MCO06E;DIAM
VETA_MCO06FA;DIAM
VETA_MCO06FB;DIAM
VETA_MCO06FC;DIAM
VETA_MCO06FH;DIAM
VETA_MCO06FI;DIAM
VETA_MCO06FM;DIAM
VETA_MCO06FP;DIAM
VETA_MCO06GV10;DIAM
VETA_MCO06GV9;DIAM
VETA_MCO06STC;DIAM
VETA_MCO06UM;DIAM
VETA_MCO07A;DIAM
VETA_MCO07B;DIAM
VETA_MCO07BER;DIAM
VETA_MCO07C;DIAM
VETA_MCO07D;DIAM
VETA_MCO07E;DIAM
VETA_MCO07FA;DIAM
VETA_MCO07FASTC;DIAM
VETA_MCO07FB;DIAM
VETA_MCO07FC;DIAM
VETA_MCO07FCSTC;DIAM
VETA_MCO07FER;DIAM
VETA_MCO07FH;DIAM
VETA_MCO07FI;DIAM
VETA_MCO07FM;DIAM
VETA_MCO07FMSTC;DIAM
VETA_MCO07FP;DIAM
VETA_MCO07GV10B;DIAM
VETA_MCO07GV9;DIAM
VETA_MCO07STC;DIAM
VETA_MCO07UM;DIAM
VETA_MCO08A;DIAM
VETA_MCO08B;DIAM
VETA_MCO08C;DIAM
VETA_MCO08CSTC;DIAM
VETA_MCO08D;DIAM
VETA_MCO08DMIP;DIAM
VETA_MCO08E;DIAM
VETA_MCO08FA;DIAM
VETA_MCO08FASTC;DIAM
VETA_MCO08FB;DIAM
VETA_MCO08FBSTC;DIAM
VETA_MCO08FC;DIAM
VETA_MCO08FCSTC;DIAM
VETA_MCO08FER;DIAM
VETA_MCO08FH;DIAM
VETA_MCO08FI;DIAM
VETA_MCO08FM;DIAM
VETA_MCO08FMSTC;DIAM
VETA_MCO08FP;DIAM
VETA_MCO08GV10C;DIAM
VETA_MCO08GV11;DIAM
VETA_MCO08MED;DIAM
VETA_MCO08PIE;DIAM
VETA_MCO08PORG;DIAM
VETA_MCO08STC;DIAM
VETA_MCO08UM;DIAM
VETA_MCO08_01A;DIAM
VETA_MCO08_01B;DIAM
VETA_MCO08_01C;DIAM
VETA_MCO08_01D;DIAM
VETA_MCO08_01E;DIAM
VETA_MCO08_01UM;DIAM
VETA_MCO08_02A;DIAM
VETA_MCO08_02B;DIAM
VETA_MCO08_02C;DIAM
VETA_MCO08_02D;DIAM
VETA_MCO08_02E;DIAM
VETA_MCO08_02UM;DIAM
VETA_MCO08_03A;DIAM
VETA_MCO08_03B;DIAM
VETA_MCO08_03C;DIAM
VETA_MCO08_03D;DIAM
VETA_MCO08_03E;DIAM
VETA_MCO08_03UM;DIAM
VETA_MCO08_04A;DIAM
VETA_MCO08_04B;DIAM
VETA_MCO08_04C;DIAM
VETA_MCO08_04D;DIAM
VETA_MCO08_04E;DIAM
VETA_MCO08_04UM;DIAM
VETA_MCO08_05A;DIAM
VETA_MCO08_05B;DIAM
VETA_MCO08_05C;DIAM
VETA_MCO08_05D;DIAM
VETA_MCO08_05E;DIAM
VETA_MCO08_05UM;DIAM
VETA_MCO08_06A;DIAM
VETA_MCO08_06B;DIAM
VETA_MCO08_06C;DIAM
VETA_MCO08_06D;DIAM
VETA_MCO08_06E;DIAM
VETA_MCO08_06UM;DIAM
VETA_MCO08_07A;DIAM
VETA_MCO08_07B;DIAM
VETA_MCO08_07C;DIAM
VETA_MCO08_07D;DIAM
VETA_MCO08_07E;DIAM
VETA_MCO08_07UM;DIAM
VETA_MCO08_08A;DIAM
VETA_MCO08_08B;DIAM
VETA_MCO08_08C;DIAM
VETA_MCO08_08D;DIAM
VETA_MCO08_08E;DIAM
VETA_MCO08_08UM;DIAM
VETA_MCO08_09A;DIAM
VETA_MCO08_09B;DIAM
VETA_MCO08_09C;DIAM
VETA_MCO08_09D;DIAM
VETA_MCO08_09E;DIAM
VETA_MCO08_09UM;DIAM
VETA_MCO08_10A;DIAM
VETA_MCO08_10B;DIAM
VETA_MCO08_10D;DIAM
VETA_MCO08_10E;DIAM
VETA_MCO08_10UM;DIAM
VETA_MCO08_11A;DIAM
VETA_MCO08_11B;DIAM
VETA_MCO08_11D;DIAM
VETA_MCO08_11E;DIAM
VETA_MCO08_11UM;DIAM
VETA_MCO08_12A;DIAM
VETA_MCO08_12B;DIAM
VETA_MCO08_12C;DIAM
VETA_MCO08_12D;DIAM
VETA_MCO08_12E;DIAM
VETA_MCO08_12FA;DIAM
VETA_MCO08_12FASTC;DIAM
VETA_MCO08_12FB;DIAM
VETA_MCO08_12FBSTC;DIAM
VETA_MCO08_12FC;DIAM
VETA_MCO08_12FCSTC;DIAM
VETA_MCO08_12FER;DIAM
VETA_MCO08_12FH;DIAM
VETA_MCO08_12FI;DIAM
VETA_MCO08_12FM;DIAM
VETA_MCO08_12FMSTC;DIAM
VETA_MCO08_12FP;DIAM
VETA_MCO08_12STC;DIAM
VETA_MCO08_12UM;DIAM
VETA_MOD00;DIAM
VETA_MOD10;DIAM
VETA_MOD20;DIAM
VETA_MOD21;DIAM
VETA_MOD30;DIAM
VETA_MOD40;DIAM
VETA_MSR00A;DIAM
VETA_MSR00B;DIAM
VETA_MSR00D;DIAM
VETA_MSR00H;DIAM
VETA_MSR00L;DIAM
VETA_MSR00P;DIAM
VETA_MSR01A;DIAM
VETA_MSR01B;DIAM
VETA_MSR01C;DIAM
VETA_MSR01D;DIAM
VETA_MSR01H;DIAM
VETA_MSR01L;DIAM
VETA_MSR01P;DIAM
VETA_MSR02A;DIAM
VETA_MSR02B;DIAM
VETA_MSR02D;DIAM
VETA_MSR02GV9;DIAM
VETA_MSR02H;DIAM
VETA_MSR02L;DIAM
VETA_MSR02P;DIAM
VETA_MSR03A;DIAM
VETA_MSR03B;DIAM
VETA_MSR03C;DIAM
VETA_MSR03D;DIAM
VETA_MSR03GV9;DIAM
VETA_MSR03H;DIAM
VETA_MSR03L;DIAM
VETA_MSR03P;DIAM
VETA_MSR04A;DIAM
VETA_MSR04B;DIAM
VETA_MSR04BER;DIAM
VETA_MSR04C;DIAM
VETA_MSR04D;DIAM
VETA_MSR04H;DIAM
VETA_MSR04L;DIAM
VETA_MSR04LER;DIAM
VETA_MSR04P;DIAM
VETA_MSR05A;DIAM
VETA_MSR05B;DIAM
VETA_MSR05BER;DIAM
VETA_MSR05C;DIAM
VETA_MSR05D;DIAM
VETA_MSR05FA;DIAM
VETA_MSR05FB;DIAM
VETA_MSR05FC;DIAM
VETA_MSR05FER;DIAM
VETA_MSR05FH;DIAM
VETA_MSR05FI;DIAM
VETA_MSR05FM;DIAM
VETA_MSR05FP;DIAM
VETA_MSR05GV10;DIAM
VETA_MSR06A;DIAM
VETA_MSR06B;DIAM
VETA_MSR06C;DIAM
VETA_MSR06D;DIAM
VETA_MSR06FA;DIAM
VETA_MSR06FB;DIAM
VETA_MSR06FC;DIAM
VETA_MSR06FH;DIAM
VETA_MSR06FI;DIAM
VETA_MSR06FM;DIAM
VETA_MSR06FP;DIAM
VETA_MSR06UM;DIAM
VETA_MSR98A;DIAM
VETA_MSR98B;DIAM
VETA_MSR98D;DIAM
VETA_MSR99A;DIAM
VETA_MSR99B;DIAM
VETA_MSR99D;DIAM
VETA_MSU00A;DIAM
VETA_MSU00B;DIAM
VETA_MSU00D;DIAM
VETA_MSU01A;DIAM
VETA_MSU01B;DIAM
VETA_MSU01C;DIAM
VETA_MSU01D;DIAM
VETA_MSU02A;DIAM
VETA_MSU02B;DIAM
VETA_MSU02C;DIAM
VETA_MSU02D;DIAM
VETA_MSU02GV9;DIAM
VETA_MSU03A;DIAM
VETA_MSU03B;DIAM
VETA_MSU03C;DIAM
VETA_MSU03D;DIAM
VETA_MSU03GV9;DIAM
VETA_MSU04A;DIAM
VETA_MSU04ATU;DIAM
VETA_MSU04B;DIAM
VETA_MSU04BER;DIAM
VETA_MSU04C;DIAM
VETA_MSU04CNX;DIAM
VETA_MSU04D;DIAM
VETA_MSU04DMI;DIAM
VETA_MSU04FTN;DIAM
VETA_MSU04IVG;DIAM
VETA_MSU04MON;DIAM
VETA_MSU04URG;DIAM
VETA_MSU05A;DIAM
VETA_MSU05B;DIAM
VETA_MSU05BER;DIAM
VETA_MSU05C;DIAM
VETA_MSU05D;DIAM
VETA_MSU05GV10;DIAM
VETA_MSU06ATU;DIAM
VETA_MSU06CNX;DIAM
VETA_MSU06DMI;DIAM
VETA_MSU06EXC;DIAM
VETA_MSU06FFM;DIAM
VETA_MSU06FTN;DIAM
VETA_MSU06IUM;DIAM
VETA_MSU06IVG;DIAM
VETA_MSU06MAE;DIAM
VETA_MSU06MAU;DIAM
VETA_MSU06MON;DIAM
VETA_MSU06PAM;DIAM
VETA_MSU06URC;DIAM
VETA_MSU06URG;DIAM
VETA_MSU98A;DIAM
VETA_MSU98B;DIAM
VETA_MSU98D;DIAM
VETA_MSU99A;DIAM
VETA_MSU99B;DIAM
VETA_MSU99D;DIAM
VETA_RIP07C;DIAM
VETA_RIP07E;DIAM
VETA_RIP07R3A;DIAM
VETA_RIP07R3AD;DIAM
VETA_RIP07RSA;DIAM
VETA_RIP07RSAD;DIAM
VETA_RIP08C;DIAM
VETA_RIP08E;DIAM
VETA_RIP08R3A;DIAM
VETA_RIP08R3AD;DIAM
VETA_RIP08RSA;DIAM
VETA_RIP08RSAD;DIAM
VETA_SEJ;DIAM
VETA_SEP00;DIAM
VETA_SEP02;DIAM
VETA_SEP03;DIAM
VETA_SEP04;DIAM
VETA_SEP05;DIAM
VETA_SEP99;DIAM
VETA_SMS02;DIAM
VETA_SMS03;DIAM
VETA_SMS04;DIAM
VETA_SMS05;DIAM
VETA_SSR05A;DIAM
VETA_SSR05B;DIAM
VETA_SSR05BER;DIAM
VETA_SSR05C;DIAM
VETA_SSR05CMC;DIAM
VETA_SSR05E;DIAM
VETA_SSR05GHJ;DIAM
VETA_SSR05S;DIAM
VETA_SSR06A;DIAM
VETA_SSR06B;DIAM
VETA_SSR06BER;DIAM
VETA_SSR06C;DIAM
VETA_SSR06CMC;DIAM
VETA_SSR06E;DIAM
VETA_SSR06GHJ;DIAM
VETA_SSR06S;DIAM
VETA_SSR07A;DIAM
VETA_SSR07B;DIAM
VETA_SSR07C;DIAM
VETA_SSR07CMC;DIAM
VETA_SSR07E;DIAM
VETA_SSR07FA;DIAM
VETA_SSR07FB;DIAM
VETA_SSR07FC;DIAM
VETA_SSR07FH;DIAM
VETA_SSR07FI;DIAM
VETA_SSR07FM;DIAM
VETA_SSR07FP;DIAM
VETA_SSR07GHJ;DIAM
VETA_SSR07S;DIAM
VETA_SSR08A;DIAM
VETA_SSR08B;DIAM
VETA_SSR08C;DIAM
VETA_SSR08CMC;DIAM
VETA_SSR08E;DIAM
VETA_SSR08FA;DIAM
VETA_SSR08FB;DIAM
VETA_SSR08FC;DIAM
VETA_SSR08FH;DIAM
VETA_SSR08FI;DIAM
VETA_SSR08FM;DIAM
VETA_SSR08FP;DIAM
VETA_SSR08GHJ;DIAM
VETA_SSR08S;DIAM
VETA_SUP07ALD;DIAM
VETA_SUP07ATU;DIAM
VETA_SUP07DMI;DIAM
VETA_SUP07FFM;DIAM
VETA_SUP07IVG;DIAM
VETA_SUP07MON;DIAM
VETA_SUP08ALD;DIAM
VETA_SUP08ATU;DIAM
VETA_SUP08DMI;DIAM
VETA_SUP08FFM;DIAM
VETA_SUP08IVG;DIAM
VETA_SUP08MON;DIAM
VETA_T031;DIAM
VETA_TBLDGIX;DIAM
VFIP_FP010001;DIAM
VFIP_FP010002;DIAM
VFIP_FP010003;DIAM
VFIP_FP010004;DIAM
VFIP_FP010005;DIAM
VFIP_FP019907;DIAM
VFIP_FP019908;DIAM
VFIP_FP019909;DIAM
VFIP_FP019910;DIAM
VFIP_FP019911;DIAM
VFIP_FP019912;DIAM
VIND_BZD_IND_F;DIAM
VIND_BZD_LIS_R;DIAM
VIND_BZD_PER_R;DIAM
VIND_GEN_CNVMOL;DIAM
VIND_GEN_CNVMOL_200612;DIAM
VIND_GEN_CNVMOL_200701;DIAM
VIND_GEN_CNVMOL_200704;DIAM
VIND_GEN_CNVMOL_200801;DIAM
VIND_GEN_CNVMOL_200901;DIAM
VIND_GEN_EXE;DIAM
VIND_GEN_PRES;DIAM
VIND_STA_IND_F;DIAM
VIND_STA_LIS_R;DIAM
VNGR_CTICONTREX_JOUR;DIAM
VNGR_CTICONTREX_SESSION;DIAM
VNGR_CTICONTREX_UPROC;DIAM
VNGR_CTIETPANNUEL;DIAM
VNGR_CTIETPMENSUEL;DIAM
VNGR_CTIIJATNS;DIAM
VNGR_CTIIJATNSMENSUEL;DIAM
VNGR_CTINPAI;DIAM
VNGR_CTINPAIMENSUEL;DIAM
VNGR_CTIREJETS_IRIS;DIAM
VNGR_CTISGCAM_DELAIS;DIAM
VNGR_CTISGCAM_DENOMBREMENT;DIAM
VNGR_CTITAUXTP;DIAM
VPAT_ANCV;DIAM
VPAT_AR5;DIAM
VPAT_ATTF;DIAM
VPAT_BATV;DIAM
VPAT_BR5;DIAM
VPAT_BURV;DIAM
VPAT_BUTV;DIAM
VPAT_CAIV;DIAM
VPAT_CATV;DIAM
VPAT_CAUV;DIAM
VPAT_CHSV;DIAM
VPAT_CPDV;DIAM
VPAT_CTNF;DIAM
VPAT_CTNV;DIAM
VPAT_DEXV;DIAM
VPAT_ELDV;DIAM
VPAT_ELMV;DIAM
VPAT_ETAR;DIAM
VPAT_HREV;DIAM
VPAT_IRTV;DIAM
VPAT_LIEV;DIAM
VPAT_MLPV;DIAM
VPAT_MLTV;DIAM
VPAT_MODV;DIAM
VPAT_NATV;DIAM
VPAT_NLSV;DIAM
VPAT_NSEV;DIAM
VPAT_NTUV;DIAM
VPAT_OMSV;DIAM
VPAT_ORCV;DIAM
VPAT_PATV;DIAM
VPAT_PMPV;DIAM
VPAT_QUAV;DIAM
VPAT_RSQV;DIAM
VPAT_RT5;DIAM
VPAT_RTIV;DIAM
VPAT_SECF;DIAM
VPAT_SLPV;DIAM
VPAT_SLSV;DIAM
VPAT_SYNV;DIAM
VPAT_TATV;DIAM
VPAT_TYCV;DIAM
VPAT_URSV;DIAM
VPAT_URVV;DIAM
VPAT_VBEN;DIAM
VPAT_VLIV;DIAM
VPAT_VRNT;DIAM
VPAT_VSEV;DIAM
VPAT_VVIC;DIAM
VPRA_ADM043;DIAM
VPRA_ADM044;DIAM
VPRA_ADM051;DIAM
VPRA_ADM052;DIAM
VPRA_ADM053;DIAM
VPRA_ADM054;DIAM
VPRA_ADM061;DIAM
VPRA_ADM062;DIAM
VPRA_ADM063;DIAM
VPRA_ADM064;DIAM
VPRA_ADM071;DIAM
VPRA_ADM072;DIAM
VPRA_ADM073;DIAM
VPRA_ADM074;DIAM
VPRA_ADM081;DIAM
VPRA_ADM082;DIAM
VPRA_ADM083;DIAM
VPRA_ADM084;DIAM
VPRA_ADM091;DIAM
VPRA_ADM092;DIAM
VPRA_ADM093;DIAM
VPRA_AMB0431;DIAM
VPRA_AMB0432;DIAM
VPRA_AMB0441;DIAM
VPRA_AMB0442;DIAM
VPRA_AMB0511;DIAM
VPRA_AMB0512;DIAM
VPRA_AMB0521;DIAM
VPRA_AMB0522;DIAM
VPRA_AMB0531;DIAM
VPRA_AMB0532;DIAM
VPRA_AMB0541;DIAM
VPRA_AMB0542;DIAM
VPRA_AMB0611;DIAM
VPRA_AMB0612;DIAM
VPRA_AMB0621;DIAM
VPRA_AMB0622;DIAM
VPRA_AMB0631;DIAM
VPRA_AMB0632;DIAM
VPRA_AMB0641;DIAM
VPRA_AMB0642;DIAM
VPRA_AMB0711;DIAM
VPRA_AMB0712;DIAM
VPRA_AMB0721;DIAM
VPRA_AMB0722;DIAM
VPRA_AMB0731;DIAM
VPRA_AMB0732;DIAM
VPRA_AMB0741;DIAM
VPRA_AMB0742;DIAM
VPRA_AMB0811;DIAM
VPRA_AMB0812;DIAM
VPRA_AMB0821;DIAM
VPRA_AMB0822;DIAM
VPRA_AMB0831;DIAM
VPRA_AMB0832;DIAM
VPRA_AMB0841;DIAM
VPRA_AMB0842;DIAM
VPRA_AMB0911;DIAM
VPRA_AMB0912;DIAM
VPRA_AMB0921;DIAM
VPRA_AMB0922;DIAM
VPRA_AMB0931;DIAM
VPRA_AMB0932;DIAM
VPRA_DA_APE_R;DIAM
VPRA_DA_PRA_R;DIAM
VPRA_DEN0431;DIAM
VPRA_DEN0432;DIAM
VPRA_DEN0441;DIAM
VPRA_DEN0442;DIAM
VPRA_DEN0511;DIAM
VPRA_DEN0512;DIAM
VPRA_DEN0521;DIAM
VPRA_DEN0522;DIAM
VPRA_DEN0531;DIAM
VPRA_DEN0532;DIAM
VPRA_DEN0541;DIAM
VPRA_DEN0542;DIAM
VPRA_DEN0611;DIAM
VPRA_DEN0612;DIAM
VPRA_DEN0621;DIAM
VPRA_DEN0622;DIAM
VPRA_DEN0631;DIAM
VPRA_DEN0632;DIAM
VPRA_DEN0641;DIAM
VPRA_DEN0642;DIAM
VPRA_DEN0711;DIAM
VPRA_DEN0712;DIAM
VPRA_DEN0721;DIAM
VPRA_DEN0722;DIAM
VPRA_DEN0731;DIAM
VPRA_DEN0732;DIAM
VPRA_DEN0741;DIAM
VPRA_DEN0742;DIAM
VPRA_DEN0811;DIAM
VPRA_DEN0812;DIAM
VPRA_DEN0821;DIAM
VPRA_DEN0822;DIAM
VPRA_DEN0831;DIAM
VPRA_DEN0832;DIAM
VPRA_DEN0841;DIAM
VPRA_DEN0842;DIAM
VPRA_DEN0911;DIAM
VPRA_DEN0912;DIAM
VPRA_DEN0921;DIAM
VPRA_DEN0922;DIAM
VPRA_DEN0931;DIAM
VPRA_DEN0932;DIAM
VPRA_INF0431;DIAM
VPRA_INF0432;DIAM
VPRA_INF0441;DIAM
VPRA_INF0442;DIAM
VPRA_INF0511;DIAM
VPRA_INF0512;DIAM
VPRA_INF0521;DIAM
VPRA_INF0522;DIAM
VPRA_INF0531;DIAM
VPRA_INF0532;DIAM
VPRA_INF0541;DIAM
VPRA_INF0542;DIAM
VPRA_INF0611;DIAM
VPRA_INF0612;DIAM
VPRA_INF0621;DIAM
VPRA_INF0622;DIAM
VPRA_INF0631;DIAM
VPRA_INF0632;DIAM
VPRA_INF0641;DIAM
VPRA_INF0642;DIAM
VPRA_INF0711;DIAM
VPRA_INF0712;DIAM
VPRA_INF0721;DIAM
VPRA_INF0722;DIAM
VPRA_INF0731;DIAM
VPRA_INF0732;DIAM
VPRA_INF0741;DIAM
VPRA_INF0742;DIAM
VPRA_INF0811;DIAM
VPRA_INF0812;DIAM
VPRA_INF0821;DIAM
VPRA_INF0822;DIAM
VPRA_INF0831;DIAM
VPRA_INF0832;DIAM
VPRA_INF0841;DIAM
VPRA_INF0842;DIAM
VPRA_INF0911;DIAM
VPRA_INF0912;DIAM
VPRA_INF0921;DIAM
VPRA_INF0922;DIAM
VPRA_INF0931;DIAM
VPRA_INF0932;DIAM
VPRA_LAB0431;DIAM
VPRA_LAB0432;DIAM
VPRA_LAB0441;DIAM
VPRA_LAB0442;DIAM
VPRA_LAB0511;DIAM
VPRA_LAB0512;DIAM
VPRA_LAB0521;DIAM
VPRA_LAB0522;DIAM
VPRA_LAB0531;DIAM
VPRA_LAB0532;DIAM
VPRA_LAB0541;DIAM
VPRA_LAB0542;DIAM
VPRA_LAB0611;DIAM
VPRA_LAB0612;DIAM
VPRA_LAB0621;DIAM
VPRA_LAB0622;DIAM
VPRA_LAB0631;DIAM
VPRA_LAB0632;DIAM
VPRA_LAB0641;DIAM
VPRA_LAB0642;DIAM
VPRA_LAB0711;DIAM
VPRA_LAB0712;DIAM
VPRA_LAB0721;DIAM
VPRA_LAB0722;DIAM
VPRA_LAB0731;DIAM
VPRA_LAB0732;DIAM
VPRA_LAB0741;DIAM
VPRA_LAB0742;DIAM
VPRA_LAB0811;DIAM
VPRA_LAB0812;DIAM
VPRA_LAB0821;DIAM
VPRA_LAB0822;DIAM
VPRA_LAB0831;DIAM
VPRA_LAB0832;DIAM
VPRA_LAB0841;DIAM
VPRA_LAB0842;DIAM
VPRA_LAB0911;DIAM
VPRA_LAB0912;DIAM
VPRA_LAB0921;DIAM
VPRA_LAB0922;DIAM
VPRA_LAB0931;DIAM
VPRA_LAB0932;DIAM
VPRA_MAS0431;DIAM
VPRA_MAS0432;DIAM
VPRA_MAS0441;DIAM
VPRA_MAS0442;DIAM
VPRA_MAS0511;DIAM
VPRA_MAS0512;DIAM
VPRA_MAS0521;DIAM
VPRA_MAS0522;DIAM
VPRA_MAS0531;DIAM
VPRA_MAS0532;DIAM
VPRA_MAS0541;DIAM
VPRA_MAS0542;DIAM
VPRA_MAS0611;DIAM
VPRA_MAS0612;DIAM
VPRA_MAS0621;DIAM
VPRA_MAS0622;DIAM
VPRA_MAS0631;DIAM
VPRA_MAS0632;DIAM
VPRA_MAS0641;DIAM
VPRA_MAS0642;DIAM
VPRA_MAS0711;DIAM
VPRA_MAS0712;DIAM
VPRA_MAS0721;DIAM
VPRA_MAS0722;DIAM
VPRA_MAS0731;DIAM
VPRA_MAS0732;DIAM
VPRA_MAS0741;DIAM
VPRA_MAS0742;DIAM
VPRA_MAS0811;DIAM
VPRA_MAS0812;DIAM
VPRA_MAS0821;DIAM
VPRA_MAS0822;DIAM
VPRA_MAS0831;DIAM
VPRA_MAS0832;DIAM
VPRA_MAS0841;DIAM
VPRA_MAS0842;DIAM
VPRA_MAS0911;DIAM
VPRA_MAS0912;DIAM
VPRA_MAS0921;DIAM
VPRA_MAS0922;DIAM
VPRA_MAS0931;DIAM
VPRA_MAS0932;DIAM
VPRA_MCT0511;DIAM
VPRA_MCT0512;DIAM
VPRA_MCT0521;DIAM
VPRA_MCT0522;DIAM
VPRA_MCT0531;DIAM
VPRA_MCT0532;DIAM
VPRA_MCT0541;DIAM
VPRA_MCT0542;DIAM
VPRA_MCT0611;DIAM
VPRA_MCT0612;DIAM
VPRA_MCT0621;DIAM
VPRA_MCT0622;DIAM
VPRA_MCT0631;DIAM
VPRA_MCT0632;DIAM
VPRA_MCT0641;DIAM
VPRA_MCT0642;DIAM
VPRA_MCT0711;DIAM
VPRA_MCT0712;DIAM
VPRA_MCT0721;DIAM
VPRA_MCT0722;DIAM
VPRA_MCT0731;DIAM
VPRA_MCT0732;DIAM
VPRA_MCT0741;DIAM
VPRA_MCT0742;DIAM
VPRA_MCT0811;DIAM
VPRA_MCT0812;DIAM
VPRA_MCT0821;DIAM
VPRA_MCT0822;DIAM
VPRA_MCT0831;DIAM
VPRA_MCT0832;DIAM
VPRA_MCT0841;DIAM
VPRA_MCT0842;DIAM
VPRA_MCT0911;DIAM
VPRA_MCT0912;DIAM
VPRA_MCT0921;DIAM
VPRA_MCT0922;DIAM
VPRA_MCT0931;DIAM
VPRA_MCT0932;DIAM
VPRA_MED0431;DIAM
VPRA_MED0432;DIAM
VPRA_MED0441;DIAM
VPRA_MED0442;DIAM
VPRA_MED0511;DIAM
VPRA_MED0512;DIAM
VPRA_MED0521;DIAM
VPRA_MED0522;DIAM
VPRA_MED0531;DIAM
VPRA_MED0532;DIAM
VPRA_MED0541;DIAM
VPRA_MED0542;DIAM
VPRA_MED0611;DIAM
VPRA_MED0612;DIAM
VPRA_MED0621;DIAM
VPRA_MED0622;DIAM
VPRA_MED0631;DIAM
VPRA_MED0632;DIAM
VPRA_MED0641;DIAM
VPRA_MED0642;DIAM
VPRA_MED0711;DIAM
VPRA_MED0712;DIAM
VPRA_MED0721;DIAM
VPRA_MED0722;DIAM
VPRA_MED0731;DIAM
VPRA_MED0732;DIAM
VPRA_MED0741;DIAM
VPRA_MED0742;DIAM
VPRA_MED0811;DIAM
VPRA_MED0812;DIAM
VPRA_MED0821;DIAM
VPRA_MED0822;DIAM
VPRA_MED0831;DIAM
VPRA_MED0832;DIAM
VPRA_MED0841;DIAM
VPRA_MED0842;DIAM
VPRA_MED0911;DIAM
VPRA_MED0912;DIAM
VPRA_MED0921;DIAM
VPRA_MED0922;DIAM
VPRA_MED0931;DIAM
VPRA_MED0932;DIAM
VPRA_MEF0431;DIAM
VPRA_MEF0432;DIAM
VPRA_MEF0441;DIAM
VPRA_MEF0442;DIAM
VPRA_MEF0511;DIAM
VPRA_MEF0512;DIAM
VPRA_MEF0521;DIAM
VPRA_MEF0522;DIAM
VPRA_MEF0531;DIAM
VPRA_MEF0532;DIAM
VPRA_MEF0541;DIAM
VPRA_MEF0542;DIAM
VPRA_MEF0611;DIAM
VPRA_MEF0612;DIAM
VPRA_MEF0621;DIAM
VPRA_MEF0622;DIAM
VPRA_MEF0631;DIAM
VPRA_MEF0632;DIAM
VPRA_MEF0641;DIAM
VPRA_MEF0642;DIAM
VPRA_MEF0711;DIAM
VPRA_MEF0712;DIAM
VPRA_MEF0721;DIAM
VPRA_MEF0722;DIAM
VPRA_MEF0731;DIAM
VPRA_MEF0732;DIAM
VPRA_MEF0741;DIAM
VPRA_MEF0742;DIAM
VPRA_MEF0811;DIAM
VPRA_MEF0812;DIAM
VPRA_MEF0821;DIAM
VPRA_MEF0822;DIAM
VPRA_MEF0831;DIAM
VPRA_MEF0832;DIAM
VPRA_MEF0841;DIAM
VPRA_MEF0842;DIAM
VPRA_MTT0511;DIAM
VPRA_MTT0512;DIAM
VPRA_MTT0521;DIAM
VPRA_MTT0522;DIAM
VPRA_MTT0531;DIAM
VPRA_MTT0532;DIAM
VPRA_MTT0541;DIAM
VPRA_MTT0542;DIAM
VPRA_MTT0611;DIAM
VPRA_MTT0612;DIAM
VPRA_MTT0621;DIAM
VPRA_MTT0622;DIAM
VPRA_MTT0631;DIAM
VPRA_MTT0632;DIAM
VPRA_MTT0641;DIAM
VPRA_MTT0642;DIAM
VPRA_MTT0711;DIAM
VPRA_MTT0712;DIAM
VPRA_MTT0721;DIAM
VPRA_MTT0722;DIAM
VPRA_MTT0731;DIAM
VPRA_MTT0732;DIAM
VPRA_MTT0741;DIAM
VPRA_MTT0742;DIAM
VPRA_MTT0811;DIAM
VPRA_MTT0812;DIAM
VPRA_MTT0821;DIAM
VPRA_MTT0822;DIAM
VPRA_MTT0831;DIAM
VPRA_MTT0832;DIAM
