AGE_COD;AGE_LIB;TEC_COL
rappeler_rens_vic;Rappeler Dem. Rens. Victime;0
rappeler_sal_ad;Rappeler AD Salaires;0
rappeler_sal_aut_emp;Rappeler Dem. Salaires Autre Employeur;0
rappeler_sal_emp;Rappeler Dem. Salaires Employeur;0
rappeler_sal_vic;Rappeler Dem. Salaires Victime;0
rappeler_spc_vic;(*) Rappeler Certificat SPC Victime;0
rappeler_vih_sm;Rappeler Service Médical - Contamination VIH;0
recevoir_dem_dos_sas;Recevoir Demande Dossier Autre CPAM;0
recevoir_dos_dem_man;Recevoir Dossier Electronique (hors SAS);0
recevoir_dos_dem_sas;Recevoir Dossier Demandé Autre CPAM;0
recevoir_trs_dos_sas;Recevoir Dossier Transmis Autre CPAM;0
recours_crrmp;Recours CRRMP;0
rectifier_notif_accord;Rectifier Notifier Accord;0
rectifier_notif_refus;Rectifier Notifier Refus;0
rectifier_notif_reserves;(*) Rectifier Notifier Réserves;0
rectifier_retour_accord;Rectifier Retour Accord;0
rectifier_retour_attente;Rectifier Retour Attente;0
rectifier_retour_date;Rectifier Date statut;0
rectifier_retour_refus;Rectifier Retour Refus;0
rectifier_retour_reserves;(*) Rectifier Retour Provisionnel;0
refuser_dem_dos_sas;Refuser Demander Dossier Autre CPAM;0
refuser_dos_dem_sas;Refuser Dossier Demandé Autre CPAM;0
refuser_dos_trs_sas;Refuser Dossier Transmis Autre CPAM;0
relancer_dem_avis_iti;Relancer Avis Médical ITI;0
relancer_rens_ad;Rappeler Dem. AD Renseignements;0
relancer_rens_emp;Rappeler Dem. Rens. Employeur;0
relancer_rens_vic;Rappeler Dem. Rens. Victime;0
relancer_volet_emp_iti;Relancer Employeur Volet ITI;0
relancer_volet_emp_iti_rch;Relancer Employeur Volet ITI(RCH);0
reouvrir_dossier;Ré-ouvrir Dossier;0
reponse_rens_tar_cpam;(*)Répondre pour suivi employeur suite DAT tardive;0
reprendre_app;Reprendre un Appareillage;0
reprendre_avis;Reprendre un  Avis;0
reprendre_avis_dmf;Reprendre Avis Décision Médicale Finale;0
reprendre_avis_evtapr;Reprendre Avis Appareillage;0
reprendre_avis_evtarr;Reprendre Avis Arrêt de Travail;0
reprendre_avis_evtcur;Reprendre Avis Cure;0
reprendre_avis_evtepr;Reprendre Avis Entente Préalable;0
reprendre_avis_evthos;Reprendre Avis Hospitalisation;0
reprendre_avis_evtree;Reprendre Avis Rééducation;0
reprendre_avis_evtree_cot;Reprendre Avis COTOREP;0
reprendre_avis_evtsoi;Reprendre Avis Soins;0
reprendre_avis_evtspc;Reprendre Avis Soins Post-Consolidation;0
reprendre_avis_ipp;Reprendre Avis IPP;0
reprendre_avis_mp;Reprendre Avis Maladie Professionnelle;0
reprendre_avis_mp_2a;Reprendre Avis M.P. tableau;0
reprendre_avis_mp_3a;Reprendre Avis M.P. 3ème Alinéa;0
reprendre_avis_mp_4a;Reprendre Avis M.P. 4ème Alinéa;0
reprendre_avis_mp_nex;Reprendre Avis M.P. 4ème Alinéa;0
reprendre_avis_mp_pneumo;Reprendre Avis M.P. Médecin Pneumologue;0
reprendre_avis_mp_trt;Reprendre Avis M.P. Complément Traitement;0
reprendre_avis_nll;Reprendre Avis Nouvelle Lésion;0
reprendre_avis_rch;Reprendre Avis Rechute;0
reprendre_avis_spc;Reprendre Avis Soins Post-Consolidation;0
reprendre_cmf;Reprendre un CMF;0
reprendre_cmi;Reprendre un CMI;0
reprendre_cmnll;Reprendre un CMNLL;0
reprendre_cmp;Reprendre un CMP;0
reprendre_cmr;Reprendre un CMR;0
reprendre_cmspc;Reprendre un CMSPC;0
reprendre_contest;Reprendre une Contestation;0
reprendre_ctx;Reprendre un Retour CTX;0
reprendre_cur;Reprendre une Cure;0
reprendre_dat;Reprendre la DAT;0
reprendre_dcd;Reprendre une Pièce Décès;0
reprendre_div;Reprendre une Pièce Divers;0
reprendre_dmp;Reprendre la DMP;0
reprendre_dossier;Reprendre un Dossier;0
reprendre_enq;Reprendre Enquête;0
reprendre_enq_adm;Reprendre Enquête Administrative;0
reprendre_enq_adm_mp;Reprendre Enquête Adm. Maladie Professionnelle;0
reprendre_enq_ext;Reprendre Enquête Externe;0
reprendre_enq_ext_mp;Reprendre Enquête Externe Maladie Professionnelle;0
reprendre_enq_leg;Reprendre Enquête Légale;0
reprendre_ep;Reprendre une Entente Préalable;0
reprendre_exp;Reprendre une Expertise;0
reprendre_exp_arr;Reprendre Expertise Arrêt de Travail;0
reprendre_exp_dmf;Reprendre Expertise Décision Médicale Finale;0
reprendre_exp_evtapr;Reprendre Expertise Appareillage;0
reprendre_exp_evtcur;Reprendre Expertise Cure;0
reprendre_exp_evthos;Reprendre Expertise Hospitalisation;0
reprendre_exp_evtree;Reprendre Expertise Rééducation;0
reprendre_exp_evtsoi;Reprendre Expertise Soins;0
reprendre_exp_evtspc;Reprendre Expertise Soins Post-Consolidation;0
reprendre_exp_mp;Reprendre Expertise Maldie Professionnelle;0
reprendre_exp_nll;Reprendre Expertise Nouvelle Lésion;0
reprendre_exp_rce;Reprendre Expertise Imputabilité (RCE);0
reprendre_exp_rch;Reprendre Expertise Rechute;0
reprendre_exp_spc;Reprendre Expertise Soins Post-Consolidation;0
reprendre_exp_vih;Reprendre Expertise Séroconversion;0
reprendre_hos;Reprendre une Hospitalisation;0
reprendre_quest;Reprendre Questionnaire;0
reprendre_quest_emp;Reprendre Questionnaire Employeur;0
reprendre_quest_med;Reprendre Questionnaire Autre Médecin;0
reprendre_quest_mp_aut_emp;Reprendre Questionnaire M.P Autre Employeur;0
reprendre_quest_mp_emp;Reprendre Questionnaire M.P. Employeur;0
reprendre_quest_mt;Reprendre Questionnaire Médecin Traitant;0
reprendre_quest_ppa;Reprendre Questionnaire Première personne Avisée;0
reprendre_quest_tem;Reprendre Questionnaire Témoin;0
reprendre_quest_vic;Reprendre Questionnaire Victime;0
reprendre_rapport;Reprendre Rapport Police ou Gendarmerie;0
reprendre_ree;Reprendre une Rééducation;0
reprendre_rens;Reprendre un Renseignement;0
reprendre_salaire;Reprendre Salaires;0
reprendre_salaire_emp;Reprendre Salaires employeur;0
reprendre_salaire_vic;Reprendre Salaire Victime;0
reprendre_vih;Reprendre une Pièce SéroConv.;0
signaler;Signaler;0
signaler_acc_dem_dos;Sign. CPAM Demander Dossier;0
signaler_acc_dos_dem;Sign. CPAM Accepter Dossier Demandé;0
signaler_acc_dos_dem_sas;Sign. CPAM Accepter Dossier Demandé;0
signaler_acc_dos_trs;Sign. CPAM Accepter Dossier Transmis;0
signaler_acc_dos_trs_sas;Sign. CPAM Dossier Transmis Accepté;0
signaler_ann_dcd_rtt;Signaler Annulation Décès;0
signaler_ann_dmf;Signaler Annulation DMF;0
signaler_ann_sin_cram;Signaler CRAM - Annul. Sinistre;0
signaler_app;Signaler Appareillage;0
signaler_arr;Signaler Arrêt de Travail;0
signaler_arr_finij_car_convo;Signaler ARR Fin IJ Carence Convocation;0
signaler_ati;Signaler Accident Initial;0
signaler_at_nimp_cram;Signaler AT Non Imputable CRAM;0
signaler_at_nimp_cram_fraude;Signaler AT non imputable CRAM suite fraude;0
signaler_chg_rch;Signaler RTT Modif. Date Rechute;0
signaler_chg_sin_cram;Signaler Chgt Num. Sinistre CRAM;0
signaler_chg_sin_emp;Signaler Chgt Num. Sinistre Employeur;0
signaler_chg_sin_vic;Signaler Chgt Num. Sinistre Victime;0
signaler_chg_vic-cram;(*) Signaler Chgt Ident. Victime CRAM;0
signaler_dat_tar_ctx;Signaler Déclaration Tardive Contentieux;0
signaler_dcd;Signaler PEC Décès;0
signaler_dcd_cram;Signaler Décès CRAM;0
signaler_dcd_rtt;Signaler Décès centre de rattachement;0
signaler_dem_dos;Sign. CPAM Demander Dossier;0
signaler_dmf;Signaler Décision Médicale Finale;0
signaler_dmf_ctx;Signaler Décision M. Finale CTX;0
signaler_ep;Signaler Entente Préalable;0
signaler_etiq;Signaler Etiquette;0
signaler_etr;(*) Signaler Refus A.T. Etranger;0
signaler_fich_remp;Signaler Fiche de Remplacement;0
signaler_grave;Signaler Présomption d'IPP;0
signaler_ipp;Signaler IPP;0
signaler_iti_ren;Signaler Indemnité Tempo Inaptitude - Serv. RENTES;0
signaler_iti_rtt;Signaler Indemnité Tempo Inaptitude - Centre RATT;0
signaler_modifnns;Signaler Modification NNS;0
signaler_mp_cram;Signaler M.P. CRAM;0
signaler_mut_sas;Sign. Genéral pour Action SAS sur Mutation;0
signaler_nir_cram;Signaler Changt NIR CRAM;0
signaler_rch;Signaler Rechute;0
signaler_rch_nimp_cram;Signaler CRAM-IPP suite  à une rechute;0
signaler_rch_ren;Signaler Rechute Service Rentes;0
signaler_rct_cram;Signaler RCT CRAM;0
signaler_rct_ctx;Signaler RCT au CTX;0
signaler_rechute_nimp_cram;(*) Signaler Rechute Non Imputable CRAM;0
signaler_ree;Signaler Rééducation;0
signaler_ref_cram;Signaler Refus A.T. CRAM;0
signaler_ref_cram_mp;Signaler Refus M.P. CRAM;0
signaler_ref_dem_dos;Sign. CPAM Refuser Demander Dossier;0
signaler_ref_dem_dos_sas;Sign. CPAM Refuser Demander Dossier Autre CPAM;0
signaler_ref_dos_dem;Sign. CPAM Refuser Dossier Demandé;0
signaler_ref_dos_dem_sas;Sign. CPAM Refuser Dossier Demandé;0
signaler_ref_dos_trs;Sign. CPAM_Refuser Dossier Transmis;0
signaler_ref_dos_trs_sas;Sign. CPAM Dossier Transmis Refusé;0
signaler_ref_mp_cram;Signaler Refus M.P. CRAM;0
signaler_regul;Signaler Régularisation AT/AS;0
signaler_ris_cram;Signaler Risque Sinistre CRAM;0
signaler_rpec_at_cram;(*) Signaler Reprise en Charge A.T. CRAM;0
signaler_rpec_mp_cram;(*) Signaler Reprise en Charge M.P. CRAM;0
signaler_san_ctx;Signaler Sanction CTX;0
signaler_soi;Signaler Soins;0
signaler_spc;Signaler SPC;0
signaler_spc_mp;Signaler Centre Ratt. SPC _MP;0
signaler_trs_dos;Sign. CPAM Transmettre Dossier;0
statuer_dcd_at;Statuer Décès AT;0
statuer_dcd_mp;Statuer Décès MP;0
statuer_dossier_at;Statuer Dossier A.T.;0
statuer_dossier_mp;Statuer Dossier M.P.;0
statuer_nll_at;Statuer Nouvelle Lésion AT;0
statuer_nll_mp;Statuer Nouvelle Lésion MP;0
statuer_rch_at;Statuer Rechute AT;0
statuer_rch_mp;Statuer Rechute MP;0
supprimer_app;Supprimer Appareillage;0
supprimer_arr;Supprimer Arrêt de Travail;0
supprimer_ave_tar;Supprimer Avertissement Déclaration Tardive;0
supprimer_avi_dmf;Supprimer Avis de la DMF;0
supprimer_avi_epiati;Supprimer Avis de l'Episode A.T. Initial;0
supprimer_avi_epidcd;Supprimer Avis de l'Episode Décès;0
supprimer_avi_epinll;Supprimer Avis de l'Episode Nouvelle Lésion;0
supprimer_avi_epirch;Supprimer Avis de l'Episode Rechute;0
supprimer_avi_epispc;Supprimer Avis de l'Episode Soins Pos-Consolid.;0
supprimer_avi_eveapr;Supprimer Avis de l'Evènement Appareillage;0
supprimer_avi_evearr;Supprimer Avis de l'Evènement Arrêt de Travail;0
supprimer_avi_evecur;Supprimer Avis de l'Evènement Cure;0
supprimer_avi_evediv;Supprimer Avis de l'Evènement Divers;0
supprimer_avi_eveepr;Supprimer Avis de l'Evènement Entente Préalable;0
supprimer_avi_evehos;Supprimer Avis de l'Evènement Hospitalisation;0
supprimer_avi_eveiti;Supprimer Avis de l'Evènement ITI;0
supprimer_avi_eveper;Supprimer Avis de l'Evènement Période;0
supprimer_avi_everee;Supprimer Avis de l'Evènement Rééducation;0
supprimer_avi_evesoi;Supprimer Avis de l'Evènement Soins;0
supprimer_avi_evespc;Supprimer Avis de l'Evènement SPC;0
supprimer_contest;Supprimer Contestation;0
supprimer_cur;Supprimer Cure;0
supprimer_dat_tar;Supprimer Déclaration Tardive;0
supprimer_dcd;Supprimer Décès;0
supprimer_div;Supprimer Evt Divers;0
supprimer_dmf;Supprimer Décision Médicale Finale;0
supprimer_ech_reg;Supprimer une échéance règlementaire;0
supprimer_ep;Supprimer Entente Préalable;0
supprimer_epidcd;Supprimer Episode DCD;0
supprimer_epinll;Supprimer Episode NLL;0
supprimer_epirch;Supprimer Episode RCH;0
supprimer_epispc;Supprimer Episode SPC;0
supprimer_hos;Supprimer Hospitalisation;0
supprimer_iti;Supprimer Indemnité Temporaire d'Inaptitude;0
supprimer_ree;Supprimer Rééducation;0
supprimer_san_tar;Supprimer Sanction Déclaration Tardive;0
supprimer_soi;Supprimer Soin;0
supprimer_spc;Supprimer Soin Post-C;0
traiter_annot_bloc_note;Traiter Annotation Bloc Note;0
traiter_dat_tar;Traiter DAT tardive;0
traiter_notif;Traiter Notif. Suite Délai Consultation;0
traiter_notif_dcd;Traiter Notif. Décès Suite Consultation;0
traiter_notif_nll;Traiter Notif. NLL Suite Consultation;0
traiter_notif_rch;Traiter Notif. Rechute Suite Consultation;0
transmettre_avis_cur_as_rtt;(*) Transmettre Avis Cure Centre Ratt.;0
transmettre_avis_hos_rtt;Transmettre Avis Hospit. à Centre Ratt.;0
transmettre_avis_ree_rtt;(*) Transmettre Avis Rééducation Unité Production;0
transmettre_comp_at_cram;Transmettre Compl. Info. A.T. CRAM;0
transmettre_cont_acc_ctx;Transmettre Contest. Accident;0
transmettre_cont_app_ctx;Transmettre Contest. Appareillage;0
transmettre_cont_dcd_ctx;Transmettre Contest. AD;0
transmettre_cont_emp_ctx;Transmettre Contest. Emp. sur Matérialité;0
transmettre_cont_emp_tar_ctx;Transmettre Contest. DAT Tardive EMP;0
transmettre_cont_ep_ctx;Transmettre Contest. Entente Préalable;0
transmettre_cont_mp_ctx;(*) Transmettre Contest. M.P.;0
transmettre_cont_vih;Transmettre Contest. SéroConv.;0
transmettre_cou_rectif_ad;Transmettre Courrier rectificatif Ayant-Droit;0
transmettre_cou_rectif_vic;Transmettre Courrier Rectificatif;0
transmettre_ctx;Transmettre Docu. Contentieux;0
transmettre_dat_cpam;Transmettre DAT autre CPAM;0
transmettre_dat_cram;Transmettre DAT CRAM;0
transmettre_dem_cdc;Transmettre Demande Capital Décès;0
transmettre_dem_cure_up;(*) Transmettre Demande Cure Unité Production;0
transmettre_docu;(*) Transmettre Documents;0
transmettre_dos_crrmp;Transm. Dossier CRRMP (D. 2019);0
transmettre_dos_man;Transmettre Dossier Electronique (hors SAS);0
transmettre_dos_mp_c3m;(*) Demander avis M.P. Collège 3 Méd.;0
transmettre_dos_mp_crrmp;Demander Avis M.P. Au CRRMP;0
transmettre_dos_mp_crrmp_ad;(*) Demander Avis M.P. Au CRRMP (Ayant-droit);0
transmettre_dos_mp_ic;(*) Transmettre Dossier M.P. Ingénieur Conseil;0
transmettre_dos_mp_ing;Transm. Ing. Conseil - Dossier M.P (D. 2019);0
transmettre_dos_mp_pne;(*) Demander avis M.P. Méd. Expert Pneumo.;0
transmettre_dos_mut_cpam;Transmettre Dossier Mutation à autre CPAM;0
transmettre_dos_pap;Transmettre Dossier Papier;0
transmettre_dos_sas;Transmettre Dossier Electronique;0
transmettre_dos_vih_fith;Transmettre Dossier SéroConv. à Fonds Indemn.;0
transmettre_insp;Transmettre DAT Insp. Travail;0
transmettre_org;Transmettre Document à autre Organisme;0
transmettre_pie_dos_emp;Transmettre VIC/EMP Pieces Dossier AT ou MP;0
transmettre_sal_rtt;Transmettre Salaires à Centre Ratt.;0
transmettre_vih_sm;Transmettre S.M. Dossier Suivi Sérologique;0
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;Sans objet;2
