PRS_NAT;PRS_NAT_STA;PRS_NAT_CB2;PRS_NAT_LIB;TDM_NAT_AFF;PRS_NAT_TDM;NAT_CPL_ACT;CCA_CPL_COD;PRN_AID_TOP;PRS_SPP_TOP;TOP_SNI;TYA_COD;CEL_TYP;TOP_PRS_SOI;PRS_NAT_RGT;TOP_TRF_OPP;PRS_NAT_OBS;TEC_COL
3561;99;VEH;VEHICULES POUR HANDICAPES PHYSIQUES;9;99;0;;1;;1;Z;21;0;6;;;0
3562;99;VU5;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3563;99;M03;MONTURE ADULTE DE CLASSE B;9;99;0;;1;;1;Z;21;0;6;;;0
3564;99;M04;MONTURE ENFANT DE CLASSE B;9;99;0;;1;;1;Z;21;0;6;;;0
3565;99;S01;OPTIQUE - ADAPTATION VERRE DE CLASSE A;9;99;0;;1;;1;Z;21;0;6;;;0
3566;99;VM4;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3567;99;VM5;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3568;99;VM6;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3569;99;VM7;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE;9;99;0;;1;;1;Z;21;0;6;;;0
3570;99;SV3;OPTIQUE - AUTRE SUPPLEMENT;9;99;0;;1;;1;Z;21;0;6;;;0
3571;99;FGA;FRAIS DE GESTION APPAREILLAGE;9;99;0;;0;;1;Z;;0;6;;fermé le 30/03/2001;0
3572;99;ETI;ECART TIPS INDEMNISABLE;9;99;0;;0;;1;Z;21;0;6;;;0
3573;99;FED;FOURNITURE ET EQUIPEMENT DEROGATOIRES;9;99;0;;0;;0;Z;21;0;0;;;0
3574;99;PDM;DISPOSITIF MEDICAL (PRISE EN CHARGE EXCEPTIONNELLE);9;99;0;;1;;1;Z;21;0;6;;;0
3575;99;ATL;COMPLEMENT AT 150% LPP;9;99;1;27;0;;1;Z;21;0;6;;;0
3576;99;PPP;PRESTATION PARTICULIERE ET PANDEMIE;9;99;0;;0;;0;Z;21;0;0;;fermé le 01/01/2021;0
3578;99;MS1;OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS;9;99;0;;1;;1;Z;21;0;6;;;0
3579;99;MS2;OPTIQUE CLASSE B - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS;9;99;0;;1;;1;Z;21;0;6;;;0
1164;99;TLC;TÉLÉ CONSULTATION - ALD ET / OU EHPAD;9;99;0;;1;;1;C;20;0;1;;ferme le 14/09/2018;0
1165;99;TLE;TÉLÉ EXPERTISE - ALD ET/OU EHPAD;9;99;0;;0;;1;Z;20;0;1;;ferme le 09/02/2019;0
1166;99;TEC;FORFAIT COMPLÉMENTAIRE TÉLÉ EXPERTISE;9;99;0;;0;;1;Z;20;0;47;;;0
1167;99;NRD;VERSEMENT DE PENALITE DE RETARD AMO;9;99;0;;0;;1;Z;21;0;47;;;0
1168;99;CCP;CONSULTATION PREVENTION SANTE SEXUELLE;9;99;0;;1;;1;C;20;0;1;1;;0
1169;99;RCD;REMUNERATION POUR CERTIFICAT DE DECES;9;99;0;;0;;1;Z;20;0;47;;;0
1170;99;DHE;PEC EXCEPTIONNELLE DÉPASSEMENT HONORAIRE;9;99;0;;0;;1;Z;20;0;1;;;0
1171;99;CSR;RÉMUNÉRATION MÉDECIN TRAITANT CENTRES DE SANTÉ;9;99;0;;0;;0;Z;20;0;0;;;0
1172;99;TSA;TELESURVEILLANCE : PS EFFECTUANT L'ACCOMPAGNEMENT;9;99;0;;1;;1;C;20;0;1;;;0
1173;99;MTF;FORFAIT PATIENTELE MEDECIN TRAITANT;9;99;0;;0;;1;Z;21;0;47;;;0
1174;99;TSM;TELESURVEILLANCE : MEDECIN TELESURVEILLANT;9;99;0;;1;;1;C;20;0;1;;;0
1175;99;DHT;PEC EXCEPTIONNELLE DEPASSEMENT HONORAIRE TP;9;99;0;;0;;1;Z;20;0;1;;;0
1176;99;COI;CONTRAT INDIVIDUEL EMBAUCHE - AVANCE;9;99;0;;0;;1;Z;20;0;47;;;0
1177;99;AFC;AIDE FINANCIERE MATERNITE PATERNITE ADOPTION;9;99;0;;0;;1;Z;20;0;47;;;0
1178;99;P6P;FORFAIT STRUCT. MEDECIN;9;99;0;;0;;1;Z;21;0;47;;;0
1179;99;R6P;FORFAIT STRUCT. MEDECIN COMPLEMENT;9;99;0;;0;;1;Z;21;0;47;;;0
1180;99;P5P;ROSP MT ENFANT;9;99;0;;0;;1;Z;21;0;47;;;0
1181;99;R5P;ROSP MT ENFANT COMPLEMENT;9;99;0;;0;;1;Z;21;0;47;;;0
1182;99;PTM;REMUNERATION OPTAM;9;99;0;;0;;1;Z;21;0;47;;;0
1183;99;CTM;CONTESTATION OPTAM;9;99;0;;0;;1;Z;21;0;47;;;0
1184;99;COS;CONTRAT INDIVIDUEL EMBAUCHE - SOLDE;9;99;0;;0;;1;Z;20;0;47;;;0
1185;99;RNB;MURAINE - PAIEMENT DU BONUS ANNUEL;9;99;0;;0;;1;Z;20;0;47;;;0
1186;99;COC;CONTRAT INDIVIDUEL EMBAUCHE   OBJECTIFS COMPLEMENTAIRES;9;99;0;;0;;1;Z;20;0;47;;;0
1187;99;CCI;CONTRAT COLLECTIF   AIDE INVESTISSEMENT;9;99;0;;0;;0;Z;20;0;47;;;0
1188;99;CCA;CONTRAT COLLECTIF   ATTEINTE DES OBJECTIFS;9;99;0;;0;;0;Z;20;0;47;;;0
1189;99;COF;CONTRAT DE FORMATION;9;99;0;;0;;1;Z;20;0;47;;;0
1190;99;TSP;TELESURVEILLANCE : PRIME VARIABLE;9;99;0;;0;;1;Z;21;0;47;;;0
1191;99;TC;TELECONSULTATION TOUTES SPECIALITES;9;99;0;;1;1;1;C;20;0;1;;;0
1192;99;TCG;TELECONSULTATION GENERALISTE;9;99;0;;1;1;1;C;20;0;1;;;0
1193;99;TE1;TELE EXPERTISE DE NIVEAU 1;9;99;0;;1;;1;C;20;0;1;1;;0
1194;99;TE2;TELE EXPERTISE DE NIVEAU 2;9;99;0;;1;;1;C;20;0;1;1;;0
1195;99;A51;FOND INNOVATION - PAIEMENT;9;99;0;;0;;1;Z;21;0;47;;;0
1196;99;FIS;FORFAIT INNOVATION SYSTEME DE SANTE;9;99;0;;1;;1;Z;20;0;46;;;0
1197;99;RQT;FORFAIT REQUERANT;9;99;0;;0;;1;Z;21;0;47;;;0
1198;99;CRT;FORFAIT REQUERANT COMPLEMENTAIRE;9;99;0;;0;;1;Z;21;0;47;;;0
1199;99;RQD;DEMANDE TELEEXPERTISE;9;99;0;;1;;1;C;20;0;47;;;0
1201;99;TVA;TELESURVEIILANCE 1;9;99;0;;1;;1;C;20;0;1;;;0
1202;99;TVB;TELESURVEIILANCE 2;9;99;0;;1;;1;C;20;0;1;;;0
1209;99;VGS;VISITE SPECIALISTE MEDECINE GENERALE;9;99;0;;1;;1;C;20;0;1;1;;0
1210;99;VG;VISITE MEDECINE GENERALE;9;99;0;;1;;1;C;20;0;1;1;;0
1211;99;V;VISITE COTEE V;9;99;0;;1;;1;C;20;0;1;1;;0
1212;99;VS;VISITE COTEE VS;9;99;0;;1;;1;C;20;0;1;1;;0
1213;99;VNP;VISITE COTEE VNP;9;99;0;;1;;1;C;20;0;1;1;;0
1214;99;VL;VISITE LONGUE ET COMPLEXE;9;99;0;;1;;1;C;20;0;1;1;;0
1215;99;APV;AVIS PONCTUEL DE CONSULTANT MEDECIN (VISITE);9;99;0;;1;;1;C;20;0;1;1;;0
1216;99;AVY;AVIS PONCTUEL DE CONSULTANT PSYCHIATRE (VISITE);9;99;0;;1;;1;C;20;0;1;1;;0
1221;99;VA;VISITE D  URGENCE;9;99;0;;1;;1;C;20;0;1;1;fermé le 15/09/2014;0
1222;99;VU;VISITE URGENCE VU/MU;9;99;0;;1;;1;C;20;0;1;1;;0
1223;99;MMD;MAJORATION MAINTIEN A DOMICILE;9;99;1;4;0;;1;Z;;0;1;;fermé le 30/09/2002;0
1224;99;MD;MD (CRITERES MEDICAUX);9;99;1;4;0;1;1;Z;20;0;1;1;;0
1225;99;MDE;MDE ( CRITERES ENVIRONNEMENTAUX);9;99;1;4;0;;1;Z;20;0;1;1;fermé le 10/02/2007;0
1226;99;MDN;MD DE NUIT;9;99;1;1;0;1;1;Z;20;0;1;1;;0
1227;99;MDI;MD  DE MILIEU NUIT;9;99;1;1;0;1;1;Z;20;0;1;1;;0
1228;99;MDD;MD  DE DIMANCHE ET JOUR FERIES;9;99;1;2;0;1;1;Z;20;0;1;1;;0
1229;99;MEN;MDE  DE NUIT;9;99;1;1;0;;1;Z;;0;1;;fermé le 31/03/2003;0
3580;99;SV1;OPTIQUE - ADAPTATION VERRE DE CLASSE B;9;99;0;;1;;1;Z;21;0;6;;;0
3581;99;OP5;VERRES UNIFOCAUX OP5(CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3582;99;OP6;VERRES UNIFOCAUX OP6(CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3583;99;OPM;MONTURE (CMU);9;99;0;;1;;1;Z;21;0;6;;ferme le 31/12/2019;0
3584;99;SV2;OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A;9;99;0;;1;;1;Z;21;0;6;;;0
3585;99;SV4;OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE);9;99;0;;1;;1;Z;21;0;6;;;0
3586;99;P1G;PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE GAUCHE;9;99;0;;1;;1;Z;21;0;6;;;0
3587;99;P1D;PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE DROITE;9;99;0;;1;;1;Z;21;0;6;;;0
3588;99;P2G;PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE;9;99;0;;1;;1;Z;21;0;6;;;0
3589;99;P2D;PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE;9;99;0;;1;;1;Z;21;0;6;;;0
3590;99;APA;PROTHESES AUDITIVES - ACCESSOIRES;9;99;0;;1;;1;Z;21;0;6;;;0
3591;99;PCD;PRISE EN CHARGE DEROGATOIRE LPP;9;99;0;;0;;1;Z;21;0;6;;;0
3592;99;DLE;PEC EXCEPTIONNELLE DÉPASSEMENT LPP;9;99;0;;0;;1;Z;21;0;6;;;0
3593;99;TSF;TELESURVEILLANCE : FOURNISSEUR DE LA SOLUTION;9;99;0;;1;;1;Z;21;0;1;;;0
3594;99;DLT;PEC EXCEPTIONNELLE DEPASSEMENT LPP TP;9;99;0;;0;;1;Z;21;0;6;;;0
3595;99;PIL;PROTHESES AUDITIVES - PILES;9;99;0;;1;;1;Z;21;0;6;;;0
3596;99;MSQ;DELIVRANCE DE MASQUE;9;99;0;;1;;1;Z;21;0;6;;;0
3597;99;TL1;TELESURVEILLANCE 1;9;99;0;;1;;1;Z;21;0;6;;;0
3610;99;SGN;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION PHARMACIE NON REMBOURSABLE (CNMSS);9;99;1;29;0;;1;Z;20;0;5;;;0
3611;99;SGS;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE NON REMBOURSABLE (CNMSS);9;99;0;;1;;1;Z;20;0;6;;;0
3612;99;DPS;SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE REMBOURSABLE (CNMSS);9;99;1;29;0;;1;Z;20;0;6;;;0
4111;99;STH;FORFAIT DE SURVEILLANCE MEDICALE  1ER HANDICAP;9;99;0;;1;;1;C;20;1;1;1;;0
4112;99;THR;FORFAIT DE SURVEILLANCE MEDICALE REDUIT  2EME HANDICAP;9;99;0;;1;;1;C;20;1;1;;fermé le 31/12/1999;0
4113;99;KTH;PRATIQUES MEDICALES COMPLEMENTAIRES COTEES EN K;9;99;0;;1;;1;T;20;1;1;1;;0
4114;99;CST;COMPLEMENT SURVEILLANCE THERMALE;9;99;1;11;0;;1;Z;20;1;1;1;fermé le 01/01/2015;0
4131;99;TTH;FRAIS DE TRANSPORT - CURES THERMALES;9;99;0;;0;;0;Z;21;1;0;;;0
4132;99;HTH;FRAIS D  HOTEL - CURES THERMALES;9;99;0;;0;;0;Z;21;1;0;;;0
4141;99;TH1;FORFAIT THERMAL 1;9;99;0;;0;;1;Z;21;1;8;;;0
4142;99;TH2;FORFAIT THERMAL 2 AVEC KINESITEHRAPIE;9;99;0;;0;;1;Z;21;1;8;;;0
4143;99;TH3;FORFAIT THERMAL 2EME ORIENTATION;9;99;0;;0;;1;Z;21;1;8;;;0
4144;99;TH4;FORFAIT THERMAL 3 AVEC 9 SEANCES KINESITHERAPIE;9;99;0;;0;;1;Z;21;1;8;;;0
4145;99;TH5;FORFAIT THERMAL 72 SEANCES AVEC KINE;9;99;0;;0;;1;Z;21;0;8;;;0
4151;99;MK1;FORFAIT THERMAL 18 SEANCES COLLECTIVES;9;99;0;;0;;1;Z;21;1;8;;;0
4152;99;MK2;FORFAIT THERMAL 18 SEANCES INDIVIDUELLES;9;99;0;;0;;1;Z;21;1;8;;;0
4153;99;MK3;FORFAIT THERMAL 9 SEANCES COLLECTIVES;9;99;0;;0;;1;Z;21;1;8;;;0
4154;99;MK4;FORFAIT THERMAL 9 SEANCES INDIVIDUELLES;9;99;0;;0;;1;Z;21;1;8;;;0
4155;99;FSB;THERMAL-SEVRAGE DES PSYCHOTROPES;9;99;0;;0;;1;C;21;1;8;;;0
4156;99;FKS;THERMAL-SUITE CANCER DU SEIN;9;99;0;;0;;1;C;21;1;8;;;0
4157;99;TC1;THERMAL-TROUBLE COMPORTEMENT 72 SEANCES;9;99;0;;0;;1;C;21;1;8;;;0
4158;99;TC2;THERMAL-TROUBLE COMPORTEMENT 108 SEANCES;9;99;0;;0;;1;C;21;1;8;;;0
4203;99;TMR;SUPPLEMENT TRANSPORT PERSONNE MOBILITE REDUITE;9;99;0;;0;;1;Z;21;1;92;;;0
4204;99;FUE;FORFAIT TRANSPORT URGENCE EXTRAMUROS CPAM MEUSE;9;99;0;;0;;1;Z;21;1;93;;;0
4205;99;FUI;FORFAIT TRANSPORT URGENCE INTRAMUROS CPAM MEUSE;9;99;0;;0;;1;Z;21;1;93;;;0
4206;99;AFG;PRESTATION FIN DE GARDE AMBULANCE;9;99;0;;0;;1;Z;21;1;93;;;0
4207;99;FTU;FORFAIT TRANSPORT D'URGENCE EXPERIMENTATION CPAM AUDE;9;99;0;;0;;1;Z;21;1;93;;;0
4208;99;FUS;FORFAIT D'URGENCE SUR APPEL DU SAMU EXPERIMENTATION CPAM BOUCHES-DU-RHONE;9;99;0;;0;;1;Z;21;1;93;;;0
4209;99;CTU;COMPLEMENT TRANSPORTS D'URGENCE;9;99;0;;0;;1;Z;20;0;50;;;0
4210;99;TXA;Taxi tarif A;9;99;0;;0;;1;Z;21;0;92;;;0
4211;99;SMU;SERVICES MOBILES D  URGENCE ET DE REANIMATION (SMUR);9;99;0;;0;;1;Z;21;1;23;;;0
4212;99;ABA;AMBULANCES AGREEES;9;99;0;;0;;1;Z;21;1;90;;;0
4213;99;VSL;VEHICULES SANITAIRES LEGERS (VSL);9;99;0;;0;;1;Z;21;1;91;;;0
4214;99;TXI;TAXIS;9;99;0;;0;;1;Z;21;1;92;;;0
4215;99;VP;VEHICULES PERSONNELS;9;99;0;;0;;1;Z;21;1;23;;;0
4216;99;TRP;TRANSPORT REEDUCATION PROFESSIONNEL;9;99;0;;0;;0;Z;21;1;0;;;0
4217;99;TXB;Taxi tarif B;9;99;0;;0;;1;Z;21;0;92;;;0
1231;99;MEI;MDE MILIEU DE NUIT;9;99;1;1;0;;1;Z;;0;1;;fermé le 31/03/2003;0
1232;99;MED;MDE DIMANCHE ET JOUR FERIES;9;99;1;2;0;;1;Z;;0;1;;fermé le 31/03/2003;0
1311;99;KC;ACTES EN K CHIRURGICAL;9;99;0;;1;1;1;T;20;0;37;1;fermé le 01/12/2014;0
1312;99;K;ACTES DE SPECIALITE EN K;9;99;0;;1;1;1;T;20;0;1;1;;0
1313;99;KA;ACTES EN K D  URGENCE;9;99;0;;1;;1;T;20;0;1;1;fermé le 01/01/2011;0
1314;99;KFA;FORFAIT CHIRURGIE 1;9;99;1;8;0;;1;Z;20;0;1;;fermé le 31/12/2006;0
1315;99;KFB;FORFAIT CHIRURGIE 2;9;99;1;8;0;;1;Z;20;0;1;;fermé le 31/12/2006;0
1316;99;KE;ACTES DE DIAGNOSTIC COTES KE;9;99;0;;1;1;1;T;20;0;1;1;fermé le 01/08/2016;0
1317;99;KCC;ACTES EN KCC: ACTES SPECIFIQUES DES CHIRURGIENS;9;99;0;;0;;1;T;20;0;1;1;fermé le 31/12/2006;0
1318;99;KMO;ACTE DE PHONIATRIE PAR MEDECIN;9;99;0;;1;;1;T;20;0;1;1;;0
1319;99;KFC;MAJORATION FORFAIT ACCOUCHEMENT;9;99;1;7;0;;1;Z;20;0;1;;fermé le 31/12/2006;0
1320;99;KFD;FORFAIT RADIOGRAPHIE,ECHOGRAPHIE;9;99;1;15;0;;1;T;20;0;1;;fermé le 31/12/2006;0
1321;99;ADC;ACTE DE CHIRURGIE CCAM;9;99;0;;1;1;1;T;20;1;44;1;;0
1322;99;ACO;ACTE D'OBSTETRIQUE CCAM;9;99;0;;1;1;1;T;20;0;25;1;;0
1323;99;ADA;ACTE D'ANESTHESIE CCAM;9;99;0;;1;1;1;T;20;0;25;1;;0
1324;99;ADE;ACTE D'ECHOGRAPHIE CCAM;9;99;0;;1;1;1;T;20;0;25;1;;0
1331;99;Z;ACTES DE RADIOLOGIE;9;99;0;;1;1;1;T;20;0;1;1;;0
1332;99;ZN;ACTES DE RADIOLOGIE NUCLEAIRE;9;99;0;;0;;1;T;20;0;1;;fermé le 31/12/2006;0
1333;99;PRA;MAJORATION POUR PRODUIT RADIOPHARMACEUTIQUE;9;99;1;9;0;;1;T;20;0;1;;fermé le 31/12/2006;0
1335;99;ZM/ADI;ACTE DE RADIOLOGIE MAMMOGRAPHIE;9;99;0;;1;;1;T;;0;1;1;ZM : fermé le 31/12/2006;0
1336;99;ZM DEPISTAGE/ADI;ACTE DE RADIOLOGIE MAMMOGRAPHIE DEPISTAGE;9;99;0;;1;;1;T;;0;1;1;ZM : fermé le 31/12/2006;0
1341;99;P;ACTES D  ANATOMO-CYTO-PATHOLOGIE/MEDECINS;9;99;0;;1;;1;T;20;0;1;1;fermé le 01/03/2011;0
1342;99;MAP;MAJORATION ANATOMO-CYTO-PATHOLOGIE;9;99;1;19;0;;1;Z;20;0;1;1;fermé le 01/03/2011;0
1345;99;MTC;MAJORATION TRANSITOIRE;9;99;1;14;0;;1;Z;20;0;1;;fermé le 31/12/2006;0
1351;99;ADI;ACTE D'IMAGERIE (hors ECHOGRAPHIE) CCAM;9;99;0;;1;1;1;T;20;1;25;1;;0
1352;99;ATM;ACTES TECHNIQUES MEDICAUX  (hors IMAGERIE) CCAM;9;99;0;;1;1;1;T;20;1;25;1;;0
1361;99;VDC;VIDEOCAPSULE;9;99;0;;0;;1;T;20;0;49;;;0
1400;99;BR1;BRIDGE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1401;99;PF0;PROTHESE FIXE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1402;99;PF1;PROTHESE FIXE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1403;99;RF0;REPARATION FACETTE PROTHESE AMOVIBLE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1404;99;RA0;REPARATION ADJONCTION RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1405;99;RS0;REPARATION PROTHESE ADJOINTE SIMPLE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1406;99;SU0;SUPPLEMENT PROTHESE RESINE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1407;99;CT1;COURONNE TRANSITOIRE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1408;99;CZ1;COURONNE ZIRCONE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1409;99;IC1;INLAY CORE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1410;99;IN1;INLAY ONLAY RAC MOERE;9;99;0;;1;;1;T;20;1;42;;;0
1411;99;SCM/SPA;ACTES EN SCM (ET SPA POUR LA CRPCEN);9;99;0;;1;1;1;T;;1;34;1;SCM : fermé le 01/12/2014;0
1412;99;PA1;PROTHESE AMOVIBLE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1413;99;RE1;REPARATION PROTHESE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1414;99;SU1;SUPPLEMENT PROTHESE METALLIQUE RAC MODERE;9;99;0;;1;;1;T;20;1;42;;;0
1415;99;CM0;PROTHESE FIXE METALLIQUE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1416;99;CT0;COURONNE TRANSITOIRE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1417;99;CZ0;COURONNE ZIRCONE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1418;99;IC0;INLAY CORE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1419;99;PA0;PROTHESE AMOVIBLE RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1420;99;PT0;PROTHESE AMOVIBLE DE TRANSITION RAC 0;9;99;0;;1;;1;T;20;1;42;;;0
1421;99;PRO;ACTES DE PROTHESE DENTAIRE PRATIQUES PAR LE MEDECIN;9;99;0;;1;1;1;T;20;1;35;;fermé le 01/12/2014;0
1422;99;ORT/EOS;TRAITEMENTS D  ORTHODONTIE PRATIQUES PAR LE MEDECIN (ET EOS POUR LA CRPCEN);9;99;0;;1;;1;T;20;1;36;;;0
1423;99;SPR;ACTES DE PROTHESE DENTAIRE PRATIQUES PAR LE CHIRURGIEN-DENTISTE;9;99;0;;1;1;1;Z;20;0;35;;fermé le 01/12/2014;0
1424;99;TO/ETO;TRAITEMENTS D  ORTHODONTIE PRATIQUES PAR LE CHIRURGIEN-DENTISTE (ET ETO POUR LA CRPCEN);9;99;0;;1;;1;Z;;0;36;;;0
1425;99;ATD;COMPLEMENT AT 150% DENTAIRE;9;99;1;27;0;;1;Z;20;0;35;;;0
1426;99;DDE;PEC EXCEPTIONNELLE DÉPASSEMENT DENTAIRE;9;99;0;;0;;1;Z;20;0;41;;;0
1427;99;DDT;PEC EXCEPTIONNELLE DEPASSEMENT DENTAIRE TP;9;99;0;;0;;1;Z;20;0;41;;;0
4218;99;TXC;Taxi tarif C;9;99;0;;0;;1;Z;21;0;92;;;0
4219;99;ATP;AUTRES MODES DE TRANSPORT;9;99;0;;0;;1;Z;21;1;23;;;0
4220;99;TXD;Taxi tarif D;9;99;0;;0;;1;Z;21;0;92;;;0
4221;99;ABG;AMBULANCE AGREEE DE GARDE;9;99;0;;0;;1;Z;21;1;93;;;0
4222;99;ING;INDEMNITE DE GARDE AMBULANCIERE;9;99;0;;0;;1;Z;21;1;50;;;0
4223;99;;PART ASSOCIATION TRANSPORTEUR;9;99;0;;0;;0;Z;;1;0;;Saisie manuelle Qualiflux;0
4224;99;PGE;PRATIQUE DE GEO LOCALISATION PAR DISPOSITIF EMBARQUE;9;99;0;;0;;1;Z;20;0;50;;;0
4225;99;TS2;FORFAIT TRANSPORT PARTAGE PAR 2 PERSONNES;9;99;0;;0;;0;Z;21;0;0;;;0
4226;99;TS3;FORFAIT TRANSPORT PARTAGE PAR 3 PERSONNES;9;99;0;;0;;0;Z;21;0;0;;;0
4227;99;CAQ;CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS;9;99;0;;0;;1;Z;20;0;51;;;0
4228;99;CAC;CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS COMPLEMENT;9;99;0;;0;;1;Z;20;0;51;;;0
4229;99;TXF;Taxi tarif F;9;99;0;;0;;1;Z;21;0;92;;;0
4230;99;ASB;PAIEMENT SORTIE BLANCHE;9;99;0;;0;;1;Z;21;0;50;;;0
4231;99;ARC;COMPLEMENT MINIMUM GARANTI;9;99;0;;0;;1;Z;21;0;50;;;0
4232;99;AIG;INTERVENTION DURANT GARDE;9;99;0;;0;;1;Z;21;0;50;;;0
4233;99;AHG;INTERVENTION HORS GARDE;9;99;0;;0;;1;Z;21;0;50;;;0
4234;99;ITP;INDICIAIRE TRANSPORT PARTAGE;9;99;0;;0;;1;Z;21;0;50;;;0
4311;99;DEL;FRAIS DE DEPLACEMENT - ENQU'TE LEGALE AT;9;99;1;10;0;;1;Z;;0;7;;fermé le 29/02/2008;0
4312;99;DCM;FRAIS DE DEPLACEMENT - COLLEGE 3 MEDECINS;9;99;1;10;0;;1;Z;20;0;7;;fermé le 01/09/2009;0
4313;99;HCM;HONORAIRES;9;99;0;;0;;1;C;20;0;16;;fermé le 01/09/2009;0
4314;99;ENQ;ENQUETE;9;99;0;;0;;1;Z;;0;16;;fermé le 29/02/2008;0
4315;99;AUT;AUTOPSIE;9;99;0;;0;;0;Z;20;0;0;;;0
4316;99;EXP;EXPERTISE;9;99;0;;0;;1;Z;20;0;16;;;0
4317;99;HMP;HONORAIRE COMITE  REGIONAL  RECONNAISSANCE Maladie  Professionnelle;9;99;0;;0;;1;Z;20;0;47;;;0
4318;99;DPH;DEPLACEMENT COMITE REGIONAL RECONNAISSANCE MP;9;99;1;10;0;;1;Z;20;0;7;;;0
4319;99;DPE;DEPLACEMENT PERSONNE ENTENDUE (CRRMP);9;99;1;10;0;;0;Z;21;0;0;;;0
4320;99;ECP;AVIS SAPITEUR;9;99;0;;0;;1;Z;20;0;47;;;0
4321;99;FUN;FRAIS FUNERAIRES;9;99;0;;0;;0;Z;21;1;0;;;0
4322;99;TRC;TRANSPORT DU CORPS;9;99;0;;0;;0;Z;21;1;0;;;0
4323;99;PDO;INDEMNITE ALLOUEE EN REPARATION DES PREJUDICES EXTRA-PATRIMOMIAUX;9;99;0;;0;;0;Z;21;1;0;;;0
4324;99;ICE;INDEMNITE DE CHANGEMENT D  EMPLOI;9;99;0;;0;;0;Z;18;0;0;;;0
4325;99;ICR;INDEMNITE COMPLEMENTAIRE POUR REEDUCATION PROFESSIONNELLE;9;99;0;;0;;0;Z;18;0;0;;;0
4326;99;PPU;PRETIUM PULCHRITUDINIS;9;99;0;;0;;0;Z;21;0;0;;;0
4327;99;PSE;PRETIUM SEXUALE;9;99;0;;0;;0;Z;21;0;0;;;0
4328;99;PAG;PREJUDICE D'AGREMENT;9;99;0;;0;;0;Z;21;0;0;;;0
4329;99;PPD;PREJUDICE PERTE OU DIMINUTION PROMOTION PROFESSIONNELLE;9;99;0;;0;;0;Z;21;0;0;;;0
4330;99;PNC;PREJUDICES EXTRA PATRIMONIAUX - HORS IV;9;99;0;;0;;0;Z;21;0;0;;;0
4331;99;ETR;REMBOURSEMENTS DE SOINS A L  ETRANGER (ET1 A ET6 ET ET8 A ET9, ETB ETA, ETH, ETT, ETP, ETX );9;99;0;;0;;0;Z;21;0;0;;;0
