table,var,format,description,nomenclature,creation,suppression,dates_manquantes
T_MCOaaC,ORG_CPL_NUM,string (10),N° d’organisme complémentaire,-,2015,,
T_MCOaaC,ORG_CPL_NUM_RET,string (1),"Code retour contrôle "" N° d’organisme complémentaire""",-,2015,,
T_MCOaaC,PMS_RET,string (1),Code retour « fusion ANO PMSI et fichier PMSI »,-,2005,,
T_MCOaaC,RNG_BEN,string (3),Rang du bénéficiaire,-,2015,,
T_MCOaaC,RNG_BEN_RET,string (1),Code retour contrôle « Rang du bénéficiaire »,-,2015,,
T_MCOaaC,RNG_NAI,string (1),Rang de naissance,-,2015,,
T_MCOaaC,RNG_NAI_RET,string (1),Code retour contrôle « Rang de naissance »,-,2015,,
T_MCOaaC,RSA_NUM,string (10),N° séquentiel dans fichier PMSI,-,2005,,
T_MCOaaC,SEJ_MER_RET,string (1),Code retour contrôle « N° administratif de séjour de la mère »,-,2013,,
T_MCOaaC,SEJ_NUM,string (5),N° de séjour,-,2005,,
T_MCOaaC,SEJ_RET,string (1),Code retour contrôle « n° d’identification administratif de séjour »,-,2005,,
T_MCOaaC,SEX_RET,string (1),Code retour contrôle « sexe »,-,2005,,
T_MCOaaC,SOR_DAT,string (8),Date de sortie du séjour PMSI,-,2009,,
T_MCOaaC,VID_HOSP_FOR,string (3),N° format VID-HOSP,-,2008,,
T_MCOaaC,ENT_MOI,string (2),Mois de la date d'entrée du séjour,-,2019,,
T_MCOaaC,ENT_ANN,string (4),Année de la date d'entrée du séjour,-,2019,,
T_MCOaaC,IPP_BEN_ANO_RET,string (1),"Code retour contrôle "" N° d'identification permanent du patient""",-,2019,,
T_MCOaaC,IPP_BEN_ANO,string (44),N° d'identification permanent du patient anonymisé,-,2019,,
T_MCOaaC,ID_MAM_ENF,string (32),no chainage mere enfant,-,2020,,
T_MCOaaC,ENT_AM,date,Date d'entrée au format année + mois,-,2009,2011,
T_MCOaaC,SOR_AM,date,Date de sortie au format année + mois,-,2009,2011,
T_MCOaaC,NIR_ANO_MAM,string (32),N° anonyme mère-enfant,-,2013,2019,
T_MCOaaC,SOR_ANN,string (4),Année de sortie,-,2005,2019,
T_MCOaaC,SOR_MOI,string (2),Mois de sortie,-,2005,2019,
T_MCOaaCSTC,ENT_DAT,string (8),Date d'entrée,-,2009,,
T_MCOaaCSTC,ENT_DAT_RET,string (1),Code retour contrôle « date de référence» (date d'entrée),-,2009,,
T_MCOaaCSTC,ETA_NUM,string (9),N° FINESS,-,2008,,
T_MCOaaCSTC,EXE_SOI_AMD,string (6),Date d'entrée au format année + mois,-,2009,,
T_MCOaaCSTC,EXE_SOI_AMF,string (6),Date de sortie au format année + mois,-,2009,,
T_MCOaaCSTC,EXE_SOI_DTD,date,Date d'entrée,-,2009,,
T_MCOaaCSTC,EXE_SOI_DTF,date,Date de sortie,-,2009,,
T_MCOaaCSTC,IAS_RET,string (1),Code retour contrôle « n° d'identification administratif de séjour »,-,2008,,
T_MCOaaCSTC,NAI_RET,string (1),Code retour contrôle « date de naissance »,-,2008,,
T_MCOaaCSTC,NIR_ANO_17,string (17),N° Anonyme du patient,-,2008,,
T_MCOaaCSTC,NIR_RET,string (1),Code retour contrôle « n° sécurité sociale »,-,2008,,
T_MCOaaCSTC,RNG_BEN,string (3),Rang du bénéficiaire,-,2016,,
T_MCOaaCSTC,RNG_NAI,string (1),Rang de naissance,-,2016,,
T_MCOaaCSTC,SEJ_NUM,string (5),N° de séjour,-,2009,,
T_MCOaaCSTC,SEQ_NUM,string (8),N° séquentiel,-,2008,,
T_MCOaaCSTC,SEX_RET,string (1),Code retour contrôle « sexe »,-,2008,,
T_MCOaaCSTC,SOR_DAT,string (8),Date de sortie,-,2009,,
T_MCOaaCSTC,RAC_MNT_PAT_RET,string (1),"Code retour contrôle "" Montant total du séjour facturé au patient """,-,2018,,
T_MCOaaCSTC,NBR_REJET_AMO_RET,string (1),"Code retour contrôle "" Rejet AMO """,-,2018,,
T_MCOaaCSTC,FAC_AMO_DT_RET,string (1),"Code retour contrôle "" Date de facturation AMO """,-,2018,,
T_MCOaaCSTC,FAC_AMC_DT_RET,string (1),"Code retour contrôle "" Date de facturation AMC """,-,2018,,
T_MCOaaCSTC,FAC_RAC_DT_RET,string (1),"Code retour contrôle "" Date de facturation patient """,-,2018,,
T_MCOaaCSTC,PAI_AMO_DT_RET,string (1),"Code retour contrôle "" Date de paiement AMO """,-,2018,,
T_MCOaaCSTC,PAI_AMC_DT_RET,string (1),"Code retour contrôle "" Date de paiement AMC """,-,2018,,
T_MCOaaCSTC,PAI_RAC_DT_RET,string (1),"Code retour contrôle "" Date de paiement patient """,-,2018,,
T_MCOaaCSTC,VALID_FAC_AMO_RET,string (1),"Code retour contrôle "" Statut FT AMO """,-,2018,,
T_MCOaaCSTC,VALID_FAC_AMC_RET,string (1),"Code retour contrôle "" Statut FT AMC """,-,2018,,
T_MCOaaCSTC,VALID_FAC_RAC_RET,string (1),"Code retour contrôle "" Statut FT patient """,-,2018,,
T_MCOaaCSTC,PAYS_ASS_PAT_RET,string (1),"Code retour contrôle "" Pays d’assurance social """,-,2018,,
T_MCOaaCSTC,RAC_MNT_PAT,"number (8,2)",Montant total du séjour facturé au patient,-,2018,,
T_MCOaaCSTC,NBR_REJET_AMO,number (1),Rejet AMO,-,2018,,
T_MCOaaCSTC,FAC_AMO_DT,string (8),Date de facturation AMO,-,2018,,
T_MCOaaCSTC,FAC_AMC_DT,string (8),Date de facturation AMC,-,2018,,
T_MCOaaCSTC,FAC_RAC_DT,string (8),Date de facturation patient,-,2018,,
T_MCOaaCSTC,PAI_AMO_DT,string (8),Date de paiement AMO,-,2018,,
T_MCOaaCSTC,PAI_AMC_DT,string (8),Date de paiement AMC,-,2018,,
T_MCOaaCSTC,PAI_RAC_DT,string (8),Date de paiement patient,-,2018,,
T_MCOaaCSTC,VALID_FAC_AMO,string (1),Statut FT AMO,-,2018,,
T_MCOaaCSTC,VALID_FAC_AMC,string (1),Statut FT AMC,-,2018,,
T_MCOaaCSTC,VALID_FAC_RAC,string (1),Statut FT patient,-,2018,,
T_MCOaaCSTC,PAYS_ASS_PAT,string (3),Pays d’assurance social,-,2018,,
T_MCOaaCSTC,IPP_BEN_ANO_RET,string (1),"Code retour contrôle "" N° d'identification permanent du patient""",-,2019,,
T_MCOaaCSTC,IPP_BEN_ANO,string (44),N° d'identification permanent du patient anonymisé,-,2019,,
T_MCOaaCSTC,ENT_AM,date,Date d'entrée au format année + mois,-,2009,2011,
T_MCOaaCSTC,SOR_AM,date,Date de sortie au format année + mois,-,2009,2011,
T_MCOaaD,ASS_DGN,string (6),Diagnostic associé,-,2005,,
T_MCOaaD,DGN_ASS_NUM,number (4),Numero de diag par couple eta_num rsa_num,-,2014,,
T_MCOaaD,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaD,RSA_NUM,string (10),N° d'index du RSA,-,2005,,
T_MCOaaD,RSS_NUM,string (3),Numéro de version du format du RSA,-,2005,,
T_MCOaaDIALP,ANN,string (4),Année période,-,2009,,
T_MCOaaDIALP,ETA_NUM,string (9),N° FINESS,-,2009,,
T_MCOaaDIALP,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaDIALP,MOI,string (2),N° période (mois),-,2009,,
T_MCOaaDIALP,NBR_PRS,number (10),Nombre de suppléments DIP,-,2011,,
T_MCOaaDIALP,PRS_COD,string (3),Code Prestation,-,2009,,
T_MCOaaDIALP,PRS_TYP,string (2),Type de prestation,-,2009,,
T_MCOaaDIALP,RSA_NUM,string (10),N° d'index du RSA,-,2009,,
T_MCOaaDIALP,FAC_SEM_NBR,number,Nombre de semaine facturées,-,2009,2011,
T_MCOaaDMIP,ANN,string (4),Année période,-,2008,,
T_MCOaaDMIP,DAT_POS_ANN,string (4),Année de la date de pose,-,2009,,
T_MCOaaDMIP,DELAI,number (4),Délai entre la date d’entrée du séjour et la date de pose,-,2008,,
T_MCOaaDMIP,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2008,,
T_MCOaaDMIP,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaDMIP,LPP_COD,string (9),Code LPP (attention blanc devant),-,2008,,
T_MCOaaDMIP,MOI,string (2),N° période (mois),-,2008,,
T_MCOaaDMIP,MOI_POS,string (2),Mois de la date de pose (si renseginée),-,2008,,
T_MCOaaDMIP,NBR_POS,number (10),Nombre posé,-,2008,,
T_MCOaaDMIP,NBR_POS_PRI,"number (10,3)",Prix d'achat multiplié par le nombre posé,-,2008,,
T_MCOaaDMIP,PRS_TYP,string (2),Type de prestation,-,2008,,
T_MCOaaDMIP,RSA_NUM,string (10),N° d'index du RSA,-,2008,,
T_MCOaaDMIP,TIP_PRS_IDE,number (13),Code LPP (format numérique),-,2008,,
T_MCOaaE,ANN_TRT,string (7),N° du trimestre PMSI transmis,-,2005,,
T_MCOaaE,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaE,ETB_EXE_FIN,string (8),N°FINESS sans clé,-,2005,,
T_MCOaaE,REG_ETA,string (40),Région,-,2005,,
T_MCOaaE,SOC_RAI,string (80),Raison sociale,-,2005,,
T_MCOaaE,STA_ETA,string (3),Statut de l'établissement,-,2005,,
T_MCOaaE,VAL_ETA,string (20),Validation des données,-,2005,,
T_MCOaaE,COM_ETA,string (50),Commentaires,-,2020,,
T_MCOaaFA,AGE_ANN,number (3),Age (en années),-,2014,,
T_MCOaaFA,COD_CIV,string (1),Code civilité,-,2005,,
T_MCOaaFA,COD_PEC,string (1),Code de prise en charge,-,2005,,
T_MCOaaFA,COD_SEX,string (1),Sexe,-,2005,,
T_MCOaaFA,CON_TYP,string (2),Type de contrat souscrit auprès d'un organisme complémentaire,-,2008,,
T_MCOaaFA,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFA,EXO_TM,string (1),Justification d'exonération du TM,-,2005,,
T_MCOaaFA,FAC_ETL,string (1),Etat de liquidation de la facture,-,2008,,
T_MCOaaFA,GES_COD,string (2),Code gestion,-,2017,,
T_MCOaaFA,HON_AM_MNR,"number (8,2)",Total honoraire remboursable AM,-,2005,,
T_MCOaaFA,HON_MNT,"number (8,2)",Total honoraire Facturé,-,2005,,
T_MCOaaFA,HON_OC_MNR,"number (8,2)",Total remboursable OC pour les honoraires,-,2005,,
T_MCOaaFA,NAT_ASS,string (2),Nature assurance,-,2005,,
T_MCOaaFA,NOE_RGM,string (2),Code Gd régime,-,2005,,
T_MCOaaFA,NUM_DAT_AT,string (9),Numéro accident du travail ou date d’accident de droit commun,-,2015,,
T_MCOaaFA,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFA,OPE_NAT,string (1),Nature opération,-,2005,,
T_MCOaaFA,ORG_CPL_NUM,string (10),N° d’organisme complémentaire,-,2015,,
T_MCOaaFA,PAS_OC_MNT,"number (8,2)",Total participation assuré avant OC,-,2005,,
T_MCOaaFA,PAT_CMU,string (1),Patient bénéficiaire de la CMU,-,2012,,
T_MCOaaFA,PH_AMO_MNR,"number (8,2)",Total remboursable AMO Prestation hospitalières,-,2005,,
T_MCOaaFA,PH_BRM,"number (8,2)",Total Base Remboursement Prestation hospitalière,-,2005,,
T_MCOaaFA,PH_MNT,"number (8,2)",Montant total facturé pour  PH,-,2005,,
T_MCOaaFA,PH_OC_MNR,"number (8,2)",Total remboursable OC pour les PH,-,2005,,
T_MCOaaFA,RNG_BEN,string (3),Rang de bénéficiaire,-,2016,,
T_MCOaaFA,RNG_NAI,string (1),Rang de naissance,-,2016,,
T_MCOaaFA,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFA,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFA,EXE_SOI_DTD,date,Date d'entrée du séjour,-,2020,,
T_MCOaaFA,EXE_SOI_DTF,date,Date de sortie du séjour,-,2020,,
T_MCOaaFA,AGE_JOU,number (5),Age en jours,-,2020,,
T_MCOaaFA,BDI_COD,string (5),Code géographique,-,2020,,
T_MCOaaFA,COD_POST,string (5),Code postal,-,2020,,
T_MCOaaFA,BDI_DEP,string (2),Commune de résidence,-,2020,,
T_MCOaaFA,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFA,EXE_SOI_AMF,string (5),Date de sortie du séjour,-,2020,,
T_MCOaaFA,POST_DEP,string (2),Code postal,-,2020,,
T_MCOaaFA,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2005,2021,
T_MCOaaFA,SOR_ANN,string (4),Année de sortie,-,2008,2021,
T_MCOaaFA,SOR_MOI,string (2),Mois de sortie,-,2008,2021,
T_MCOaaFA,NIR_ANO_MAM,string (32),N° anonyme mère-enfant,-,2012,2021,
T_MCOaaFASTC,AGE_ANN,number (3),Age (en années),-,2014,,
T_MCOaaFASTC,BDI_COD,string (5),Code géographique de résidence,-,2009,,
T_MCOaaFASTC,BDI_DEP,string (2),Code département de résidence,-,2009,,
T_MCOaaFASTC,COD_CIV,string (1),Code civilité,-,2007,,
T_MCOaaFASTC,COD_SEX,string (1),Sexe,-,2007,,
T_MCOaaFASTC,CTR_TYP,string (2),Type de contrat souscrit auprès d'un organisme complémentaire,-,2017,,
T_MCOaaFASTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2007,,
T_MCOaaFASTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFASTC,EXO_TM,string (1),Justification d'exonération du TM,-,2007,,
T_MCOaaFASTC,FIDES_TOP,string (1),Valorisé par FIDES,-,2012,,
T_MCOaaFASTC,GES_COD,string (2),Code gestion,-,2014,,
T_MCOaaFASTC,HON_AM_MNR,"number (8,2)",Total honoraire remboursable AM,-,2007,,
T_MCOaaFASTC,HON_MNT,"number (8,2)",Total honoraire Facturé,-,2007,,
T_MCOaaFASTC,HON_OC_MNR,"number (8,2)",Total remboursable OC pour les honoraires,-,2007,,
T_MCOaaFASTC,NAT_ASS,string (2),Nature assurance,-,2007,,
T_MCOaaFASTC,NOE_RGM,string (2),Code Gd régime,-,2007,,
T_MCOaaFASTC,NON_SEJ_FAC_AM,string (1),Motif de la non facturation à l'assurance maladie,-,2009,,
T_MCOaaFASTC,NUM_DAT_AT,string (9),Numéro accident du travail ou date d’accident de droit commun,-,2015,,
T_MCOaaFASTC,OPE_NAT,string (1),Nature opération,-,2007,,
T_MCOaaFASTC,ORG_CPL_NUM,string (10),N° d’organisme complémentaire,-,2015,,
T_MCOaaFASTC,PAS_OC_MNT,"number (8,2)",Total participation assuré avant OC,-,2007,,
T_MCOaaFASTC,PAT_CMU,string (1),Patient bénéficiaire de la CMU,-,2012,,
T_MCOaaFASTC,PH_AMO_MNR,"number (8,2)",Total remboursable AMO Prestation hospitalières,-,2007,,
T_MCOaaFASTC,PH_BRM,"number (8,2)",Total Base Remboursement Prestation hospitalière,-,2007,,
T_MCOaaFASTC,PH_MNT,"number (8,2)",Montant total facturé pour PH,-,2007,,
T_MCOaaFASTC,PH_OC_MNR,"number (8,2)",Total remboursable OC pour les PH,-,2007,,
T_MCOaaFASTC,PS_IND,string (1),Indicateur du parcours de soins,-,2008,,
T_MCOaaFASTC,RNG_BEN,string (3),Rang de bénéficiaire,-,2016,,
T_MCOaaFASTC,RNG_NAI,string (1),Rang de naissance,-,2016,,
T_MCOaaFASTC,SEJ_FAC_AM,string (1),Séjour facturable à l’assurance maladie,-,2008,,
T_MCOaaFASTC,SEQ_NUM,string (8),N° séquentiel,-,2008,,
T_MCOaaFASTC,TYP_ART,string (1),Type d'enregistrement,-,2007,,
T_MCOaaFASTC,EXE_SOI_DTD,date,Date de début de la période de facturation,-,2020,,
T_MCOaaFASTC,EXE_SOI_DTF,date,Date de fin de la période de facturation,-,2020,,
T_MCOaaFASTC,AGE_JOU,number (5),Age en jours,-,2020,,
T_MCOaaFASTC,COD_POST,string (5),Code postal,-,2020,,
T_MCOaaFASTC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFASTC,EXE_SOI_AMF,string (6),Date de sortie du séjour,-,2020,,
T_MCOaaFASTC,POST_DEP,string,département postal du bénéficiaire ,-,2020,,
T_MCOaaFASTC,COD_PEC,string,Code de prise en charge,-,2007,2008,
T_MCOaaFASTC,DAT_RET,string,Code retour contrôle « date de référence» (date d'entrée),-,2007,2008,
T_MCOaaFASTC,NIAS_RET,string,Code retour contrôle « n° d’identification administratif de séjour »,-,2007,2008,
T_MCOaaFASTC,NIR_ANO_17,number,N° anonyme,-,2007,2008,
T_MCOaaFASTC,NIR_RET,string,Code retour contrôle « n° sécurité sociale »,-,2007,2008,
T_MCOaaFASTC,SEX_RET,string,Code retour contrôle « sexe »,-,2007,2008,
T_MCOaaFASTC,NUM_FAC,string (3),N° Facture séquentiel,-,2007,2021,
T_MCOaaFASTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2007,2021,
T_MCOaaFASTC,SOR_ANN,string (4),Année de sortie,-,2008,2021,
T_MCOaaFASTC,SOR_MOI,string (2),Mois de sortie,-,2008,2021,
T_MCOaaFB,ACT_COD,string (5),Code acte,-,2005,,
T_MCOaaFB,ACT_COE,"number (5,2)",Coefficient,-,2005,,
T_MCOaaFB,ACT_NBR,number (3),Quantité,-,2005,,
T_MCOaaFB,AMC_MNR,"number (7,2)",Montant remboursable par l'organisme complémentaire (AMC),-,2005,,
T_MCOaaFB,AMO_MNR,"number (8,2)",Montant Remboursable par la caisse (AMO),-,2005,,
T_MCOaaFB,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFB,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFB,ETE_GHS_NUM,number (4),N° GHS (format num),-,2005,,
T_MCOaaFB,EXO_TM,string (1),Justification exonération TM,-,2005,,
T_MCOaaFB,FAC_MNT,"number (8,2)",Montant total de la dépense,-,2005,,
T_MCOaaFB,FJ_COD_PEC,string (1),Code de prise en charge FJ,-,2005,,
T_MCOaaFB,GHS_NUM,string (4),N° GHS,-,2005,,
T_MCOaaFB,MCO_COE,"number (5,4)",Coefficient MCO,-,2005,,
T_MCOaaFB,NOE_MNR,"number (8,2)",Montant remboursé NOEMIE Retour,-,2005,,
T_MCOaaFB,NOE_OPE,string (3),Nature opération récupération NOEMIE Retour,-,2005,,
T_MCOaaFB,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFB,PRI_UNI,"number (7,2)",Prix Unitaire,-,2005,,
T_MCOaaFB,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2005,,
T_MCOaaFB,PSH_MDT,string (2),Mode de traitement,-,2005,,
T_MCOaaFB,REM_BAS,"number (8,2)",Montant Base remboursement,-,2005,,
T_MCOaaFB,REM_TAU,number (3),Taux applicable à la prestation,-,2005,,
T_MCOaaFB,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFB,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFB,TYP_FPI,string (1),Type de prestation intermédiaire,-,2017,,
T_MCOaaFB,EXE_SOI_DTD,date,Date de début,-,2020,,
T_MCOaaFB,EXE_SOI_DTF,date,Date de fin,-,2020,,
T_MCOaaFB,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFB,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFB,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2005,2021,
T_MCOaaFB,SOR_ANN,string (4),Année de fin de séjour,-,2008,2021,
T_MCOaaFB,SOR_MOI,string (2),Mois de fin de séjour,-,2008,2021,
T_MCOaaFBSTC,ACT_COD,string (5),Code acte,-,2008,,
T_MCOaaFBSTC,ACT_COE,"number (6,2)",Coefficient,-,2008,,
T_MCOaaFBSTC,ACT_DNB,number (2),Dénombrement,-,2008,,
T_MCOaaFBSTC,ACT_NBR,number (3),Quantité,-,2008,,
T_MCOaaFBSTC,AMC_MNR,"number (7,2)",Montant remboursable par l'organisme complémentaire (AMC),-,2008,,
T_MCOaaFBSTC,AMO_MNR,"number (8,2)",Montant Remboursable par la caisse (AMO),-,2008,,
T_MCOaaFBSTC,COEF_MCO,"number (5,4)",Coefficient MCO,-,2014,,
T_MCOaaFBSTC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFBSTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2008,,
T_MCOaaFBSTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFBSTC,EXE_SPE,string (2),Spécialité exécutant,-,2008,,
T_MCOaaFBSTC,EXO_TM,string (1),Justification d'exonération du TM,-,2008,,
T_MCOaaFBSTC,HON_MNT,"number (8,2)",Montant des honoraires (dépassement compris) ou Montant total de la dépense pour PH,-,2008,,
T_MCOaaFBSTC,PRI_UNI,"number (7,2)",Prix Unitaire,-,2008,,
T_MCOaaFBSTC,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2008,,
T_MCOaaFBSTC,PSH_MDT,string (2),Mode de traitement,-,2008,,
T_MCOaaFBSTC,REM_BAS,"number (8,2)",Montant Base remboursement,-,2008,,
T_MCOaaFBSTC,REM_TAU,number (3),Taux applicable à la prestation,-,2008,,
T_MCOaaFBSTC,SEQ_NUM,string (8),N° séquentiel,-,2008,,
T_MCOaaFBSTC,TYP_ART,string (1),Type d'enregistrement,-,2008,,
T_MCOaaFBSTC,TYP_FPI,string (1),Type de prestation intermédiaire,-,2017,,
T_MCOaaFBSTC,EXE_SOI_DTD,date,Date des soins,-,2020,,
T_MCOaaFBSTC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFBSTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2008,2021,
T_MCOaaFBSTC,NUM_FAC,string (3),N° Facture séquentiel,-,2008,2021,
T_MCOaaFBSTC,SOR_ANN,string (4),Année des soins,-,2008,2021,
T_MCOaaFBSTC,SOR_MOI,string (2),Mois des soins,-,2008,2021,
T_MCOaaFC,ACT_COD,string (5),Code acte,-,2005,,
T_MCOaaFC,ACT_COE,"number (6,2)",Coefficient,-,2005,,
T_MCOaaFC,ACT_DNB,number (2),Dénombrement,-,2005,,
T_MCOaaFC,ACT_NBR,number (2),Quantité,-,2005,,
T_MCOaaFC,AMC_MNR,"number (6,2)",Montant remboursable par AMC,-,2005,,
T_MCOaaFC,AMO_MNR,"number (7,2)",Montant Remboursable par AMO,-,2005,,
T_MCOaaFC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFC,EXE_SPE,string (2),Spécialité exécutant,-,2017,,
T_MCOaaFC,EXO_TM,string (1),Justification exo TM,-,2005,,
T_MCOaaFC,HON_MNT,"number (7,2)",Montant des honoraire (dépassement compris),-,2005,,
T_MCOaaFC,NOE_MNR,"number (8,2)",Montant remboursé NOEMIE Retour,-,2005,,
T_MCOaaFC,NOE_OPE,string (3),Nature opération récupération NOEMIE Retour,-,2005,,
T_MCOaaFC,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFC,PRI_UNI,"number (7,2)",Prix Unitaire,-,2005,,
T_MCOaaFC,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2005,,
T_MCOaaFC,PSH_MDT,string (2),Mode de traitement,-,2005,,
T_MCOaaFC,REM_BAS,"number (7,2)",Montant Base remboursement,-,2005,,
T_MCOaaFC,REM_TAU,number (3),Taux Remboursement,-,2005,,
T_MCOaaFC,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFC,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFC,EXE_SOI_DTD,date,Date de l'acte,-,2020,,
T_MCOaaFC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2005,2021,
T_MCOaaFC,SOR_ANN,string (4),Année de l'acte,-,2008,2021,
T_MCOaaFC,SOR_MOI,string (2),Mois de l'acte,-,2008,2021,
T_MCOaaFCSTC,ACT_COD,string (5),Code acte,-,2007,,
T_MCOaaFCSTC,ACT_COE,"number (6,2)",Coefficient,-,2007,,
T_MCOaaFCSTC,ACT_DNB,number (2),Dénombrement,-,2007,,
T_MCOaaFCSTC,ACT_NBR,number (3),Quantité,-,2007,,
T_MCOaaFCSTC,AMC_MNR,"number (7,2)",Montant remboursable par l'organisme complémentaire (AMC),-,2007,,
T_MCOaaFCSTC,AMO_MNR,"number (8,2)",Montant Remboursable par la caisse (AMO),-,2007,,
T_MCOaaFCSTC,COEF_MCO,"number (5,4)",Coefficient MCO,-,2014,,
T_MCOaaFCSTC,CONSULT_MIG,string (2),Type d’unité fonctionnelle de consultations (*),-,2014,,
T_MCOaaFCSTC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFCSTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2007,,
T_MCOaaFCSTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFCSTC,EXE_SPE,string (2),Spécialité exécutant,-,2008,,
T_MCOaaFCSTC,EXO_TM,string (1),Justification exo TM,-,2007,,
T_MCOaaFCSTC,HON_MNT,"number (8,2)",Montant des honoraire (dépassement compris) ou Montant total de la dépense pour PH,-,2007,,
T_MCOaaFCSTC,PRI_UNI,"number (7,2)",Prix Unitaire,-,2007,,
T_MCOaaFCSTC,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2007,,
T_MCOaaFCSTC,PSH_MDT,string (2),Mode de traitement,-,2007,,
T_MCOaaFCSTC,REM_BAS,"number (8,2)",Montant Base remboursement,-,2007,,
T_MCOaaFCSTC,REM_TAU,number (3),Taux applicable à la prestation,-,2007,,
T_MCOaaFCSTC,SEQ_NUM,string (8),N° séquentiel,-,2008,,
T_MCOaaFCSTC,TYP_ART,string (1),Type d'enregistrement,-,2007,,
T_MCOaaFCSTC,EXE_SOI_DTD,date,Date de l'acte,-,2020,,
T_MCOaaFCSTC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFCSTC,DAT_RET,string,Code retour contrôle « date de référence» (date d'entrée),-,2007,2008,
T_MCOaaFCSTC,NIAS_RET,string,Code retour contrôle « n° d’identification administratif de séjour »,-,2007,2008,
T_MCOaaFCSTC,NIR_ANO_17,string,N° anonyme,-,2007,2008,
T_MCOaaFCSTC,NIR_RET,string,Code retour contrôle « n° sécurité sociale »,-,2007,2008,
T_MCOaaFCSTC,NOE_MNR,number,Montant remboursé NOEMIE Retour,-,2007,2008,
T_MCOaaFCSTC,NOE_OPE,string,Nature opération récupération NOEMIE Retour,-,2007,2008,
T_MCOaaFCSTC,SEX_RET,string,Code retour contrôle « sexe »,-,2007,2008,
T_MCOaaFCSTC,NUM_FAC,string (3),N° Facture séquentiel,-,2007,2021,
T_MCOaaFCSTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2007,2021,
T_MCOaaFCSTC,SOR_ANN,string (4),Année des soins,-,2008,2021,
T_MCOaaFCSTC,SOR_MOI,string (2),Mois des soins,-,2008,2021,
T_MCOaaFH,ACH_PRI,"number (7,2)",Prix d'achat unitaire TTC,-,2005,,
T_MCOaaFH,COD_UCD,string (7),Code UCD,-,2008,,
