,table,var,description,var_type,var_size,nomenclature,creation,suppression,dates_manquantes
2297,T_HADaaFB,REM_TAU,Taux applicable à la prestation,number,,-,2010,,
2298,T_HADaaFB,EXE_SOI_DTD,Date d'entrée du séjour,date,6,-,2020,,
2299,T_HADaaFB,EXE_SOI_DTF,Date de sortie du séjour,date,6,-,2020,,
2300,T_HADaaFB,RHAD_NUM,Numéro séquentiel d'entrée (idem RAPSS),string,5,-,2010,,
2301,T_HADaaFB,TYP_ART,Type d'enregistrement,string,1,-,2010,,
2302,T_HADaaFB,EXE_SOI_AMD,Date d'entrée du séjour,string,6,-,2020,,
2303,T_HADaaFB,EXE_SOI_AMF,Date de sortie du séjour,string,6,-,2020,,
2304,T_HADaaFB,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,2017,
2305,T_HADaaFB,SOR_ANN,Année de la date de fin de séjour,string,4,-,2010,2021,
2306,T_HADaaFB,SOR_MOI,Mois de la date de fin de séjour,string,2,-,2010,2021,
2307,T_HADaaFB,ENT_ANN,Année de la date de début de séjour,string,4,-,2010,2021,
2308,T_HADaaFB,ENT_MOI,Mois de la date de début de séjour,string,2,-,2010,2021,
2309,T_HADaaFC,ACT_COD,Code acte,string,5,-,2010,,
2310,T_HADaaFC,ACT_COE,Cœfficient,number,,-,2010,,
2311,T_HADaaFC,ACT_DNB,Dénombrement,number,,-,2010,,
2312,T_HADaaFC,EXE_SOI_DTD,Date de l'acte,date,6,-,2020,,
2313,T_HADaaFC,ACT_NBR,Quantité,number,,-,2010,,
2314,T_HADaaFC,AMC_MNR,Montant remboursable par AMC,number,,-,2010,,
2315,T_HADaaFC,AMO_MNR,Montant Remboursable par AMO,number,,-,2010,,
2316,T_HADaaFC,DEL_DAT_ENT,delai par rapport à la date d'entrée,number,,-,2013,,
2317,T_HADaaFC,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2010,,
2318,T_HADaaFC,ETA_NUM_GEO,Numéro FINESS  géographique,string,9,-,2017,,
2319,T_HADaaFC,EXO_TM,Justification exo TM,string,1,-,2010,,
2320,T_HADaaFC,EXE_SPE,Spécialité exécutant,string,2,-,2017,,
2321,T_HADaaFC,FAC_NUM,N° séquentiel de facture (idem RAPSS),string,5,-,2010,,
2322,T_HADaaFC,HON_MNT,Montant des honoraire (dépassement compris),number,,-,2010,,
2323,T_HADaaFC,NOE_MNR,Montant remboursé NOEMIE Retour,number,,-,2010,,
2324,T_HADaaFC,NOE_OPE,Nature opération récupération NOEMIE Retour,string,3,-,2010,,
2325,T_HADaaFC,PRI_UNI,Prix Unitaire,number,,-,2010,,
2326,T_HADaaFC,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2010,,
2327,T_HADaaFC,PSH_MDT,Mode de traitement,string,2,-,2010,,
2328,T_HADaaFC,REM_BAS,Montant Base remboursement,number,,-,2010,,
2329,T_HADaaFC,REM_TAU,Taux Remboursement,number,,-,2010,,
2330,T_HADaaFC,RHAD_NUM,Numéro séquentiel d'entrée (idem RAPSS),string,5,-,2010,,
2331,T_HADaaFC,TYP_ART,Type d'enregistrement,string,1,-,2010,,
2332,T_HADaaFC,EXE_SOI_AMD,Date de l'acte,string,6,-,2020,,
2333,T_HADaaFC,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,2017,
2334,T_HADaaFC,ACT_MOI,Mois de la date de l'acte,string,2,-,2010,2021,
2335,T_HADaaFC,ACT_ANN,Année de la date de l'acte,string,4,-,2010,2021,
2336,T_HADaaFH,ACH_PRI,Prix d'achat unitaire TTC,number,,-,2010,,
2337,T_HADaaFH,COD_UCD,Code UCD,string,7,-,2010,,
2338,T_HADaaFH,COE_TAU,Coefficient de fractionnement,number,,-,2010,,
2339,T_HADaaFH,DEL_DAT_ENT,delai par rapport à la date d'entrée,number,,-,2013,,
2340,T_HADaaFH,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
2341,T_HADaaFH,ETA_NUM_GEO,Numéro FINESS  géographique,string,9,-,2017,,
2342,T_HADaaFH,FAC_NUM,N° séquentiel de facture (idem RAPSS),string,5,-,2010,,
2343,T_HADaaFH,FAC_TOT,Montant total facturé TTC,number,,-,2010,,
2344,T_HADaaFH,MNT_UNI_ECA,Montant unitaire de l'écart indemnisable,number,,-,2010,,
2345,T_HADaaFH,EXE_SOI_DTD,Date d'administration,date,6,-,2020,,
2346,T_HADaaFH,QUA_COD,Quantité,number,,-,2010,,
2347,T_HADaaFH,RHAD_NUM,Numéro séquentiel d'entrée (idem RAPSS),string,5,-,2010,,
2348,T_HADaaFH,TOT_MNT_ECA,Montant total de l'écart indemnisable,number,,-,2010,,
2349,T_HADaaFH,TYP_ART,Type d'enregistrement,string,1,-,2010,,
2350,T_HADaaFH,UCD_UCD_COD,Code UCD sur 13 caractère avec 000 à gauche,string,13,-,2010,,
2351,T_HADaaFH,COD_LES,Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,string,7,-,2018,,
2352,T_HADaaFH,EXE_SOI_AMD,Date d'administration,string,6,-,2020,,
2353,T_HADaaFH,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,2017,
2354,T_HADaaFH,ENT_ANN,Année de la date de début de séjour,string,4,-,2010,2021,
2355,T_HADaaFH,ENT_MOI,Mois de la date de début de séjour,string,2,-,2010,2021,
2356,T_HADaaFI,DEL_DAT_ENT,delai par rapport a date entree,number,,-,2014,,
2357,T_HADaaFI,ETA_NUM_EPMSI,N° FINESS ePMSI,string,9,-,2014,,
2358,T_HADaaFI,ETA_NUM_GEO,Numéro FINESS  géographique,string,9,-,2017,,
2359,T_HADaaFI,ETB_NUM,Etablissement de transfert ou de retour ou lieu d'exécution de l'acte,string,14,-,2014,,
2360,T_HADaaFI,FAC_NUM,N° séquentiel de facture (idem RAPSS),string,5,-,2014,,
2361,T_HADaaFI,RHAD_NUM,Numéro séquentiel d'entrée (idem RAPSS),string,5,-,2014,,
2362,T_HADaaFI,EXE_SOI_DTD,Date d'entrée du séjour,date,6,-,2020,,
2363,T_HADaaFI,EXE_SOI_DTF,Date de sortie du séjour,date,6,-,2020,,
2364,T_HADaaFI,SEJ_FIN,Nature d'interruption ou de fin de séjour,string,1,-,2014,,
2365,T_HADaaFI,TYP_ART,Type d'enregistrement,string,1,-,2014,,
2366,T_HADaaFI,EXE_SOI_AMD,Date d'entrée du séjour,string,6,-,2020,,
2367,T_HADaaFI,EXE_SOI_AMF,Date de sortie du séjour,string,6,-,2020,,
2368,T_HADaaFI,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2014,2017,
2369,T_HADaaFI,ENT_ANN,Année de la date début de séjour,string,4,-,2014,2021,
2370,T_HADaaFI,ENT_MOI,Mois de la date début de séjour,string,2,-,2014,2021,
2371,T_HADaaFI,SOR_ANN,Année de la date fin de séjour,string,4,-,2014,2021,
2372,T_HADaaFI,SOR_MOI,Mois de la date fin de séjour,string,2,-,2014,2021,
2373,T_HADaaFL,ACT_NBR,Quantité acte,number,,-,2012,,
2374,T_HADaaFL,ANN_MOI,Mois et année de l'acte,string,6,-,2012,,
2375,T_HADaaFL,DEL_DAT_ENT,Delai par rapport à la date d'entrée rsfa,number,,-,2012,,
2376,T_HADaaFL,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2012,,
2377,T_HADaaFL,ETA_NUM_GEO,Numéro FINESS  géographique,string,9,-,2017,,
2378,T_HADaaFL,EXE_SOI_DTD,Date de l'acte 1 à 5,date,6,-,2020,,
2379,T_HADaaFL,FAC_NUM,N° Facture séquentiel,string,5,-,2012,,
2380,T_HADaaFL,NABM_COD,Code acte NABM,string,8,-,2012,,
2381,T_HADaaFL,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2012,,
2382,T_HADaaFL,PSH_MDT,Mode de traitement,string,2,-,2012,,
2383,T_HADaaFL,RHAD_NUM,N° séquentiel,string,5,-,2012,,
2384,T_HADaaFL,TYP_ART,Type d'enregistrement,string,1,-,2012,,
2385,T_HADaaFL,EXE_SOI_AMD,Date de l'acte,string,6,-,2020,,
2386,T_HADaaFL,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2012,2017,
2388,T_HADaaFM,ACV_ACT,Activité,string,1,-,2010,,
2389,T_HADaaFM,ANP_ACT,Association non prévue,string,1,-,2010,,
2390,T_HADaaFM,CCAM_COD,Code CCAM (y compris extension PMSI),string,13,-,2010,,
2391,T_HADaaFM,DEL_DAT_ENT,delai par rapport à la date d'entrée,number,,-,2013,,
2392,T_HADaaFM,DENT_NUM_1,N° dent 1,string,2,-,2010,,
2393,T_HADaaFM,DENT_NUM_2,N° dent 2,string,2,-,2010,,
2394,T_HADaaFM,DENT_NUM_3,N° dent 3,string,2,-,2010,,
2395,T_HADaaFM,DENT_NUM_4,N° dent 4,string,2,-,2010,,
2396,T_HADaaFM,DENT_NUM_5,N° dent 5,string,2,-,2010,,
2397,T_HADaaFM,DENT_NUM_6,N° dent 6,string,2,-,2010,,
2398,T_HADaaFM,DENT_NUM_7,N° dent 7,string,2,-,2010,,
2399,T_HADaaFM,DENT_NUM_8,N° dent 8,string,2,-,2010,,
2400,T_HADaaFM,DENT_NUM_9,N° dent 9,string,2,-,2010,,
2401,T_HADaaFM,DENT_NUM_10,N° dent 10,string,2,-,2010,,
2402,T_HADaaFM,DENT_NUM_11,N° dent 11,string,2,-,2010,,
2403,T_HADaaFM,DENT_NUM_12,N° dent 12,string,2,-,2010,,
2404,T_HADaaFM,DENT_NUM_13,N° dent 13,string,2,-,2010,,
2405,T_HADaaFM,DENT_NUM_14,N° dent 14,string,2,-,2010,,
2406,T_HADaaFM,DENT_NUM_15,N° dent 15,string,2,-,2010,,
2407,T_HADaaFM,DENT_NUM_16,N° dent 16,string,2,-,2010,,
2408,T_HADaaFM,DOC_ACT,Extension documentaire,string,1,-,2010,,
2409,T_HADaaFM,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2010,,
2410,T_HADaaFM,ETA_NUM_GEO,Numéro FINESS  géographique,string,9,-,2017,,
2411,T_HADaaFM,FAC_NUM,N° séquentiel de facture (idem RAPSS),string,5,-,2010,,
2412,T_HADaaFM,MOD_ACT1,Modificateur 1,string,1,-,2010,,
2413,T_HADaaFM,MOD_ACT2,Modificateur 2,string,1,-,2010,,
2414,T_HADaaFM,MOD_ACT3,Modificateur 3,string,1,-,2010,,
2415,T_HADaaFM,MOD_ACT4,Modificateur 4,string,1,-,2010,,
2416,T_HADaaFM,EXE_SOI_DTD,Date de l'acte,date,6,-,2020,,
2417,T_HADaaFM,PHA_ACT,Phase,string,1,-,2010,,
2418,T_HADaaFM,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2010,,
2419,T_HADaaFM,PSH_MDT,Mode de traitement,string,2,-,2010,,
2420,T_HADaaFM,REM_EXP_ACT,Code remb exceptionnel,string,1,-,2010,,
2421,T_HADaaFM,RHAD_NUM,Numéro séquentiel d'entrée (idem RAPSS),string,5,-,2010,,
2422,T_HADaaFM,TYP_ART,Type d'enregistrement,string,1,-,2010,,
2423,T_HADaaFM,EXE_SOI_AMD,Date de l'acte,string,6,-,2020,,
2424,T_HADaaFM,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,2017,
2425,T_HADaaFM,ACT_ANN,Année de la date de l'acte,string,4,-,2010,2021,
2426,T_HADaaFM,ACT_MOI,Mois de la date de l'acte,string,2,-,2010,2021,
2427,T_HADaaFM,ACT_DAT_COMP,Compatible avec la date de l'acte,string,1,-,2010,2021,
2428,T_HADaaFP,DEL_DAT_ENT,delai par rapport a date entree,number,,-,2014,,
2429,T_HADaaFP,EXE_SOI_DTD,Date de pose,date,6,-,2020,,
2430,T_HADaaFP,ETA_NUM_EPMSI,N° FINESS ePMSI,string,9,-,2014,,
2431,T_HADaaFP,ETA_NUM_GEO,Numéro FINESS  géographique,string,9,-,2017,,
2432,T_HADaaFP,FAC_MNT,Montant total facturé,number,,-,2014,,
2433,T_HADaaFP,FAC_NUM,N° séquentiel de facture (idem RAPSS),string,5,-,2014,,
2434,T_HADaaFP,LPP_COD,Code référence LPP,string,13,-,2014,,
2435,T_HADaaFP,LPP_PRI_UNI,Prix d'achat unitaire,number,,-,2014,,
2436,T_HADaaFP,LPP_PU_DEV,Tarif référence LPP Prix Unitaire sur devis,number,,-,2014,,
2437,T_HADaaFP,LPP_QUA,Quantité,number,,-,2014,,
2438,T_HADaaFP,MNT_UNI_ECA,Montant unitaire de l'écart indemnisable,number,,-,2014,,
2439,T_HADaaFP,RHAD_NUM,Numéro séquentiel d'entrée (idem RAPSS),string,5,-,2014,,
2440,T_HADaaFP,TIP_PRS_IDE,Code LPP (13 c),number,,-,2014,,
2441,T_HADaaFP,TOT_MNT_ECA,Montant total de l'écart indemnisable,number,,-,2014,,
2442,T_HADaaFP,TYP_ART,Type d'enregistrement,string,1,-,2014,,
2443,T_HADaaFP,EXE_SOI_AMD,Date de l'acte,string,6,-,2020,,
2444,T_HADaaFP,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2014,2017,
2445,T_HADaaFP,ENT_ANN,Année de la date début de séjour,string,4,-,2014,2021,
2446,T_HADaaFP,ENT_MOI,Mois de la date début de séjour,string,2,-,2014,2021,
2447,T_HADaaGJ,ETA_NUM_GEO,N° FINESS de l’entité juridique,number,,-,2006,2007,
2448,T_HADaaGJ,ETA_NUM_JUR,N° FINESS de l’établissement (code géographique),number,,-,2006,2007,
2449,T_HADaaGJ,ETA_NUM_PMSI,N° FINESS e-PMSI,number,,-,2006,2007,
2450,T_HADaaGRE,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2007,,
2451,T_HADaaGRE,ETA_NUM_GEO,Numéro FINESS de l’établissement (code géographique),string,9,-,2017,,
2452,T_HADaaGRE,ETE_GHS_NUM,GHT au format numérique,number,,-,2005,,
2453,T_HADaaGRE,GHT_NBJ,Groupage Etablissement : nombre de jours,number,,-,2005,,
2454,T_HADaaGRE,GHT_NUM,Groupage Etablissement : n° du GHT,string,2,-,2005,,
2455,T_HADaaGRE,GRE_GRP_ETB,Groupage Etablissement : nombre de zones tarifaires établissement (1 à 4),string,2,-,2010,,
2456,T_HADaaGRE,GRE_GRP_GHPC,Groupage Etablissement : n° du GHPC,string,4,-,2010,,
2457,T_HADaaGRE,GRE_GRP_RET,Groupage Etablissement : code retour,string,3,-,2010,,
2458,T_HADaaGRE,GRE_RPPS_VER,Groupage établissement version de la classification,string,3,-,2010,,
2459,T_HADaaGRE,RHAD_NUM,N° séquentiel de séjour d'HAD,string,5,-,2005,,
2460,T_HADaaGRE,SEQ_NUM,N° de la séquence dans le séjour,string,4,-,2010,,
2461,T_HADaaGRE,SSEQ_NUM,N° de la sous-séquence,string,4,-,2005,,
2462,T_HADaaGRE,FAC_NUM,Numéro de facture,string,5,-,2020,,
2464,T_HADaaGRE,ETA_NUM_JUR,N° FINESS de l’établissement (code géographique),number,,-,2005,2007,
2465,T_HADaaGRE,SEQ_SEJ,Numéro de la séquence dans le séjour,number,,-,2005,2010,
2466,T_HADaaGRE,ETA_NUM_TWO,Numéro FINESS de l’établissement (code géographique),string,9,-,2007,2017,
2467,T_HADaaGRP,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2007,,
2468,T_HADaaGRP,ETA_NUM_GEO,Numéro FINESS de l’établissement (code géographique),string,9,-,2017,,
2469,T_HADaaGRP,ETE_GHS_NUM,GHT_NUM en numérique,number,,-,2005,,
2470,T_HADaaGRP,GHT_NBJ,Groupage PAPRICA : nombre de jours,number,,-,2005,,
2471,T_HADaaGRP,GHT_NUM,Groupage PAPRICA : n° du GHT,string,2,-,2005,,
2472,T_HADaaGRP,PAP_GRP_GHPC,Groupage PAPRICA : n° du GHPC,string,4,-,2005,,
2473,T_HADaaGRP,PAP_GRP_RET,Groupage PAPRICA : code retour,string,3,-,2005,,
2474,T_HADaaGRP,PAP_GRP_VER,Groupage établissement : version de la classification,string,2,-,2005,,
2475,T_HADaaGRP,RHAD_NUM,N° séquentiel de séjour d'HAD,string,5,-,2005,,
2476,T_HADaaGRP,SEQ_NUM,N° de la séquence dans le séjour,string,4,-,2010,,
2477,T_HADaaGRP,SSEQ_NUM,N° de la sous-séquence,string,4,-,2005,,
2478,T_HADaaGRP,FAC_NUM,Numéro de facture,string,5,-,2020,,
2480,T_HADaaGRP,ETA_NUM_JUR,N° FINESS de l’établissement (code géographique),number,,-,2005,2007,
2481,T_HADaaGRP,SEQ_SEJ,Numéro de la séquence dans le séjour,number,,-,2005,2010,
2482,T_HADaaGRP,ETA_NUM_TWO,Numéro FINESS de l’établissement (code géographique),string,9,-,2007,2017,
2483,T_HADaaLEG,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2014,,
2484,T_HADaaLEG,MOI,Mois période,string,2,-,2014,,
2485,T_HADaaLEG,ANN,Année période,string,4,-,2014,,
2486,T_HADaaLEG,RHAD_NUM,N° séquentiel de séjour d'HAD/ N° séquentiel d'entrée,string,5,-,2014,,
2487,T_HADaaLEG,FAC_NUM,N° séquentiel de facture,string,5,-,2014,,
2488,T_HADaaLEG,SEQ_NUM,Numéro de la séquence dans le séjour,string,4,-,2014,,
2489,T_HADaaLEG,SSEQ_NUM,Numéro de sous-séquence,string,4,-,2014,,
2490,T_HADaaLEG,COD_ERR,Code retour,string,4,-,2014,,
2491,T_HADaaMED,ACH_PRI_ADM,Prix d'achat multiplié par le nombre administré,number,,-,2009,,
2492,T_HADaaMED,FAC_NUM,Numéro séquentiel de facture ,string,5,-,2020,,
2493,T_HADaaMED,ADM_ANN,Année de la date d'administration,string,4,-,2009,,
2494,T_HADaaMED,ADM_MOIS,Mois de la date d'administration,string,2,-,2009,,
2495,T_HADaaMED,ADM_NBR,Nombre administré éventuellement fractionnaire,number,,-,2009,,
2496,T_HADaaMED,ANN,Année période,string,4,-,2009,,
2497,T_HADaaMED,DAT_DELAI,Délai entre la date d’entrée du séjour et la date de dispensation,number,,-,2009,,
2498,T_HADaaMED,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2009,,
2499,T_HADaaMED,INI_VAL_PRS,Validation initiale de la prescription par un centre de référence ou de compétence,string,1,-,2010,,
2500,T_HADaaMED,MOIS,N° période (mois),string,2,-,2009,,
2501,T_HADaaMED,PRS_TYP,Type de prestation,string,2,-,2009,,
2502,T_HADaaMED,RHAD_NUM,N° séquentiel de séjour d'HAD,string,5,-,2009,,
2503,T_HADaaMED,SEJ_NBR,Nombre de séjours impliqués,number,,-,2009,,
2504,T_HADaaMED,SEQ_SEJ,Numéro de la séquence dans le séjour,string,4,-,2009,,
2505,T_HADaaMED,SSEQ_NUM,Numéro de sous-séquence,string,4,-,2009,,
2506,T_HADaaMED,TOP_UCD_AUTO,Top transcodage UCD13 auto,string,1,-,2015,,
2507,T_HADaaMED,UCD_UCD_COD,Code UCD,string,13,-,2009,,
2508,T_HADaaMED,COD_LES,Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,string,7,-,2018,,
2509,T_HADaaMED,UCD_COD,Code UCD,string,9,-,2009,2015,
2510,T_HADaaMEDATU,ACH_PRI_ADM,Prix d'achat multiplié par le nombre administré,number,,-,2012,,
2511,T_HADaaMEDATU,ADM_ANN,Année de la date d'administration,string,4,-,2012,,
2512,T_HADaaMEDATU,ADM_MOIS,Mois de la date d'administration,string,2,-,2012,,
2513,T_HADaaMEDATU,ADM_NBR,Nombre administré éventuellement fractionnaire,number,,-,2012,,
2514,T_HADaaMEDATU,ANN,Année période,string,4,-,2012,,
2515,T_HADaaMEDATU,DAT_DELAI,Délai entre la date d’entrée du séjour et la date de dispensation,number,,-,2012,,
2516,T_HADaaMEDATU,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2012,,
2517,T_HADaaMEDATU,FAC_NUM,N° séquentiel de facture,string,5,-,2014,,
2518,T_HADaaMEDATU,INI_VAL_PRS,Validation initiale de la prescription par un centre de référence ou de compétence,string,1,-,2012,,
2519,T_HADaaMEDATU,MOIS,N° période (mois),string,2,-,2012,,
2520,T_HADaaMEDATU,PRS_TYP,Type de prestation,string,2,-,2012,,
2521,T_HADaaMEDATU,RHAD_NUM,N° séquentiel de séjour d'HAD,string,5,-,2012,,
2522,T_HADaaMEDATU,SEJ_NBR,Nombre de séjours impliqués,number,,-,2012,,
2523,T_HADaaMEDATU,SEQ_SEJ,Numéro de la séquence dans le séjour,string,4,-,2012,,
2524,T_HADaaMEDATU,SSEQ_NUM,Numéro de sous-séquence,string,4,-,2012,,
2525,T_HADaaMEDATU,TOP_UCD_AUTO,Top transcodage UCD13 auto,string,1,-,2015,,
2526,T_HADaaMEDATU,UCD_UCD_COD,Code UCD,string,13,-,2012,,
2527,T_HADaaMEDATU,COD_LES,Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,string,7,-,2019,,
2528,T_HADaaMEDATU,UCD_COD,Code UCD,string,9,-,2012,2015,
2529,T_HADaaMEDCHL,ACH_PRI_ADM,Prix d'achat multiplié par le nombre administré,number,,-,2016,,
2530,T_HADaaMEDCHL,ADM_ANN,Année de la date d'administration,string,4,-,2016,,
2531,T_HADaaMEDCHL,ADM_MOIS,Mois de la date d'administration,string,2,-,2016,,
2532,T_HADaaMEDCHL,ADM_NBR,Nombre administré éventuellement fractionnaire,number,,-,2016,,
2533,T_HADaaMEDCHL,ANN,Année période,string,4,-,2016,,
2534,T_HADaaMEDCHL,DAT_DELAI,Délai entre la date d’entrée du séjour et la date de dispensation,number,,-,2016,,
2535,T_HADaaMEDCHL,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2016,,
2536,T_HADaaMEDCHL,FAC_NUM,N° séquentiel de facture,string,5,-,2016,,
2537,T_HADaaMEDCHL,INI_VAL_PRS,Validation initiale de la prescription par un centre de référence ou de compétence,string,1,-,2016,,
2538,T_HADaaMEDCHL,MOIS,N° période (mois),string,2,-,2016,,
2539,T_HADaaMEDCHL,PRS_TYP,Type de prestation,string,2,-,2016,,
2540,T_HADaaMEDCHL,RHAD_NUM,N° séquentiel de séjour d'HAD,string,5,-,2016,,
2541,T_HADaaMEDCHL,SEJ_NBR,Nombre de séjours impliqués,number,,-,2016,,
2542,T_HADaaMEDCHL,SEQ_SEJ,Numéro de la séquence dans le séjour,string,4,-,2016,,
2543,T_HADaaMEDCHL,SSEQ_NUM,Numéro de sous-séquence,string,4,-,2016,,
2544,T_HADaaMEDCHL,TOP_UCD_AUTO,Top transcodage UCD13 auto,string,1,-,2016,,
2545,T_HADaaMEDCHL,UCD_UCD_COD,Code UCD,string,13,-,2016,,
2546,T_HADaaMON,ACH_PRI_DER,Dernier prix d'achat,number,,-,2008,2009,
2547,T_HADaaMON,ANN,Année période,number,,-,2008,2009,
2548,T_HADaaMON,ETA_NUM_EPMSI,N° FINESS e-PMSI,number,,-,2008,2009,
2549,T_HADaaMON,FIC_TYP,Type de fichier,string,,-,2008,2009,
2550,T_HADaaMON,MOIS,N° période (mois),number,,-,2008,2009,
2551,T_HADaaMON,MOY_PRI,Prix moyen,number,,-,2008,2009,
2552,T_HADaaMON,UCD_COD,Code UCD,number,,-,2008,2009,
2553,T_HADaaMON,UCD_NBR_ETH,Nombre d'UCD dispensées au titre des essais thérapeutiques,number,,-,2008,2009,
2554,T_HADaaMON,UCD_NBR_TOT,Nombre d'UCD dispensées totales,number,,-,2008,2009,
2555,T_HADaaMON,UCD_UCD_COD,Code UCD,number,,-,2008,2009,
2556,T_HADaaS,ETA_NUM_EPMSI,Numéro FINESS e-PMSI,string,9,-,2015,,
2557,T_HADaaS,RAPSS_NUM,Numéro de version du format de SRAPSS,string,3,-,2015,,
2558,T_HADaaS,ETA_NUM_GEO,Numéro FINESS géographique,string,9,-,2017,,
2559,T_HADaaS,RHAD_NUM,Numéro séquentiel d'entrée,string,5,-,2015,,
2560,T_HADaaS,COD_SEX,Sexe du patient,string,1,-,2015,,
2561,T_HADaaS,SEJ_NBJ,Nombre de journées dans le séjour = durée sur séjours terminés (date de sortie-date d'entrée),number,,-,2015,,
2562,T_HADaaS,HAD_DUREE,Durée couverte par les séquences (tous séjours),number,,-,2015,,
2563,T_HADaaS,SEJ_FINI,Indicateur de séjour terminé,string,1,-,2015,,
2564,T_HADaaS,SEJ_ERR,indicateur de séjour 100% en erreur,string,1,-,2015,,
2565,T_HADaaS,SOR_MOI,Mois de la date de sortie du séjour,string,2,-,2015,,
2566,T_HADaaS,SOR_ANN,Année de la date de sortie du séjour,string,4,-,2015,,
2567,T_HADaaS,ENT_MOD,Mode d’entrée,string,1,-,2015,,
2568,T_HADaaS,ENT_PRV,Provenance,string,1,-,2015,,
2569,T_HADaaS,SOR_MOD,Mode de sortie,string,1,-,2015,,
2570,T_HADaaS,SOR_DES,Destination,string,1,-,2015,,
2571,T_HADaaS,ETA_NUM_TWO,Numéro FINESS de l’établissement (code géographique),string,9,-,2015,2017,
2572,T_HADaaSTC,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2007,,
2573,T_HADaaSTC,ETA_NUM_GEO,Numéro FINESS de l’établissement (code géographique),string,9,-,2017,,
2574,T_HADaaSTC,RHAD_NUM,N° séquentiel de séjour d'HAD,string,5,-,2007,,
2575,T_HADaaSTC,GRG_COD_CTL,Contrôle code grand régime,string,1,-,2008,,
2576,T_HADaaSTC,GES_COD_CTL,Code retour controle «code gestion»,string,1,-,2014,,
2577,T_HADaaSTC,EXO_TM_CTL,Contrôle code justification d'exonération du TM,string,1,-,2007,,
2578,T_HADaaSTC,COD_PEC_CTL,Contrôle code prise en charge forfait journalier,string,1,-,2007,,
2579,T_HADaaSTC,NAT_ASS_CTL,Contrôle code nature d'assurance,string,1,-,2007,,
2580,T_HADaaSTC,TYP_CTR_CTL,Contrôle type de contrat souscrit auprès d'un organisme complémentaire,string,1,-,2008,,
2581,T_HADaaSTC,SEJ_FAC_CTL,Contrôle code séjour facturable à l'AM,string,1,-,2007,,
2582,T_HADaaSTC,MNF_AM_CTL,Code retour contrôle « motif de la non facturation à l'assurance maladie »,string,1,-,2009,,
2583,T_HADaaSTC,NBR_VEN_CTL,Contrôle format nombre de venues,string,1,-,2007,,
2584,T_HADaaSTC,FAC_MNT_TM_CTL,Contrôle format montant à facturer au titre du TM,string,1,-,2007,,
2585,T_HADaaSTC,FAC_MNT_FJ_CTL,Contrôle format montant à facturer au titre du FJ,string,1,-,2007,,
2586,T_HADaaSTC,TOT_MNT_AM_CTL,Contrôle format montant total remboursable par AM,string,1,-,2007,,
2587,T_HADaaSTC,MAJ_MNT_CTL,Contrôle format montant majoration parcours de soins,string,1,-,2007,,
2588,T_HADaaSTC,REM_BAS_CTL,Contrôle montant base remboursement,string,1,-,2008,,
2589,T_HADaaSTC,REM_TAU_CTL,Contrôle taux de remboursement,string,1,-,2008,,
2590,T_HADaaSTC,PAT_CMU_CTL,Code retour contrôle « Patient bénéficiaire de la CMU »,string,1,-,2011,,
2591,T_HADaaSTC,DAT_HOS_CTL,code retour controlme identifiant anonyme hosp,string,1,-,2013,,
2592,T_HADaaSTC,TOT_MNT_AMC_CTL,Code retour contrôle « Montant total du séjour remboursable pour l'AMC »,string,1,-,2012,,
2593,T_HADaaSTC,PA_COD_CTL,Code retour contrôle « Code participation assuré »,string,1,-,2014,,
2594,T_HADaaSTC,ENT_NUM_CTL,Code retour contrôle « N° d’entrée »,string,1,-,2014,,
2595,T_HADaaSTC,PEC_SOI_URG_CTL,"Code retour contrôle ""Confirmation de la prise en charge dans le cadre du dispositif des soins urgents"" ",string,1,-,2015,,
